Pallet: "pallet_uniques", Extrinsic: "create", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
28593,1545,0,0,0,0,0
24754,1435,0,0,0,0,0
36338,1341,0,0,0,0,0
23646,1315,0,0,0,0,0
23533,1330,0,0,0,0,0
23355,1308,0,0,0,0,0
23298,1307,0,0,0,0,0
23032,1345,0,0,0,0,0
22886,1333,0,0,0,0,0
22789,1301,0,0,0,0,0
28630,1417,0,0,0,0,0
22819,1316,0,0,0,0,0
23330,1342,0,0,0,0,0
23220,1340,0,0,0,0,0
23071,1314,0,0,0,0,0
23305,1332,0,0,0,0,0
23085,1346,0,0,0,0,0
23137,1319,0,0,0,0,0
23267,1297,0,0,0,0,0
23160,1337,0,0,0,0,0

Raw Storage Info
========
Storage: Uniques Class (r:1 w:1)
Storage: Uniques ClassAccount (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    23.29
              µs

Reads = 1
Writes = 2

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    23.29
              µs

Reads = 1
Writes = 2

Pallet: "pallet_uniques", Extrinsic: "force_create", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
18885,1418,0,0,0,0,0
13800,1235,0,0,0,0,0
13486,1151,0,0,0,0,0
13242,1128,0,0,0,0,0
12803,1140,0,0,0,0,0
13010,1084,0,0,0,0,0
12847,1085,0,0,0,0,0
12777,1114,0,0,0,0,0
12640,1115,0,0,0,0,0
12892,1107,0,0,0,0,0
12641,1075,0,0,0,0,0
12674,1130,0,0,0,0,0
12693,1154,0,0,0,0,0
12876,1152,0,0,0,0,0
12639,1143,0,0,0,0,0
12710,1076,0,0,0,0,0
12709,1086,0,0,0,0,0
12692,1079,0,0,0,0,0
12962,1130,0,0,0,0,0
12587,1144,0,0,0,0,0

Raw Storage Info
========
Storage: Uniques Class (r:1 w:1)
Storage: Uniques ClassAccount (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=     12.8
              µs

Reads = 1
Writes = 2

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=     12.8
              µs

Reads = 1
Writes = 2

Pallet: "pallet_uniques", Extrinsic: "destroy", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
n,m,a,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
440,1000,1000,5177066,3279,0,0,0,0,0
440,1000,1000,5054312,3190,0,0,0,0,0
440,1000,1000,5232406,3213,0,0,0,0,0
440,1000,1000,5100466,3559,0,0,0,0,0
460,1000,1000,5333278,3781,0,0,0,0,0
460,1000,1000,5350050,3583,0,0,0,0,0
460,1000,1000,5372625,3402,0,0,0,0,0
460,1000,1000,5382863,3786,0,0,0,0,0
460,1000,1000,5378549,4473,0,0,0,0,0
460,1000,1000,5443299,3736,0,0,0,0,0
460,1000,1000,5306449,3620,0,0,0,0,0
460,1000,1000,5339915,3919,0,0,0,0,0
460,1000,1000,5273263,3232,0,0,0,0,0
460,1000,1000,5549762,3441,0,0,0,0,0
460,1000,1000,5312554,3266,0,0,0,0,0
460,1000,1000,5338721,3712,0,0,0,0,0
460,1000,1000,5324070,3770,0,0,0,0,0
460,1000,1000,5308558,3703,0,0,0,0,0
460,1000,1000,5418004,3732,0,0,0,0,0
460,1000,1000,5322479,3331,0,0,0,0,0
460,1000,1000,5511155,3560,0,0,0,0,0
460,1000,1000,5354062,3340,0,0,0,0,0
460,1000,1000,5361958,3839,0,0,0,0,0
460,1000,1000,5311962,3583,0,0,0,0,0
480,1000,1000,5538550,3549,0,0,0,0,0
480,1000,1000,5562283,3812,0,0,0,0,0
480,1000,1000,5512826,3365,0,0,0,0,0
480,1000,1000,5638489,3772,0,0,0,0,0
480,1000,1000,5532544,3179,0,0,0,0,0
480,1000,1000,5501714,3505,0,0,0,0,0
480,1000,1000,5503623,3194,0,0,0,0,0
480,1000,1000,5526801,3196,0,0,0,0,0
480,1000,1000,5546500,3508,0,0,0,0,0
480,1000,1000,5487743,3241,0,0,0,0,0
480,1000,1000,5564640,3183,0,0,0,0,0
480,1000,1000,5495230,3315,0,0,0,0,0
480,1000,1000,5538444,3626,0,0,0,0,0
480,1000,1000,5484287,3345,0,0,0,0,0
480,1000,1000,5607342,3426,0,0,0,0,0
480,1000,1000,5507431,3610,0,0,0,0,0
480,1000,1000,5460822,3173,0,0,0,0,0
480,1000,1000,5582682,3542,0,0,0,0,0
480,1000,1000,5549181,3240,0,0,0,0,0
480,1000,1000,5635249,3172,0,0,0,0,0
500,1000,1000,5828826,3498,0,0,0,0,0
500,1000,1000,5681519,4057,0,0,0,0,0
500,1000,1000,5835525,3748,0,0,0,0,0
500,1000,1000,5716209,3361,0,0,0,0,0
500,1000,1000,5780964,3464,0,0,0,0,0
500,1000,1000,5725620,3630,0,0,0,0,0
500,1000,1000,5766662,3588,0,0,0,0,0
500,1000,1000,5810227,3699,0,0,0,0,0
500,1000,1000,5764328,3597,0,0,0,0,0
500,1000,1000,5731110,3942,0,0,0,0,0
500,1000,1000,5798183,3572,0,0,0,0,0
500,1000,1000,5735643,3666,0,0,0,0,0
500,1000,1000,5728692,3482,0,0,0,0,0
500,1000,1000,5744567,3432,0,0,0,0,0
500,1000,1000,5661929,3411,0,0,0,0,0
500,1000,1000,5762052,3530,0,0,0,0,0
500,1000,1000,5779542,3401,0,0,0,0,0
500,1000,1000,5672073,3525,0,0,0,0,0
500,1000,1000,5712866,3731,0,0,0,0,0
500,1000,1000,5697025,3444,0,0,0,0,0
520,1000,1000,5881249,3364,0,0,0,0,0
520,1000,1000,5904149,3445,0,0,0,0,0
520,1000,1000,5859295,4517,0,0,0,0,0
520,1000,1000,5919646,3703,0,0,0,0,0
520,1000,1000,6089998,3681,0,0,0,0,0
520,1000,1000,5913710,3349,0,0,0,0,0
520,1000,1000,5942910,3935,0,0,0,0,0
520,1000,1000,5909510,3359,0,0,0,0,0
520,1000,1000,5912830,3585,0,0,0,0,0
520,1000,1000,5872815,3457,0,0,0,0,0
520,1000,1000,5891247,3389,0,0,0,0,0
520,1000,1000,5825299,3923,0,0,0,0,0
520,1000,1000,5866755,3347,0,0,0,0,0
520,1000,1000,5998217,3399,0,0,0,0,0
520,1000,1000,5924088,3348,0,0,0,0,0
520,1000,1000,6024899,3638,0,0,0,0,0
520,1000,1000,5921451,3232,0,0,0,0,0
520,1000,1000,5905285,3456,0,0,0,0,0
520,1000,1000,5955645,3472,0,0,0,0,0
520,1000,1000,5921081,3535,0,0,0,0,0
540,1000,1000,5991685,3295,0,0,0,0,0
540,1000,1000,6082357,3078,0,0,0,0,0
540,1000,1000,5959144,4026,0,0,0,0,0
540,1000,1000,6045476,3377,0,0,0,0,0
540,1000,1000,6102819,3676,0,0,0,0,0
540,1000,1000,6004169,3519,0,0,0,0,0
540,1000,1000,6081004,3345,0,0,0,0,0
540,1000,1000,5978179,3378,0,0,0,0,0
540,1000,1000,6038725,3292,0,0,0,0,0
540,1000,1000,6012253,3193,0,0,0,0,0
540,1000,1000,5943834,3597,0,0,0,0,0
540,1000,1000,6088074,3435,0,0,0,0,0
540,1000,1000,6036142,3722,0,0,0,0,0
540,1000,1000,6058248,3362,0,0,0,0,0
540,1000,1000,5990891,3811,0,0,0,0,0
540,1000,1000,6009654,3425,0,0,0,0,0
540,1000,1000,6043020,3255,0,0,0,0,0
540,1000,1000,6009324,3224,0,0,0,0,0
540,1000,1000,6078670,18303,0,0,0,0,0
540,1000,1000,6004546,3221,0,0,0,0,0
560,1000,1000,6285145,3240,0,0,0,0,0
560,1000,1000,6213006,3239,0,0,0,0,0
560,1000,1000,6269839,3570,0,0,0,0,0
560,1000,1000,6182126,3587,0,0,0,0,0
560,1000,1000,6207091,3720,0,0,0,0,0
560,1000,1000,6142038,3376,0,0,0,0,0
560,1000,1000,6203297,3811,0,0,0,0,0
560,1000,1000,6424744,3689,0,0,0,0,0
560,1000,1000,6197263,3106,0,0,0,0,0
560,1000,1000,6209631,3262,0,0,0,0,0
560,1000,1000,6290627,3981,0,0,0,0,0
560,1000,1000,6238889,3271,0,0,0,0,0
560,1000,1000,6264170,3735,0,0,0,0,0
560,1000,1000,6172101,3617,0,0,0,0,0
560,1000,1000,6252015,2968,0,0,0,0,0
560,1000,1000,6194325,3589,0,0,0,0,0
560,1000,1000,6218288,3583,0,0,0,0,0
560,1000,1000,6197631,3418,0,0,0,0,0
560,1000,1000,6250943,3446,0,0,0,0,0
560,1000,1000,6267585,4066,0,0,0,0,0
580,1000,1000,6510960,3417,0,0,0,0,0
580,1000,1000,6618247,3710,0,0,0,0,0
580,1000,1000,6577132,3798,0,0,0,0,0
580,1000,1000,6436871,3423,0,0,0,0,0
580,1000,1000,6515840,3781,0,0,0,0,0
580,1000,1000,6503177,3355,0,0,0,0,0
580,1000,1000,6654558,3585,0,0,0,0,0
580,1000,1000,6504627,3774,0,0,0,0,0
580,1000,1000,6564579,3718,0,0,0,0,0
580,1000,1000,6463403,3317,0,0,0,0,0
580,1000,1000,6508559,3627,0,0,0,0,0
580,1000,1000,6625286,3908,0,0,0,0,0
580,1000,1000,6427149,4138,0,0,0,0,0
580,1000,1000,6564028,3712,0,0,0,0,0
580,1000,1000,6480420,3303,0,0,0,0,0
580,1000,1000,6498840,3751,0,0,0,0,0
580,1000,1000,6548035,4443,0,0,0,0,0
580,1000,1000,6493542,3704,0,0,0,0,0
580,1000,1000,6499766,4492,0,0,0,0,0
580,1000,1000,6528534,3369,0,0,0,0,0
600,1000,1000,6611611,3520,0,0,0,0,0
600,1000,1000,6641019,4200,0,0,0,0,0
600,1000,1000,6545746,3967,0,0,0,0,0
600,1000,1000,6699689,3535,0,0,0,0,0
600,1000,1000,6588686,3600,0,0,0,0,0
600,1000,1000,6617758,3937,0,0,0,0,0
600,1000,1000,6713535,3435,0,0,0,0,0
600,1000,1000,6653850,3810,0,0,0,0,0
600,1000,1000,6762562,3197,0,0,0,0,0
600,1000,1000,6616726,3171,0,0,0,0,0
600,1000,1000,6540823,3696,0,0,0,0,0
600,1000,1000,6620810,3607,0,0,0,0,0
600,1000,1000,6635887,3222,0,0,0,0,0
600,1000,1000,6654004,3537,0,0,0,0,0
600,1000,1000,6559424,3307,0,0,0,0,0
600,1000,1000,6631760,3542,0,0,0,0,0
600,1000,1000,6553740,3751,0,0,0,0,0
600,1000,1000,6627879,3420,0,0,0,0,0
600,1000,1000,6545193,3960,0,0,0,0,0
600,1000,1000,6662977,3381,0,0,0,0,0
620,1000,1000,6886795,3604,0,0,0,0,0
620,1000,1000,7150219,3416,0,0,0,0,0
620,1000,1000,6948419,3704,0,0,0,0,0
620,1000,1000,6896440,4092,0,0,0,0,0
620,1000,1000,6950656,4097,0,0,0,0,0
620,1000,1000,6910848,3613,0,0,0,0,0
620,1000,1000,7041651,3794,0,0,0,0,0
620,1000,1000,6861319,3582,0,0,0,0,0
620,1000,1000,6931399,3557,0,0,0,0,0
620,1000,1000,6900973,3459,0,0,0,0,0
620,1000,1000,6903134,3374,0,0,0,0,0
620,1000,1000,6926528,3939,0,0,0,0,0
620,1000,1000,6948552,4110,0,0,0,0,0
620,1000,1000,6909938,3525,0,0,0,0,0
620,1000,1000,6976822,3802,0,0,0,0,0
620,1000,1000,6942445,3588,0,0,0,0,0
620,1000,1000,6839296,3785,0,0,0,0,0
620,1000,1000,6896967,3345,0,0,0,0,0
620,1000,1000,6923517,3855,0,0,0,0,0
620,1000,1000,6938233,4732,0,0,0,0,0
640,1000,1000,6899679,3496,0,0,0,0,0
640,1000,1000,7002669,3470,0,0,0,0,0
640,1000,1000,7044128,4127,0,0,0,0,0
640,1000,1000,6906818,3539,0,0,0,0,0
640,1000,1000,6834985,3455,0,0,0,0,0
640,1000,1000,7126525,3421,0,0,0,0,0
640,1000,1000,6953857,3879,0,0,0,0,0
640,1000,1000,7019304,3646,0,0,0,0,0
640,1000,1000,6881031,3616,0,0,0,0,0
640,1000,1000,6951912,3260,0,0,0,0,0
640,1000,1000,6933851,4206,0,0,0,0,0
640,1000,1000,6986792,3744,0,0,0,0,0
640,1000,1000,7033402,4088,0,0,0,0,0
640,1000,1000,6869203,3975,0,0,0,0,0
640,1000,1000,7025572,4031,0,0,0,0,0
640,1000,1000,6993604,3425,0,0,0,0,0
640,1000,1000,6981074,3277,0,0,0,0,0
640,1000,1000,7138299,3778,0,0,0,0,0
640,1000,1000,6920289,3488,0,0,0,0,0
640,1000,1000,6909205,3794,0,0,0,0,0
660,1000,1000,7188923,3941,0,0,0,0,0
660,1000,1000,7253500,3815,0,0,0,0,0
660,1000,1000,7108316,3172,0,0,0,0,0
660,1000,1000,7088924,4444,0,0,0,0,0
660,1000,1000,7278857,3875,0,0,0,0,0
660,1000,1000,7198153,3717,0,0,0,0,0
660,1000,1000,7293838,3967,0,0,0,0,0
660,1000,1000,7141541,3234,0,0,0,0,0
660,1000,1000,7082106,3608,0,0,0,0,0
660,1000,1000,7145576,3715,0,0,0,0,0
660,1000,1000,7124048,3164,0,0,0,0,0
660,1000,1000,7207117,3875,0,0,0,0,0
660,1000,1000,7097620,4010,0,0,0,0,0
660,1000,1000,7106173,3860,0,0,0,0,0
660,1000,1000,7171977,3766,0,0,0,0,0
660,1000,1000,7152699,3929,0,0,0,0,0
660,1000,1000,7153470,3467,0,0,0,0,0
660,1000,1000,7042985,3954,0,0,0,0,0
660,1000,1000,7094353,3982,0,0,0,0,0
660,1000,1000,7135061,4272,0,0,0,0,0
680,1000,1000,7535719,4015,0,0,0,0,0
680,1000,1000,7421739,3782,0,0,0,0,0
680,1000,1000,7408402,3689,0,0,0,0,0
680,1000,1000,7389514,3680,0,0,0,0,0
680,1000,1000,7388098,3896,0,0,0,0,0
680,1000,1000,7562675,3271,0,0,0,0,0
680,1000,1000,7384089,4280,0,0,0,0,0
680,1000,1000,7304740,3848,0,0,0,0,0
680,1000,1000,7287165,3710,0,0,0,0,0
680,1000,1000,7410096,3553,0,0,0,0,0
680,1000,1000,7410079,3693,0,0,0,0,0
680,1000,1000,7522833,4278,0,0,0,0,0
680,1000,1000,7333392,3497,0,0,0,0,0
680,1000,1000,7370048,3987,0,0,0,0,0
680,1000,1000,7596480,3994,0,0,0,0,0
680,1000,1000,7470780,3903,0,0,0,0,0
680,1000,1000,7458256,3782,0,0,0,0,0
680,1000,1000,7244730,3676,0,0,0,0,0
680,1000,1000,7346790,3694,0,0,0,0,0
680,1000,1000,7371733,4101,0,0,0,0,0
700,1000,1000,7375725,4210,0,0,0,0,0
700,1000,1000,7514005,3680,0,0,0,0,0
700,1000,1000,7326444,3340,0,0,0,0,0
700,1000,1000,7337375,3832,0,0,0,0,0
700,1000,1000,7359833,3842,0,0,0,0,0
700,1000,1000,7369176,3575,0,0,0,0,0
700,1000,1000,7450995,3635,0,0,0,0,0
700,1000,1000,7342175,3396,0,0,0,0,0
700,1000,1000,7394667,3485,0,0,0,0,0
700,1000,1000,7441660,3632,0,0,0,0,0
700,1000,1000,7377243,3705,0,0,0,0,0
700,1000,1000,7317243,4129,0,0,0,0,0
700,1000,1000,7348256,3903,0,0,0,0,0
700,1000,1000,7427586,3490,0,0,0,0,0
700,1000,1000,7357444,3943,0,0,0,0,0
700,1000,1000,7385293,3489,0,0,0,0,0
700,1000,1000,7440114,3840,0,0,0,0,0
700,1000,1000,7333845,4094,0,0,0,0,0
700,1000,1000,7331177,3378,0,0,0,0,0
700,1000,1000,7436201,3401,0,0,0,0,0
720,1000,1000,7640785,3638,0,0,0,0,0
720,1000,1000,7653868,3431,0,0,0,0,0
720,1000,1000,7615847,4180,0,0,0,0,0
720,1000,1000,7573287,3392,0,0,0,0,0
720,1000,1000,7499906,4019,0,0,0,0,0
720,1000,1000,7506646,3411,0,0,0,0,0
720,1000,1000,7552613,3909,0,0,0,0,0
720,1000,1000,7645611,3493,0,0,0,0,0
720,1000,1000,7680637,3801,0,0,0,0,0
720,1000,1000,7585101,3613,0,0,0,0,0
720,1000,1000,7630906,3790,0,0,0,0,0
720,1000,1000,7562718,4077,0,0,0,0,0
720,1000,1000,7506441,3486,0,0,0,0,0
720,1000,1000,7613529,3535,0,0,0,0,0
720,1000,1000,7582981,3379,0,0,0,0,0
720,1000,1000,7688959,3621,0,0,0,0,0
720,1000,1000,7655444,3918,0,0,0,0,0
720,1000,1000,7922701,3931,0,0,0,0,0
720,1000,1000,7544123,4089,0,0,0,0,0
720,1000,1000,7561015,3666,0,0,0,0,0
740,1000,1000,7971332,3501,0,0,0,0,0
740,1000,1000,7932548,3806,0,0,0,0,0
740,1000,1000,8061424,3962,0,0,0,0,0
740,1000,1000,7915684,3769,0,0,0,0,0
740,1000,1000,7896570,3107,0,0,0,0,0
740,1000,1000,7924525,3820,0,0,0,0,0
740,1000,1000,7813700,3273,0,0,0,0,0
740,1000,1000,7939959,3452,0,0,0,0,0
740,1000,1000,7870182,3506,0,0,0,0,0
740,1000,1000,8085539,3718,0,0,0,0,0
740,1000,1000,7989706,3782,0,0,0,0,0
740,1000,1000,7914343,4180,0,0,0,0,0
740,1000,1000,7937000,3763,0,0,0,0,0
740,1000,1000,7779269,3672,0,0,0,0,0
740,1000,1000,7935595,3736,0,0,0,0,0
740,1000,1000,8064912,3936,0,0,0,0,0
740,1000,1000,7899191,4155,0,0,0,0,0
740,1000,1000,7816717,3873,0,0,0,0,0
740,1000,1000,7989237,3648,0,0,0,0,0
740,1000,1000,7936560,3325,0,0,0,0,0
760,1000,1000,7931374,3618,0,0,0,0,0
760,1000,1000,7873451,3721,0,0,0,0,0
760,1000,1000,7901294,3977,0,0,0,0,0
760,1000,1000,7858586,3931,0,0,0,0,0
760,1000,1000,7961548,3913,0,0,0,0,0
760,1000,1000,7898308,3954,0,0,0,0,0
760,1000,1000,7951419,3451,0,0,0,0,0
760,1000,1000,7856910,3895,0,0,0,0,0
760,1000,1000,7935704,3529,0,0,0,0,0
760,1000,1000,7907490,4017,0,0,0,0,0
760,1000,1000,8017146,4013,0,0,0,0,0
760,1000,1000,7789591,3834,0,0,0,0,0
760,1000,1000,7988583,3811,0,0,0,0,0
760,1000,1000,7902200,3977,0,0,0,0,0
760,1000,1000,7963273,4092,0,0,0,0,0
760,1000,1000,7851410,4231,0,0,0,0,0
760,1000,1000,7826402,4147,0,0,0,0,0
760,1000,1000,7897405,3742,0,0,0,0,0
760,1000,1000,8011898,3879,0,0,0,0,0
760,1000,1000,7866589,3853,0,0,0,0,0
780,1000,1000,8162439,3721,0,0,0,0,0
780,1000,1000,8395520,4042,0,0,0,0,0
780,1000,1000,8363622,3560,0,0,0,0,0
780,1000,1000,8193984,3892,0,0,0,0,0
780,1000,1000,8286752,3664,0,0,0,0,0
780,1000,1000,8074381,3747,0,0,0,0,0
780,1000,1000,8143671,4062,0,0,0,0,0
780,1000,1000,8387461,3889,0,0,0,0,0
780,1000,1000,8407655,3919,0,0,0,0,0
780,1000,1000,8225116,3721,0,0,0,0,0
780,1000,1000,8217247,3693,0,0,0,0,0
780,1000,1000,8263480,4260,0,0,0,0,0
780,1000,1000,8131041,3698,0,0,0,0,0
780,1000,1000,8172087,4193,0,0,0,0,0
780,1000,1000,8199184,4265,0,0,0,0,0
780,1000,1000,8242617,3473,0,0,0,0,0
780,1000,1000,8341793,3583,0,0,0,0,0
780,1000,1000,8285284,3692,0,0,0,0,0
780,1000,1000,8255849,3907,0,0,0,0,0
780,1000,1000,8136322,3898,0,0,0,0,0
800,1000,1000,8480049,4556,0,0,0,0,0
800,1000,1000,8523957,3736,0,0,0,0,0
800,1000,1000,8440438,3811,0,0,0,0,0
800,1000,1000,8415136,4088,0,0,0,0,0
800,1000,1000,8628557,3721,0,0,0,0,0
800,1000,1000,8471099,3807,0,0,0,0,0
800,1000,1000,8579309,4350,0,0,0,0,0
800,1000,1000,8524551,4101,0,0,0,0,0
800,1000,1000,8605735,3758,0,0,0,0,0
800,1000,1000,8518156,4321,0,0,0,0,0
800,1000,1000,8590864,3942,0,0,0,0,0
800,1000,1000,8557916,3429,0,0,0,0,0
800,1000,1000,8578881,3758,0,0,0,0,0
800,1000,1000,8440733,3599,0,0,0,0,0
800,1000,1000,8485852,4235,0,0,0,0,0
800,1000,1000,8484725,4128,0,0,0,0,0
800,1000,1000,8819797,3760,0,0,0,0,0
800,1000,1000,8328544,3913,0,0,0,0,0
800,1000,1000,8623215,3840,0,0,0,0,0
800,1000,1000,8611019,4048,0,0,0,0,0
820,1000,1000,8716801,3718,0,0,0,0,0
820,1000,1000,8840098,3541,0,0,0,0,0
820,1000,1000,8548108,4164,0,0,0,0,0
820,1000,1000,8721488,3693,0,0,0,0,0
820,1000,1000,8978276,3402,0,0,0,0,0
820,1000,1000,8745207,3632,0,0,0,0,0
820,1000,1000,8836491,4548,0,0,0,0,0
820,1000,1000,8875607,3728,0,0,0,0,0
820,1000,1000,8638455,4112,0,0,0,0,0
820,1000,1000,8689569,3912,0,0,0,0,0
820,1000,1000,8777966,4445,0,0,0,0,0
820,1000,1000,8797625,4085,0,0,0,0,0
820,1000,1000,8632655,3711,0,0,0,0,0
820,1000,1000,8822665,4066,0,0,0,0,0
820,1000,1000,8741952,3601,0,0,0,0,0
820,1000,1000,8669526,3978,0,0,0,0,0
820,1000,1000,8858967,3971,0,0,0,0,0
820,1000,1000,8815535,3887,0,0,0,0,0
820,1000,1000,8767833,3905,0,0,0,0,0
820,1000,1000,8857114,4154,0,0,0,0,0
840,1000,1000,8662904,4999,0,0,0,0,0
840,1000,1000,8609503,3795,0,0,0,0,0
840,1000,1000,8677110,3654,0,0,0,0,0
840,1000,1000,8652166,4007,0,0,0,0,0
840,1000,1000,8466630,3865,0,0,0,0,0
840,1000,1000,8405111,3856,0,0,0,0,0
840,1000,1000,8527838,3940,0,0,0,0,0
840,1000,1000,8574607,3891,0,0,0,0,0
840,1000,1000,8511076,3900,0,0,0,0,0
840,1000,1000,8482052,3902,0,0,0,0,0
840,1000,1000,8631864,4275,0,0,0,0,0
840,1000,1000,8633272,4071,0,0,0,0,0
840,1000,1000,8566449,3695,0,0,0,0,0
840,1000,1000,8627792,4255,0,0,0,0,0
840,1000,1000,8559664,4079,0,0,0,0,0
840,1000,1000,8605039,3727,0,0,0,0,0
840,1000,1000,8585112,3761,0,0,0,0,0
840,1000,1000,8679814,3772,0,0,0,0,0
840,1000,1000,8678993,4035,0,0,0,0,0
840,1000,1000,8579624,4223,0,0,0,0,0
860,1000,1000,8925168,4135,0,0,0,0,0
860,1000,1000,8973672,4008,0,0,0,0,0
860,1000,1000,8976616,3695,0,0,0,0,0
860,1000,1000,9011997,4419,0,0,0,0,0
860,1000,1000,9188277,3726,0,0,0,0,0
860,1000,1000,8896274,3777,0,0,0,0,0
860,1000,1000,8961194,3971,0,0,0,0,0
860,1000,1000,9056486,4353,0,0,0,0,0
860,1000,1000,9034173,3619,0,0,0,0,0
860,1000,1000,8966946,4009,0,0,0,0,0
860,1000,1000,8919438,3990,0,0,0,0,0
860,1000,1000,9000394,4093,0,0,0,0,0
860,1000,1000,8981986,3582,0,0,0,0,0
860,1000,1000,8966004,4105,0,0,0,0,0
860,1000,1000,8948495,3635,0,0,0,0,0
860,1000,1000,8923409,4017,0,0,0,0,0
860,1000,1000,8944187,3860,0,0,0,0,0
860,1000,1000,8930824,3707,0,0,0,0,0
860,1000,1000,8861619,3847,0,0,0,0,0
860,1000,1000,8992825,3960,0,0,0,0,0
880,1000,1000,9089013,3832,0,0,0,0,0
880,1000,1000,9127511,3880,0,0,0,0,0
880,1000,1000,9021302,3776,0,0,0,0,0
880,1000,1000,9013336,3900,0,0,0,0,0
880,1000,1000,9042642,3885,0,0,0,0,0
880,1000,1000,9057461,3896,0,0,0,0,0
880,1000,1000,9036828,4281,0,0,0,0,0
880,1000,1000,9003550,3794,0,0,0,0,0
880,1000,1000,9085925,3870,0,0,0,0,0
880,1000,1000,9122736,3948,0,0,0,0,0
880,1000,1000,9109273,3844,0,0,0,0,0
880,1000,1000,8965896,4015,0,0,0,0,0
880,1000,1000,9043524,4432,0,0,0,0,0
880,1000,1000,9063004,3747,0,0,0,0,0
880,1000,1000,8964609,4305,0,0,0,0,0
880,1000,1000,8970672,4901,0,0,0,0,0
880,1000,1000,8992841,3719,0,0,0,0,0
880,1000,1000,9045133,3632,0,0,0,0,0
880,1000,1000,9018743,3993,0,0,0,0,0
880,1000,1000,8993840,3957,0,0,0,0,0
900,1000,1000,9266817,3929,0,0,0,0,0
900,1000,1000,9195842,4548,0,0,0,0,0
900,1000,1000,9248927,3942,0,0,0,0,0
900,1000,1000,9591074,4407,0,0,0,0,0
900,1000,1000,9240806,4261,0,0,0,0,0
900,1000,1000,9421740,3691,0,0,0,0,0
900,1000,1000,9563926,4445,0,0,0,0,0
900,1000,1000,9346400,4507,0,0,0,0,0
900,1000,1000,9406181,3838,0,0,0,0,0
900,1000,1000,9462808,3703,0,0,0,0,0
900,1000,1000,9615756,4370,0,0,0,0,0
900,1000,1000,9270143,3804,0,0,0,0,0
900,1000,1000,9353488,4289,0,0,0,0,0
900,1000,1000,9591293,3996,0,0,0,0,0
900,1000,1000,9475448,4041,0,0,0,0,0
900,1000,1000,9502483,4323,0,0,0,0,0
900,1000,1000,9205179,4111,0,0,0,0,0
900,1000,1000,9347003,4970,0,0,0,0,0
900,1000,1000,9511956,4129,0,0,0,0,0
900,1000,1000,9408933,4261,0,0,0,0,0
920,1000,1000,9768346,9920,0,0,0,0,0
920,1000,1000,9669332,4067,0,0,0,0,0
920,1000,1000,9935679,4244,0,0,0,0,0
920,1000,1000,9574249,3911,0,0,0,0,0
920,1000,1000,9473243,4319,0,0,0,0,0
920,1000,1000,9911061,4612,0,0,0,0,0
920,1000,1000,9958518,3975,0,0,0,0,0
920,1000,1000,9792213,4124,0,0,0,0,0
920,1000,1000,9881689,3778,0,0,0,0,0
920,1000,1000,9681139,3876,0,0,0,0,0
920,1000,1000,9728509,4321,0,0,0,0,0
920,1000,1000,9881216,4228,0,0,0,0,0
920,1000,1000,9887026,4330,0,0,0,0,0
920,1000,1000,9911487,4098,0,0,0,0,0
920,1000,1000,9873520,4153,0,0,0,0,0
920,1000,1000,9703283,3837,0,0,0,0,0
920,1000,1000,9925657,4296,0,0,0,0,0
920,1000,1000,9884653,3982,0,0,0,0,0
920,1000,1000,9745940,4145,0,0,0,0,0
920,1000,1000,9624988,4330,0,0,0,0,0
940,1000,1000,9534834,3900,0,0,0,0,0
940,1000,1000,9439157,3978,0,0,0,0,0
940,1000,1000,9745561,3769,0,0,0,0,0
940,1000,1000,9409290,4375,0,0,0,0,0
940,1000,1000,9446413,4453,0,0,0,0,0
940,1000,1000,9378621,3971,0,0,0,0,0
940,1000,1000,9390279,4112,0,0,0,0,0
940,1000,1000,9434096,4435,0,0,0,0,0
940,1000,1000,9379578,3916,0,0,0,0,0
940,1000,1000,9501247,4108,0,0,0,0,0
940,1000,1000,9536789,4592,0,0,0,0,0
940,1000,1000,9454707,3773,0,0,0,0,0
940,1000,1000,9488932,4011,0,0,0,0,0
940,1000,1000,9416846,3945,0,0,0,0,0
940,1000,1000,9443955,4846,0,0,0,0,0
940,1000,1000,9392838,4465,0,0,0,0,0
940,1000,1000,9498683,3795,0,0,0,0,0
940,1000,1000,9472342,4508,0,0,0,0,0
940,1000,1000,9523993,4175,0,0,0,0,0
940,1000,1000,9474551,4175,0,0,0,0,0
960,1000,1000,9657349,4124,0,0,0,0,0
960,1000,1000,9762416,4324,0,0,0,0,0
960,1000,1000,9637398,4303,0,0,0,0,0
960,1000,1000,9581645,4735,0,0,0,0,0
