Pallet: "pallet_utility", Extrinsic: "batch", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
c,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
740,1786830,1359,0,0,0,0,0
740,1784148,1334,0,0,0,0,0
740,1794131,1321,0,0,0,0,0
740,1775584,1427,0,0,0,0,0
740,1759725,1409,0,0,0,0,0
740,1723426,1269,0,0,0,0,0
740,1761826,1295,0,0,0,0,0
740,1776261,1375,0,0,0,0,0
740,1782367,1387,0,0,0,0,0
740,1726215,1403,0,0,0,0,0
740,1777270,1313,0,0,0,0,0
740,1780622,1351,0,0,0,0,0
760,1779322,1455,0,0,0,0,0
760,1830883,1293,0,0,0,0,0
760,1821287,1286,0,0,0,0,0
760,1840235,1318,0,0,0,0,0
760,1825575,1278,0,0,0,0,0
760,1840169,1300,0,0,0,0,0
760,1797330,1285,0,0,0,0,0
760,1847583,1344,0,0,0,0,0
760,1820438,1316,0,0,0,0,0
760,1807603,1302,0,0,0,0,0
760,1827918,1263,0,0,0,0,0
760,1811090,1449,0,0,0,0,0
760,1824843,1359,0,0,0,0,0
760,1804860,1323,0,0,0,0,0
760,1810762,1284,0,0,0,0,0
760,1811857,1351,0,0,0,0,0
760,1870450,1332,0,0,0,0,0
760,1778964,1487,0,0,0,0,0
760,1775645,1298,0,0,0,0,0
760,1766883,1299,0,0,0,0,0
780,1877716,1420,0,0,0,0,0
780,1817967,1422,0,0,0,0,0
780,1876395,1284,0,0,0,0,0
780,1868383,1440,0,0,0,0,0
780,1819335,1303,0,0,0,0,0
780,1871861,1330,0,0,0,0,0
780,1813834,1209,0,0,0,0,0
780,1871257,1271,0,0,0,0,0
780,1833795,1335,0,0,0,0,0
780,1871895,1355,0,0,0,0,0
780,1850856,1291,0,0,0,0,0
780,1874009,1287,0,0,0,0,0
780,1883146,1418,0,0,0,0,0
780,1872160,1284,0,0,0,0,0
780,1860913,1298,0,0,0,0,0
780,1818616,1208,0,0,0,0,0
780,1820541,1233,0,0,0,0,0
780,1869227,1331,0,0,0,0,0
780,1880852,1352,0,0,0,0,0
780,1874984,1291,0,0,0,0,0
800,1866770,1373,0,0,0,0,0
800,1907946,1300,0,0,0,0,0
800,1918403,1264,0,0,0,0,0
800,1901743,1346,0,0,0,0,0
800,1921634,1266,0,0,0,0,0
800,1897421,1260,0,0,0,0,0
800,1864986,1271,0,0,0,0,0
800,1903721,1272,0,0,0,0,0
800,1923344,1304,0,0,0,0,0
800,1875960,1277,0,0,0,0,0
800,1868754,1202,0,0,0,0,0
800,1883123,1361,0,0,0,0,0
800,1920541,1267,0,0,0,0,0
800,1879938,1340,0,0,0,0,0
800,1870832,1327,0,0,0,0,0
800,1959911,1269,0,0,0,0,0
800,1934293,1345,0,0,0,0,0
800,1937611,1242,0,0,0,0,0
800,1931700,1303,0,0,0,0,0
800,1901186,1325,0,0,0,0,0
820,1915164,1416,0,0,0,0,0
820,1970866,1258,0,0,0,0,0
820,1909201,1259,0,0,0,0,0
820,1973132,1323,0,0,0,0,0
820,1913524,1332,0,0,0,0,0
820,1974478,1320,0,0,0,0,0
820,1966831,1315,0,0,0,0,0
820,1967554,1334,0,0,0,0,0
820,1971386,1287,0,0,0,0,0
820,1957750,1310,0,0,0,0,0
820,1965980,1278,0,0,0,0,0
820,1951858,1352,0,0,0,0,0
820,1967002,1288,0,0,0,0,0
820,1971429,1319,0,0,0,0,0
820,2009827,1454,0,0,0,0,0
820,1969270,1294,0,0,0,0,0
820,1950689,1283,0,0,0,0,0
820,1973435,1306,0,0,0,0,0
820,1994146,1347,0,0,0,0,0
820,1968705,1290,0,0,0,0,0
840,2001813,1420,0,0,0,0,0
840,2014384,1312,0,0,0,0,0
840,2024007,1324,0,0,0,0,0
840,2014731,1303,0,0,0,0,0
840,2018005,1349,0,0,0,0,0
840,2021140,1312,0,0,0,0,0
840,1991816,1353,0,0,0,0,0
840,2014416,1192,0,0,0,0,0
840,1993279,1320,0,0,0,0,0
840,2013987,1265,0,0,0,0,0
840,2019989,1319,0,0,0,0,0
840,1958200,1283,0,0,0,0,0
840,2016892,1269,0,0,0,0,0
840,2023950,1328,0,0,0,0,0
840,2017569,1273,0,0,0,0,0
840,1965643,1321,0,0,0,0,0
840,2014846,1278,0,0,0,0,0
840,1991639,1316,0,0,0,0,0
840,1959647,1216,0,0,0,0,0
840,2015651,1253,0,0,0,0,0
860,2060835,1506,0,0,0,0,0
860,2066539,1300,0,0,0,0,0
860,2086701,1331,0,0,0,0,0
860,2074193,1285,0,0,0,0,0
860,2076931,1378,0,0,0,0,0
860,2003791,1367,0,0,0,0,0
860,2043044,1329,0,0,0,0,0
860,2073777,1434,0,0,0,0,0
860,2044908,1442,0,0,0,0,0
860,2072512,1371,0,0,0,0,0
860,2047278,1311,0,0,0,0,0
860,2050741,1352,0,0,0,0,0
860,2074879,1275,0,0,0,0,0
860,2092156,1251,0,0,0,0,0
860,2073589,1256,0,0,0,0,0
860,2044824,1388,0,0,0,0,0
860,2011089,1327,0,0,0,0,0
860,2049924,1302,0,0,0,0,0
860,2011027,1224,0,0,0,0,0
860,2043790,1366,0,0,0,0,0
880,2051024,1491,0,0,0,0,0
880,2120164,1309,0,0,0,0,0
880,2044340,1273,0,0,0,0,0
880,2087875,1254,0,0,0,0,0
880,2073537,1283,0,0,0,0,0
880,2103497,1369,0,0,0,0,0
880,2050647,1284,0,0,0,0,0
880,2081647,1268,0,0,0,0,0
880,2140355,1364,0,0,0,0,0
880,2061529,1297,0,0,0,0,0
880,2049614,1275,0,0,0,0,0
880,2052063,1273,0,0,0,0,0
880,2059144,1370,0,0,0,0,0
880,2051145,1248,0,0,0,0,0
880,2097014,1263,0,0,0,0,0
880,2045489,1258,0,0,0,0,0
880,2115676,1299,0,0,0,0,0
880,2053789,1227,0,0,0,0,0
880,2050376,1332,0,0,0,0,0
880,2112738,1288,0,0,0,0,0
900,2172683,1461,0,0,0,0,0
900,2163203,1326,0,0,0,0,0
900,2160963,1377,0,0,0,0,0
900,2138920,1385,0,0,0,0,0
900,2156223,1294,0,0,0,0,0
900,2171622,1359,0,0,0,0,0
900,2160141,1340,0,0,0,0,0
900,2150847,1313,0,0,0,0,0
900,2163797,1461,0,0,0,0,0
900,2166740,1299,0,0,0,0,0
900,2178784,1317,0,0,0,0,0
900,2162547,1238,0,0,0,0,0
900,2137694,1374,0,0,0,0,0
900,2164523,1336,0,0,0,0,0
900,2167238,1306,0,0,0,0,0
900,2170058,1387,0,0,0,0,0
900,2164060,1330,0,0,0,0,0
900,2165358,1379,0,0,0,0,0
900,2092151,1303,0,0,0,0,0
900,2166129,1320,0,0,0,0,0
920,2150849,1447,0,0,0,0,0
920,2201871,1385,0,0,0,0,0
920,2243510,1406,0,0,0,0,0
920,2192040,1349,0,0,0,0,0
920,2231875,1335,0,0,0,0,0
920,2210508,1341,0,0,0,0,0
920,2211377,1396,0,0,0,0,0
920,2190515,1268,0,0,0,0,0
920,2177121,1326,0,0,0,0,0
920,2177445,1371,0,0,0,0,0
920,2145454,1297,0,0,0,0,0
920,2209659,1321,0,0,0,0,0
920,2211136,1338,0,0,0,0,0
920,2173660,1341,0,0,0,0,0
920,2143363,1303,0,0,0,0,0
920,2213511,1319,0,0,0,0,0
920,2245032,1355,0,0,0,0,0
920,2156591,1317,0,0,0,0,0
920,2213905,1294,0,0,0,0,0
920,2205521,1286,0,0,0,0,0
940,2200779,1443,0,0,0,0,0
940,2251439,1354,0,0,0,0,0
940,2272469,1396,0,0,0,0,0
940,2203142,1337,0,0,0,0,0
940,2282120,1379,0,0,0,0,0
940,2270696,1325,0,0,0,0,0
940,2236708,1355,0,0,0,0,0
940,2198342,1369,0,0,0,0,0
940,2258909,1392,0,0,0,0,0
940,2281783,1421,0,0,0,0,0
940,2269827,1419,0,0,0,0,0
940,2253839,1374,0,0,0,0,0
940,2278828,1282,0,0,0,0,0
940,2203922,1343,0,0,0,0,0
940,2275649,1294,0,0,0,0,0
940,2274613,1286,0,0,0,0,0
940,2249175,1327,0,0,0,0,0
940,2249992,1286,0,0,0,0,0
940,2229724,1370,0,0,0,0,0
940,2221481,1286,0,0,0,0,0
960,2308944,1452,0,0,0,0,0
960,2306558,1302,0,0,0,0,0
960,2345702,1333,0,0,0,0,0
960,2319625,1324,0,0,0,0,0
960,2237737,1249,0,0,0,0,0
960,2289247,1288,0,0,0,0,0
960,2304816,1275,0,0,0,0,0
960,2243561,1287,0,0,0,0,0
960,2312813,1268,0,0,0,0,0
960,2259138,1331,0,0,0,0,0
960,2290718,1377,0,0,0,0,0
960,2310102,1354,0,0,0,0,0
960,2304191,1304,0,0,0,0,0
960,2305918,1326,0,0,0,0,0
960,2244711,1308,0,0,0,0,0
960,2312883,1250,0,0,0,0,0
960,2264545,1285,0,0,0,0,0
960,2233042,1377,0,0,0,0,0
960,2249855,1296,0,0,0,0,0
960,2322324,1277,0,0,0,0,0
980,2329746,1571,0,0,0,0,0
980,2404198,1417,0,0,0,0,0
980,2336670,1357,0,0,0,0,0
980,2322935,1427,0,0,0,0,0
980,2355845,1388,0,0,0,0,0
980,2353284,1312,0,0,0,0,0
980,2327100,1421,0,0,0,0,0
980,2330991,1323,0,0,0,0,0
980,2373148,1401,0,0,0,0,0
980,2359890,1390,0,0,0,0,0
980,2313869,1360,0,0,0,0,0
980,2284567,1336,0,0,0,0,0
980,2285043,1317,0,0,0,0,0
980,2365875,1284,0,0,0,0,0
980,2291648,1288,0,0,0,0,0
980,2344581,1363,0,0,0,0,0
980,2373423,1314,0,0,0,0,0
980,2318458,1402,0,0,0,0,0
980,2355561,1306,0,0,0,0,0
980,2344561,1207,0,0,0,0,0
1000,2388713,1511,0,0,0,0,0
1000,2421837,1373,0,0,0,0,0
1000,2334577,1333,0,0,0,0,0
1000,2386190,1414,0,0,0,0,0
1000,2427283,1332,0,0,0,0,0
1000,2396917,1380,0,0,0,0,0
1000,2365087,1454,0,0,0,0,0
1000,2332069,1380,0,0,0,0,0
1000,2392194,1334,0,0,0,0,0
1000,2429614,1434,0,0,0,0,0
1000,2447706,1336,0,0,0,0,0
1000,2389936,1374,0,0,0,0,0
1000,2369825,1380,0,0,0,0,0
1000,2400799,1387,0,0,0,0,0
1000,2357229,1311,0,0,0,0,0
1000,2362528,1369,0,0,0,0,0
1000,2318382,1359,0,0,0,0,0
1000,2391020,1430,0,0,0,0,0
1000,2395515,1402,0,0,0,0,0
1000,2480436,1399,0,0,0,0,0

Raw Storage Info
========

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    15.55
    + c    2.378
              µs

Reads = 0 + (0 * c)
Writes = 0 + (0 * c)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    c   mean µs  sigma µs       %
    0     8.111     0.142    1.7%
   20     58.36     0.507    0.8%
   40     108.6     0.838    0.7%
   60     152.5     1.489    0.9%
   80     203.5     1.724    0.8%
  100     254.5     2.591    1.0%
  120     302.7     2.835    0.9%
  140     347.4     0.338    0.0%
  160     396.5     0.625    0.1%
  180     440.1     1.978    0.4%
  200     493.5     0.215    0.0%
  220     540.4      1.53    0.2%
  240     586.2     1.603    0.2%
  260       633     8.183    1.2%
  280     681.4     8.134    1.1%
  300     727.3     7.191    0.9%
  320     775.1     0.967    0.1%
  340     827.8     8.838    1.0%
  360     874.2     2.523    0.2%
  380     920.6     3.773    0.4%
  400     969.7     12.06    1.2%
  420      1009     7.521    0.7%
  440      1061     4.048    0.3%
  460      1122     6.669    0.5%
  480      1156     1.254    0.1%
  500      1203     2.876    0.2%
  520      1269     3.768    0.2%
  540      1299     2.916    0.2%
  560      1350     3.601    0.2%
  580      1409     3.277    0.2%
  600      1441     1.534    0.1%
  620      1485      12.6    0.8%
  640      1540     8.516    0.5%
  660      1585     4.609    0.2%
  680      1630     3.957    0.2%
  700      1684     5.745    0.3%
  720      1736     2.771    0.1%
  740      1773     5.599    0.3%
  760      1816     7.867    0.4%
  780      1864     12.17    0.6%
  800      1903     13.69    0.7%
  820      1967     3.797    0.1%
  840      2011     7.436    0.3%
  860      2058     11.65    0.5%
  880      2066     16.09    0.7%
  900      2163      2.01    0.0%
  920      2198     12.88    0.5%
  940      2254     13.52    0.5%
  960      2294     17.65    0.7%
  980      2340     11.68    0.4%
 1000      2387     10.89    0.4%

Quality and confidence:
param     error
c         0.001

Model:
Time ~=     16.6
    + c    2.374
              µs

Reads = 0 + (0 * c)
Writes = 0 + (0 * c)

Pallet: "pallet_utility", Extrinsic: "as_derivative", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
3674,1197,0,0,0,0,0
2005,1030,0,0,0,0,0
1840,1019,0,0,0,0,0
1625,992,0,0,0,0,0
1673,1005,0,0,0,0,0
1696,991,0,0,0,0,0
1642,984,0,0,0,0,0
1802,1029,0,0,0,0,0
1902,986,0,0,0,0,0
1791,1006,0,0,0,0,0
1625,1006,0,0,0,0,0
1553,966,0,0,0,0,0
1652,996,0,0,0,0,0
1632,1000,0,0,0,0,0
1774,962,0,0,0,0,0
1791,978,0,0,0,0,0
1603,993,0,0,0,0,0
1763,963,0,0,0,0,0
1816,999,0,0,0,0,0
1744,965,0,0,0,0,0

Raw Storage Info
========

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    1.763
              µs

Reads = 0
Writes = 0

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    1.763
              µs

Reads = 0
Writes = 0

Pallet: "pallet_utility", Extrinsic: "batch_all", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
c,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
0,10988,1319,0,0,0,0,0
0,9033,1205,0,0,0,0,0
0,8902,1192,0,0,0,0,0
0,8703,1225,0,0,0,0,0
0,8336,1228,0,0,0,0,0
0,10250,1147,0,0,0,0,0
0,8459,1255,0,0,0,0,0
0,15991,1237,0,0,0,0,0
0,8638,1132,0,0,0,0,0
0,8620,1181,0,0,0,0,0
0,8406,1158,0,0,0,0,0
0,8382,1144,0,0,0,0,0
0,8394,1122,0,0,0,0,0
0,8377,1152,0,0,0,0,0
0,8472,1140,0,0,0,0,0
0,8573,1181,0,0,0,0,0
0,8649,1188,0,0,0,0,0
0,10117,1227,0,0,0,0,0
0,8438,1205,0,0,0,0,0
0,8285,1145,0,0,0,0,0
20,66800,1439,0,0,0,0,0
20,63535,1265,0,0,0,0,0
20,64245,1255,0,0,0,0,0
20,63253,1220,0,0,0,0,0
20,63422,1251,0,0,0,0,0
20,62205,1246,0,0,0,0,0
20,63312,1220,0,0,0,0,0
20,63158,1204,0,0,0,0,0
20,62981,1245,0,0,0,0,0
20,63151,1278,0,0,0,0,0
20,63146,1182,0,0,0,0,0
20,63248,1217,0,0,0,0,0
20,63010,1237,0,0,0,0,0
20,62689,1234,0,0,0,0,0
20,62695,1222,0,0,0,0,0
20,61471,1193,0,0,0,0,0
20,62159,1257,0,0,0,0,0
20,62625,1326,0,0,0,0,0
20,62848,1242,0,0,0,0,0
20,63203,1203,0,0,0,0,0
40,124265,1421,0,0,0,0,0
40,115783,1299,0,0,0,0,0
40,114416,1345,0,0,0,0,0
40,112379,1324,0,0,0,0,0
40,115163,1300,0,0,0,0,0
40,112205,1256,0,0,0,0,0
40,114825,1262,0,0,0,0,0
40,112326,1285,0,0,0,0,0
40,114196,1271,0,0,0,0,0
40,113995,1318,0,0,0,0,0
40,115545,1226,0,0,0,0,0
40,114876,1231,0,0,0,0,0
40,113526,1216,0,0,0,0,0
40,115523,1231,0,0,0,0,0
40,113898,1253,0,0,0,0,0
40,113776,1296,0,0,0,0,0
40,114723,1217,0,0,0,0,0
40,116727,1320,0,0,0,0,0
40,114368,1306,0,0,0,0,0
40,112272,1263,0,0,0,0,0
60,165909,1483,0,0,0,0,0
60,162768,1320,0,0,0,0,0
60,166790,1322,0,0,0,0,0
60,166596,1231,0,0,0,0,0
60,166891,1240,0,0,0,0,0
60,166428,1300,0,0,0,0,0
60,162203,1248,0,0,0,0,0
60,166800,1296,0,0,0,0,0
60,166354,1222,0,0,0,0,0
60,166717,1277,0,0,0,0,0
60,166520,1241,0,0,0,0,0
60,169702,1317,0,0,0,0,0
60,165077,1268,0,0,0,0,0
60,162435,1280,0,0,0,0,0
60,166300,1305,0,0,0,0,0
60,166988,1277,0,0,0,0,0
60,166403,1230,0,0,0,0,0
60,166000,1231,0,0,0,0,0
60,166789,1240,0,0,0,0,0
60,162687,1230,0,0,0,0,0
80,218010,1368,0,0,0,0,0
80,215690,1287,0,0,0,0,0
80,215639,1232,0,0,0,0,0
80,214651,1195,0,0,0,0,0
80,214944,1223,0,0,0,0,0
80,214695,1188,0,0,0,0,0
80,213933,1189,0,0,0,0,0
80,214942,1248,0,0,0,0,0
80,215296,1271,0,0,0,0,0
80,213469,1353,0,0,0,0,0
80,250336,1361,0,0,0,0,0
80,209420,1332,0,0,0,0,0
80,214387,1233,0,0,0,0,0
80,214823,1270,0,0,0,0,0
80,214627,1236,0,0,0,0,0
80,214879,1181,0,0,0,0,0
80,214065,1231,0,0,0,0,0
80,214165,1264,0,0,0,0,0
80,215037,1229,0,0,0,0,0
80,214836,1239,0,0,0,0,0
100,271658,1452,0,0,0,0,0
100,259392,1326,0,0,0,0,0
100,306706,1368,0,0,0,0,0
100,277480,1361,0,0,0,0,0
100,271923,1238,0,0,0,0,0
100,271709,1227,0,0,0,0,0
100,270817,1234,0,0,0,0,0
100,271124,1285,0,0,0,0,0
100,272122,1234,0,0,0,0,0
100,270986,1277,0,0,0,0,0
100,263590,1237,0,0,0,0,0
100,270923,1206,0,0,0,0,0
100,270946,1218,0,0,0,0,0
100,271214,1267,0,0,0,0,0
100,277182,1359,0,0,0,0,0
100,271715,1243,0,0,0,0,0
100,270648,1262,0,0,0,0,0
100,274208,1307,0,0,0,0,0
100,271554,1273,0,0,0,0,0
100,271657,1287,0,0,0,0,0
120,313042,1422,0,0,0,0,0
120,356288,1326,0,0,0,0,0
120,314953,1271,0,0,0,0,0
120,316542,1230,0,0,0,0,0
120,315911,1235,0,0,0,0,0
120,315853,1297,0,0,0,0,0
120,316386,1157,0,0,0,0,0
120,317295,1230,0,0,0,0,0
120,316630,1235,0,0,0,0,0
120,316140,1272,0,0,0,0,0
120,316073,1216,0,0,0,0,0
120,317160,1246,0,0,0,0,0
120,350595,1397,0,0,0,0,0
120,308224,1304,0,0,0,0,0
120,316489,1250,0,0,0,0,0
120,315475,1255,0,0,0,0,0
120,316283,1256,0,0,0,0,0
120,316180,1309,0,0,0,0,0
120,316334,1290,0,0,0,0,0
120,317023,1265,0,0,0,0,0
140,366044,1455,0,0,0,0,0
140,368244,1272,0,0,0,0,0
140,361761,1332,0,0,0,0,0
140,363014,1266,0,0,0,0,0
140,371831,1264,0,0,0,0,0
140,362586,1298,0,0,0,0,0
140,368338,1280,0,0,0,0,0
140,372772,1221,0,0,0,0,0
140,371175,1292,0,0,0,0,0
140,362192,1302,0,0,0,0,0
140,372241,1257,0,0,0,0,0
140,371026,1238,0,0,0,0,0
140,362104,1265,0,0,0,0,0
140,370797,1260,0,0,0,0,0
140,403169,1323,0,0,0,0,0
140,373677,1222,0,0,0,0,0
140,371181,1290,0,0,0,0,0
140,361592,1310,0,0,0,0,0
140,371406,1212,0,0,0,0,0
140,371565,1237,0,0,0,0,0
160,424099,1471,0,0,0,0,0
160,411085,1292,0,0,0,0,0
160,409573,1288,0,0,0,0,0
160,410908,1354,0,0,0,0,0
160,418980,1334,0,0,0,0,0
160,410941,1328,0,0,0,0,0
160,419876,1312,0,0,0,0,0
160,419136,1275,0,0,0,0,0
160,417450,1276,0,0,0,0,0
160,409235,1279,0,0,0,0,0
160,420123,1285,0,0,0,0,0
160,448256,1347,0,0,0,0,0
160,421732,1279,0,0,0,0,0
160,420072,1209,0,0,0,0,0
160,419369,1215,0,0,0,0,0
160,407833,1214,0,0,0,0,0
160,420656,1271,0,0,0,0,0
160,421428,1296,0,0,0,0,0
160,420446,1282,0,0,0,0,0
160,451167,1325,0,0,0,0,0
180,458867,1462,0,0,0,0,0
180,455955,1265,0,0,0,0,0
180,467737,1272,0,0,0,0,0
180,463027,1257,0,0,0,0,0
180,468301,1284,0,0,0,0,0
180,495881,1366,0,0,0,0,0
180,455143,1260,0,0,0,0,0
180,455634,1308,0,0,0,0,0
180,462226,1289,0,0,0,0,0
180,498723,1300,0,0,0,0,0
180,467928,1271,0,0,0,0,0
180,467952,1169,0,0,0,0,0
180,501636,1301,0,0,0,0,0
180,468977,1260,0,0,0,0,0
180,467910,1248,0,0,0,0,0
180,468322,1257,0,0,0,0,0
180,465405,1256,0,0,0,0,0
180,484220,1284,0,0,0,0,0
180,466886,1230,0,0,0,0,0
180,469413,1316,0,0,0,0,0
200,533129,1442,0,0,0,0,0
200,509103,1332,0,0,0,0,0
200,559311,1355,0,0,0,0,0
200,521678,1279,0,0,0,0,0
200,521382,1278,0,0,0,0,0
200,524268,1274,0,0,0,0,0
200,517317,1219,0,0,0,0,0
200,518537,1309,0,0,0,0,0
200,520025,1257,0,0,0,0,0
200,552526,1337,0,0,0,0,0
200,505879,1223,0,0,0,0,0
200,520320,1195,0,0,0,0,0
200,506362,1261,0,0,0,0,0
200,516156,1308,0,0,0,0,0
200,520195,1218,0,0,0,0,0
200,505647,1280,0,0,0,0,0
200,552007,1329,0,0,0,0,0
200,521452,1334,0,0,0,0,0
200,538237,1333,0,0,0,0,0
200,521009,1301,0,0,0,0,0
220,571410,1479,0,0,0,0,0
220,556726,1303,0,0,0,0,0
220,557875,1289,0,0,0,0,0
220,597233,1341,0,0,0,0,0
220,568336,1226,0,0,0,0,0
220,570428,1267,0,0,0,0,0
220,573727,1215,0,0,0,0,0
220,572467,1292,0,0,0,0,0
220,572303,1305,0,0,0,0,0
220,572481,1254,0,0,0,0,0
220,569085,1309,0,0,0,0,0
220,571617,1219,0,0,0,0,0
220,553084,1269,0,0,0,0,0
220,571414,1186,0,0,0,0,0
220,572308,1233,0,0,0,0,0
220,571752,1230,0,0,0,0,0
220,600028,1350,0,0,0,0,0
220,573472,1331,0,0,0,0,0
220,572716,1261,0,0,0,0,0
220,572217,1290,0,0,0,0,0
240,604907,1413,0,0,0,0,0
240,643924,1376,0,0,0,0,0
240,612638,1255,0,0,0,0,0
240,617114,1300,0,0,0,0,0
240,616928,1242,0,0,0,0,0
240,619716,1287,0,0,0,0,0
240,615954,1293,0,0,0,0,0
240,646444,1407,0,0,0,0,0
240,610784,1268,0,0,0,0,0
240,599930,1317,0,0,0,0,0
240,618041,1317,0,0,0,0,0
240,600197,1332,0,0,0,0,0
240,611076,1256,0,0,0,0,0
240,647209,1399,0,0,0,0,0
240,615403,1270,0,0,0,0,0
240,638343,1299,0,0,0,0,0
240,630384,1238,0,0,0,0,0
240,631446,1244,0,0,0,0,0
240,612751,1207,0,0,0,0,0
240,638554,1246,0,0,0,0,0
260,690017,1507,0,0,0,0,0
260,683541,1375,0,0,0,0,0
260,658215,1359,0,0,0,0,0
260,676616,1293,0,0,0,0,0
260,656158,1363,0,0,0,0,0
260,678406,1336,0,0,0,0,0
260,676779,1298,0,0,0,0,0
260,704550,1392,0,0,0,0,0
260,667168,1299,0,0,0,0,0
260,681185,1333,0,0,0,0,0
260,669512,1272,0,0,0,0,0
260,676507,1288,0,0,0,0,0
260,697196,1305,0,0,0,0,0
260,676074,1240,0,0,0,0,0
260,689978,1305,0,0,0,0,0
260,668729,1272,0,0,0,0,0
260,654554,1267,0,0,0,0,0
260,714948,1346,0,0,0,0,0
260,656331,1283,0,0,0,0,0
260,654329,1294,0,0,0,0,0
280,710501,1425,0,0,0,0,0
280,721169,1331,0,0,0,0,0
280,718941,1268,0,0,0,0,0
280,706108,1311,0,0,0,0,0
280,745637,1347,0,0,0,0,0
280,717231,1332,0,0,0,0,0
280,721583,1260,0,0,0,0,0
280,729365,1302,0,0,0,0,0
280,725554,1268,0,0,0,0,0
280,753216,1417,0,0,0,0,0
280,706499,1303,0,0,0,0,0
280,726815,1315,0,0,0,0,0
280,726990,1265,0,0,0,0,0
280,727129,1271,0,0,0,0,0
280,745475,1350,0,0,0,0,0
280,726896,1275,0,0,0,0,0
280,726757,1293,0,0,0,0,0
280,727293,1357,0,0,0,0,0
280,729269,1302,0,0,0,0,0
280,743022,1333,0,0,0,0,0
300,756868,1455,0,0,0,0,0
300,750928,1324,0,0,0,0,0
300,784068,1327,0,0,0,0,0
300,805136,1321,0,0,0,0,0
300,751663,1330,0,0,0,0,0
300,758713,1298,0,0,0,0,0
300,753714,1261,0,0,0,0,0
300,778099,1268,0,0,0,0,0
300,803611,1359,0,0,0,0,0
300,748786,1248,0,0,0,0,0
300,773145,1210,0,0,0,0,0
300,774357,1210,0,0,0,0,0
300,772129,1246,0,0,0,0,0
300,788229,1256,0,0,0,0,0
300,750008,1287,0,0,0,0,0
300,772011,1304,0,0,0,0,0
300,749738,1274,0,0,0,0,0
300,797615,1364,0,0,0,0,0
300,781916,1281,0,0,0,0,0
300,806972,1262,0,0,0,0,0
320,805010,1449,0,0,0,0,0
320,840191,1363,0,0,0,0,0
320,821398,1360,0,0,0,0,0
320,824279,1350,0,0,0,0,0
320,812496,1273,0,0,0,0,0
320,846180,1354,0,0,0,0,0
320,799330,1329,0,0,0,0,0
320,796354,1292,0,0,0,0,0
320,822313,1285,0,0,0,0,0
320,797228,1296,0,0,0,0,0
320,828871,1445,0,0,0,0,0
320,814328,1345,0,0,0,0,0
320,822196,1314,0,0,0,0,0
320,796494,1334,0,0,0,0,0
320,847218,1358,0,0,0,0,0
320,821145,1294,0,0,0,0,0
320,820786,1351,0,0,0,0,0
320,797481,1384,0,0,0,0,0
320,859820,1322,0,0,0,0,0
320,819977,1412,0,0,0,0,0
340,918350,1537,0,0,0,0,0
340,877090,1297,0,0,0,0,0
340,879281,1289,0,0,0,0,0
340,878169,1268,0,0,0,0,0
340,889258,1387,0,0,0,0,0
340,876854,1283,0,0,0,0,0
340,878677,1238,0,0,0,0,0
340,874196,1233,0,0,0,0,0
340,878773,1316,0,0,0,0,0
340,887900,1363,0,0,0,0,0
340,851950,1311,0,0,0,0,0
340,886702,1255,0,0,0,0,0
340,878550,1216,0,0,0,0,0
340,897216,1273,0,0,0,0,0
340,877106,1263,0,0,0,0,0
340,878840,1234,0,0,0,0,0
340,887786,1290,0,0,0,0,0
340,893642,1397,0,0,0,0,0
340,879089,1216,0,0,0,0,0
340,878548,1309,0,0,0,0,0
360,902470,1424,0,0,0,0,0
360,913538,1324,0,0,0,0,0
360,935653,1303,0,0,0,0,0
360,923070,1281,0,0,0,0,0
360,919533,1256,0,0,0,0,0
360,894229,1340,0,0,0,0,0
360,934122,1230,0,0,0,0,0
360,893481,1264,0,0,0,0,0
360,922559,1283,0,0,0,0,0
360,919293,1199,0,0,0,0,0
360,932238,1235,0,0,0,0,0
360,922809,1262,0,0,0,0,0
360,924136,1265,0,0,0,0,0
360,927171,1194,0,0,0,0,0
360,933339,1166,0,0,0,0,0
360,923254,1242,0,0,0,0,0
360,923566,1256,0,0,0,0,0
360,921237,1230,0,0,0,0,0
360,934205,1182,0,0,0,0,0
360,923251,1255,0,0,0,0,0
380,946572,1462,0,0,0,0,0
380,985700,1319,0,0,0,0,0
380,946313,1309,0,0,0,0,0
380,965581,1239,0,0,0,0,0
380,968359,1300,0,0,0,0,0
380,983102,1376,0,0,0,0,0
380,968393,1290,0,0,0,0,0
380,959833,1279,0,0,0,0,0
380,969597,1293,0,0,0,0,0
380,987008,1358,0,0,0,0,0
380,971549,1282,0,0,0,0,0
