Pallet: "pallet_vesting", Extrinsic: "vest_locked", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
l,s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
49,24,31634,1493,0,0,0,0,0
49,24,31492,1532,0,0,0,0,0
49,25,33543,1704,0,0,0,0,0
49,25,32850,1474,0,0,0,0,0
49,25,31932,1553,0,0,0,0,0
49,25,31875,1525,0,0,0,0,0
49,25,32074,1474,0,0,0,0,0
49,25,32182,1551,0,0,0,0,0
49,25,31819,1531,0,0,0,0,0
49,25,32063,1458,0,0,0,0,0
49,25,32146,1489,0,0,0,0,0
49,25,31907,1478,0,0,0,0,0
49,25,32263,1509,0,0,0,0,0
49,25,32499,1541,0,0,0,0,0
49,25,31964,1527,0,0,0,0,0
49,25,32126,1484,0,0,0,0,0
49,25,31983,1461,0,0,0,0,0
49,25,31851,1418,0,0,0,0,0
49,25,31915,1453,0,0,0,0,0
49,25,33915,1523,0,0,0,0,0
49,25,32051,1482,0,0,0,0,0
49,25,32189,1475,0,0,0,0,0
49,26,33604,1611,0,0,0,0,0
49,26,31988,1498,0,0,0,0,0
49,26,31786,1525,0,0,0,0,0
49,26,31863,1477,0,0,0,0,0
49,26,31850,1520,0,0,0,0,0
49,26,31316,1456,0,0,0,0,0
49,26,31351,1491,0,0,0,0,0
49,26,31698,1467,0,0,0,0,0
49,26,32011,1495,0,0,0,0,0
49,26,31675,1519,0,0,0,0,0
49,26,31897,1511,0,0,0,0,0
49,26,31881,1468,0,0,0,0,0
49,26,31918,1517,0,0,0,0,0
49,26,31502,1539,0,0,0,0,0
49,26,31840,1540,0,0,0,0,0
49,26,31693,1467,0,0,0,0,0
49,26,31976,1482,0,0,0,0,0
49,26,33791,1559,0,0,0,0,0
49,26,31856,1551,0,0,0,0,0
49,26,32104,1510,0,0,0,0,0
49,27,34142,1609,0,0,0,0,0
49,27,31870,1518,0,0,0,0,0
49,27,45371,1524,0,0,0,0,0
49,27,31909,1420,0,0,0,0,0
49,27,32331,1442,0,0,0,0,0
49,27,32308,1495,0,0,0,0,0
49,27,32415,1494,0,0,0,0,0
49,27,31792,1512,0,0,0,0,0
49,27,32105,1467,0,0,0,0,0
49,27,32019,1499,0,0,0,0,0
49,27,32305,1493,0,0,0,0,0
49,27,32415,1436,0,0,0,0,0
49,27,31834,1468,0,0,0,0,0
49,27,32100,1586,0,0,0,0,0
49,27,32280,1452,0,0,0,0,0
49,27,32117,1409,0,0,0,0,0
49,27,31820,1470,0,0,0,0,0
49,27,34730,1497,0,0,0,0,0
49,27,32133,1465,0,0,0,0,0
49,27,31909,1454,0,0,0,0,0
49,28,34268,1679,0,0,0,0,0
49,28,32490,1460,0,0,0,0,0
49,28,32244,1453,0,0,0,0,0
49,28,32365,1495,0,0,0,0,0
49,28,32722,1506,0,0,0,0,0
49,28,32386,1474,0,0,0,0,0
49,28,32422,1514,0,0,0,0,0
49,28,32433,1487,0,0,0,0,0
49,28,32293,1452,0,0,0,0,0
49,28,32086,1458,0,0,0,0,0
49,28,32380,1463,0,0,0,0,0
49,28,32249,1511,0,0,0,0,0
49,28,32007,1476,0,0,0,0,0
49,28,32442,1498,0,0,0,0,0
49,28,32066,1467,0,0,0,0,0
49,28,31963,1381,0,0,0,0,0
49,28,32323,1413,0,0,0,0,0
49,28,34003,1436,0,0,0,0,0
49,28,32217,1387,0,0,0,0,0
49,28,32109,1449,0,0,0,0,0

Raw Storage Info
========
Storage: Vesting Vesting (r:1 w:1)
Storage: Balances Locks (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    26.05
    + l    0.077
    + s    0.068
              µs

Reads = 2 + (0 * l) + (0 * s)
Writes = 2 + (0 * l) + (0 * s)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    l     s   mean µs  sigma µs       %
    0    28      29.3     0.111    0.3%
    1    28     27.69     0.143    0.5%
    2    28     28.43     0.178    0.6%
    3    28     28.13     0.138    0.4%
    4    28     28.05     0.094    0.3%
    5    28     28.65     0.182    0.6%
    6    28     28.81     0.124    0.4%
    7    28     29.04     0.152    0.5%
    8    28     28.37     0.123    0.4%
    9    28     28.57     0.124    0.4%
   10    28     29.09     0.131    0.4%
   11    28     29.09     0.087    0.2%
   12    28     28.76     0.123    0.4%
   13    28     29.08      0.12    0.4%
   14    28     29.19     0.133    0.4%
   15    28     29.33     0.221    0.7%
   16    28        29     0.116    0.3%
   17    28     29.39     0.153    0.5%
   18    28     28.98     0.185    0.6%
   19    28     29.13      0.16    0.5%
   20    28      29.3     0.141    0.4%
   21    28     29.43      0.14    0.4%
   22    28     29.23     0.138    0.4%
   23    28     29.47     0.199    0.6%
   24    28     29.81     0.084    0.2%
   25    28     29.47     0.162    0.5%
   26    28     29.54     0.106    0.3%
   27    28     29.98      0.15    0.5%
   28    28     29.75     0.112    0.3%
   29    28     30.15     0.133    0.4%
   30    28     29.68     0.095    0.3%
   31    28     29.94     0.093    0.3%
   32    28     30.02     0.181    0.6%
   33    28     30.35     0.105    0.3%
   34    28      30.1     0.199    0.6%
   35    28      30.2     0.135    0.4%
   36    28      30.3     0.272    0.8%
   37    28     30.23     0.172    0.5%
   38    28     30.35     0.149    0.4%
   39    28     30.18     0.146    0.4%
   40    28      30.5     0.102    0.3%
   41    28     31.74     0.153    0.4%
   42    28     32.28     0.165    0.5%
   43    28     32.06     0.126    0.3%
   44    28     32.03     0.138    0.4%
   45    28     31.95     0.047    0.1%
   46    28     32.15     0.098    0.3%
   47    28     32.33     0.158    0.4%
   48    28     32.31     0.085    0.2%
   49     1     30.15     0.153    0.5%
   49     2     30.18      0.17    0.5%
   49     3     30.56     0.118    0.3%
   49     4     30.55     0.135    0.4%
   49     5     30.71     0.163    0.5%
   49     6     30.87     0.139    0.4%
   49     7     30.93     0.117    0.3%
   49     8     31.21     0.089    0.2%
   49     9     30.89     0.135    0.4%
   49    10     30.89     0.113    0.3%
   49    11     31.12     0.107    0.3%
   49    12     31.25     0.188    0.6%
   49    13     31.13     0.098    0.3%
   49    14     31.24     0.189    0.6%
   49    15     31.25     0.108    0.3%
   49    16     31.41     0.136    0.4%
   49    17     31.59     0.136    0.4%
   49    18     31.52     0.128    0.4%
   49    19     31.62     0.144    0.4%
   49    20     31.71     0.146    0.4%
   49    21      31.6     0.144    0.4%
   49    22     31.95     0.128    0.4%
   49    23     31.99     0.163    0.5%
   49    24     31.68     0.134    0.4%
   49    25     32.07     0.085    0.2%
   49    26     31.85     0.071    0.2%
   49    27     32.16     0.133    0.4%
   49    28     32.31     0.109    0.3%

Quality and confidence:
param     error
l         0.001
s         0.002

Model:
Time ~=    26.37
    + l    0.083
    + s    0.053
              µs

Reads = 2 + (0 * l) + (0 * s)
Writes = 2 + (0 * l) + (0 * s)

Pallet: "pallet_vesting", Extrinsic: "vest_other_locked", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
l,s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
0,28,30977,1535,0,0,0,0,0
0,28,28799,1380,0,0,0,0,0
0,28,29262,1388,0,0,0,0,0
0,28,28542,1372,0,0,0,0,0
0,28,28283,1421,0,0,0,0,0
0,28,28597,1386,0,0,0,0,0
0,28,28475,1378,0,0,0,0,0
0,28,28725,1380,0,0,0,0,0
0,28,28599,1449,0,0,0,0,0
0,28,28548,1362,0,0,0,0,0
0,28,28518,1383,0,0,0,0,0
0,28,29024,1360,0,0,0,0,0
0,28,28455,1410,0,0,0,0,0
0,28,28225,1395,0,0,0,0,0
0,28,28678,1392,0,0,0,0,0
0,28,28179,1393,0,0,0,0,0
0,28,28423,1363,0,0,0,0,0
0,28,30876,1409,0,0,0,0,0
0,28,28639,1392,0,0,0,0,0
0,28,28424,1339,0,0,0,0,0
1,28,30542,1558,0,0,0,0,0
1,28,29172,1475,0,0,0,0,0
1,28,29164,1446,0,0,0,0,0
1,28,28842,1486,0,0,0,0,0
1,28,29684,1485,0,0,0,0,0
1,28,29479,1473,0,0,0,0,0
1,28,29149,1356,0,0,0,0,0
1,28,28892,1440,0,0,0,0,0
1,28,28866,1432,0,0,0,0,0
1,28,29124,1476,0,0,0,0,0
1,28,29606,1378,0,0,0,0,0
1,28,29419,1427,0,0,0,0,0
1,28,29003,1422,0,0,0,0,0
1,28,29370,1446,0,0,0,0,0
1,28,29161,1493,0,0,0,0,0
1,28,41496,1486,0,0,0,0,0
1,28,28528,1481,0,0,0,0,0
1,28,31683,1495,0,0,0,0,0
1,28,29015,1406,0,0,0,0,0
1,28,28845,1421,0,0,0,0,0
2,28,30766,1512,0,0,0,0,0
2,28,29122,1422,0,0,0,0,0
2,28,28422,1483,0,0,0,0,0
2,28,29184,1463,0,0,0,0,0
2,28,28934,1466,0,0,0,0,0
2,28,29400,1446,0,0,0,0,0
2,28,29451,1446,0,0,0,0,0
2,28,29377,1382,0,0,0,0,0
2,28,29479,1464,0,0,0,0,0
2,28,29380,1428,0,0,0,0,0
2,28,29106,1406,0,0,0,0,0
2,28,29197,1469,0,0,0,0,0
2,28,29075,1430,0,0,0,0,0
2,28,29301,1386,0,0,0,0,0
2,28,28971,1406,0,0,0,0,0
2,28,28744,1362,0,0,0,0,0
2,28,29076,1431,0,0,0,0,0
2,28,31780,1473,0,0,0,0,0
2,28,28985,1390,0,0,0,0,0
2,28,28720,1393,0,0,0,0,0
3,28,30721,1730,0,0,0,0,0
3,28,29525,1458,0,0,0,0,0
3,28,29241,1467,0,0,0,0,0
3,28,28861,1502,0,0,0,0,0
3,28,28767,1443,0,0,0,0,0
3,28,28684,1431,0,0,0,0,0
3,28,28594,1448,0,0,0,0,0
3,28,28842,1489,0,0,0,0,0
3,28,29007,1428,0,0,0,0,0
3,28,29389,1469,0,0,0,0,0
3,28,28971,1447,0,0,0,0,0
3,28,28916,1455,0,0,0,0,0
3,28,28637,1320,0,0,0,0,0
3,28,28441,1434,0,0,0,0,0
3,28,29059,1470,0,0,0,0,0
3,28,28750,1427,0,0,0,0,0
3,28,29014,1424,0,0,0,0,0
3,28,32306,1445,0,0,0,0,0
3,28,28659,1433,0,0,0,0,0
3,28,28776,1409,0,0,0,0,0
4,28,30191,1593,0,0,0,0,0
4,28,29147,1484,0,0,0,0,0
4,28,29057,1490,0,0,0,0,0
4,28,28754,1500,0,0,0,0,0
4,28,28719,1499,0,0,0,0,0
4,28,28328,1492,0,0,0,0,0
4,28,28683,1445,0,0,0,0,0
4,28,28963,1478,0,0,0,0,0
4,28,28507,1480,0,0,0,0,0
4,28,28448,1419,0,0,0,0,0
4,28,28657,1484,0,0,0,0,0
4,28,28764,1490,0,0,0,0,0
4,28,28807,1462,0,0,0,0,0
4,28,28780,1452,0,0,0,0,0
4,28,28551,1406,0,0,0,0,0
4,28,29092,1420,0,0,0,0,0
4,28,28800,1443,0,0,0,0,0
4,28,31581,1470,0,0,0,0,0
4,28,29185,1466,0,0,0,0,0
4,28,29168,1458,0,0,0,0,0
5,28,30799,1635,0,0,0,0,0
5,28,29289,1473,0,0,0,0,0
5,28,29123,1413,0,0,0,0,0
5,28,29200,1414,0,0,0,0,0
5,28,29601,1436,0,0,0,0,0
5,28,29275,1462,0,0,0,0,0
5,28,28812,1473,0,0,0,0,0
5,28,29323,1512,0,0,0,0,0
5,28,28977,1442,0,0,0,0,0
5,28,29382,1440,0,0,0,0,0
5,28,28929,1432,0,0,0,0,0
5,28,29211,1409,0,0,0,0,0
5,28,29218,1420,0,0,0,0,0
5,28,29357,1543,0,0,0,0,0
5,28,29150,1467,0,0,0,0,0
5,28,29091,1442,0,0,0,0,0
5,28,29137,1490,0,0,0,0,0
5,28,31952,1498,0,0,0,0,0
5,28,28680,1442,0,0,0,0,0
5,28,29472,1529,0,0,0,0,0
6,28,30954,1483,0,0,0,0,0
6,28,29632,1491,0,0,0,0,0
6,28,29102,1381,0,0,0,0,0
6,28,28775,1465,0,0,0,0,0
6,28,28917,1373,0,0,0,0,0
6,28,28796,1401,0,0,0,0,0
6,28,28806,1495,0,0,0,0,0
6,28,29100,1417,0,0,0,0,0
6,28,29485,1443,0,0,0,0,0
6,28,29165,1408,0,0,0,0,0
6,28,29506,1381,0,0,0,0,0
6,28,28742,1439,0,0,0,0,0
6,28,29548,1426,0,0,0,0,0
6,28,28951,1424,0,0,0,0,0
6,28,29064,1363,0,0,0,0,0
6,28,29300,1461,0,0,0,0,0
6,28,29088,1421,0,0,0,0,0
6,28,32131,1438,0,0,0,0,0
6,28,29076,1467,0,0,0,0,0
6,28,28419,1433,0,0,0,0,0
7,28,31309,1531,0,0,0,0,0
7,28,30186,1477,0,0,0,0,0
7,28,29860,1443,0,0,0,0,0
7,28,30001,1423,0,0,0,0,0
7,28,29552,1460,0,0,0,0,0
7,28,29534,1419,0,0,0,0,0
7,28,29820,1432,0,0,0,0,0
7,28,29464,1418,0,0,0,0,0
7,28,29932,1491,0,0,0,0,0
7,28,29257,1432,0,0,0,0,0
7,28,29260,1470,0,0,0,0,0
7,28,42944,1445,0,0,0,0,0
7,28,29478,1501,0,0,0,0,0
7,28,29455,1414,0,0,0,0,0
7,28,29013,1452,0,0,0,0,0
7,28,29509,1455,0,0,0,0,0
7,28,29709,1493,0,0,0,0,0
7,28,32594,1461,0,0,0,0,0
7,28,29328,1455,0,0,0,0,0
7,28,29296,1459,0,0,0,0,0
8,28,31641,1559,0,0,0,0,0
8,28,30025,1464,0,0,0,0,0
8,28,29638,1446,0,0,0,0,0
8,28,29823,1437,0,0,0,0,0
8,28,29115,1471,0,0,0,0,0
8,28,30202,1488,0,0,0,0,0
8,28,29572,1490,0,0,0,0,0
8,28,29970,1414,0,0,0,0,0
8,28,30064,1421,0,0,0,0,0
8,28,29839,1450,0,0,0,0,0
8,28,30205,1423,0,0,0,0,0
8,28,29674,1471,0,0,0,0,0
8,28,29682,1469,0,0,0,0,0
8,28,29760,1438,0,0,0,0,0
8,28,30173,1418,0,0,0,0,0
8,28,29808,1355,0,0,0,0,0
8,28,30197,1389,0,0,0,0,0
8,28,32716,1424,0,0,0,0,0
8,28,29301,1463,0,0,0,0,0
8,28,29482,1413,0,0,0,0,0
9,28,31458,1562,0,0,0,0,0
9,28,29921,1447,0,0,0,0,0
9,28,29640,1444,0,0,0,0,0
9,28,30021,1452,0,0,0,0,0
9,28,30556,1507,0,0,0,0,0
9,28,30521,1420,0,0,0,0,0
9,28,30135,1429,0,0,0,0,0
9,28,29543,1439,0,0,0,0,0
9,28,29553,1432,0,0,0,0,0
9,28,29733,1408,0,0,0,0,0
9,28,29438,1402,0,0,0,0,0
9,28,30027,1406,0,0,0,0,0
9,28,29854,1420,0,0,0,0,0
9,28,29924,1363,0,0,0,0,0
9,28,29342,1496,0,0,0,0,0
9,28,30175,1458,0,0,0,0,0
9,28,29678,1393,0,0,0,0,0
9,28,33138,1404,0,0,0,0,0
9,28,29496,1382,0,0,0,0,0
9,28,30139,1460,0,0,0,0,0
10,28,31122,1486,0,0,0,0,0
10,28,29528,1374,0,0,0,0,0
10,28,29456,1410,0,0,0,0,0
10,28,29829,1417,0,0,0,0,0
10,28,30161,1433,0,0,0,0,0
10,28,30119,1451,0,0,0,0,0
10,28,29487,1444,0,0,0,0,0
10,28,29578,1407,0,0,0,0,0
10,28,30131,1483,0,0,0,0,0
10,28,30139,1456,0,0,0,0,0
10,28,29820,1453,0,0,0,0,0
10,28,29478,1467,0,0,0,0,0
10,28,29714,1429,0,0,0,0,0
10,28,29527,1475,0,0,0,0,0
10,28,29957,1414,0,0,0,0,0
10,28,29757,1387,0,0,0,0,0
10,28,29774,1438,0,0,0,0,0
10,28,32642,1486,0,0,0,0,0
10,28,29958,1460,0,0,0,0,0
10,28,29391,1430,0,0,0,0,0
11,28,31458,1514,0,0,0,0,0
11,28,30352,1485,0,0,0,0,0
11,28,30192,1466,0,0,0,0,0
11,28,30189,1485,0,0,0,0,0
11,28,29346,1497,0,0,0,0,0
11,28,29274,1419,0,0,0,0,0
11,28,30081,1456,0,0,0,0,0
11,28,29894,1419,0,0,0,0,0
11,28,29940,1427,0,0,0,0,0
11,28,29331,1486,0,0,0,0,0
11,28,29552,1515,0,0,0,0,0
11,28,29615,1451,0,0,0,0,0
11,28,29448,1446,0,0,0,0,0
11,28,29499,1409,0,0,0,0,0
11,28,29521,1398,0,0,0,0,0
11,28,29741,1399,0,0,0,0,0
11,28,43126,1455,0,0,0,0,0
11,28,32857,1462,0,0,0,0,0
11,28,29769,1415,0,0,0,0,0
11,28,30321,1514,0,0,0,0,0
12,28,31396,1519,0,0,0,0,0
12,28,29859,1508,0,0,0,0,0
12,28,29607,1487,0,0,0,0,0
12,28,29585,1396,0,0,0,0,0
12,28,29794,1413,0,0,0,0,0
12,28,30176,1472,0,0,0,0,0
12,28,30050,1486,0,0,0,0,0
12,28,29985,1449,0,0,0,0,0
12,28,29447,1469,0,0,0,0,0
12,28,30034,1514,0,0,0,0,0
12,28,29655,1461,0,0,0,0,0
12,28,29711,1461,0,0,0,0,0
12,28,29779,1503,0,0,0,0,0
12,28,29588,1464,0,0,0,0,0
12,28,30168,1424,0,0,0,0,0
12,28,29949,1437,0,0,0,0,0
12,28,29778,1432,0,0,0,0,0
12,28,32830,1525,0,0,0,0,0
12,28,29789,1470,0,0,0,0,0
12,28,30273,1449,0,0,0,0,0
13,28,31633,1574,0,0,0,0,0
13,28,43331,1490,0,0,0,0,0
13,28,30394,1481,0,0,0,0,0
13,28,29827,1454,0,0,0,0,0
13,28,29723,1427,0,0,0,0,0
13,28,29785,1451,0,0,0,0,0
13,28,29741,1469,0,0,0,0,0
13,28,29993,1483,0,0,0,0,0
13,28,29796,1469,0,0,0,0,0
13,28,30051,1498,0,0,0,0,0
13,28,30342,1496,0,0,0,0,0
13,28,29731,1441,0,0,0,0,0
13,28,30510,1447,0,0,0,0,0
13,28,29530,1426,0,0,0,0,0
13,28,30049,1439,0,0,0,0,0
13,28,30091,1440,0,0,0,0,0
13,28,29981,1444,0,0,0,0,0
13,28,33066,1415,0,0,0,0,0
13,28,29765,1390,0,0,0,0,0
13,28,30076,1385,0,0,0,0,0
14,28,31396,1518,0,0,0,0,0
14,28,29489,1462,0,0,0,0,0
14,28,29663,1507,0,0,0,0,0
14,28,29404,1480,0,0,0,0,0
14,28,30357,1464,0,0,0,0,0
14,28,29751,1469,0,0,0,0,0
14,28,29762,1446,0,0,0,0,0
14,28,29989,1424,0,0,0,0,0
14,28,29513,1457,0,0,0,0,0
14,28,29949,1507,0,0,0,0,0
14,28,30102,1463,0,0,0,0,0
14,28,30369,1419,0,0,0,0,0
14,28,30017,1468,0,0,0,0,0
14,28,29995,1491,0,0,0,0,0
14,28,29965,1436,0,0,0,0,0
14,28,30344,1449,0,0,0,0,0
14,28,29858,1419,0,0,0,0,0
14,28,32771,1476,0,0,0,0,0
14,28,29301,1480,0,0,0,0,0
14,28,30111,1452,0,0,0,0,0
15,28,31604,1491,0,0,0,0,0
15,28,30133,1512,0,0,0,0,0
15,28,30219,1457,0,0,0,0,0
15,28,30006,1466,0,0,0,0,0
15,28,29695,1468,0,0,0,0,0
15,28,30243,1455,0,0,0,0,0
15,28,30707,1412,0,0,0,0,0
15,28,29934,1435,0,0,0,0,0
15,28,43222,1498,0,0,0,0,0
15,28,29697,1398,0,0,0,0,0
15,28,30025,1387,0,0,0,0,0
15,28,30024,1476,0,0,0,0,0
15,28,30041,1465,0,0,0,0,0
15,28,30225,1496,0,0,0,0,0
15,28,29757,1466,0,0,0,0,0
15,28,29770,1487,0,0,0,0,0
15,28,30400,1465,0,0,0,0,0
15,28,32995,1449,0,0,0,0,0
15,28,29481,1488,0,0,0,0,0
15,28,30074,1517,0,0,0,0,0
16,28,31136,1470,0,0,0,0,0
16,28,30602,1408,0,0,0,0,0
16,28,29818,1430,0,0,0,0,0
16,28,29892,1507,0,0,0,0,0
16,28,29917,1440,0,0,0,0,0
16,28,30310,1429,0,0,0,0,0
16,28,29917,1404,0,0,0,0,0
16,28,29492,1448,0,0,0,0,0
16,28,29695,1490,0,0,0,0,0
16,28,30009,1463,0,0,0,0,0
16,28,29930,1513,0,0,0,0,0
16,28,29723,1431,0,0,0,0,0
16,28,29793,1414,0,0,0,0,0
16,28,29841,1429,0,0,0,0,0
16,28,30169,1429,0,0,0,0,0
16,28,30494,1454,0,0,0,0,0
16,28,29732,1425,0,0,0,0,0
16,28,32561,1456,0,0,0,0,0
16,28,29869,1405,0,0,0,0,0
16,28,29622,1415,0,0,0,0,0
17,28,31754,1594,0,0,0,0,0
17,28,29863,1499,0,0,0,0,0
17,28,30249,1438,0,0,0,0,0
17,28,30093,1439,0,0,0,0,0
17,28,30200,1424,0,0,0,0,0
17,28,29904,1663,0,0,0,0,0
17,28,29852,1397,0,0,0,0,0
17,28,30300,1467,0,0,0,0,0
17,28,30007,1448,0,0,0,0,0
17,28,30238,1506,0,0,0,0,0
17,28,29882,1459,0,0,0,0,0
17,28,29959,1423,0,0,0,0,0
17,28,29634,1481,0,0,0,0,0
17,28,30100,1402,0,0,0,0,0
17,28,30575,1451,0,0,0,0,0
17,28,30099,1451,0,0,0,0,0
17,28,29857,1440,0,0,0,0,0
17,28,33196,1481,0,0,0,0,0
17,28,30098,1438,0,0,0,0,0
17,28,30553,1389,0,0,0,0,0
18,28,31471,1552,0,0,0,0,0
18,28,42909,1445,0,0,0,0,0
18,28,42950,1467,0,0,0,0,0
18,28,30539,1455,0,0,0,0,0
18,28,29511,1451,0,0,0,0,0
18,28,30224,1528,0,0,0,0,0
18,28,30215,1542,0,0,0,0,0
18,28,29866,1482,0,0,0,0,0
18,28,29926,1487,0,0,0,0,0
18,28,30016,1461,0,0,0,0,0
18,28,30344,1435,0,0,0,0,0
18,28,29827,1459,0,0,0,0,0
18,28,29801,1478,0,0,0,0,0
18,28,30099,1416,0,0,0,0,0
18,28,29611,1510,0,0,0,0,0
18,28,30292,1451,0,0,0,0,0
18,28,29850,1439,0,0,0,0,0
18,28,33126,1398,0,0,0,0,0
18,28,29258,1418,0,0,0,0,0
18,28,29483,1471,0,0,0,0,0
19,28,31561,1531,0,0,0,0,0
19,28,30424,1414,0,0,0,0,0
19,28,30648,1440,0,0,0,0,0
19,28,30279,1423,0,0,0,0,0
19,28,29797,1489,0,0,0,0,0
19,28,30097,1471,0,0,0,0,0
19,28,30624,1460,0,0,0,0,0
19,28,29768,1504,0,0,0,0,0
19,28,30049,1434,0,0,0,0,0
19,28,29648,1385,0,0,0,0,0
19,28,30150,1420,0,0,0,0,0
19,28,30375,1396,0,0,0,0,0
19,28,30377,1442,0,0,0,0,0
19,28,29987,1432,0,0,0,0,0
19,28,29760,1397,0,0,0,0,0
19,28,30282,1491,0,0,0,0,0
19,28,30787,1514,0,0,0,0,0
19,28,32979,1471,0,0,0,0,0
19,28,29982,1444,0,0,0,0,0
19,28,30102,1417,0,0,0,0,0
20,28,32069,1539,0,0,0,0,0
20,28,30328,1531,0,0,0,0,0
20,28,29917,1506,0,0,0,0,0
20,28,30737,1478,0,0,0,0,0
20,28,30655,1454,0,0,0,0,0
20,28,30144,1428,0,0,0,0,0
20,28,32695,1514,0,0,0,0,0
20,28,30811,1395,0,0,0,0,0
20,28,30730,1378,0,0,0,0,0
20,28,29739,1442,0,0,0,0,0
20,28,30560,1424,0,0,0,0,0
20,28,30370,1490,0,0,0,0,0
20,28,30405,1404,0,0,0,0,0
20,28,30572,1411,0,0,0,0,0
20,28,30257,1435,0,0,0,0,0
20,28,30520,1430,0,0,0,0,0
20,28,30554,1456,0,0,0,0,0
20,28,33807,1431,0,0,0,0,0
20,28,30476,1487,0,0,0,0,0
20,28,30449,1401,0,0,0,0,0
21,28,32414,1545,0,0,0,0,0
21,28,64596,1481,0,0,0,0,0
21,28,30456,1416,0,0,0,0,0
21,28,30924,1441,0,0,0,0,0
21,28,30772,1439,0,0,0,0,0
21,28,30822,1461,0,0,0,0,0
21,28,31042,1409,0,0,0,0,0
21,28,30457,1452,0,0,0,0,0
21,28,30371,1422,0,0,0,0,0
21,28,30339,1437,0,0,0,0,0
21,28,30651,1459,0,0,0,0,0
21,28,30458,1445,0,0,0,0,0
21,28,30497,1437,0,0,0,0,0
21,28,30275,1412,0,0,0,0,0
21,28,30596,1405,0,0,0,0,0
21,28,30395,1445,0,0,0,0,0
21,28,30365,1427,0,0,0,0,0
21,28,33306,1472,0,0,0,0,0
21,28,30957,1425,0,0,0,0,0
21,28,30649,1457,0,0,0,0,0
22,28,31470,1482,0,0,0,0,0
22,28,30741,1477,0,0,0,0,0
22,28,30552,1408,0,0,0,0,0
22,28,30671,1447,0,0,0,0,0
22,28,29927,1460,0,0,0,0,0
22,28,30346,1471,0,0,0,0,0
22,28,30354,1451,0,0,0,0,0
22,28,30847,1442,0,0,0,0,0
22,28,30844,1440,0,0,0,0,0
22,28,31074,1454,0,0,0,0,0
22,28,30426,1474,0,0,0,0,0
22,28,30652,1411,0,0,0,0,0
22,28,30355,1388,0,0,0,0,0
22,28,30389,1436,0,0,0,0,0
22,28,30470,1475,0,0,0,0,0
22,28,31068,1434,0,0,0,0,0
22,28,30599,1460,0,0,0,0,0
22,28,33710,1439,0,0,0,0,0
22,28,30376,1492,0,0,0,0,0
22,28,30381,1459,0,0,0,0,0
23,28,31879,1566,0,0,0,0,0
23,28,30731,1477,0,0,0,0,0
23,28,30621,1445,0,0,0,0,0
23,28,30502,1456,0,0,0,0,0
23,28,30513,1426,0,0,0,0,0
23,28,30072,1488,0,0,0,0,0
23,28,30119,1494,0,0,0,0,0
23,28,29997,1481,0,0,0,0,0
23,28,30102,1400,0,0,0,0,0
23,28,30022,1458,0,0,0,0,0
23,28,30482,1464,0,0,0,0,0
23,28,29849,1409,0,0,0,0,0
23,28,30372,1457,0,0,0,0,0
23,28,30556,1457,0,0,0,0,0
23,28,30176,1412,0,0,0,0,0
23,28,30148,1459,0,0,0,0,0
23,28,30266,1433,0,0,0,0,0
23,28,33366,1472,0,0,0,0,0
23,28,30320,1431,0,0,0,0,0
23,28,30496,1456,0,0,0,0,0
24,28,31995,1497,0,0,0,0,0
24,28,30474,1460,0,0,0,0,0
24,28,30538,1430,0,0,0,0,0
24,28,30084,1528,0,0,0,0,0
24,28,30527,1475,0,0,0,0,0
24,28,29875,1421,0,0,0,0,0
24,28,30528,1463,0,0,0,0,0
24,28,29621,1385,0,0,0,0,0
24,28,30570,1425,0,0,0,0,0
24,28,30588,1457,0,0,0,0,0
24,28,30380,1396,0,0,0,0,0
24,28,30022,1432,0,0,0,0,0
24,28,30629,1448,0,0,0,0,0
24,28,30603,1461,0,0,0,0,0
24,28,30819,1457,0,0,0,0,0
24,28,30836,1437,0,0,0,0,0
24,28,30584,1407,0,0,0,0,0
24,28,33245,1438,0,0,0,0,0
24,28,30491,1434,0,0,0,0,0
24,28,30215,1418,0,0,0,0,0
25,28,32239,1504,0,0,0,0,0
25,28,31407,1418,0,0,0,0,0
25,28,30673,1496,0,0,0,0,0
25,28,30710,1404,0,0,0,0,0
25,28,30555,1377,0,0,0,0,0
25,28,30667,1363,0,0,0,0,0
25,28,30545,1357,0,0,0,0,0
25,28,31369,1459,0,0,0,0,0
25,28,31113,1437,0,0,0,0,0
25,28,31951,1478,0,0,0,0,0
25,28,31223,1477,0,0,0,0,0
25,28,30617,1431,0,0,0,0,0
25,28,30163,1462,0,0,0,0,0
25,28,30773,1453,0,0,0,0,0
25,28,30463,1424,0,0,0,0,0
25,28,30246,1452,0,0,0,0,0
25,28,30421,1439,0,0,0,0,0
25,28,33583,1441,0,0,0,0,0
25,28,31032,1415,0,0,0,0,0
25,28,31033,1389,0,0,0,0,0
26,28,32403,1592,0,0,0,0,0
