Pallet: "pallet_multisig", Extrinsic: "as_multi_threshold_1", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
z,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
39,10000,56554,1516,0,0,0,0,0
39,10000,56348,1513,0,0,0,0,0
39,10000,56369,1528,0,0,0,0,0
39,10000,56668,1547,0,0,0,0,0
39,10000,56421,1472,0,0,0,0,0
39,10000,56437,1497,0,0,0,0,0
39,10000,56517,1527,0,0,0,0,0
39,10000,56601,1549,0,0,0,0,0
39,10000,56261,1489,0,0,0,0,0
39,10000,55889,1498,0,0,0,0,0
39,10000,55560,1525,0,0,0,0,0
39,10000,56814,1480,0,0,0,0,0
39,10000,56124,1519,0,0,0,0,0
39,10000,55736,1484,0,0,0,0,0
39,10000,56012,1488,0,0,0,0,0
39,10000,55930,1470,0,0,0,0,0
40,10000,62277,1577,0,0,0,0,0
40,10000,84487,1472,0,0,0,0,0
40,10000,56910,1456,0,0,0,0,0
40,10000,56807,1529,0,0,0,0,0
40,10000,57818,1517,0,0,0,0,0
40,10000,57753,1466,0,0,0,0,0
40,10000,56936,1533,0,0,0,0,0
40,10000,57216,1521,0,0,0,0,0
40,10000,57289,1519,0,0,0,0,0
40,10000,56561,1520,0,0,0,0,0
40,10000,56972,1517,0,0,0,0,0
40,10000,57038,1473,0,0,0,0,0
40,10000,56824,1518,0,0,0,0,0
40,10000,56202,1448,0,0,0,0,0
40,10000,56774,1544,0,0,0,0,0
40,10000,56506,1538,0,0,0,0,0
40,10000,58059,1503,0,0,0,0,0
40,10000,57508,1504,0,0,0,0,0
40,10000,57739,1504,0,0,0,0,0
40,10000,56827,1521,0,0,0,0,0
41,10000,63105,1678,0,0,0,0,0
41,10000,59962,1525,0,0,0,0,0
41,10000,57538,1541,0,0,0,0,0
41,10000,57212,1498,0,0,0,0,0
41,10000,57517,1465,0,0,0,0,0
41,10000,57428,1523,0,0,0,0,0
41,10000,57853,1524,0,0,0,0,0
41,10000,57779,1580,0,0,0,0,0
41,10000,57358,1567,0,0,0,0,0
41,10000,57181,1515,0,0,0,0,0
41,10000,57158,1458,0,0,0,0,0
41,10000,57638,1504,0,0,0,0,0
41,10000,57271,1501,0,0,0,0,0
41,10000,59390,1532,0,0,0,0,0
41,10000,58735,1584,0,0,0,0,0
41,10000,58666,1543,0,0,0,0,0
41,10000,58415,1549,0,0,0,0,0
41,10000,58377,1523,0,0,0,0,0
41,10000,58200,1551,0,0,0,0,0
41,10000,59149,1583,0,0,0,0,0
42,10000,62366,1747,0,0,0,0,0
42,10000,59368,1664,0,0,0,0,0
42,10000,57027,1515,0,0,0,0,0
42,10000,57211,1514,0,0,0,0,0
42,10000,57505,1507,0,0,0,0,0
42,10000,56936,1471,0,0,0,0,0
42,10000,56989,1463,0,0,0,0,0
42,10000,56757,1471,0,0,0,0,0
42,10000,56263,1517,0,0,0,0,0
42,10000,57401,1509,0,0,0,0,0
42,10000,56966,1546,0,0,0,0,0
42,10000,57351,1532,0,0,0,0,0
42,10000,57304,1526,0,0,0,0,0
42,10000,56540,1573,0,0,0,0,0
42,10000,56901,1558,0,0,0,0,0
42,10000,57001,1588,0,0,0,0,0
42,10000,57154,1567,0,0,0,0,0
42,10000,56982,1496,0,0,0,0,0
42,10000,57432,1476,0,0,0,0,0
42,10000,57376,1493,0,0,0,0,0
43,10000,63574,1603,0,0,0,0,0
43,10000,59435,1547,0,0,0,0,0
43,10000,57712,1560,0,0,0,0,0
43,10000,57782,1555,0,0,0,0,0
43,10000,57320,1555,0,0,0,0,0
43,10000,57545,1513,0,0,0,0,0
43,10000,57698,1556,0,0,0,0,0
43,10000,57537,1589,0,0,0,0,0
43,10000,57645,1534,0,0,0,0,0
43,10000,56856,1505,0,0,0,0,0
43,10000,57590,1495,0,0,0,0,0
43,10000,57662,1574,0,0,0,0,0
43,10000,57046,1484,0,0,0,0,0
43,10000,57223,1473,0,0,0,0,0
43,10000,57102,1517,0,0,0,0,0
43,10000,57549,1525,0,0,0,0,0
43,10000,58238,1592,0,0,0,0,0
43,10000,96682,1557,0,0,0,0,0
43,10000,57268,1504,0,0,0,0,0
43,10000,57419,1513,0,0,0,0,0
44,10000,63681,1690,0,0,0,0,0
44,10000,100110,1557,0,0,0,0,0
44,10000,58412,1477,0,0,0,0,0
44,10000,58237,1528,0,0,0,0,0
44,10000,58464,1576,0,0,0,0,0
44,10000,57765,1474,0,0,0,0,0
44,10000,58092,1566,0,0,0,0,0
44,10000,58394,1615,0,0,0,0,0
44,10000,57841,1471,0,0,0,0,0
44,10000,58098,1494,0,0,0,0,0
44,10000,57650,1504,0,0,0,0,0
44,10000,58693,1478,0,0,0,0,0
44,10000,58613,1542,0,0,0,0,0
44,10000,58868,1476,0,0,0,0,0
44,10000,57957,1533,0,0,0,0,0
44,10000,58256,1488,0,0,0,0,0
44,10000,58558,1456,0,0,0,0,0
44,10000,58285,1564,0,0,0,0,0
44,10000,96777,1530,0,0,0,0,0
44,10000,57541,1546,0,0,0,0,0
45,10000,62456,1649,0,0,0,0,0
45,10000,59374,1489,0,0,0,0,0
45,10000,57484,1509,0,0,0,0,0
45,10000,56693,1528,0,0,0,0,0
45,10000,57787,1555,0,0,0,0,0
45,10000,58200,1517,0,0,0,0,0
45,10000,57333,1507,0,0,0,0,0
45,10000,56854,1526,0,0,0,0,0
45,10000,57889,1559,0,0,0,0,0
45,10000,57294,1552,0,0,0,0,0
45,10000,57309,1555,0,0,0,0,0
45,10000,57820,1555,0,0,0,0,0
45,10000,57831,1543,0,0,0,0,0
45,10000,57995,1526,0,0,0,0,0
45,10000,57793,1632,0,0,0,0,0
45,10000,57474,1535,0,0,0,0,0
45,10000,57624,1527,0,0,0,0,0
45,10000,57549,1522,0,0,0,0,0
45,10000,57044,1553,0,0,0,0,0
45,10000,57571,1547,0,0,0,0,0
46,10000,63119,1548,0,0,0,0,0
46,10000,58681,1467,0,0,0,0,0
46,10000,58448,1549,0,0,0,0,0
46,10000,58930,1476,0,0,0,0,0
46,10000,57834,1564,0,0,0,0,0
46,10000,57889,1525,0,0,0,0,0
46,10000,57659,1439,0,0,0,0,0
46,10000,57722,1498,0,0,0,0,0
46,10000,58684,1561,0,0,0,0,0
46,10000,57515,1457,0,0,0,0,0
46,10000,58161,1491,0,0,0,0,0
46,10000,57614,1514,0,0,0,0,0
46,10000,57592,1507,0,0,0,0,0
46,10000,58052,1540,0,0,0,0,0
46,10000,57590,1678,0,0,0,0,0
46,10000,58527,1403,0,0,0,0,0
46,10000,57438,1440,0,0,0,0,0
46,10000,58300,1450,0,0,0,0,0
46,10000,57445,1483,0,0,0,0,0
46,10000,58153,1522,0,0,0,0,0
47,10000,65589,1660,0,0,0,0,0
47,10000,61587,1573,0,0,0,0,0
47,10000,58901,1472,0,0,0,0,0
47,10000,58684,1452,0,0,0,0,0
47,10000,58908,1446,0,0,0,0,0
47,10000,58136,1414,0,0,0,0,0
47,10000,58511,1499,0,0,0,0,0
47,10000,58989,1472,0,0,0,0,0
47,10000,57907,1510,0,0,0,0,0
47,10000,58465,1538,0,0,0,0,0
47,10000,58557,1536,0,0,0,0,0
47,10000,58357,1552,0,0,0,0,0
47,10000,71090,1534,0,0,0,0,0
47,10000,58928,1522,0,0,0,0,0
47,10000,58711,1490,0,0,0,0,0
47,10000,58200,1518,0,0,0,0,0
47,10000,71453,1446,0,0,0,0,0
47,10000,58570,1518,0,0,0,0,0
47,10000,58558,1541,0,0,0,0,0
47,10000,58590,1439,0,0,0,0,0
48,10000,69140,1715,0,0,0,0,0
48,10000,59299,1569,0,0,0,0,0
48,10000,58880,1514,0,0,0,0,0
48,10000,58039,1518,0,0,0,0,0
48,10000,57694,1481,0,0,0,0,0
48,10000,58681,1535,0,0,0,0,0
48,10000,58584,1520,0,0,0,0,0
48,10000,58123,1479,0,0,0,0,0
48,10000,58345,1484,0,0,0,0,0
48,10000,57996,1580,0,0,0,0,0
48,10000,57917,1494,0,0,0,0,0
48,10000,58339,1561,0,0,0,0,0
48,10000,58886,1432,0,0,0,0,0
48,10000,58174,1544,0,0,0,0,0
48,10000,58030,1507,0,0,0,0,0
48,10000,57911,1536,0,0,0,0,0
48,10000,57012,1498,0,0,0,0,0
48,10000,58420,1538,0,0,0,0,0
48,10000,57638,1558,0,0,0,0,0
48,10000,57954,1515,0,0,0,0,0
49,10000,64451,1624,0,0,0,0,0
49,10000,59423,1473,0,0,0,0,0
49,10000,57345,1452,0,0,0,0,0
49,10000,57627,1493,0,0,0,0,0
49,10000,57554,1515,0,0,0,0,0
49,10000,58276,1487,0,0,0,0,0
49,10000,58565,1465,0,0,0,0,0
49,10000,57644,1508,0,0,0,0,0
49,10000,57323,1407,0,0,0,0,0
49,10000,84394,1501,0,0,0,0,0
49,10000,58733,1471,0,0,0,0,0
49,10000,57548,1511,0,0,0,0,0
49,10000,57801,1479,0,0,0,0,0
49,10000,58867,1544,0,0,0,0,0
49,10000,58367,1499,0,0,0,0,0
49,10000,58386,1513,0,0,0,0,0
49,10000,57366,1454,0,0,0,0,0
49,10000,58080,1449,0,0,0,0,0
49,10000,57487,1498,0,0,0,0,0
49,10000,57603,1481,0,0,0,0,0
50,10000,64939,1621,0,0,0,0,0
50,10000,59028,1493,0,0,0,0,0
50,10000,57900,1551,0,0,0,0,0
50,10000,57579,1538,0,0,0,0,0
50,10000,57393,1486,0,0,0,0,0
50,10000,57915,1516,0,0,0,0,0
50,10000,57898,1452,0,0,0,0,0
50,10000,59015,1574,0,0,0,0,0
50,10000,58815,1489,0,0,0,0,0
50,10000,57395,1560,0,0,0,0,0
50,10000,58042,1525,0,0,0,0,0
50,10000,57958,1504,0,0,0,0,0
50,10000,58176,1574,0,0,0,0,0
50,10000,57285,1449,0,0,0,0,0
50,10000,58080,1531,0,0,0,0,0
50,10000,57538,1532,0,0,0,0,0
50,10000,57639,1461,0,0,0,0,0
50,10000,57867,1629,0,0,0,0,0
50,10000,57562,1483,0,0,0,0,0
50,10000,57517,1513,0,0,0,0,0
51,10000,65738,1579,0,0,0,0,0
51,10000,61399,1519,0,0,0,0,0
51,10000,59142,1502,0,0,0,0,0
51,10000,59504,1553,0,0,0,0,0
51,10000,93714,1475,0,0,0,0,0
51,10000,59189,1508,0,0,0,0,0
51,10000,59297,1471,0,0,0,0,0
51,10000,58824,1492,0,0,0,0,0
51,10000,59686,1482,0,0,0,0,0
51,10000,83938,1529,0,0,0,0,0
51,10000,58663,1578,0,0,0,0,0
51,10000,59269,1513,0,0,0,0,0
51,10000,58857,1472,0,0,0,0,0
51,10000,59373,1520,0,0,0,0,0
51,10000,59140,1522,0,0,0,0,0
51,10000,59276,1537,0,0,0,0,0
51,10000,58929,1535,0,0,0,0,0
51,10000,59116,1488,0,0,0,0,0
51,10000,58681,1520,0,0,0,0,0
51,10000,59036,1515,0,0,0,0,0
52,10000,65138,1538,0,0,0,0,0
52,10000,61404,1569,0,0,0,0,0
52,10000,59234,1517,0,0,0,0,0
52,10000,59065,1470,0,0,0,0,0
52,10000,58873,1519,0,0,0,0,0
52,10000,58860,1496,0,0,0,0,0
52,10000,59249,1546,0,0,0,0,0
52,10000,59184,1520,0,0,0,0,0
52,10000,58969,1518,0,0,0,0,0
52,10000,58745,1589,0,0,0,0,0
52,10000,59175,1541,0,0,0,0,0
52,10000,59622,1574,0,0,0,0,0
52,10000,60016,1587,0,0,0,0,0
52,10000,58775,1530,0,0,0,0,0
52,10000,59357,1550,0,0,0,0,0
52,10000,59244,1519,0,0,0,0,0
52,10000,59227,1526,0,0,0,0,0
52,10000,59536,1531,0,0,0,0,0
52,10000,59451,1536,0,0,0,0,0
52,10000,59137,1539,0,0,0,0,0
53,10000,65037,1624,0,0,0,0,0
53,10000,61251,1533,0,0,0,0,0
53,10000,72893,1531,0,0,0,0,0
53,10000,59538,1581,0,0,0,0,0
53,10000,59068,1522,0,0,0,0,0
53,10000,59009,1552,0,0,0,0,0
53,10000,59787,1546,0,0,0,0,0
53,10000,92605,1503,0,0,0,0,0
53,10000,58975,1524,0,0,0,0,0
53,10000,58941,1487,0,0,0,0,0
53,10000,59236,1519,0,0,0,0,0
53,10000,58739,1532,0,0,0,0,0
53,10000,95339,1541,0,0,0,0,0
53,10000,58800,1548,0,0,0,0,0
53,10000,59177,1565,0,0,0,0,0
53,10000,59352,1501,0,0,0,0,0
53,10000,59219,1535,0,0,0,0,0
53,10000,83614,1558,0,0,0,0,0
53,10000,59831,1550,0,0,0,0,0
53,10000,59271,1495,0,0,0,0,0
54,10000,65564,1672,0,0,0,0,0
54,10000,61242,1530,0,0,0,0,0
54,10000,58446,1525,0,0,0,0,0
54,10000,60400,1549,0,0,0,0,0
54,10000,59703,1526,0,0,0,0,0
54,10000,59320,1563,0,0,0,0,0
54,10000,59745,1527,0,0,0,0,0
54,10000,59035,1484,0,0,0,0,0
54,10000,60084,1497,0,0,0,0,0
54,10000,59353,1493,0,0,0,0,0
54,10000,57815,1454,0,0,0,0,0
54,10000,59204,1489,0,0,0,0,0
54,10000,59443,1537,0,0,0,0,0
54,10000,59672,1539,0,0,0,0,0
54,10000,58751,1507,0,0,0,0,0
54,10000,58741,1499,0,0,0,0,0
54,10000,58719,1566,0,0,0,0,0
54,10000,59577,1524,0,0,0,0,0
54,10000,59515,1499,0,0,0,0,0
54,10000,57922,1463,0,0,0,0,0
55,10000,65225,1579,0,0,0,0,0
55,10000,61397,1494,0,0,0,0,0
55,10000,59544,1500,0,0,0,0,0
55,10000,59388,1540,0,0,0,0,0
55,10000,59498,1539,0,0,0,0,0
55,10000,59420,1485,0,0,0,0,0
55,10000,59459,1478,0,0,0,0,0
55,10000,59193,1602,0,0,0,0,0
55,10000,59772,1532,0,0,0,0,0
55,10000,59359,1466,0,0,0,0,0
55,10000,59632,1490,0,0,0,0,0
55,10000,59044,1546,0,0,0,0,0
55,10000,59397,1516,0,0,0,0,0
55,10000,59143,1513,0,0,0,0,0
55,10000,58812,1484,0,0,0,0,0
55,10000,59324,1471,0,0,0,0,0
55,10000,59008,1464,0,0,0,0,0
55,10000,59182,1615,0,0,0,0,0
55,10000,59725,1454,0,0,0,0,0
55,10000,59356,1540,0,0,0,0,0
56,10000,64710,1660,0,0,0,0,0
56,10000,61466,1478,0,0,0,0,0
56,10000,72663,1527,0,0,0,0,0
56,10000,59584,1437,0,0,0,0,0
56,10000,59239,1477,0,0,0,0,0
56,10000,59733,1505,0,0,0,0,0
56,10000,59191,1505,0,0,0,0,0
56,10000,60319,1536,0,0,0,0,0
56,10000,59132,1470,0,0,0,0,0
56,10000,59413,1518,0,0,0,0,0
56,10000,60012,1486,0,0,0,0,0
56,10000,60177,1507,0,0,0,0,0
56,10000,59608,1483,0,0,0,0,0
56,10000,59570,1451,0,0,0,0,0
56,10000,60073,1463,0,0,0,0,0
56,10000,59595,1467,0,0,0,0,0
56,10000,59121,1512,0,0,0,0,0
56,10000,59686,1475,0,0,0,0,0
56,10000,59323,1460,0,0,0,0,0
56,10000,60003,1472,0,0,0,0,0
57,10000,65811,1629,0,0,0,0,0
57,10000,63999,1545,0,0,0,0,0
57,10000,59838,1427,0,0,0,0,0
57,10000,59852,1496,0,0,0,0,0
57,10000,59901,1535,0,0,0,0,0
57,10000,59410,1554,0,0,0,0,0
57,10000,60147,1541,0,0,0,0,0
57,10000,60016,1543,0,0,0,0,0
57,10000,59995,1548,0,0,0,0,0
57,10000,59903,1548,0,0,0,0,0
57,10000,59673,1532,0,0,0,0,0
57,10000,60059,1538,0,0,0,0,0
57,10000,61262,1506,0,0,0,0,0
57,10000,61190,1564,0,0,0,0,0
57,10000,61362,1475,0,0,0,0,0
57,10000,61483,1541,0,0,0,0,0
57,10000,60267,1547,0,0,0,0,0
57,10000,59495,1464,0,0,0,0,0
57,10000,59357,1496,0,0,0,0,0
57,10000,60081,1552,0,0,0,0,0
58,10000,66536,1659,0,0,0,0,0
58,10000,61200,1480,0,0,0,0,0
58,10000,59979,1540,0,0,0,0,0
58,10000,59868,1499,0,0,0,0,0
58,10000,59978,1474,0,0,0,0,0
58,10000,59926,1497,0,0,0,0,0
58,10000,60150,1468,0,0,0,0,0
58,10000,60190,1548,0,0,0,0,0
58,10000,59665,1525,0,0,0,0,0
58,10000,59560,1539,0,0,0,0,0
58,10000,60162,1479,0,0,0,0,0
58,10000,59382,1492,0,0,0,0,0
58,10000,59233,1589,0,0,0,0,0
58,10000,59138,1541,0,0,0,0,0
58,10000,59323,1521,0,0,0,0,0
58,10000,59234,1591,0,0,0,0,0
58,10000,60104,1477,0,0,0,0,0
58,10000,60234,1437,0,0,0,0,0
58,10000,60362,1594,0,0,0,0,0
58,10000,59452,1524,0,0,0,0,0
59,10000,65839,1694,0,0,0,0,0
59,10000,61804,1501,0,0,0,0,0
59,10000,60441,1519,0,0,0,0,0
59,10000,60406,1519,0,0,0,0,0
59,10000,60486,1548,0,0,0,0,0
59,10000,59829,1531,0,0,0,0,0
59,10000,59842,1571,0,0,0,0,0
59,10000,60301,1520,0,0,0,0,0
59,10000,59863,1543,0,0,0,0,0
59,10000,59879,1541,0,0,0,0,0
59,10000,60196,1493,0,0,0,0,0
59,10000,60348,1550,0,0,0,0,0
59,10000,59888,1550,0,0,0,0,0
59,10000,60467,1473,0,0,0,0,0
59,10000,60672,1490,0,0,0,0,0
59,10000,60220,1504,0,0,0,0,0
59,10000,59969,1535,0,0,0,0,0
59,10000,60193,1480,0,0,0,0,0
59,10000,60118,1550,0,0,0,0,0
59,10000,60300,1479,0,0,0,0,0
60,10000,66647,1637,0,0,0,0,0
60,10000,62085,1543,0,0,0,0,0
60,10000,60567,1497,0,0,0,0,0
60,10000,59645,1560,0,0,0,0,0
60,10000,60305,1558,0,0,0,0,0
60,10000,60426,1567,0,0,0,0,0
60,10000,60576,1522,0,0,0,0,0
60,10000,60034,1543,0,0,0,0,0
60,10000,59503,1562,0,0,0,0,0
60,10000,60307,1548,0,0,0,0,0
60,10000,60166,1513,0,0,0,0,0
60,10000,60053,1556,0,0,0,0,0
60,10000,60048,1561,0,0,0,0,0
60,10000,59954,1507,0,0,0,0,0
60,10000,60034,1520,0,0,0,0,0
60,10000,59195,1521,0,0,0,0,0
60,10000,60014,1534,0,0,0,0,0
60,10000,60432,1485,0,0,0,0,0
60,10000,60161,1554,0,0,0,0,0
60,10000,60363,1536,0,0,0,0,0
61,10000,64832,1631,0,0,0,0,0
61,10000,61953,1539,0,0,0,0,0
61,10000,59889,1523,0,0,0,0,0
61,10000,59061,1555,0,0,0,0,0
61,10000,60108,1494,0,0,0,0,0
61,10000,61394,1509,0,0,0,0,0
61,10000,58693,1448,0,0,0,0,0
61,10000,58545,1507,0,0,0,0,0
61,10000,58976,1479,0,0,0,0,0
61,10000,58739,1478,0,0,0,0,0
61,10000,59309,1553,0,0,0,0,0
61,10000,60109,1518,0,0,0,0,0
61,10000,60241,1547,0,0,0,0,0
61,10000,59151,1475,0,0,0,0,0
61,10000,59396,1538,0,0,0,0,0
61,10000,60353,1496,0,0,0,0,0
61,10000,58987,1494,0,0,0,0,0
61,10000,60310,1513,0,0,0,0,0
61,10000,58796,1521,0,0,0,0,0
61,10000,72274,1465,0,0,0,0,0
62,10000,66241,1649,0,0,0,0,0
62,10000,62127,1522,0,0,0,0,0
62,10000,60705,1566,0,0,0,0,0
62,10000,60063,1482,0,0,0,0,0
62,10000,72958,1480,0,0,0,0,0
62,10000,59956,1455,0,0,0,0,0
62,10000,59275,1525,0,0,0,0,0
62,10000,60359,1518,0,0,0,0,0
62,10000,59012,1456,0,0,0,0,0
62,10000,58501,1543,0,0,0,0,0
62,10000,72920,1456,0,0,0,0,0
62,10000,59108,1479,0,0,0,0,0
62,10000,60356,1459,0,0,0,0,0
62,10000,58604,1455,0,0,0,0,0
62,10000,58375,1506,0,0,0,0,0
62,10000,60657,1482,0,0,0,0,0
62,10000,60207,1495,0,0,0,0,0
62,10000,60363,1531,0,0,0,0,0
62,10000,60091,1507,0,0,0,0,0
62,10000,60758,1502,0,0,0,0,0
63,10000,66454,1641,0,0,0,0,0
63,10000,62884,1530,0,0,0,0,0
63,10000,60824,1557,0,0,0,0,0
63,10000,61030,1541,0,0,0,0,0
63,10000,58928,1495,0,0,0,0,0
63,10000,60581,1487,0,0,0,0,0
63,10000,101533,1470,0,0,0,0,0
63,10000,60413,1502,0,0,0,0,0
63,10000,60181,1498,0,0,0,0,0
63,10000,61243,1480,0,0,0,0,0
63,10000,61008,1446,0,0,0,0,0
63,10000,61060,1481,0,0,0,0,0
63,10000,73206,1496,0,0,0,0,0
63,10000,60989,1537,0,0,0,0,0
63,10000,60401,1475,0,0,0,0,0
63,10000,61252,1564,0,0,0,0,0
63,10000,61029,1458,0,0,0,0,0
63,10000,60860,1500,0,0,0,0,0
63,10000,60689,1495,0,0,0,0,0
63,10000,94463,1514,0,0,0,0,0
64,10000,67714,1763,0,0,0,0,0
64,10000,62657,1570,0,0,0,0,0
64,10000,61486,1519,0,0,0,0,0
64,10000,61118,1457,0,0,0,0,0
64,10000,60805,1526,0,0,0,0,0
64,10000,61370,1455,0,0,0,0,0
64,10000,61021,1485,0,0,0,0,0
64,10000,61204,1463,0,0,0,0,0
64,10000,61205,1493,0,0,0,0,0
64,10000,60673,1528,0,0,0,0,0
64,10000,60800,1532,0,0,0,0,0
64,10000,61077,1488,0,0,0,0,0
64,10000,61293,1585,0,0,0,0,0
64,10000,61072,1492,0,0,0,0,0
64,10000,61829,1486,0,0,0,0,0
64,10000,61170,1572,0,0,0,0,0
64,10000,61044,1481,0,0,0,0,0
64,10000,63526,1493,0,0,0,0,0
64,10000,61306,1522,0,0,0,0,0
64,10000,61151,1555,0,0,0,0,0
65,10000,66064,1611,0,0,0,0,0
65,10000,59676,1526,0,0,0,0,0
65,10000,58236,1532,0,0,0,0,0
65,10000,58241,1486,0,0,0,0,0
65,10000,57902,1522,0,0,0,0,0
65,10000,58534,1556,0,0,0,0,0
65,10000,57793,1488,0,0,0,0,0
65,10000,57866,1529,0,0,0,0,0
65,10000,58145,1567,0,0,0,0,0
65,10000,58023,1517,0,0,0,0,0
65,10000,59801,1573,0,0,0,0,0
65,10000,57544,1530,0,0,0,0,0
65,10000,58325,1464,0,0,0,0,0
65,10000,59762,1528,0,0,0,0,0
65,10000,58851,1532,0,0,0,0,0
65,10000,58152,1500,0,0,0,0,0
65,10000,57403,1497,0,0,0,0,0
65,10000,60519,1507,0,0,0,0,0
65,10000,57882,1540,0,0,0,0,0
65,10000,57976,1553,0,0,0,0,0
66,10000,68250,1738,0,0,0,0,0
66,10000,59959,1819,0,0,0,0,0
66,10000,59392,1552,0,0,0,0,0
66,10000,58019,1533,0,0,0,0,0
66,10000,59654,1563,0,0,0,0,0
66,10000,58307,1551,0,0,0,0,0
66,10000,58197,1566,0,0,0,0,0
66,10000,59367,1547,0,0,0,0,0
66,10000,63420,1501,0,0,0,0,0
66,10000,58338,1519,0,0,0,0,0
66,10000,57778,1526,0,0,0,0,0
66,10000,58199,1541,0,0,0,0,0
66,10000,57918,1507,0,0,0,0,0
66,10000,58098,1521,0,0,0,0,0
66,10000,57898,1542,0,0,0,0,0
66,10000,58654,1552,0,0,0,0,0
66,10000,58032,1507,0,0,0,0,0
66,10000,61171,1578,0,0,0,0,0
66,10000,58227,1541,0,0,0,0,0
66,10000,57841,1499,0,0,0,0,0
67,10000,67810,1683,0,0,0,0,0
67,10000,60802,1585,0,0,0,0,0
67,10000,57475,1577,0,0,0,0,0
67,10000,58961,1506,0,0,0,0,0
67,10000,59424,1577,0,0,0,0,0
67,10000,58968,1637,0,0,0,0,0
67,10000,59489,1518,0,0,0,0,0
67,10000,59842,1530,0,0,0,0,0
67,10000,59822,1508,0,0,0,0,0
67,10000,57771,1530,0,0,0,0,0
67,10000,58898,1546,0,0,0,0,0
67,10000,57861,1491,0,0,0,0,0
67,10000,58177,1580,0,0,0,0,0
67,10000,58078,1530,0,0,0,0,0
67,10000,59632,1513,0,0,0,0,0
67,10000,58028,1515,0,0,0,0,0
67,10000,58964,1582,0,0,0,0,0
67,10000,61890,1537,0,0,0,0,0
67,10000,59176,1547,0,0,0,0,0
67,10000,58271,1562,0,0,0,0,0
68,10000,106888,1690,0,0,0,0,0
68,10000,61261,1558,0,0,0,0,0
68,10000,58963,1450,0,0,0,0,0
68,10000,59429,1508,0,0,0,0,0
68,10000,59698,1460,0,0,0,0,0
68,10000,59608,1462,0,0,0,0,0
68,10000,59755,1496,0,0,0,0,0
68,10000,59226,1497,0,0,0,0,0
68,10000,59770,1488,0,0,0,0,0
68,10000,59515,1460,0,0,0,0,0
68,10000,60144,1495,0,0,0,0,0
68,10000,59994,1525,0,0,0,0,0
68,10000,59784,1539,0,0,0,0,0
68,10000,59363,1530,0,0,0,0,0
68,10000,59627,1507,0,0,0,0,0
68,10000,59433,1520,0,0,0,0,0
68,10000,59381,1525,0,0,0,0,0
68,10000,62567,1477,0,0,0,0,0
68,10000,59688,1516,0,0,0,0,0
68,10000,59847,1544,0,0,0,0,0
69,10000,70490,1751,0,0,0,0,0
69,10000,62913,1570,0,0,0,0,0
69,10000,61103,1492,0,0,0,0,0
69,10000,59734,1522,0,0,0,0,0
69,10000,59883,1561,0,0,0,0,0
69,10000,59583,1531,0,0,0,0,0
69,10000,59905,1515,0,0,0,0,0
69,10000,59682,1549,0,0,0,0,0
69,10000,60369,1518,0,0,0,0,0
69,10000,59768,1534,0,0,0,0,0
69,10000,59885,1520,0,0,0,0,0
69,10000,59830,1525,0,0,0,0,0
69,10000,60345,1548,0,0,0,0,0
69,10000,59890,1505,0,0,0,0,0
69,10000,60660,1558,0,0,0,0,0
69,10000,60355,1518,0,0,0,0,0
69,10000,60379,1527,0,0,0,0,0
69,10000,62718,1569,0,0,0,0,0
69,10000,59870,1494,0,0,0,0,0
69,10000,59642,1512,0,0,0,0,0
70,10000,69550,1697,0,0,0,0,0
70,10000,61668,1532,0,0,0,0,0
70,10000,59683,1482,0,0,0,0,0
70,10000,60386,1580,0,0,0,0,0
70,10000,59203,1534,0,0,0,0,0
70,10000,59835,1475,0,0,0,0,0
70,10000,59693,1505,0,0,0,0,0
70,10000,60354,1512,0,0,0,0,0
70,10000,60249,1496,0,0,0,0,0
70,10000,60631,1519,0,0,0,0,0
70,10000,59135,1526,0,0,0,0,0
70,10000,60404,1491,0,0,0,0,0
70,10000,60689,1535,0,0,0,0,0
70,10000,60323,1531,0,0,0,0,0
70,10000,59754,1510,0,0,0,0,0
70,10000,59891,1513,0,0,0,0,0
70,10000,60095,1457,0,0,0,0,0
70,10000,61813,1531,0,0,0,0,0
70,10000,60096,1539,0,0,0,0,0
70,10000,59944,1561,0,0,0,0,0
71,10000,67678,1740,0,0,0,0,0
71,10000,62088,1553,0,0,0,0,0
71,10000,60480,1544,0,0,0,0,0
71,10000,97190,1567,0,0,0,0,0
71,10000,60175,1512,0,0,0,0,0
71,10000,60469,1555,0,0,0,0,0
71,10000,58905,1560,0,0,0,0,0
71,10000,82337,1503,0,0,0,0,0
71,10000,58753,1449,0,0,0,0,0
71,10000,60139,1542,0,0,0,0,0
71,10000,60226,1525,0,0,0,0,0
71,10000,60574,1530,0,0,0,0,0
71,10000,60464,1553,0,0,0,0,0
71,10000,60659,1530,0,0,0,0,0
71,10000,60471,1510,0,0,0,0,0
71,10000,60252,1556,0,0,0,0,0
71,10000,60412,1529,0,0,0,0,0
71,10000,60701,1464,0,0,0,0,0
71,10000,58821,1498,0,0,0,0,0
71,10000,60179,1590,0,0,0,0,0
72,10000,68807,1678,0,0,0,0,0
72,10000,62498,1582,0,0,0,0,0
72,10000,58197,1498,0,0,0,0,0
72,10000,60319,1545,0,0,0,0,0
72,10000,60491,1506,0,0,0,0,0
