Pallet: "pallet_im_online", Extrinsic: "validate_unsigned_and_then_heartbeat", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
k,e,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
647,100,189786,1576,0,0,0,0,0
647,100,187308,1510,0,0,0,0,0
647,100,188957,1610,0,0,0,0,0
647,100,187415,1608,0,0,0,0,0
647,100,191733,1597,0,0,0,0,0
647,100,187445,1489,0,0,0,0,0
647,100,189131,1594,0,0,0,0,0
647,100,201394,1577,0,0,0,0,0
647,100,188561,1656,0,0,0,0,0
647,100,186468,1512,0,0,0,0,0
647,100,189303,1584,0,0,0,0,0
647,100,214283,1554,0,0,0,0,0
647,100,189322,1576,0,0,0,0,0
666,100,204465,1790,0,0,0,0,0
666,100,192296,1603,0,0,0,0,0
666,100,191278,1612,0,0,0,0,0
666,100,218003,1609,0,0,0,0,0
666,100,191787,1639,0,0,0,0,0
666,100,189668,1653,0,0,0,0,0
666,100,191038,1577,0,0,0,0,0
666,100,189705,1521,0,0,0,0,0
666,100,190634,1549,0,0,0,0,0
666,100,188680,1577,0,0,0,0,0
666,100,193161,1656,0,0,0,0,0
666,100,189583,1518,0,0,0,0,0
666,100,191558,1565,0,0,0,0,0
666,100,189505,1591,0,0,0,0,0
666,100,191158,1554,0,0,0,0,0
666,100,189172,1559,0,0,0,0,0
666,100,190783,1554,0,0,0,0,0
666,100,191608,1553,0,0,0,0,0
666,100,189469,1561,0,0,0,0,0
666,100,190979,1549,0,0,0,0,0
685,100,208544,1920,0,0,0,0,0
685,100,193560,1545,0,0,0,0,0
685,100,195922,1581,0,0,0,0,0
685,100,207869,1682,0,0,0,0,0
685,100,194398,1614,0,0,0,0,0
685,100,192580,1547,0,0,0,0,0
685,100,194449,1617,0,0,0,0,0
685,100,192622,1533,0,0,0,0,0
685,100,195660,1559,0,0,0,0,0
685,100,193659,1619,0,0,0,0,0
685,100,191410,1519,0,0,0,0,0
685,100,193966,1630,0,0,0,0,0
685,100,191750,1625,0,0,0,0,0
685,100,195108,1572,0,0,0,0,0
685,100,189926,1536,0,0,0,0,0
685,100,193330,1498,0,0,0,0,0
685,100,191227,1550,0,0,0,0,0
685,100,194063,1657,0,0,0,0,0
685,100,192567,1586,0,0,0,0,0
685,100,211725,1517,0,0,0,0,0
704,100,207559,1941,0,0,0,0,0
704,100,198080,1551,0,0,0,0,0
704,100,198060,1560,0,0,0,0,0
704,100,195570,1620,0,0,0,0,0
704,100,196377,1633,0,0,0,0,0
704,100,195609,1530,0,0,0,0,0
704,100,195723,1652,0,0,0,0,0
704,100,196127,1612,0,0,0,0,0
704,100,197077,1604,0,0,0,0,0
704,100,226405,1634,0,0,0,0,0
704,100,213585,1631,0,0,0,0,0
704,100,195990,1608,0,0,0,0,0
704,100,195290,1540,0,0,0,0,0
704,100,196729,1677,0,0,0,0,0
704,100,195182,1566,0,0,0,0,0
704,100,195127,1601,0,0,0,0,0
704,100,193633,1562,0,0,0,0,0
704,100,195501,1608,0,0,0,0,0
704,100,196050,1601,0,0,0,0,0
704,100,195699,1517,0,0,0,0,0
723,100,212698,1978,0,0,0,0,0
723,100,197462,1606,0,0,0,0,0
723,100,201209,1543,0,0,0,0,0
723,100,214752,1600,0,0,0,0,0
723,100,196830,1659,0,0,0,0,0
723,100,199044,1527,0,0,0,0,0
723,100,197150,1515,0,0,0,0,0
723,100,199146,1631,0,0,0,0,0
723,100,195948,1552,0,0,0,0,0
723,100,199541,1723,0,0,0,0,0
723,100,198689,1565,0,0,0,0,0
723,100,198611,1545,0,0,0,0,0
723,100,199106,1572,0,0,0,0,0
723,100,196534,1544,0,0,0,0,0
723,100,197446,1647,0,0,0,0,0
723,100,197624,1547,0,0,0,0,0
723,100,197324,1555,0,0,0,0,0
723,100,198625,1498,0,0,0,0,0
723,100,197019,1525,0,0,0,0,0
723,100,201235,1815,0,0,0,0,0
742,100,213814,1864,0,0,0,0,0
742,100,200401,1539,0,0,0,0,0
742,100,200769,1529,0,0,0,0,0
742,100,199918,1600,0,0,0,0,0
742,100,200528,1544,0,0,0,0,0
742,100,200649,1601,0,0,0,0,0
742,100,199607,1557,0,0,0,0,0
742,100,198973,1550,0,0,0,0,0
742,100,198924,1567,0,0,0,0,0
742,100,201847,1606,0,0,0,0,0
742,100,200665,1531,0,0,0,0,0
742,100,203661,1559,0,0,0,0,0
742,100,200759,1508,0,0,0,0,0
742,100,198281,1630,0,0,0,0,0
742,100,199807,1518,0,0,0,0,0
742,100,200510,1598,0,0,0,0,0
742,100,203343,1599,0,0,0,0,0
742,100,201125,1564,0,0,0,0,0
742,100,199148,1556,0,0,0,0,0
742,100,203253,1673,0,0,0,0,0
761,100,216376,1928,0,0,0,0,0
761,100,207360,1689,0,0,0,0,0
761,100,204445,1693,0,0,0,0,0
761,100,231200,1553,0,0,0,0,0
761,100,202460,1670,0,0,0,0,0
761,100,201780,1612,0,0,0,0,0
761,100,202612,1589,0,0,0,0,0
761,100,205139,1732,0,0,0,0,0
761,100,202102,1561,0,0,0,0,0
761,100,210646,1641,0,0,0,0,0
761,100,204129,1618,0,0,0,0,0
761,100,203089,1624,0,0,0,0,0
761,100,202763,1521,0,0,0,0,0
761,100,201654,1526,0,0,0,0,0
761,100,203807,1633,0,0,0,0,0
761,100,202135,1580,0,0,0,0,0
761,100,201977,1625,0,0,0,0,0
761,100,218500,1587,0,0,0,0,0
761,100,202657,1717,0,0,0,0,0
761,100,204713,1652,0,0,0,0,0
780,100,219144,2034,0,0,0,0,0
780,100,205855,1586,0,0,0,0,0
780,100,208879,1613,0,0,0,0,0
780,100,204988,1672,0,0,0,0,0
780,100,206303,1787,0,0,0,0,0
780,100,205393,1525,0,0,0,0,0
780,100,204751,1539,0,0,0,0,0
780,100,236131,1688,0,0,0,0,0
780,100,206677,1615,0,0,0,0,0
780,100,206426,1557,0,0,0,0,0
780,100,205708,1602,0,0,0,0,0
780,100,204856,1555,0,0,0,0,0
780,100,204835,1523,0,0,0,0,0
780,100,207235,1688,0,0,0,0,0
780,100,204576,1639,0,0,0,0,0
780,100,205787,1667,0,0,0,0,0
780,100,206022,1559,0,0,0,0,0
780,100,204707,1567,0,0,0,0,0
780,100,207783,1695,0,0,0,0,0
780,100,205441,1519,0,0,0,0,0
799,100,224796,2020,0,0,0,0,0
799,100,209466,1606,0,0,0,0,0
799,100,209095,1719,0,0,0,0,0
799,100,207338,1790,0,0,0,0,0
799,100,210347,1668,0,0,0,0,0
799,100,207189,1523,0,0,0,0,0
799,100,206999,1543,0,0,0,0,0
799,100,208572,1596,0,0,0,0,0
799,100,207289,1597,0,0,0,0,0
799,100,206112,1597,0,0,0,0,0
799,100,206917,1688,0,0,0,0,0
799,100,207414,1546,0,0,0,0,0
799,100,208103,1582,0,0,0,0,0
799,100,208372,1621,0,0,0,0,0
799,100,206481,1542,0,0,0,0,0
799,100,207692,1553,0,0,0,0,0
799,100,209143,1596,0,0,0,0,0
799,100,208674,1649,0,0,0,0,0
799,100,207046,1533,0,0,0,0,0
799,100,237923,1544,0,0,0,0,0
818,100,225156,1964,0,0,0,0,0
818,100,212123,1577,0,0,0,0,0
818,100,209505,1636,0,0,0,0,0
818,100,210678,1585,0,0,0,0,0
818,100,212549,1620,0,0,0,0,0
818,100,213292,1674,0,0,0,0,0
818,100,211069,1693,0,0,0,0,0
818,100,208819,1563,0,0,0,0,0
818,100,230933,1754,0,0,0,0,0
818,100,209619,1595,0,0,0,0,0
818,100,210549,1682,0,0,0,0,0
818,100,215362,1576,0,0,0,0,0
818,100,209824,1670,0,0,0,0,0
818,100,209101,1535,0,0,0,0,0
818,100,210095,1599,0,0,0,0,0
818,100,208885,1557,0,0,0,0,0
818,100,209340,1557,0,0,0,0,0
818,100,215110,1667,0,0,0,0,0
818,100,210802,1576,0,0,0,0,0
818,100,210340,1571,0,0,0,0,0
837,100,225091,1891,0,0,0,0,0
837,100,221285,1597,0,0,0,0,0
837,100,213382,1586,0,0,0,0,0
837,100,214893,1681,0,0,0,0,0
837,100,212712,1606,0,0,0,0,0
837,100,211066,1586,0,0,0,0,0
837,100,212741,1553,0,0,0,0,0
837,100,211722,1542,0,0,0,0,0
837,100,211323,1659,0,0,0,0,0
837,100,243054,1569,0,0,0,0,0
837,100,213515,1631,0,0,0,0,0
837,100,213357,1532,0,0,0,0,0
837,100,212009,1635,0,0,0,0,0
837,100,213339,1529,0,0,0,0,0
837,100,211109,1525,0,0,0,0,0
837,100,213270,1538,0,0,0,0,0
837,100,211976,1549,0,0,0,0,0
837,100,214316,1657,0,0,0,0,0
837,100,213362,1568,0,0,0,0,0
837,100,213705,1583,0,0,0,0,0
856,100,229964,1917,0,0,0,0,0
856,100,214783,1617,0,0,0,0,0
856,100,216601,1667,0,0,0,0,0
856,100,216836,1925,0,0,0,0,0
856,100,215005,1653,0,0,0,0,0
856,100,214881,1608,0,0,0,0,0
856,100,215701,1541,0,0,0,0,0
856,100,213854,1544,0,0,0,0,0
856,100,217019,1635,0,0,0,0,0
856,100,216028,1575,0,0,0,0,0
856,100,213234,1664,0,0,0,0,0
856,100,216016,1604,0,0,0,0,0
856,100,215131,1591,0,0,0,0,0
856,100,214921,1610,0,0,0,0,0
856,100,214325,1569,0,0,0,0,0
856,100,216933,1712,0,0,0,0,0
856,100,220110,1953,0,0,0,0,0
856,100,215219,1583,0,0,0,0,0
856,100,215283,1654,0,0,0,0,0
856,100,215730,1961,0,0,0,0,0
875,100,231373,2313,0,0,0,0,0
875,100,219971,1541,0,0,0,0,0
875,100,217356,1598,0,0,0,0,0
875,100,218788,1492,0,0,0,0,0
875,100,219152,1560,0,0,0,0,0
875,100,219140,1576,0,0,0,0,0
875,100,219107,1660,0,0,0,0,0
875,100,219613,1676,0,0,0,0,0
875,100,223726,1650,0,0,0,0,0
875,100,216920,1564,0,0,0,0,0
875,100,216866,1657,0,0,0,0,0
875,100,219524,1643,0,0,0,0,0
875,100,215913,1522,0,0,0,0,0
875,100,219134,1485,0,0,0,0,0
875,100,220339,1566,0,0,0,0,0
875,100,217310,1578,0,0,0,0,0
875,100,220517,1724,0,0,0,0,0
875,100,235025,1566,0,0,0,0,0
875,100,218975,1644,0,0,0,0,0
875,100,216808,1536,0,0,0,0,0
894,100,233488,1893,0,0,0,0,0
894,100,222167,1664,0,0,0,0,0
894,100,224077,1650,0,0,0,0,0
894,100,222901,1673,0,0,0,0,0
894,100,221418,1644,0,0,0,0,0
894,100,220781,1593,0,0,0,0,0
894,100,222892,1638,0,0,0,0,0
894,100,221461,1641,0,0,0,0,0
894,100,222431,1622,0,0,0,0,0
894,100,218814,1511,0,0,0,0,0
894,100,219635,1608,0,0,0,0,0
894,100,220529,1567,0,0,0,0,0
894,100,218163,1524,0,0,0,0,0
894,100,223547,1566,0,0,0,0,0
894,100,218846,1807,0,0,0,0,0
894,100,220229,1599,0,0,0,0,0
894,100,221074,1608,0,0,0,0,0
894,100,220995,1556,0,0,0,0,0
894,100,219870,1501,0,0,0,0,0
894,100,219155,1522,0,0,0,0,0
913,100,233680,1903,0,0,0,0,0
913,100,224118,1649,0,0,0,0,0
913,100,224301,1527,0,0,0,0,0
913,100,223511,1838,0,0,0,0,0
913,100,221295,1525,0,0,0,0,0
913,100,222859,1663,0,0,0,0,0
913,100,222463,1532,0,0,0,0,0
913,100,225601,1593,0,0,0,0,0
913,100,221895,1582,0,0,0,0,0
913,100,222758,1630,0,0,0,0,0
913,100,223722,1634,0,0,0,0,0
913,100,256763,1732,0,0,0,0,0
913,100,222713,1550,0,0,0,0,0
913,100,222586,1572,0,0,0,0,0
913,100,223329,1608,0,0,0,0,0
913,100,224612,1679,0,0,0,0,0
913,100,224030,1579,0,0,0,0,0
913,100,225517,1661,0,0,0,0,0
913,100,222999,1582,0,0,0,0,0
913,100,241056,1565,0,0,0,0,0
932,100,240055,1885,0,0,0,0,0
932,100,224886,1581,0,0,0,0,0
932,100,225875,1688,0,0,0,0,0
932,100,224811,1722,0,0,0,0,0
932,100,227135,1758,0,0,0,0,0
932,100,224479,1568,0,0,0,0,0
932,100,225201,1670,0,0,0,0,0
932,100,225874,1553,0,0,0,0,0
932,100,224376,1577,0,0,0,0,0
932,100,223748,1638,0,0,0,0,0
932,100,224883,1643,0,0,0,0,0
932,100,226070,1527,0,0,0,0,0
932,100,225734,1615,0,0,0,0,0
932,100,224135,1580,0,0,0,0,0
932,100,223830,1591,0,0,0,0,0
932,100,228670,1713,0,0,0,0,0
932,100,226655,1656,0,0,0,0,0
932,100,223996,1597,0,0,0,0,0
932,100,224004,1548,0,0,0,0,0
932,100,225558,1551,0,0,0,0,0
951,100,256107,1886,0,0,0,0,0
951,100,227534,1588,0,0,0,0,0
951,100,227949,1604,0,0,0,0,0
951,100,228604,1633,0,0,0,0,0
951,100,227964,1537,0,0,0,0,0
951,100,227787,1536,0,0,0,0,0
951,100,228197,1527,0,0,0,0,0
951,100,230807,1606,0,0,0,0,0
951,100,227974,1620,0,0,0,0,0
951,100,227707,1541,0,0,0,0,0
951,100,234151,1632,0,0,0,0,0
951,100,228310,1507,0,0,0,0,0
951,100,226020,1566,0,0,0,0,0
951,100,226234,1572,0,0,0,0,0
951,100,226915,1581,0,0,0,0,0
951,100,232102,1734,0,0,0,0,0
951,100,256887,1560,0,0,0,0,0
951,100,225690,1510,0,0,0,0,0
951,100,227185,1546,0,0,0,0,0
951,100,229616,1496,0,0,0,0,0
970,100,241938,1916,0,0,0,0,0
970,100,233058,1610,0,0,0,0,0
970,100,229251,1550,0,0,0,0,0
970,100,230690,1645,0,0,0,0,0
970,100,231058,1496,0,0,0,0,0
970,100,232327,1614,0,0,0,0,0
970,100,229418,1537,0,0,0,0,0
970,100,229360,1577,0,0,0,0,0
970,100,231103,1637,0,0,0,0,0
970,100,231500,1629,0,0,0,0,0
970,100,234957,1687,0,0,0,0,0
970,100,229264,1637,0,0,0,0,0
970,100,230409,1636,0,0,0,0,0
970,100,230600,1604,0,0,0,0,0
970,100,233492,1657,0,0,0,0,0
970,100,235278,1735,0,0,0,0,0
970,100,229330,1550,0,0,0,0,0
970,100,231809,1612,0,0,0,0,0
970,100,230280,1569,0,0,0,0,0
970,100,232220,1586,0,0,0,0,0
989,100,244176,1898,0,0,0,0,0
989,100,235531,1570,0,0,0,0,0
989,100,233284,1645,0,0,0,0,0
989,100,232598,1608,0,0,0,0,0
989,100,232958,1549,0,0,0,0,0
989,100,233571,1613,0,0,0,0,0
989,100,232827,1654,0,0,0,0,0
989,100,232258,1565,0,0,0,0,0
989,100,232523,1648,0,0,0,0,0
989,100,233301,1632,0,0,0,0,0
989,100,231642,1644,0,0,0,0,0
989,100,235260,1565,0,0,0,0,0
989,100,230169,1582,0,0,0,0,0
989,100,232193,1579,0,0,0,0,0
989,100,235585,1645,0,0,0,0,0
989,100,233517,1565,0,0,0,0,0
989,100,231841,1668,0,0,0,0,0
989,100,231282,1578,0,0,0,0,0
989,100,232908,1599,0,0,0,0,0
989,100,230932,1529,0,0,0,0,0
1000,1,213809,1891,0,0,0,0,0
1000,1,204643,1601,0,0,0,0,0
1000,1,204592,1682,0,0,0,0,0
1000,1,203409,1709,0,0,0,0,0
1000,1,208559,1702,0,0,0,0,0
1000,1,202910,1575,0,0,0,0,0
1000,1,203334,1644,0,0,0,0,0
1000,1,205768,1822,0,0,0,0,0
1000,1,204052,1635,0,0,0,0,0
1000,1,203859,1545,0,0,0,0,0
1000,1,203401,1576,0,0,0,0,0
1000,1,204163,1576,0,0,0,0,0
1000,1,217856,1653,0,0,0,0,0
1000,1,203129,1614,0,0,0,0,0
1000,1,206086,1728,0,0,0,0,0
1000,1,203042,1673,0,0,0,0,0
1000,1,203840,1569,0,0,0,0,0
1000,1,206278,1561,0,0,0,0,0
1000,1,205143,1665,0,0,0,0,0
1000,1,211781,1947,0,0,0,0,0
1000,2,211775,1940,0,0,0,0,0
1000,2,205551,1570,0,0,0,0,0
1000,2,203875,1613,0,0,0,0,0
1000,2,202535,1647,0,0,0,0,0
1000,2,204787,1604,0,0,0,0,0
1000,2,204361,1555,0,0,0,0,0
1000,2,207158,1592,0,0,0,0,0
1000,2,205659,1735,0,0,0,0,0
1000,2,203715,1599,0,0,0,0,0
1000,2,204412,1610,0,0,0,0,0
1000,2,204023,1588,0,0,0,0,0
1000,2,203654,1590,0,0,0,0,0
1000,2,203222,1534,0,0,0,0,0
1000,2,203169,1532,0,0,0,0,0
1000,2,208861,1833,0,0,0,0,0
1000,2,203873,1529,0,0,0,0,0
1000,2,204357,1590,0,0,0,0,0
1000,2,204779,1629,0,0,0,0,0
1000,2,203322,1581,0,0,0,0,0
1000,2,205661,1640,0,0,0,0,0
1000,3,210230,1931,0,0,0,0,0
1000,3,207497,1571,0,0,0,0,0
1000,3,204222,1645,0,0,0,0,0
1000,3,205833,1590,0,0,0,0,0
1000,3,205978,1599,0,0,0,0,0
1000,3,207109,1611,0,0,0,0,0
1000,3,204908,1568,0,0,0,0,0
1000,3,203634,1536,0,0,0,0,0
1000,3,204478,1571,0,0,0,0,0
1000,3,210481,1863,0,0,0,0,0
1000,3,208147,1621,0,0,0,0,0
1000,3,206549,1670,0,0,0,0,0
1000,3,202969,1552,0,0,0,0,0
1000,3,205703,1499,0,0,0,0,0
1000,3,209107,1684,0,0,0,0,0
1000,3,231772,1587,0,0,0,0,0
1000,3,204590,1516,0,0,0,0,0
1000,3,204425,1567,0,0,0,0,0
1000,3,203811,1452,0,0,0,0,0
1000,3,204814,1561,0,0,0,0,0
1000,4,210708,1849,0,0,0,0,0
1000,4,206458,1629,0,0,0,0,0
1000,4,205140,1505,0,0,0,0,0
1000,4,205962,1537,0,0,0,0,0
1000,4,220297,1567,0,0,0,0,0
1000,4,204088,1542,0,0,0,0,0
1000,4,210102,1791,0,0,0,0,0
1000,4,207968,1621,0,0,0,0,0
1000,4,209806,1467,0,0,0,0,0
1000,4,208890,1610,0,0,0,0,0
1000,4,203442,1533,0,0,0,0,0
1000,4,208571,1753,0,0,0,0,0
1000,4,206570,1567,0,0,0,0,0
1000,4,205472,1573,0,0,0,0,0
1000,4,209116,1910,0,0,0,0,0
1000,4,203398,1628,0,0,0,0,0
1000,4,205679,1546,0,0,0,0,0
1000,4,205549,1605,0,0,0,0,0
1000,4,205662,1553,0,0,0,0,0
1000,4,206890,1492,0,0,0,0,0
1000,5,211566,1848,0,0,0,0,0
1000,5,207962,1531,0,0,0,0,0
1000,5,208185,1523,0,0,0,0,0
1000,5,207136,1569,0,0,0,0,0
1000,5,205187,1623,0,0,0,0,0
1000,5,205958,1554,0,0,0,0,0
1000,5,209478,1627,0,0,0,0,0
1000,5,207737,1630,0,0,0,0,0
1000,5,209918,1589,0,0,0,0,0
1000,5,205411,1571,0,0,0,0,0
1000,5,208190,1508,0,0,0,0,0
1000,5,204668,1502,0,0,0,0,0
1000,5,206499,1556,0,0,0,0,0
1000,5,207239,1568,0,0,0,0,0
1000,5,205991,1540,0,0,0,0,0
1000,5,205223,1521,0,0,0,0,0
1000,5,205381,1581,0,0,0,0,0
1000,5,205203,1502,0,0,0,0,0
1000,5,204589,1508,0,0,0,0,0
1000,5,205258,1489,0,0,0,0,0
1000,6,215206,1880,0,0,0,0,0
1000,6,206323,1610,0,0,0,0,0
1000,6,205648,1612,0,0,0,0,0
1000,6,206015,1600,0,0,0,0,0
1000,6,204248,1530,0,0,0,0,0
1000,6,207887,1575,0,0,0,0,0
1000,6,205403,4297,0,0,0,0,0
1000,6,205248,1534,0,0,0,0,0
1000,6,205585,1577,0,0,0,0,0
1000,6,204970,1559,0,0,0,0,0
1000,6,208565,1620,0,0,0,0,0
1000,6,205386,1596,0,0,0,0,0
1000,6,203877,1480,0,0,0,0,0
1000,6,205685,1503,0,0,0,0,0
1000,6,208206,1725,0,0,0,0,0
1000,6,207160,1575,0,0,0,0,0
1000,6,206102,1573,0,0,0,0,0
1000,6,206215,1560,0,0,0,0,0
1000,6,205699,1498,0,0,0,0,0
1000,6,204611,1581,0,0,0,0,0
1000,7,215333,1866,0,0,0,0,0
1000,7,207137,1534,0,0,0,0,0
1000,7,207796,1623,0,0,0,0,0
1000,7,208087,1515,0,0,0,0,0
1000,7,206502,1620,0,0,0,0,0
1000,7,206417,1595,0,0,0,0,0
1000,7,205262,1550,0,0,0,0,0
1000,7,207058,1672,0,0,0,0,0
1000,7,207182,1560,0,0,0,0,0
1000,7,212915,1558,0,0,0,0,0
1000,7,204115,1582,0,0,0,0,0
1000,7,206082,1553,0,0,0,0,0
1000,7,205933,1569,0,0,0,0,0
1000,7,206032,1658,0,0,0,0,0
1000,7,211064,1749,0,0,0,0,0
1000,7,204006,1517,0,0,0,0,0
1000,7,206581,1567,0,0,0,0,0
1000,7,206287,1535,0,0,0,0,0
1000,7,205971,1537,0,0,0,0,0
1000,7,207434,1564,0,0,0,0,0
1000,8,214694,1980,0,0,0,0,0
1000,8,207587,1608,0,0,0,0,0
1000,8,206536,1612,0,0,0,0,0
1000,8,208559,1655,0,0,0,0,0
1000,8,217529,1533,0,0,0,0,0
1000,8,206172,1558,0,0,0,0,0
1000,8,205664,1455,0,0,0,0,0
1000,8,208857,1646,0,0,0,0,0
1000,8,207711,1576,0,0,0,0,0
1000,8,206911,1644,0,0,0,0,0
1000,8,206494,1610,0,0,0,0,0
1000,8,207164,1630,0,0,0,0,0
1000,8,207375,1591,0,0,0,0,0
1000,8,206601,1598,0,0,0,0,0
1000,8,206839,1563,0,0,0,0,0
1000,8,206824,1556,0,0,0,0,0
1000,8,235963,1488,0,0,0,0,0
1000,8,206894,1683,0,0,0,0,0
1000,8,205941,1598,0,0,0,0,0
1000,8,204863,1532,0,0,0,0,0
1000,9,215899,1934,0,0,0,0,0
1000,9,212891,1629,0,0,0,0,0
1000,9,210901,1582,0,0,0,0,0
1000,9,206961,1600,0,0,0,0,0
1000,9,208870,1576,0,0,0,0,0
1000,9,206255,1517,0,0,0,0,0
1000,9,210663,1708,0,0,0,0,0
1000,9,206433,1549,0,0,0,0,0
1000,9,207105,1587,0,0,0,0,0
1000,9,208156,1590,0,0,0,0,0
1000,9,207475,1606,0,0,0,0,0
1000,9,207574,1693,0,0,0,0,0
1000,9,205165,1615,0,0,0,0,0
1000,9,207525,1618,0,0,0,0,0
1000,9,209481,1756,0,0,0,0,0
1000,9,207503,1526,0,0,0,0,0
1000,9,208715,1577,0,0,0,0,0
1000,9,206683,1466,0,0,0,0,0
1000,9,207641,1516,0,0,0,0,0
1000,9,207380,1580,0,0,0,0,0
1000,10,216335,1816,0,0,0,0,0
1000,10,207914,1555,0,0,0,0,0
1000,10,206710,1643,0,0,0,0,0
1000,10,209064,1641,0,0,0,0,0
1000,10,208087,1537,0,0,0,0,0
1000,10,208786,1512,0,0,0,0,0
1000,10,206503,1598,0,0,0,0,0
1000,10,207529,1602,0,0,0,0,0
1000,10,207761,1665,0,0,0,0,0
1000,10,207581,1613,0,0,0,0,0
1000,10,208051,1529,0,0,0,0,0
1000,10,207458,1532,0,0,0,0,0
1000,10,207900,1542,0,0,0,0,0
1000,10,208217,1560,0,0,0,0,0
1000,10,239534,1554,0,0,0,0,0
1000,10,208301,1602,0,0,0,0,0
1000,10,207372,1581,0,0,0,0,0
1000,10,208029,1558,0,0,0,0,0
1000,10,209135,1493,0,0,0,0,0
1000,10,208049,1549,0,0,0,0,0
1000,11,218787,1833,0,0,0,0,0
1000,11,208712,1677,0,0,0,0,0
1000,11,208663,1609,0,0,0,0,0
1000,11,208397,1498,0,0,0,0,0
1000,11,206947,1521,0,0,0,0,0
1000,11,206773,1533,0,0,0,0,0
1000,11,208020,1549,0,0,0,0,0
1000,11,208213,1653,0,0,0,0,0
1000,11,213949,1655,0,0,0,0,0
1000,11,205524,1574,0,0,0,0,0
1000,11,208545,1601,0,0,0,0,0
1000,11,208314,1607,0,0,0,0,0
1000,11,205965,1607,0,0,0,0,0
1000,11,207195,1515,0,0,0,0,0
1000,11,208997,1593,0,0,0,0,0
1000,11,206741,1601,0,0,0,0,0
1000,11,207324,1541,0,0,0,0,0
1000,11,209263,1724,0,0,0,0,0
1000,11,222939,1556,0,0,0,0,0
1000,11,213945,1704,0,0,0,0,0
1000,12,218595,1828,0,0,0,0,0
1000,12,209433,1561,0,0,0,0,0
1000,12,211064,1644,0,0,0,0,0
1000,12,208332,1595,0,0,0,0,0
1000,12,220760,1630,0,0,0,0,0
1000,12,209895,1609,0,0,0,0,0
1000,12,235364,1575,0,0,0,0,0
1000,12,210971,1571,0,0,0,0,0
1000,12,206414,1628,0,0,0,0,0
1000,12,208486,1621,0,0,0,0,0
1000,12,208142,1552,0,0,0,0,0
1000,12,209004,1588,0,0,0,0,0
1000,12,207982,1599,0,0,0,0,0
1000,12,207537,1571,0,0,0,0,0
1000,12,223517,1666,0,0,0,0,0
1000,12,207779,1522,0,0,0,0,0
1000,12,207800,1614,0,0,0,0,0
1000,12,207774,1606,0,0,0,0,0
1000,12,205734,1523,0,0,0,0,0
1000,12,208455,1564,0,0,0,0,0
1000,13,216757,1903,0,0,0,0,0
1000,13,207966,1596,0,0,0,0,0
1000,13,208601,1592,0,0,0,0,0
1000,13,209292,1573,0,0,0,0,0
1000,13,208216,1581,0,0,0,0,0
1000,13,209013,1638,0,0,0,0,0
1000,13,208162,1626,0,0,0,0,0
1000,13,209060,1666,0,0,0,0,0
1000,13,206925,1543,0,0,0,0,0
1000,13,209445,1639,0,0,0,0,0
1000,13,209165,1593,0,0,0,0,0
1000,13,207226,1546,0,0,0,0,0
1000,13,208657,1536,0,0,0,0,0
1000,13,208172,1583,0,0,0,0,0
1000,13,211130,1798,0,0,0,0,0
1000,13,209783,1571,0,0,0,0,0
1000,13,217320,1916,0,0,0,0,0
1000,13,226225,1920,0,0,0,0,0
1000,13,210301,1551,0,0,0,0,0
1000,13,209511,1566,0,0,0,0,0
1000,14,217316,1890,0,0,0,0,0
1000,14,212534,1568,0,0,0,0,0
1000,14,213774,1708,0,0,0,0,0
1000,14,212655,1683,0,0,0,0,0
1000,14,210323,1699,0,0,0,0,0
1000,14,207405,1605,0,0,0,0,0
1000,14,209497,1639,0,0,0,0,0
1000,14,211587,1617,0,0,0,0,0
1000,14,211530,1640,0,0,0,0,0
1000,14,208601,1598,0,0,0,0,0
1000,14,208196,1591,0,0,0,0,0
1000,14,211144,1622,0,0,0,0,0
1000,14,209863,1606,0,0,0,0,0
1000,14,210517,1574,0,0,0,0,0
1000,14,209956,1617,0,0,0,0,0
1000,14,209923,1647,0,0,0,0,0
1000,14,209741,1554,0,0,0,0,0
1000,14,208339,1615,0,0,0,0,0
1000,14,209280,1606,0,0,0,0,0
1000,14,208155,1485,0,0,0,0,0
1000,15,218811,1844,0,0,0,0,0
1000,15,210675,1617,0,0,0,0,0
1000,15,209350,1528,0,0,0,0,0
1000,15,209477,1711,0,0,0,0,0
1000,15,209072,1583,0,0,0,0,0
1000,15,210091,1600,0,0,0,0,0
1000,15,209860,1632,0,0,0,0,0
1000,15,210465,1671,0,0,0,0,0
1000,15,208409,1579,0,0,0,0,0
1000,15,209784,1641,0,0,0,0,0
1000,15,208928,1707,0,0,0,0,0
1000,15,209621,1597,0,0,0,0,0
1000,15,210108,1540,0,0,0,0,0
1000,15,208666,1544,0,0,0,0,0
1000,15,211538,1898,0,0,0,0,0
1000,15,209118,1609,0,0,0,0,0
1000,15,210576,1597,0,0,0,0,0
1000,15,213701,1849,0,0,0,0,0
1000,15,208267,1556,0,0,0,0,0
1000,15,208467,1607,0,0,0,0,0
1000,16,218646,1930,0,0,0,0,0
1000,16,208927,1590,0,0,0,0,0
1000,16,209404,1553,0,0,0,0,0
1000,16,225792,2046,0,0,0,0,0
1000,16,222372,1910,0,0,0,0,0
