Pallet: "pallet_membership", Extrinsic: "add_member", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
m,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
58,23484,1384,0,0,0,0,0
58,23095,1380,0,0,0,0,0
58,22720,1355,0,0,0,0,0
58,22315,1403,0,0,0,0,0
58,22452,1376,0,0,0,0,0
58,22326,1377,0,0,0,0,0
58,22641,1349,0,0,0,0,0
58,22657,1325,0,0,0,0,0
58,22761,1365,0,0,0,0,0
58,23106,1390,0,0,0,0,0
58,22727,1511,0,0,0,0,0
58,22834,1382,0,0,0,0,0
58,22754,1382,0,0,0,0,0
58,22527,1351,0,0,0,0,0
58,22355,1369,0,0,0,0,0
58,22515,1340,0,0,0,0,0
58,22325,1309,0,0,0,0,0
58,22396,1388,0,0,0,0,0
59,25130,1470,0,0,0,0,0
59,22862,1336,0,0,0,0,0
59,23064,1327,0,0,0,0,0
59,22976,1355,0,0,0,0,0
59,22901,1334,0,0,0,0,0
59,23129,1332,0,0,0,0,0
59,23231,1337,0,0,0,0,0
59,23161,1338,0,0,0,0,0
59,23264,1373,0,0,0,0,0
59,22552,1384,0,0,0,0,0
59,22800,1310,0,0,0,0,0
59,22872,1326,0,0,0,0,0
59,22649,1360,0,0,0,0,0
59,22941,1324,0,0,0,0,0
59,22997,1329,0,0,0,0,0
59,23090,1319,0,0,0,0,0
59,23209,1324,0,0,0,0,0
59,23126,1316,0,0,0,0,0
59,23435,1305,0,0,0,0,0
59,23141,1436,0,0,0,0,0
60,24710,1550,0,0,0,0,0
60,22708,1369,0,0,0,0,0
60,22592,1339,0,0,0,0,0
60,22415,1336,0,0,0,0,0
60,22698,1324,0,0,0,0,0
60,22273,1351,0,0,0,0,0
60,22479,1305,0,0,0,0,0
60,22730,1333,0,0,0,0,0
60,22698,1253,0,0,0,0,0
60,22312,1273,0,0,0,0,0
60,22870,1309,0,0,0,0,0
60,22730,1279,0,0,0,0,0
60,22536,1305,0,0,0,0,0
60,22579,1286,0,0,0,0,0
60,22540,1334,0,0,0,0,0
60,22481,1335,0,0,0,0,0
60,22940,1324,0,0,0,0,0
60,22659,1300,0,0,0,0,0
60,22368,1254,0,0,0,0,0
60,21877,1240,0,0,0,0,0
61,24562,1484,0,0,0,0,0
61,22990,1340,0,0,0,0,0
61,23087,1351,0,0,0,0,0
61,22758,1330,0,0,0,0,0
61,22486,1371,0,0,0,0,0
61,22494,1299,0,0,0,0,0
61,22332,1434,0,0,0,0,0
61,22622,1330,0,0,0,0,0
61,22970,1339,0,0,0,0,0
61,22918,1334,0,0,0,0,0
61,22875,1367,0,0,0,0,0
61,29503,1326,0,0,0,0,0
61,22864,1316,0,0,0,0,0
61,22569,1298,0,0,0,0,0
61,22622,1251,0,0,0,0,0
61,22779,1319,0,0,0,0,0
61,22742,1366,0,0,0,0,0
61,22676,1332,0,0,0,0,0
61,23402,1370,0,0,0,0,0
61,23154,1347,0,0,0,0,0
62,24579,1454,0,0,0,0,0
62,23095,1347,0,0,0,0,0
62,22673,1334,0,0,0,0,0
62,22682,1285,0,0,0,0,0
62,22443,1341,0,0,0,0,0
62,22616,1322,0,0,0,0,0
62,22581,1338,0,0,0,0,0
62,22580,1349,0,0,0,0,0
62,22480,1344,0,0,0,0,0
62,22349,1343,0,0,0,0,0
62,22576,1333,0,0,0,0,0
62,22585,1307,0,0,0,0,0
62,22501,1340,0,0,0,0,0
62,22373,1296,0,0,0,0,0
62,22793,1272,0,0,0,0,0
62,22098,1310,0,0,0,0,0
62,21890,1316,0,0,0,0,0
62,22082,1244,0,0,0,0,0
62,22123,1264,0,0,0,0,0
62,22812,1308,0,0,0,0,0
63,25058,1511,0,0,0,0,0
63,23669,1386,0,0,0,0,0
63,23476,1418,0,0,0,0,0
63,23469,1425,0,0,0,0,0
63,23540,1407,0,0,0,0,0
63,23107,1451,0,0,0,0,0
63,23055,1373,0,0,0,0,0
63,23054,1342,0,0,0,0,0
63,23721,1355,0,0,0,0,0
63,23304,1361,0,0,0,0,0
63,23096,1402,0,0,0,0,0
63,23407,1328,0,0,0,0,0
63,23844,1312,0,0,0,0,0
63,23273,1382,0,0,0,0,0
63,23246,1330,0,0,0,0,0
63,22916,1298,0,0,0,0,0
63,23090,1301,0,0,0,0,0
63,23265,1345,0,0,0,0,0
63,23024,1342,0,0,0,0,0
63,23101,1350,0,0,0,0,0
64,26106,1463,0,0,0,0,0
64,22818,1306,0,0,0,0,0
64,22865,1329,0,0,0,0,0
64,22806,1333,0,0,0,0,0
64,22514,1317,0,0,0,0,0
64,22286,1276,0,0,0,0,0
64,23048,1304,0,0,0,0,0
64,23121,1358,0,0,0,0,0
64,23138,1321,0,0,0,0,0
64,23030,1278,0,0,0,0,0
64,22995,1260,0,0,0,0,0
64,22984,1327,0,0,0,0,0
64,23045,1310,0,0,0,0,0
64,23068,1298,0,0,0,0,0
64,22908,1347,0,0,0,0,0
64,22924,1325,0,0,0,0,0
64,23006,1331,0,0,0,0,0
64,23096,1331,0,0,0,0,0
64,23067,1333,0,0,0,0,0
64,23035,1314,0,0,0,0,0
65,25326,1555,0,0,0,0,0
65,23086,1437,0,0,0,0,0
65,23442,1357,0,0,0,0,0
65,22941,1407,0,0,0,0,0
65,22963,1388,0,0,0,0,0
65,22733,1388,0,0,0,0,0
65,22790,1319,0,0,0,0,0
65,23048,1323,0,0,0,0,0
65,22746,1301,0,0,0,0,0
65,22739,1421,0,0,0,0,0
65,22980,1325,0,0,0,0,0
65,22714,1313,0,0,0,0,0
65,23027,1300,0,0,0,0,0
65,22850,1348,0,0,0,0,0
65,22381,1376,0,0,0,0,0
65,23371,1399,0,0,0,0,0
65,22651,1307,0,0,0,0,0
65,23136,1313,0,0,0,0,0
65,22812,1342,0,0,0,0,0
65,22744,1295,0,0,0,0,0
66,25154,1475,0,0,0,0,0
66,22673,1256,0,0,0,0,0
66,23061,1328,0,0,0,0,0
66,23055,1332,0,0,0,0,0
66,22977,1299,0,0,0,0,0
66,22770,1310,0,0,0,0,0
66,23063,1372,0,0,0,0,0
66,22688,1261,0,0,0,0,0
66,22798,1323,0,0,0,0,0
66,22776,1303,0,0,0,0,0
66,23684,1339,0,0,0,0,0
66,22767,1335,0,0,0,0,0
66,22923,1291,0,0,0,0,0
66,23196,1275,0,0,0,0,0
66,22766,1309,0,0,0,0,0
66,22875,1309,0,0,0,0,0
66,22599,1296,0,0,0,0,0
66,22842,1307,0,0,0,0,0
66,23048,1314,0,0,0,0,0
66,22975,1341,0,0,0,0,0
67,25327,1491,0,0,0,0,0
67,23496,1438,0,0,0,0,0
67,23731,1351,0,0,0,0,0
67,23521,1306,0,0,0,0,0
67,23187,1304,0,0,0,0,0
67,23832,1327,0,0,0,0,0
67,23468,1342,0,0,0,0,0
67,23111,1368,0,0,0,0,0
67,23444,1349,0,0,0,0,0
67,23077,1345,0,0,0,0,0
67,23396,1294,0,0,0,0,0
67,23246,1324,0,0,0,0,0
67,23228,1372,0,0,0,0,0
67,23152,1324,0,0,0,0,0
67,23481,1369,0,0,0,0,0
67,23001,1326,0,0,0,0,0
67,23108,1328,0,0,0,0,0
67,23116,1325,0,0,0,0,0
67,23103,1343,0,0,0,0,0
67,35328,1304,0,0,0,0,0
68,37905,1438,0,0,0,0,0
68,23209,1259,0,0,0,0,0
68,22924,1332,0,0,0,0,0
68,23419,1326,0,0,0,0,0
68,23753,1340,0,0,0,0,0
68,23584,1316,0,0,0,0,0
68,23209,1385,0,0,0,0,0
68,23118,1275,0,0,0,0,0
68,23299,1341,0,0,0,0,0
68,23164,1327,0,0,0,0,0
68,23402,1349,0,0,0,0,0
68,23263,1318,0,0,0,0,0
68,23519,1309,0,0,0,0,0
68,23238,1297,0,0,0,0,0
68,22863,1278,0,0,0,0,0
68,23775,1307,0,0,0,0,0
68,23456,1334,0,0,0,0,0
68,23308,1305,0,0,0,0,0
68,23389,1303,0,0,0,0,0
68,23344,1305,0,0,0,0,0
69,24336,1467,0,0,0,0,0
69,23317,1396,0,0,0,0,0
69,22860,1340,0,0,0,0,0
69,22787,1294,0,0,0,0,0
69,22657,1287,0,0,0,0,0
69,22853,1349,0,0,0,0,0
69,23350,1318,0,0,0,0,0
69,23140,1325,0,0,0,0,0
69,23377,1302,0,0,0,0,0
69,22786,1347,0,0,0,0,0
69,23134,1313,0,0,0,0,0
69,22923,1278,0,0,0,0,0
69,22851,1267,0,0,0,0,0
69,22747,1252,0,0,0,0,0
69,22637,1304,0,0,0,0,0
69,23103,1350,0,0,0,0,0
69,23213,1288,0,0,0,0,0
69,29266,1323,0,0,0,0,0
69,22639,1279,0,0,0,0,0
69,22867,1307,0,0,0,0,0
70,25230,1412,0,0,0,0,0
70,23876,1282,0,0,0,0,0
70,23339,1350,0,0,0,0,0
70,23514,1274,0,0,0,0,0
70,23144,1372,0,0,0,0,0
70,23723,1342,0,0,0,0,0
70,22832,1330,0,0,0,0,0
70,23643,1299,0,0,0,0,0
70,23576,1277,0,0,0,0,0
70,23472,1331,0,0,0,0,0
70,23523,1363,0,0,0,0,0
70,23130,1295,0,0,0,0,0
70,23891,1325,0,0,0,0,0
70,23679,1338,0,0,0,0,0
70,23695,1298,0,0,0,0,0
70,23948,1292,0,0,0,0,0
70,23301,1264,0,0,0,0,0
70,23299,1350,0,0,0,0,0
70,23372,1325,0,0,0,0,0
70,23651,1292,0,0,0,0,0
71,25203,1450,0,0,0,0,0
71,23598,1446,0,0,0,0,0
71,23367,1356,0,0,0,0,0
71,23266,1407,0,0,0,0,0
71,23200,1397,0,0,0,0,0
71,23310,1307,0,0,0,0,0
71,23920,1376,0,0,0,0,0
71,23157,1278,0,0,0,0,0
71,23710,1353,0,0,0,0,0
71,24229,1345,0,0,0,0,0
71,24083,1316,0,0,0,0,0
71,23713,1359,0,0,0,0,0
71,23980,1286,0,0,0,0,0
71,24056,1316,0,0,0,0,0
71,23587,1379,0,0,0,0,0
71,23631,1384,0,0,0,0,0
71,23841,1359,0,0,0,0,0
71,23937,1387,0,0,0,0,0
71,23801,1375,0,0,0,0,0
71,23883,1365,0,0,0,0,0
72,25562,1598,0,0,0,0,0
72,24065,1361,0,0,0,0,0
72,24305,1334,0,0,0,0,0
72,24107,1328,0,0,0,0,0
72,23865,1393,0,0,0,0,0
72,23782,1339,0,0,0,0,0
72,23469,1365,0,0,0,0,0
72,23247,1391,0,0,0,0,0
72,23448,1336,0,0,0,0,0
72,23856,1377,0,0,0,0,0
72,23511,1362,0,0,0,0,0
72,23462,1359,0,0,0,0,0
72,23649,1403,0,0,0,0,0
72,23647,1331,0,0,0,0,0
72,23754,1304,0,0,0,0,0
72,24116,1408,0,0,0,0,0
72,23450,1355,0,0,0,0,0
72,23390,1399,0,0,0,0,0
72,23359,1377,0,0,0,0,0
72,23337,1344,0,0,0,0,0
73,25783,1538,0,0,0,0,0
73,24262,1426,0,0,0,0,0
73,23916,1370,0,0,0,0,0
73,23344,1372,0,0,0,0,0
73,24048,1322,0,0,0,0,0
73,23503,1360,0,0,0,0,0
73,23960,1277,0,0,0,0,0
73,23798,1313,0,0,0,0,0
73,23940,1326,0,0,0,0,0
73,23823,1365,0,0,0,0,0
73,23579,1290,0,0,0,0,0
73,23210,1371,0,0,0,0,0
73,23306,1330,0,0,0,0,0
73,23899,1353,0,0,0,0,0
73,23647,1323,0,0,0,0,0
73,23779,1384,0,0,0,0,0
73,24308,1400,0,0,0,0,0
73,23858,1408,0,0,0,0,0
73,23742,1315,0,0,0,0,0
73,23490,1267,0,0,0,0,0
74,25446,1446,0,0,0,0,0
74,23557,1365,0,0,0,0,0
74,23481,1269,0,0,0,0,0
74,23253,1260,0,0,0,0,0
74,23096,1265,0,0,0,0,0
74,23648,1258,0,0,0,0,0
74,22990,1242,0,0,0,0,0
74,23393,1329,0,0,0,0,0
74,23453,1326,0,0,0,0,0
74,23506,1553,0,0,0,0,0
74,23212,1293,0,0,0,0,0
74,23720,1282,0,0,0,0,0
74,23881,1243,0,0,0,0,0
74,23118,1280,0,0,0,0,0
74,23215,1287,0,0,0,0,0
74,23101,1214,0,0,0,0,0
74,22954,1269,0,0,0,0,0
74,22980,1350,0,0,0,0,0
74,23271,1268,0,0,0,0,0
74,23442,1262,0,0,0,0,0
75,25859,1500,0,0,0,0,0
75,24497,1448,0,0,0,0,0
75,24132,1385,0,0,0,0,0
75,24743,1450,0,0,0,0,0
75,23954,1387,0,0,0,0,0
75,24039,1342,0,0,0,0,0
75,24036,1313,0,0,0,0,0
75,23673,1342,0,0,0,0,0
75,24017,1348,0,0,0,0,0
75,24239,1351,0,0,0,0,0
75,24074,1348,0,0,0,0,0
75,23636,1391,0,0,0,0,0
75,23594,1266,0,0,0,0,0
75,23970,1393,0,0,0,0,0
75,24170,1373,0,0,0,0,0
75,23825,1352,0,0,0,0,0
75,23851,1396,0,0,0,0,0
75,23779,1378,0,0,0,0,0
75,24368,1318,0,0,0,0,0
75,23818,1354,0,0,0,0,0
76,25919,1529,0,0,0,0,0
76,24217,1487,0,0,0,0,0
76,24494,1437,0,0,0,0,0
76,24123,1401,0,0,0,0,0
76,24087,1406,0,0,0,0,0
76,24155,1403,0,0,0,0,0
76,23841,1424,0,0,0,0,0
76,24171,1421,0,0,0,0,0
76,24069,1355,0,0,0,0,0
76,24328,1368,0,0,0,0,0
76,24773,1414,0,0,0,0,0
76,24237,1338,0,0,0,0,0
76,23953,1366,0,0,0,0,0
76,24009,1434,0,0,0,0,0
76,24357,1383,0,0,0,0,0
76,24235,1395,0,0,0,0,0
76,24409,1450,0,0,0,0,0
76,23599,1355,0,0,0,0,0
76,24411,1377,0,0,0,0,0
76,24377,1366,0,0,0,0,0
77,26406,1505,0,0,0,0,0
77,24640,1353,0,0,0,0,0
77,24544,1331,0,0,0,0,0
77,23861,1352,0,0,0,0,0
77,23631,1349,0,0,0,0,0
77,23859,1286,0,0,0,0,0
77,23680,1383,0,0,0,0,0
77,23857,1356,0,0,0,0,0
77,24245,1369,0,0,0,0,0
77,24170,1366,0,0,0,0,0
77,24106,1306,0,0,0,0,0
77,29702,1364,0,0,0,0,0
77,24495,1305,0,0,0,0,0
77,23900,1298,0,0,0,0,0
77,23441,1327,0,0,0,0,0
77,23358,1289,0,0,0,0,0
77,23459,1279,0,0,0,0,0
77,23491,1286,0,0,0,0,0
77,23238,1276,0,0,0,0,0
77,23368,1366,0,0,0,0,0
78,25849,1556,0,0,0,0,0
78,24646,1458,0,0,0,0,0
78,24122,1412,0,0,0,0,0
78,24186,1390,0,0,0,0,0
78,25021,1421,0,0,0,0,0
78,23894,1434,0,0,0,0,0
78,23874,1340,0,0,0,0,0
78,24307,1326,0,0,0,0,0
78,24150,1410,0,0,0,0,0
78,24299,1366,0,0,0,0,0
78,24147,1291,0,0,0,0,0
78,23794,1359,0,0,0,0,0
78,24066,1335,0,0,0,0,0
78,24264,1341,0,0,0,0,0
78,24277,1339,0,0,0,0,0
78,24150,1286,0,0,0,0,0
78,24319,1346,0,0,0,0,0
78,23873,1337,0,0,0,0,0
78,24117,1394,0,0,0,0,0
78,24070,1377,0,0,0,0,0
79,25252,1516,0,0,0,0,0
79,23828,1347,0,0,0,0,0
79,23881,1310,0,0,0,0,0
79,36457,1324,0,0,0,0,0
79,24139,1446,0,0,0,0,0
79,23861,1325,0,0,0,0,0
79,23736,1298,0,0,0,0,0
79,23795,1336,0,0,0,0,0
79,23258,1336,0,0,0,0,0
79,23306,1423,0,0,0,0,0
79,23808,1328,0,0,0,0,0
79,23651,1337,0,0,0,0,0
79,23532,1278,0,0,0,0,0
79,23179,1274,0,0,0,0,0
79,23585,1297,0,0,0,0,0
79,24126,1278,0,0,0,0,0
79,23842,1299,0,0,0,0,0
79,23736,1344,0,0,0,0,0
79,23467,1365,0,0,0,0,0
79,23789,1385,0,0,0,0,0
80,26661,1578,0,0,0,0,0
80,24380,1438,0,0,0,0,0
80,24398,1426,0,0,0,0,0
80,24434,1355,0,0,0,0,0
80,24612,1403,0,0,0,0,0
80,24378,1400,0,0,0,0,0
80,23977,1360,0,0,0,0,0
80,24325,1355,0,0,0,0,0
80,24479,1472,0,0,0,0,0
80,24061,1346,0,0,0,0,0
80,24446,1325,0,0,0,0,0
80,24273,1401,0,0,0,0,0
80,24480,1365,0,0,0,0,0
80,24254,1309,0,0,0,0,0
80,24040,1374,0,0,0,0,0
80,23780,1313,0,0,0,0,0
80,24191,1333,0,0,0,0,0
80,24017,1293,0,0,0,0,0
80,24479,1336,0,0,0,0,0
80,23954,1313,0,0,0,0,0
81,26388,1454,0,0,0,0,0
81,24717,1355,0,0,0,0,0
81,24729,1329,0,0,0,0,0
81,24321,1430,0,0,0,0,0
81,24311,1341,0,0,0,0,0
81,24184,1362,0,0,0,0,0
81,24554,1348,0,0,0,0,0
81,24623,1304,0,0,0,0,0
81,24230,1339,0,0,0,0,0
81,24773,1366,0,0,0,0,0
81,24659,1331,0,0,0,0,0
81,24735,1319,0,0,0,0,0
81,24487,1345,0,0,0,0,0
81,24580,1340,0,0,0,0,0
81,24621,1359,0,0,0,0,0
81,24455,1346,0,0,0,0,0
81,24513,1336,0,0,0,0,0
81,24948,1268,0,0,0,0,0
81,24682,1316,0,0,0,0,0
81,24650,1264,0,0,0,0,0
82,25881,1512,0,0,0,0,0
82,24467,1409,0,0,0,0,0
82,23972,1353,0,0,0,0,0
82,24370,1336,0,0,0,0,0
82,24327,1299,0,0,0,0,0
82,24087,1337,0,0,0,0,0
82,23924,1322,0,0,0,0,0
82,23997,1334,0,0,0,0,0
82,24624,1354,0,0,0,0,0
82,24352,1327,0,0,0,0,0
82,24067,1374,0,0,0,0,0
82,24189,1360,0,0,0,0,0
82,24704,1293,0,0,0,0,0
82,24272,1346,0,0,0,0,0
82,24097,1371,0,0,0,0,0
82,24221,1344,0,0,0,0,0
82,24152,1338,0,0,0,0,0
82,24872,1327,0,0,0,0,0
82,24645,1337,0,0,0,0,0
82,23881,1296,0,0,0,0,0
83,26441,1542,0,0,0,0,0
83,24692,1413,0,0,0,0,0
83,24409,1315,0,0,0,0,0
83,24113,1402,0,0,0,0,0
83,24424,1351,0,0,0,0,0
83,24296,1393,0,0,0,0,0
83,24558,1369,0,0,0,0,0
83,24411,1314,0,0,0,0,0
83,24330,1378,0,0,0,0,0
83,24394,1468,0,0,0,0,0
83,24521,1360,0,0,0,0,0
83,24477,1356,0,0,0,0,0
83,24020,1320,0,0,0,0,0
83,23653,1294,0,0,0,0,0
83,23891,1328,0,0,0,0,0
83,23854,1389,0,0,0,0,0
83,23979,1369,0,0,0,0,0
83,23913,1337,0,0,0,0,0
83,24037,1346,0,0,0,0,0
83,23931,1325,0,0,0,0,0
84,26876,1550,0,0,0,0,0
84,25147,1399,0,0,0,0,0
84,25210,1389,0,0,0,0,0
84,24714,1363,0,0,0,0,0
84,24599,1400,0,0,0,0,0
84,24139,1336,0,0,0,0,0
84,24379,1260,0,0,0,0,0
84,24532,1293,0,0,0,0,0
84,24496,1331,0,0,0,0,0
84,24742,1335,0,0,0,0,0
84,24614,1352,0,0,0,0,0
84,24268,1396,0,0,0,0,0
84,24279,1359,0,0,0,0,0
84,24445,1317,0,0,0,0,0
84,24400,1306,0,0,0,0,0
84,24334,1357,0,0,0,0,0
84,24728,1392,0,0,0,0,0
84,24106,1348,0,0,0,0,0
84,24523,1375,0,0,0,0,0
84,24624,1360,0,0,0,0,0
85,26219,1527,0,0,0,0,0
85,24755,1423,0,0,0,0,0
85,24769,1401,0,0,0,0,0
85,24151,1386,0,0,0,0,0
85,24395,1367,0,0,0,0,0
85,24471,1361,0,0,0,0,0
85,24423,1355,0,0,0,0,0
85,26918,1500,0,0,0,0,0
85,24585,1341,0,0,0,0,0
85,24585,1402,0,0,0,0,0
85,24345,1362,0,0,0,0,0
85,24220,1302,0,0,0,0,0
85,24545,1386,0,0,0,0,0
85,24296,1372,0,0,0,0,0
85,24288,1326,0,0,0,0,0
85,25184,1378,0,0,0,0,0
85,24526,1397,0,0,0,0,0
85,24599,1338,0,0,0,0,0
85,24427,1347,0,0,0,0,0
85,24511,1374,0,0,0,0,0
86,25753,1472,0,0,0,0,0
86,23985,1323,0,0,0,0,0
86,23703,1304,0,0,0,0,0
86,23837,1314,0,0,0,0,0
86,24034,1236,0,0,0,0,0
86,23786,1386,0,0,0,0,0
86,23942,1292,0,0,0,0,0
86,37514,1362,0,0,0,0,0
86,24108,1335,0,0,0,0,0
86,24510,1398,0,0,0,0,0
86,24473,1333,0,0,0,0,0
86,24362,1379,0,0,0,0,0
86,24353,1380,0,0,0,0,0
86,24467,1366,0,0,0,0,0
86,24592,1435,0,0,0,0,0
86,25010,1334,0,0,0,0,0
86,24387,1376,0,0,0,0,0
86,24501,1341,0,0,0,0,0
86,24655,1364,0,0,0,0,0
86,24490,1321,0,0,0,0,0
87,27034,1464,0,0,0,0,0
87,24645,1376,0,0,0,0,0
87,24828,1295,0,0,0,0,0
87,24609,1289,0,0,0,0,0
87,24571,1306,0,0,0,0,0
87,24448,1290,0,0,0,0,0
87,25085,1287,0,0,0,0,0
87,24708,1336,0,0,0,0,0
87,24605,1345,0,0,0,0,0
87,25178,1294,0,0,0,0,0
87,25018,1231,0,0,0,0,0
87,25054,1380,0,0,0,0,0
87,24815,1279,0,0,0,0,0
87,25096,1373,0,0,0,0,0
87,25001,1335,0,0,0,0,0
87,25105,1305,0,0,0,0,0
87,24652,1316,0,0,0,0,0
87,25212,1277,0,0,0,0,0
87,24992,1297,0,0,0,0,0
87,24678,1444,0,0,0,0,0
88,26908,1505,0,0,0,0,0
88,25029,1390,0,0,0,0,0
88,24745,1386,0,0,0,0,0
88,24694,1433,0,0,0,0,0
88,25284,1338,0,0,0,0,0
88,25097,1380,0,0,0,0,0
88,24744,1348,0,0,0,0,0
88,24770,1338,0,0,0,0,0
88,24728,1376,0,0,0,0,0
88,24672,1405,0,0,0,0,0
88,25206,1445,0,0,0,0,0
88,31189,1450,0,0,0,0,0
88,25142,1446,0,0,0,0,0
88,25129,1443,0,0,0,0,0
88,25033,1412,0,0,0,0,0
88,24834,1390,0,0,0,0,0
88,25118,1332,0,0,0,0,0
88,25424,1378,0,0,0,0,0
88,25202,1442,0,0,0,0,0
88,25601,1377,0,0,0,0,0
89,25928,1465,0,0,0,0,0
89,24586,1359,0,0,0,0,0
89,24265,1344,0,0,0,0,0
89,24786,1360,0,0,0,0,0
89,24607,1335,0,0,0,0,0
89,24853,1362,0,0,0,0,0
89,24856,1350,0,0,0,0,0
89,24896,1390,0,0,0,0,0
89,25190,1320,0,0,0,0,0
89,24992,1375,0,0,0,0,0
89,24983,1389,0,0,0,0,0
89,24775,1346,0,0,0,0,0
89,24973,1369,0,0,0,0,0
89,24983,1363,0,0,0,0,0
89,25100,1352,0,0,0,0,0
89,24645,1390,0,0,0,0,0
89,24964,1321,0,0,0,0,0
89,25008,1406,0,0,0,0,0
89,24886,1421,0,0,0,0,0
89,25000,1324,0,0,0,0,0
90,26470,1562,0,0,0,0,0
90,24844,1455,0,0,0,0,0
90,25274,1407,0,0,0,0,0
90,24502,1436,0,0,0,0,0
90,24599,1426,0,0,0,0,0
90,25076,1309,0,0,0,0,0
90,24760,1313,0,0,0,0,0
90,24828,1349,0,0,0,0,0
90,24825,1369,0,0,0,0,0
90,25124,1364,0,0,0,0,0
90,25239,1391,0,0,0,0,0
90,25093,1390,0,0,0,0,0
90,24652,1373,0,0,0,0,0
90,24829,1400,0,0,0,0,0
90,24721,1401,0,0,0,0,0
90,24734,1410,0,0,0,0,0
90,24757,1387,0,0,0,0,0
90,24896,1390,0,0,0,0,0
90,24524,1421,0,0,0,0,0
90,24714,1405,0,0,0,0,0
91,27392,1554,0,0,0,0,0
91,25435,1388,0,0,0,0,0
91,25098,1340,0,0,0,0,0
91,25051,1368,0,0,0,0,0
91,25473,1372,0,0,0,0,0
91,25374,1355,0,0,0,0,0
91,25426,1370,0,0,0,0,0
91,25772,1362,0,0,0,0,0
91,25012,1361,0,0,0,0,0
91,25640,1360,0,0,0,0,0
91,25502,1342,0,0,0,0,0
91,25172,1345,0,0,0,0,0
91,25770,1400,0,0,0,0,0
91,25732,1340,0,0,0,0,0
91,25483,1375,0,0,0,0,0
91,25602,1337,0,0,0,0,0
91,25794,1403,0,0,0,0,0
91,25513,1358,0,0,0,0,0
91,24841,1383,0,0,0,0,0
91,24621,1385,0,0,0,0,0
92,27006,1473,0,0,0,0,0
92,25360,1302,0,0,0,0,0
92,24930,1317,0,0,0,0,0
92,24949,1320,0,0,0,0,0
92,25722,1388,0,0,0,0,0
92,25144,1316,0,0,0,0,0
92,24976,1334,0,0,0,0,0
92,25141,1341,0,0,0,0,0
92,25316,1354,0,0,0,0,0
92,25265,1293,0,0,0,0,0
92,25937,1381,0,0,0,0,0
92,25473,1349,0,0,0,0,0
92,25524,1379,0,0,0,0,0
92,24875,1350,0,0,0,0,0
92,25028,1344,0,0,0,0,0
92,25073,1317,0,0,0,0,0
92,25005,1367,0,0,0,0,0
92,25994,1365,0,0,0,0,0
92,25502,1367,0,0,0,0,0
92,24833,1321,0,0,0,0,0
93,26672,1463,0,0,0,0,0
93,25097,1329,0,0,0,0,0
93,24593,1357,0,0,0,0,0
93,24587,1308,0,0,0,0,0
93,24664,1308,0,0,0,0,0
93,24617,1308,0,0,0,0,0
93,24556,1344,0,0,0,0,0
93,24525,1325,0,0,0,0,0
93,50271,1351,0,0,0,0,0
93,24943,1282,0,0,0,0,0
93,25098,1345,0,0,0,0,0
93,24506,1305,0,0,0,0,0
93,24820,1301,0,0,0,0,0
93,24793,1325,0,0,0,0,0
93,24980,1333,0,0,0,0,0
93,24945,1331,0,0,0,0,0
93,24697,1316,0,0,0,0,0
93,24690,1332,0,0,0,0,0
93,25021,1372,0,0,0,0,0
93,24549,1379,0,0,0,0,0
94,27274,1502,0,0,0,0,0
94,25797,1376,0,0,0,0,0
94,25251,1326,0,0,0,0,0
94,25342,1301,0,0,0,0,0
94,25123,1374,0,0,0,0,0
94,25216,1359,0,0,0,0,0
94,25147,1385,0,0,0,0,0
94,24962,1358,0,0,0,0,0
94,25295,1313,0,0,0,0,0
94,25023,1244,0,0,0,0,0
94,25493,1390,0,0,0,0,0
94,25419,1297,0,0,0,0,0
94,24855,1311,0,0,0,0,0
94,24713,1359,0,0,0,0,0
94,24767,1326,0,0,0,0,0
94,24542,1356,0,0,0,0,0
94,24587,1367,0,0,0,0,0
94,24844,1308,0,0,0,0,0
94,24650,1298,0,0,0,0,0
94,29934,1317,0,0,0,0,0
95,27506,1454,0,0,0,0,0
95,25410,1355,0,0,0,0,0
95,25480,1379,0,0,0,0,0
95,25234,1373,0,0,0,0,0
95,25107,1329,0,0,0,0,0
95,25223,1363,0,0,0,0,0
95,25255,1351,0,0,0,0,0
95,25438,1360,0,0,0,0,0
95,25252,1390,0,0,0,0,0
95,25024,1337,0,0,0,0,0
95,33226,1419,0,0,0,0,0
95,25490,1368,0,0,0,0,0
95,25700,1421,0,0,0,0,0
95,25586,1317,0,0,0,0,0
95,25600,1372,0,0,0,0,0
95,25401,1303,0,0,0,0,0
95,24834,1325,0,0,0,0,0
95,25519,1273,0,0,0,0,0
95,25384,1308,0,0,0,0,0
95,25091,1392,0,0,0,0,0
96,26988,1502,0,0,0,0,0
96,26298,1331,0,0,0,0,0
96,25330,1351,0,0,0,0,0
96,25387,1334,0,0,0,0,0
96,25180,1367,0,0,0,0,0
96,25510,1349,0,0,0,0,0
96,25178,1340,0,0,0,0,0
96,25300,1405,0,0,0,0,0
96,25245,1371,0,0,0,0,0
96,25340,1309,0,0,0,0,0
96,24833,1346,0,0,0,0,0
96,25361,1315,0,0,0,0,0
96,24977,1360,0,0,0,0,0
