Pallet: "pallet_contracts", Extrinsic: "on_initialize", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
2410,1255,0,0,0,0,0
1799,930,0,0,0,0,0
1718,940,0,0,0,0,0
1781,902,0,0,0,0,0
1759,949,0,0,0,0,0
1632,917,0,0,0,0,0
1666,923,0,0,0,0,0
1681,914,0,0,0,0,0
1659,895,0,0,0,0,0
1731,898,0,0,0,0,0
1655,894,0,0,0,0,0
1667,898,0,0,0,0,0
1630,919,0,0,0,0,0
1625,903,0,0,0,0,0
16726,964,0,0,0,0,0
1651,905,0,0,0,0,0
1661,871,0,0,0,0,0
1674,901,0,0,0,0,0
1703,927,0,0,0,0,0
1727,903,0,0,0,0,0

Raw Storage Info
========
Storage: Contracts DeletionQueue (r:1 w:0)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    1.681
              µs

Reads = 1
Writes = 0

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    1.681
              µs

Reads = 1
Writes = 0

Pallet: "pallet_contracts", Extrinsic: "on_initialize_per_trie_key", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
k,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
13,1020558,1503,0,0,0,0,0
13,990217,1524,0,0,0,0,0
13,990191,1463,0,0,0,0,0
13,1023483,1530,0,0,0,0,0
14,1241769,1725,0,0,0,0,0
14,1057625,1557,0,0,0,0,0
14,1054138,1541,0,0,0,0,0
14,1090809,1577,0,0,0,0,0
14,1054068,1476,0,0,0,0,0
14,1055273,1516,0,0,0,0,0
14,1055248,1464,0,0,0,0,0
14,1056029,1431,0,0,0,0,0
14,1094168,1499,0,0,0,0,0
14,1052669,1561,0,0,0,0,0
14,1055823,1492,0,0,0,0,0
14,1092605,1512,0,0,0,0,0
14,1054076,1542,0,0,0,0,0
14,1061121,1550,0,0,0,0,0
14,1053266,1545,0,0,0,0,0
14,1056375,1455,0,0,0,0,0
14,1088202,1548,0,0,0,0,0
14,1056461,1491,0,0,0,0,0
14,1057942,1505,0,0,0,0,0
14,1081973,1589,0,0,0,0,0
15,1274903,1673,0,0,0,0,0
15,1164746,1563,0,0,0,0,0
15,1125769,1495,0,0,0,0,0
15,1124432,1523,0,0,0,0,0
15,1162326,1516,0,0,0,0,0
15,1183215,1504,0,0,0,0,0
15,1164874,1581,0,0,0,0,0
15,1127250,1556,0,0,0,0,0
15,1125150,1506,0,0,0,0,0
15,1140231,1519,0,0,0,0,0
15,1123997,1586,0,0,0,0,0
15,1156927,1542,0,0,0,0,0
15,1124591,1511,0,0,0,0,0
15,1125715,1545,0,0,0,0,0
15,1138050,1542,0,0,0,0,0
15,1126618,1511,0,0,0,0,0
15,1159096,1564,0,0,0,0,0
15,1153765,1513,0,0,0,0,0
15,1126001,1545,0,0,0,0,0
15,1124628,1497,0,0,0,0,0
16,1391264,1668,0,0,0,0,0
16,1195403,1572,0,0,0,0,0
16,1231979,1532,0,0,0,0,0
16,1194621,1581,0,0,0,0,0
16,1195826,1547,0,0,0,0,0
16,1190768,1521,0,0,0,0,0
16,1194186,1512,0,0,0,0,0
16,1225289,1508,0,0,0,0,0
16,1191445,1569,0,0,0,0,0
16,1230393,1581,0,0,0,0,0
16,1194893,1571,0,0,0,0,0
16,1191161,1523,0,0,0,0,0
16,1224674,1595,0,0,0,0,0
16,1193505,1561,0,0,0,0,0
16,1226370,1523,0,0,0,0,0
16,1193845,1590,0,0,0,0,0
16,1190918,1628,0,0,0,0,0
16,1195359,1550,0,0,0,0,0
16,1194070,1568,0,0,0,0,0
16,1229180,1533,0,0,0,0,0
17,1477141,1675,0,0,0,0,0
17,1305726,1502,0,0,0,0,0
17,1266273,1556,0,0,0,0,0
17,1306246,1599,0,0,0,0,0
17,1297760,1569,0,0,0,0,0
17,1300503,1584,0,0,0,0,0
17,1305209,1577,0,0,0,0,0
17,1290624,1521,0,0,0,0,0
17,1264289,1499,0,0,0,0,0
17,1291159,1505,0,0,0,0,0
17,1301357,1541,0,0,0,0,0
17,1264266,1484,0,0,0,0,0
17,1321837,1500,0,0,0,0,0
17,1264505,1547,0,0,0,0,0
17,1294040,1572,0,0,0,0,0
17,1263885,1547,0,0,0,0,0
17,1263586,1567,0,0,0,0,0
17,1262608,1534,0,0,0,0,0
17,1261584,1495,0,0,0,0,0
17,1295840,1532,0,0,0,0,0
18,1592454,1623,0,0,0,0,0
18,1339784,1549,0,0,0,0,0
18,1376245,1528,0,0,0,0,0
18,1336402,1588,0,0,0,0,0
18,1374031,1560,0,0,0,0,0
18,1334805,1562,0,0,0,0,0
18,1380184,1573,0,0,0,0,0
18,1335739,1503,0,0,0,0,0
18,1372936,1516,0,0,0,0,0
18,1336049,1531,0,0,0,0,0
18,1377140,1530,0,0,0,0,0
18,1334683,1534,0,0,0,0,0
18,1333855,1614,0,0,0,0,0
18,1367750,1579,0,0,0,0,0
18,1336407,1559,0,0,0,0,0
18,1333706,1555,0,0,0,0,0
18,1331751,1539,0,0,0,0,0
18,1348767,1525,0,0,0,0,0
18,1338221,1451,0,0,0,0,0
18,1368636,1587,0,0,0,0,0
19,1626442,1792,0,0,0,0,0
19,1410244,1587,0,0,0,0,0
19,1401243,1600,0,0,0,0,0
19,1493509,1577,0,0,0,0,0
19,1402446,1612,0,0,0,0,0
19,1412838,1579,0,0,0,0,0
19,1397401,1589,0,0,0,0,0
19,1442533,1603,0,0,0,0,0
19,1400848,1556,0,0,0,0,0
19,1437975,1559,0,0,0,0,0
19,1401979,1548,0,0,0,0,0
19,1443792,1537,0,0,0,0,0
19,1401455,1540,0,0,0,0,0
19,1436604,1499,0,0,0,0,0
19,1404664,1531,0,0,0,0,0
19,1431155,1562,0,0,0,0,0
19,1400518,1545,0,0,0,0,0
19,1403252,1587,0,0,0,0,0
19,1400823,1566,0,0,0,0,0
19,1432282,1511,0,0,0,0,0
20,1746545,1697,0,0,0,0,0
20,1478962,1498,0,0,0,0,0
20,1508536,1569,0,0,0,0,0
20,1469450,1561,0,0,0,0,0
20,1505236,1520,0,0,0,0,0
20,1474378,1567,0,0,0,0,0
20,1472062,1553,0,0,0,0,0
20,1468190,1609,0,0,0,0,0
20,1555104,1562,0,0,0,0,0
20,1469458,1577,0,0,0,0,0
20,1467244,1605,0,0,0,0,0
20,1470503,1685,0,0,0,0,0
20,1467005,1571,0,0,0,0,0
20,1503787,1598,0,0,0,0,0
20,1467487,1524,0,0,0,0,0
20,1472375,1517,0,0,0,0,0
20,1472569,1554,0,0,0,0,0
20,1474160,1603,0,0,0,0,0
20,1470003,1512,0,0,0,0,0
20,1465937,1502,0,0,0,0,0
21,1780363,1621,0,0,0,0,0
21,1582965,1555,0,0,0,0,0
21,1598541,1595,0,0,0,0,0
21,1575788,1557,0,0,0,0,0
21,1540887,1538,0,0,0,0,0
21,1573107,1567,0,0,0,0,0
21,1536646,1577,0,0,0,0,0
21,1540938,1572,0,0,0,0,0
21,1539421,1612,0,0,0,0,0
21,1539804,1484,0,0,0,0,0
21,1573463,1489,0,0,0,0,0
21,1622729,1542,0,0,0,0,0
21,1570932,1528,0,0,0,0,0
21,1533431,1476,0,0,0,0,0
21,1540777,1521,0,0,0,0,0
21,1537451,1476,0,0,0,0,0
21,1571297,1542,0,0,0,0,0
21,1539393,1542,0,0,0,0,0
21,1538199,1532,0,0,0,0,0
21,1536774,1512,0,0,0,0,0
22,1901353,1687,0,0,0,0,0
22,1613109,1561,0,0,0,0,0
22,1648692,1567,0,0,0,0,0
22,1721934,1598,0,0,0,0,0
22,1649219,1521,0,0,0,0,0
22,1607071,1567,0,0,0,0,0
22,1609815,1559,0,0,0,0,0
22,1609454,1547,0,0,0,0,0
22,1610182,1513,0,0,0,0,0
22,1644910,1508,0,0,0,0,0
22,1623511,1592,0,0,0,0,0
22,1661502,1558,0,0,0,0,0
22,1607468,1468,0,0,0,0,0
22,1637943,1579,0,0,0,0,0
22,1608822,1529,0,0,0,0,0
22,1602091,1570,0,0,0,0,0
22,1607440,1512,0,0,0,0,0
22,1608672,1562,0,0,0,0,0
22,1630898,1559,0,0,0,0,0
22,1606955,1564,0,0,0,0,0
23,1967214,1689,0,0,0,0,0
23,1681156,1574,0,0,0,0,0
23,1702481,1528,0,0,0,0,0
23,1762184,1573,0,0,0,0,0
23,1674940,1497,0,0,0,0,0
23,1709475,1546,0,0,0,0,0
23,1674442,1600,0,0,0,0,0
23,1706724,1565,0,0,0,0,0
23,1668039,1624,0,0,0,0,0
23,1671665,1592,0,0,0,0,0
23,1733855,1605,0,0,0,0,0
23,1702933,1593,0,0,0,0,0
23,1678852,1633,0,0,0,0,0
23,1676003,1588,0,0,0,0,0
23,1670958,1581,0,0,0,0,0
23,1676468,1552,0,0,0,0,0
23,1675683,1551,0,0,0,0,0
23,1675139,1555,0,0,0,0,0
23,1672950,1593,0,0,0,0,0
23,1674115,1604,0,0,0,0,0
24,2068654,1704,0,0,0,0,0
24,1838557,1669,0,0,0,0,0
24,1743824,1519,0,0,0,0,0
24,1780225,1500,0,0,0,0,0
24,1778760,1591,0,0,0,0,0
24,1743823,1557,0,0,0,0,0
24,1778977,1549,0,0,0,0,0
24,1751254,1491,0,0,0,0,0
24,1855174,1547,0,0,0,0,0
24,1776728,1526,0,0,0,0,0
24,1743680,1531,0,0,0,0,0
24,1747700,1549,0,0,0,0,0
24,1742162,1537,0,0,0,0,0
24,1742210,1532,0,0,0,0,0
24,1739333,1594,0,0,0,0,0
24,1745383,1485,0,0,0,0,0
24,1770943,1568,0,0,0,0,0
24,1746536,1584,0,0,0,0,0
24,1746007,1545,0,0,0,0,0
24,1773922,1559,0,0,0,0,0
25,2119652,1745,0,0,0,0,0
25,1849883,1585,0,0,0,0,0
25,1875083,1530,0,0,0,0,0
25,1846965,1561,0,0,0,0,0
25,1942578,1500,0,0,0,0,0
25,1870585,1512,0,0,0,0,0
25,1844306,1518,0,0,0,0,0
25,1885056,1501,0,0,0,0,0
25,1883244,1498,0,0,0,0,0
25,1847604,1502,0,0,0,0,0
25,1875854,1529,0,0,0,0,0
25,1845136,1593,0,0,0,0,0
25,1844109,1548,0,0,0,0,0
25,1849938,1485,0,0,0,0,0
25,1847915,1507,0,0,0,0,0
25,1860079,1538,0,0,0,0,0
25,1854169,1548,0,0,0,0,0
25,1898137,1597,0,0,0,0,0
25,1888488,1626,0,0,0,0,0
25,1913418,1536,0,0,0,0,0
26,2232415,1942,0,0,0,0,0
26,1952712,1600,0,0,0,0,0
26,1914564,1525,0,0,0,0,0
26,1949884,1589,0,0,0,0,0
26,1950155,1589,0,0,0,0,0
26,1912254,1517,0,0,0,0,0
26,1954409,1554,0,0,0,0,0
26,1944686,1544,0,0,0,0,0
26,1917525,1491,0,0,0,0,0
26,1945540,1590,0,0,0,0,0
26,1913347,1626,0,0,0,0,0
26,1942837,1683,0,0,0,0,0
26,1951659,1552,0,0,0,0,0
26,1916550,1648,0,0,0,0,0
26,1914190,1511,0,0,0,0,0
26,1945536,1539,0,0,0,0,0
26,1911583,1555,0,0,0,0,0
26,1910447,1570,0,0,0,0,0
26,1916431,1526,0,0,0,0,0
26,1911650,1535,0,0,0,0,0
27,2261918,1763,0,0,0,0,0
27,2023137,1580,0,0,0,0,0
27,2018985,1558,0,0,0,0,0
27,1982861,1554,0,0,0,0,0
27,2047384,1499,0,0,0,0,0
27,2044629,1574,0,0,0,0,0
27,2035273,1510,0,0,0,0,0
27,2009033,1579,0,0,0,0,0
27,2017418,1536,0,0,0,0,0
27,1984917,1535,0,0,0,0,0
27,2016540,1612,0,0,0,0,0
27,2009401,1559,0,0,0,0,0
27,1983542,1605,0,0,0,0,0
27,1976649,1555,0,0,0,0,0
27,1984684,1544,0,0,0,0,0
27,2011463,1581,0,0,0,0,0
27,1980919,1519,0,0,0,0,0
27,1986501,1525,0,0,0,0,0
27,1989803,1576,0,0,0,0,0
27,1980177,1535,0,0,0,0,0
28,2380919,1712,0,0,0,0,0
28,2056378,1591,0,0,0,0,0
28,2050603,1522,0,0,0,0,0
28,2088826,1553,0,0,0,0,0
28,2047297,14060,0,0,0,0,0
28,2049886,1558,0,0,0,0,0
28,2136692,1571,0,0,0,0,0
28,2081216,1546,0,0,0,0,0
28,2049804,1487,0,0,0,0,0
28,2149275,1533,0,0,0,0,0
28,2084158,1481,0,0,0,0,0
28,2052579,1523,0,0,0,0,0
28,2162092,1506,0,0,0,0,0
28,2112191,1563,0,0,0,0,0
28,2094848,1553,0,0,0,0,0
28,2092918,1561,0,0,0,0,0
28,2097155,1593,0,0,0,0,0
28,2087790,1558,0,0,0,0,0
28,2047957,1535,0,0,0,0,0
28,2046209,1562,0,0,0,0,0
29,2453451,1813,0,0,0,0,0
29,2156758,1527,0,0,0,0,0
29,2122236,1560,0,0,0,0,0
29,2121181,1555,0,0,0,0,0
29,2169727,1565,0,0,0,0,0
29,2210567,1580,0,0,0,0,0
29,2120746,1552,0,0,0,0,0
29,2117003,1545,0,0,0,0,0
29,2152927,1576,0,0,0,0,0
29,2147158,1565,0,0,0,0,0
29,2123033,1528,0,0,0,0,0
29,2158872,1491,0,0,0,0,0
29,2119689,1519,0,0,0,0,0
29,2116736,1576,0,0,0,0,0
29,2118457,1563,0,0,0,0,0
29,2118698,1501,0,0,0,0,0
29,2124399,1549,0,0,0,0,0
29,2114573,1506,0,0,0,0,0
29,2112596,1535,0,0,0,0,0
29,2121666,1564,0,0,0,0,0
30,2488964,1682,0,0,0,0,0
30,2288689,1564,0,0,0,0,0
30,2226428,1554,0,0,0,0,0
30,2222514,1513,0,0,0,0,0
30,2184129,1510,0,0,0,0,0
30,2220245,1539,0,0,0,0,0
30,2216534,1517,0,0,0,0,0
30,2215709,1489,0,0,0,0,0
30,2182729,1532,0,0,0,0,0
30,2214088,1552,0,0,0,0,0
30,2219647,1509,0,0,0,0,0
30,2226349,1565,0,0,0,0,0
30,2216496,1477,0,0,0,0,0
30,2223093,1545,0,0,0,0,0
30,2275313,1593,0,0,0,0,0
30,2217520,1540,0,0,0,0,0
30,2193428,1537,0,0,0,0,0
30,2185216,1511,0,0,0,0,0
30,2190829,1560,0,0,0,0,0
30,2190837,1531,0,0,0,0,0
31,2556716,1732,0,0,0,0,0
31,2288728,1548,0,0,0,0,0
31,2315553,1596,0,0,0,0,0
31,2325746,1497,0,0,0,0,0
31,2318012,1571,0,0,0,0,0
31,2256863,1556,0,0,0,0,0
31,2287086,1525,0,0,0,0,0
31,2293609,1559,0,0,0,0,0
31,2289508,1592,0,0,0,0,0
31,2256060,19045,0,0,0,0,0
31,2251538,1587,0,0,0,0,0
31,2285747,1574,0,0,0,0,0
31,2288593,1555,0,0,0,0,0
31,2285303,1629,0,0,0,0,0
31,2258210,1563,0,0,0,0,0
31,2257907,1593,0,0,0,0,0
31,2292737,1588,0,0,0,0,0
31,2269273,1560,0,0,0,0,0
31,2252267,1532,0,0,0,0,0
31,2283280,1513,0,0,0,0,0
32,2675232,1703,0,0,0,0,0
32,2326008,1525,0,0,0,0,0
32,2330008,1531,0,0,0,0,0
32,2356434,1472,0,0,0,0,0
32,2359226,1539,0,0,0,0,0
32,2416259,1498,0,0,0,0,0
32,2329960,1561,0,0,0,0,0
32,2324256,1616,0,0,0,0,0
32,2345569,1597,0,0,0,0,0
32,2354454,1549,0,0,0,0,0
32,2354140,1527,0,0,0,0,0
32,2330570,1532,0,0,0,0,0
32,2328292,1565,0,0,0,0,0
32,2324607,1544,0,0,0,0,0
32,2327840,1513,0,0,0,0,0
32,2333411,1530,0,0,0,0,0
32,2325654,1597,0,0,0,0,0
32,2321216,1543,0,0,0,0,0
32,2359113,1455,0,0,0,0,0
32,2332759,1559,0,0,0,0,0
33,2881373,1783,0,0,0,0,0
33,2488589,1554,0,0,0,0,0
33,2443588,1633,0,0,0,0,0
33,2438598,1544,0,0,0,0,0
33,2431199,1573,0,0,0,0,0
33,2480694,1652,0,0,0,0,0
33,2475414,1532,0,0,0,0,0
33,2482136,1538,0,0,0,0,0
33,2468070,1562,0,0,0,0,0
33,2443745,1559,0,0,0,0,0
33,2440869,1542,0,0,0,0,0
33,2471084,1506,0,0,0,0,0
33,2480752,1516,0,0,0,0,0
33,2469982,1485,0,0,0,0,0
33,2464026,1544,0,0,0,0,0
33,2445539,1607,0,0,0,0,0
33,2437801,1548,0,0,0,0,0
33,2443777,1533,0,0,0,0,0
33,2446025,1552,0,0,0,0,0
33,2469425,1577,0,0,0,0,0
34,2913717,1859,0,0,0,0,0
34,2531675,1626,0,0,0,0,0
34,2553629,1452,0,0,0,0,0
34,2511282,1549,0,0,0,0,0
34,2519053,1551,0,0,0,0,0
34,2520454,1558,0,0,0,0,0
34,2486430,1545,0,0,0,0,0
34,2486670,1557,0,0,0,0,0
34,2517121,1616,0,0,0,0,0
34,2548970,1570,0,0,0,0,0
34,2516844,1528,0,0,0,0,0
34,2511953,1554,0,0,0,0,0
34,2518756,1574,0,0,0,0,0
34,2477353,1551,0,0,0,0,0
34,2545862,1503,0,0,0,0,0
34,2488795,1532,0,0,0,0,0
34,2569580,1606,0,0,0,0,0
34,2511471,1609,0,0,0,0,0
34,2488629,1559,0,0,0,0,0
34,2490806,1586,0,0,0,0,0
35,3053048,1802,0,0,0,0,0
35,2599543,1557,0,0,0,0,0
35,2560139,1558,0,0,0,0,0
35,2553479,1542,0,0,0,0,0
35,2550585,1524,0,0,0,0,0
35,2547663,1563,0,0,0,0,0
35,2584531,1536,0,0,0,0,0
35,2558739,1536,0,0,0,0,0
35,2562090,1553,0,0,0,0,0
35,2580655,1545,0,0,0,0,0
35,2557940,1529,0,0,0,0,0
35,2552874,1526,0,0,0,0,0
35,2549953,1579,0,0,0,0,0
35,2547920,1589,0,0,0,0,0
35,2558951,1574,0,0,0,0,0
35,2553163,1479,0,0,0,0,0
35,2579451,1559,0,0,0,0,0
35,2552468,1621,0,0,0,0,0
35,2553544,1546,0,0,0,0,0
35,2551672,1551,0,0,0,0,0
36,3110744,1855,0,0,0,0,0
36,2671995,1618,0,0,0,0,0
36,2657852,1567,0,0,0,0,0
36,2651649,1471,0,0,0,0,0
36,2615026,1607,0,0,0,0,0
36,2629455,1507,0,0,0,0,0
36,2618535,1506,0,0,0,0,0
36,2716702,1536,0,0,0,0,0
36,2684813,1560,0,0,0,0,0
36,2622449,1519,0,0,0,0,0
36,2626218,1543,0,0,0,0,0
36,2626839,1622,0,0,0,0,0
36,2647541,1516,0,0,0,0,0
36,2629957,1549,0,0,0,0,0
36,2625859,1571,0,0,0,0,0
36,2626820,1585,0,0,0,0,0
36,2623756,1553,0,0,0,0,0
36,2625552,1542,0,0,0,0,0
36,2625537,1537,0,0,0,0,0
36,2656196,1490,0,0,0,0,0
37,3174847,1948,0,0,0,0,0
37,2738156,1614,0,0,0,0,0
37,2722127,1541,0,0,0,0,0
37,2728014,1589,0,0,0,0,0
37,2722538,1592,0,0,0,0,0
37,2730191,1593,0,0,0,0,0
37,2728247,1569,0,0,0,0,0
37,2728606,1603,0,0,0,0,0
37,2693110,1574,0,0,0,0,0
37,2685327,1593,0,0,0,0,0
37,2691889,1590,0,0,0,0,0
37,2686821,1549,0,0,0,0,0
37,2715239,1525,0,0,0,0,0
37,2718215,1601,0,0,0,0,0
37,2720937,1555,0,0,0,0,0
37,2719030,1585,0,0,0,0,0
37,2717442,1594,0,0,0,0,0
37,2720986,1554,0,0,0,0,0
37,2692211,1563,0,0,0,0,0
37,2763461,1589,0,0,0,0,0
38,3253761,1815,0,0,0,0,0
38,2809026,1604,0,0,0,0,0
38,2853109,1657,0,0,0,0,0
38,2798234,1595,0,0,0,0,0
38,2794333,1531,0,0,0,0,0
38,2759502,1567,0,0,0,0,0
38,2796278,1587,0,0,0,0,0
38,2783857,1575,0,0,0,0,0
38,2754534,1601,0,0,0,0,0
38,2768422,1572,0,0,0,0,0
38,2762963,1661,0,0,0,0,0
38,2784674,1589,0,0,0,0,0
38,2764562,1658,0,0,0,0,0
38,2760648,1566,0,0,0,0,0
38,2760058,1607,0,0,0,0,0
38,2756780,1580,0,0,0,0,0
38,2761112,1587,0,0,0,0,0
38,2823661,1566,0,0,0,0,0
38,2763099,1553,0,0,0,0,0
38,2762276,1553,0,0,0,0,0
39,3394175,2049,0,0,0,0,0
39,2877325,1563,0,0,0,0,0
39,2871189,1537,0,0,0,0,0
39,2868192,1540,0,0,0,0,0
39,2867485,1554,0,0,0,0,0
39,2870373,1579,0,0,0,0,0
39,2869656,1580,0,0,0,0,0
39,2866476,1493,0,0,0,0,0
39,2863863,1566,0,0,0,0,0
39,2864083,1572,0,0,0,0,0
39,2869005,1556,0,0,0,0,0
39,2857581,1560,0,0,0,0,0
39,2891668,1532,0,0,0,0,0
39,2860308,1544,0,0,0,0,0
39,2831538,1512,0,0,0,0,0
39,2855009,1587,0,0,0,0,0
39,2869077,1609,0,0,0,0,0
39,2867087,1547,0,0,0,0,0
39,2861341,1516,0,0,0,0,0
39,2833743,1507,0,0,0,0,0
40,3413738,1894,0,0,0,0,0
40,2915416,1601,0,0,0,0,0
40,2902814,1593,0,0,0,0,0
40,2894312,1553,0,0,0,0,0
40,2897686,1522,0,0,0,0,0
40,2890027,1594,0,0,0,0,0
40,2919368,1589,0,0,0,0,0
40,2910728,1604,0,0,0,0,0
40,2984960,1519,0,0,0,0,0
40,2901649,1563,0,0,0,0,0
40,2900764,1543,0,0,0,0,0
40,2922864,1603,0,0,0,0,0
40,2897259,1487,0,0,0,0,0
40,2895052,1564,0,0,0,0,0
40,2900483,1580,0,0,0,0,0
40,2891326,1542,0,0,0,0,0
40,2897531,1641,0,0,0,0,0
40,2896110,1551,0,0,0,0,0
40,2900412,1559,0,0,0,0,0
40,2922036,1654,0,0,0,0,0
41,3501778,1951,0,0,0,0,0
41,3116321,1670,0,0,0,0,0
41,2969909,1608,0,0,0,0,0
41,2968089,1578,0,0,0,0,0
41,2973895,1657,0,0,0,0,0
41,2966158,1583,0,0,0,0,0
41,3004801,1532,0,0,0,0,0
41,2966476,1584,0,0,0,0,0
41,2966897,1617,0,0,0,0,0
41,2958790,1592,0,0,0,0,0
41,2963915,1600,0,0,0,0,0
41,2968529,1575,0,0,0,0,0
41,2970958,1556,0,0,0,0,0
41,2971408,1544,0,0,0,0,0
41,2969169,1602,0,0,0,0,0
41,3027051,1531,0,0,0,0,0
41,2966246,1535,0,0,0,0,0
41,2965913,1584,0,0,0,0,0
41,2977633,1563,0,0,0,0,0
41,2963150,1566,0,0,0,0,0
42,3565302,1911,0,0,0,0,0
42,3088851,1568,0,0,0,0,0
42,3053499,1600,0,0,0,0,0
42,3028838,1573,0,0,0,0,0
42,3047554,1610,0,0,0,0,0
42,3031096,1552,0,0,0,0,0
42,3040064,1536,0,0,0,0,0
42,3125871,1537,0,0,0,0,0
42,3065565,1612,0,0,0,0,0
42,3063507,1553,0,0,0,0,0
42,3045427,1575,0,0,0,0,0
42,3041289,1493,0,0,0,0,0
42,3073770,1554,0,0,0,0,0
42,3037591,1549,0,0,0,0,0
42,3042115,1533,0,0,0,0,0
42,3030659,1551,0,0,0,0,0
42,3045181,1584,0,0,0,0,0
42,3041196,1587,0,0,0,0,0
42,3074560,1576,0,0,0,0,0
42,3036793,1533,0,0,0,0,0
43,3697441,2066,0,0,0,0,0
43,3227835,1621,0,0,0,0,0
43,3149860,1644,0,0,0,0,0
43,3166852,1682,0,0,0,0,0
43,3102127,1525,0,0,0,0,0
43,3102278,1588,0,0,0,0,0
43,3104956,1802,0,0,0,0,0
43,3105562,1608,0,0,0,0,0
43,3112230,1557,0,0,0,0,0
43,3106491,1552,0,0,0,0,0
43,3100876,1531,0,0,0,0,0
43,3175036,1609,0,0,0,0,0
43,3197654,1569,0,0,0,0,0
43,3201471,1586,0,0,0,0,0
43,3102900,1540,0,0,0,0,0
43,3229313,1528,0,0,0,0,0
43,3285584,1676,0,0,0,0,0
43,3185155,1686,0,0,0,0,0
43,3181941,1632,0,0,0,0,0
43,3176358,1542,0,0,0,0,0
44,3727055,1936,0,0,0,0,0
44,3225215,1648,0,0,0,0,0
44,3219810,1579,0,0,0,0,0
44,3174430,1620,0,0,0,0,0
44,3172386,1512,0,0,0,0,0
44,3279352,1572,0,0,0,0,0
44,3180835,1592,0,0,0,0,0
44,3176187,1519,0,0,0,0,0
44,3173949,1602,0,0,0,0,0
44,3174348,1559,0,0,0,0,0
44,3180049,1556,0,0,0,0,0
44,3176656,1584,0,0,0,0,0
44,3190352,1594,0,0,0,0,0
44,3178186,1596,0,0,0,0,0
44,3202895,1591,0,0,0,0,0
44,3272726,1594,0,0,0,0,0
44,3221643,1615,0,0,0,0,0
44,3174714,1690,0,0,0,0,0
44,3188654,1644,0,0,0,0,0
44,3183754,1597,0,0,0,0,0
45,3800290,1964,0,0,0,0,0
45,3295220,1623,0,0,0,0,0
45,3283612,1544,0,0,0,0,0
45,3273033,1593,0,0,0,0,0
45,3241638,1556,0,0,0,0,0
45,3242343,1755,0,0,0,0,0
45,3275917,1608,0,0,0,0,0
45,3277887,1528,0,0,0,0,0
45,3328899,1582,0,0,0,0,0
45,3345197,1576,0,0,0,0,0
45,3294847,1550,0,0,0,0,0
45,3271777,1557,0,0,0,0,0
45,3272485,1624,0,0,0,0,0
45,3234228,1539,0,0,0,0,0
45,3241836,1609,0,0,0,0,0
45,3268614,1560,0,0,0,0,0
45,3259824,1540,0,0,0,0,0
45,3318509,1590,0,0,0,0,0
45,3332076,1636,0,0,0,0,0
45,3301745,1580,0,0,0,0,0
46,3878051,1936,0,0,0,0,0
46,3452069,1683,0,0,0,0,0
46,3344564,1613,0,0,0,0,0
46,3350021,1565,0,0,0,0,0
46,3348431,1541,0,0,0,0,0
46,3306656,1611,0,0,0,0,0
46,3334408,1542,0,0,0,0,0
46,3344851,1560,0,0,0,0,0
46,3339865,1605,0,0,0,0,0
46,3335694,1645,0,0,0,0,0
46,3384707,1563,0,0,0,0,0
46,3314168,1563,0,0,0,0,0
46,3313339,1598,0,0,0,0,0
46,3312993,1555,0,0,0,0,0
46,3308410,1585,0,0,0,0,0
46,3316776,1627,0,0,0,0,0
46,3317182,1575,0,0,0,0,0
46,3340893,1581,0,0,0,0,0
46,3310963,1625,0,0,0,0,0
46,3378489,1570,0,0,0,0,0
47,3985373,2016,0,0,0,0,0
47,3421203,1613,0,0,0,0,0
47,3473429,1590,0,0,0,0,0
47,3425088,1545,0,0,0,0,0
47,3416832,1559,0,0,0,0,0
47,3417129,1475,0,0,0,0,0
47,3366597,1585,0,0,0,0,0
47,3418213,1556,0,0,0,0,0
47,3409673,1584,0,0,0,0,0
47,3418429,1590,0,0,0,0,0
47,3399978,1585,0,0,0,0,0
47,3450825,1596,0,0,0,0,0
47,3383167,1567,0,0,0,0,0
47,3382624,1498,0,0,0,0,0
47,3375815,1531,0,0,0,0,0
47,3379762,1523,0,0,0,0,0
47,3373673,1543,0,0,0,0,0
47,3375887,1590,0,0,0,0,0
47,3384953,1610,0,0,0,0,0
47,3390352,1511,0,0,0,0,0
48,4064189,1869,0,0,0,0,0
48,3494833,1581,0,0,0,0,0
48,3452104,1648,0,0,0,0,0
48,3471136,1548,0,0,0,0,0
48,3481846,1598,0,0,0,0,0
48,3445096,1618,0,0,0,0,0
48,3443859,1536,0,0,0,0,0
48,3477510,1560,0,0,0,0,0
48,3441414,1620,0,0,0,0,0
48,3447583,1654,0,0,0,0,0
48,3482423,1581,0,0,0,0,0
48,3516749,1632,0,0,0,0,0
48,3449381,1568,0,0,0,0,0
48,3449194,1589,0,0,0,0,0
48,3450803,1534,0,0,0,0,0
48,3450390,1563,0,0,0,0,0
48,3446029,1548,0,0,0,0,0
