Pallet: "pallet_collective", Extrinsic: "set_members", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
m,n,p,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
100,100,95,1713670,1848,0,0,0,0,0
100,100,95,1715968,1842,0,0,0,0,0
100,100,95,1717780,1824,0,0,0,0,0
100,100,95,1796312,1810,0,0,0,0,0
100,100,95,1723943,1862,0,0,0,0,0
100,100,95,1719299,1867,0,0,0,0,0
100,100,95,1734130,1905,0,0,0,0,0
100,100,95,1751671,1875,0,0,0,0,0
100,100,95,1724035,1897,0,0,0,0,0
100,100,95,1722619,1860,0,0,0,0,0
100,100,95,1731916,1861,0,0,0,0,0
100,100,96,1741421,2172,0,0,0,0,0
100,100,96,1745758,1827,0,0,0,0,0
100,100,96,1741970,1840,0,0,0,0,0
100,100,96,1764063,1825,0,0,0,0,0
100,100,96,1737259,1837,0,0,0,0,0
100,100,96,1738302,1815,0,0,0,0,0
100,100,96,1744054,1877,0,0,0,0,0
100,100,96,1739996,1844,0,0,0,0,0
100,100,96,1740047,1766,0,0,0,0,0
100,100,96,1733503,1831,0,0,0,0,0
100,100,96,1740607,1811,0,0,0,0,0
100,100,96,1759098,1910,0,0,0,0,0
100,100,96,1730395,1879,0,0,0,0,0
100,100,96,1734078,1919,0,0,0,0,0
100,100,96,1734251,1810,0,0,0,0,0
100,100,96,1748585,1847,0,0,0,0,0
100,100,96,1739387,1811,0,0,0,0,0
100,100,96,1748182,1823,0,0,0,0,0
100,100,96,1776870,1888,0,0,0,0,0
100,100,96,1741132,1855,0,0,0,0,0
100,100,97,1803204,2100,0,0,0,0,0
100,100,97,1749893,1859,0,0,0,0,0
100,100,97,1747946,1932,0,0,0,0,0
100,100,97,1758931,1815,0,0,0,0,0
100,100,97,1754582,1891,0,0,0,0,0
100,100,97,1774605,1832,0,0,0,0,0
100,100,97,1758081,1786,0,0,0,0,0
100,100,97,1743715,1876,0,0,0,0,0
100,100,97,1751095,1867,0,0,0,0,0
100,100,97,1754392,1794,0,0,0,0,0
100,100,97,1752980,1849,0,0,0,0,0
100,100,97,1744308,1771,0,0,0,0,0
100,100,97,1755037,1806,0,0,0,0,0
100,100,97,1748002,1813,0,0,0,0,0
100,100,97,1746230,1884,0,0,0,0,0
100,100,97,1752113,1777,0,0,0,0,0
100,100,97,1747916,1776,0,0,0,0,0
100,100,97,1757184,1884,0,0,0,0,0
100,100,97,1741346,1776,0,0,0,0,0
100,100,97,1749183,1908,0,0,0,0,0
100,100,98,1773384,2002,0,0,0,0,0
100,100,98,1764408,1840,0,0,0,0,0
100,100,98,1833588,1880,0,0,0,0,0
100,100,98,1755387,1850,0,0,0,0,0
100,100,98,1769099,1848,0,0,0,0,0
100,100,98,1768802,1817,0,0,0,0,0
100,100,98,1778852,1819,0,0,0,0,0
100,100,98,1775520,1858,0,0,0,0,0
100,100,98,1774046,1888,0,0,0,0,0
100,100,98,1765709,1808,0,0,0,0,0
100,100,98,1779035,1845,0,0,0,0,0
100,100,98,1776415,1783,0,0,0,0,0
100,100,98,1795323,1940,0,0,0,0,0
100,100,98,1768501,1830,0,0,0,0,0
100,100,98,1773467,1782,0,0,0,0,0
100,100,98,1765716,1829,0,0,0,0,0
100,100,98,1785185,1862,0,0,0,0,0
100,100,98,1784672,1803,0,0,0,0,0
100,100,98,1787858,1847,0,0,0,0,0
100,100,98,1777874,1880,0,0,0,0,0
100,100,99,1835362,2047,0,0,0,0,0
100,100,99,1795259,1828,0,0,0,0,0
100,100,99,1798372,1893,0,0,0,0,0
100,100,99,1798258,1903,0,0,0,0,0
100,100,99,1792479,1811,0,0,0,0,0
100,100,99,1798555,1773,0,0,0,0,0
100,100,99,1796886,1862,0,0,0,0,0
100,100,99,1794688,1912,0,0,0,0,0
100,100,99,1798239,1881,0,0,0,0,0
100,100,99,1825160,1862,0,0,0,0,0
100,100,99,1793234,1858,0,0,0,0,0
100,100,99,1827211,1837,0,0,0,0,0
100,100,99,1795207,1828,0,0,0,0,0
100,100,99,1791271,1928,0,0,0,0,0
100,100,99,1788203,1866,0,0,0,0,0
100,100,99,1793099,1765,0,0,0,0,0
100,100,99,1803222,1855,0,0,0,0,0
100,100,99,1794433,1852,0,0,0,0,0
100,100,99,1800273,1839,0,0,0,0,0
100,100,99,1800155,1842,0,0,0,0,0
100,100,100,1812417,1931,0,0,0,0,0
100,100,100,1804114,1889,0,0,0,0,0
100,100,100,1841212,1795,0,0,0,0,0
100,100,100,1846689,1889,0,0,0,0,0
100,100,100,1804037,1871,0,0,0,0,0
100,100,100,1812649,1996,0,0,0,0,0
100,100,100,1802427,1854,0,0,0,0,0
100,100,100,1798746,1878,0,0,0,0,0
100,100,100,1804264,1813,0,0,0,0,0
100,100,100,1811037,1824,0,0,0,0,0
100,100,100,1818276,1785,0,0,0,0,0
100,100,100,1812422,1812,0,0,0,0,0
100,100,100,1810012,1857,0,0,0,0,0
100,100,100,1808388,1772,0,0,0,0,0
100,100,100,1812901,1763,0,0,0,0,0
100,100,100,1863356,1792,0,0,0,0,0
100,100,100,1805625,1937,0,0,0,0,0
100,100,100,1805522,1930,0,0,0,0,0
100,100,100,1806732,1836,0,0,0,0,0
100,100,100,1808151,1849,0,0,0,0,0

Raw Storage Info
========
Storage: Council Members (r:1 w:1)
Storage: Council Proposals (r:1 w:0)
Storage: Council Voting (r:100 w:100)
Storage: Council Prime (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=        0
    + m    15.33
    + n    0.145
    + p    17.75
              µs

Reads = 2 + (0 * m) + (0 * n) + (1 * p)
Writes = 2 + (0 * m) + (0 * n) + (1 * p)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    m     n     p   mean µs  sigma µs       %
    1   100   100     323.7     0.876    0.2%
    2   100   100     326.5     0.942    0.2%
    3   100   100     318.9     1.312    0.4%
    4   100   100       350     0.777    0.2%
    5   100   100     364.7     0.951    0.2%
    6   100   100     377.3     0.942    0.2%
    7   100   100     388.1     0.947    0.2%
    8   100   100     400.7     1.517    0.3%
    9   100   100     415.2     0.623    0.1%
   10   100   100     428.7     1.464    0.3%
   11   100   100     448.1     0.981    0.2%
   12   100   100     456.8     1.669    0.3%
   13   100   100     464.5     0.861    0.1%
   14   100   100     486.4     0.787    0.1%
   15   100   100     495.3     1.326    0.2%
   16   100   100     511.7     0.804    0.1%
   17   100   100     521.3     1.688    0.3%
   18   100   100     539.5     1.155    0.2%
   19   100   100     548.1     1.086    0.1%
   20   100   100       574     1.068    0.1%
   21   100   100     578.8     0.819    0.1%
   22   100   100     593.8     1.017    0.1%
   23   100   100     605.6     1.205    0.1%
   24   100   100     616.2     0.763    0.1%
   25   100   100     629.8     1.346    0.2%
   26   100   100     646.8     4.265    0.6%
   27   100   100     664.7      2.41    0.3%
   28   100   100     676.1      1.11    0.1%
   29   100   100     685.8     2.541    0.3%
   30   100   100     697.2     3.294    0.4%
   31   100   100     716.4     1.396    0.1%
   32   100   100     727.1     1.494    0.2%
   33   100   100     750.3     2.038    0.2%
   34   100   100     774.4     1.719    0.2%
   35   100   100     809.3     2.823    0.3%
   36   100   100     811.8     1.391    0.1%
   37   100   100     837.5     2.515    0.3%
   38   100   100     890.9     3.067    0.3%
   39   100   100     877.5     13.21    1.5%
   40   100   100     874.6     2.192    0.2%
   41   100   100     888.6     2.499    0.2%
   42   100   100     900.1      1.77    0.1%
   43   100   100     922.4     7.563    0.8%
   44   100   100     930.4     2.054    0.2%
   45   100   100     953.1     1.175    0.1%
   46   100   100     967.9     1.877    0.1%
   47   100   100     989.9     1.501    0.1%
   48   100   100     996.8     3.021    0.3%
   49   100   100      1005     1.576    0.1%
   50   100   100      1025     2.085    0.2%
   51   100   100      1041     2.439    0.2%
   52   100   100      1064     6.745    0.6%
   53   100   100      1075      2.22    0.2%
   54   100   100      1086     1.693    0.1%
   55   100   100      1096     1.536    0.1%
   56   100   100      1117      3.05    0.2%
   57   100   100      1131     5.979    0.5%
   58   100   100      1140     1.284    0.1%
   59   100   100      1160     3.698    0.3%
   60   100   100      1179     2.777    0.2%
   61   100   100      1186     1.593    0.1%
   62   100   100      1203     2.327    0.1%
   63   100   100      1226     2.393    0.1%
   64   100   100      1242     2.145    0.1%
   65   100   100      1252     3.906    0.3%
   66   100   100      1272     2.504    0.1%
   67   100   100      1294     1.423    0.1%
   68   100   100      1300     3.754    0.2%
   69   100   100      1324      10.6    0.8%
   70   100   100      1332     1.983    0.1%
   71   100   100      1347     3.675    0.2%
   72   100   100      1368     3.837    0.2%
   73   100   100      1382     1.874    0.1%
   74   100   100      1393     2.021    0.1%
   75   100   100      1407      1.59    0.1%
   76   100   100      1421      2.53    0.1%
   77   100   100      1447     3.225    0.2%
   78   100   100      1458     2.248    0.1%
   79   100   100      1473     2.563    0.1%
   80   100   100      1488     1.735    0.1%
   81   100   100      1502     3.264    0.2%
   82   100   100      1517     4.499    0.2%
   83   100   100      1533     1.959    0.1%
   84   100   100      1549     1.619    0.1%
   85   100   100      1565     2.522    0.1%
   86   100   100      1583      3.17    0.2%
   87   100   100      1613     12.97    0.8%
   88   100   100      1617     2.537    0.1%
   89   100   100      1622     3.063    0.1%
   90   100   100      1653     3.552    0.2%
   91   100   100      1658       2.2    0.1%
   92   100   100      1677     3.077    0.1%
   93   100   100      1686     3.018    0.1%
   94   100   100      1719     2.642    0.1%
   95   100   100      1730     5.012    0.2%
   96   100   100      1757     2.722    0.1%
   97   100   100      1757     2.318    0.1%
   98   100   100      1779     4.146    0.2%
   99   100   100      1795     2.167    0.1%
  100     1   100      1792     3.227    0.1%
  100     2   100      1793     3.604    0.2%
  100     3   100      1796     2.129    0.1%
  100     4   100      1794     1.621    0.0%
  100     5   100      1797     2.848    0.1%
  100     6   100      1793     2.149    0.1%
  100     7   100      1795     1.741    0.0%
  100     8   100      1799     2.777    0.1%
  100     9   100      1798     1.916    0.1%
  100    10   100      1796     2.515    0.1%
  100    11   100      1803      6.74    0.3%
  100    12   100      1793     1.094    0.0%
  100    13   100      1795     3.742    0.2%
  100    14   100      1798     2.524    0.1%
  100    15   100      1797     8.117    0.4%
  100    16   100      1796     3.464    0.1%
  100    17   100      1796     3.499    0.1%
  100    18   100      1803     8.104    0.4%
  100    19   100      1800     3.307    0.1%
  100    20   100      1797     2.964    0.1%
  100    21   100      1797     2.989    0.1%
  100    22   100      1799     2.409    0.1%
  100    23   100      1799      2.64    0.1%
  100    24   100      1797     1.967    0.1%
  100    25   100      1798     2.663    0.1%
  100    26   100      1797     3.098    0.1%
  100    27   100      1792     2.709    0.1%
  100    28   100      1793     1.368    0.0%
  100    29   100      1797     2.065    0.1%
  100    30   100      1796     2.699    0.1%
  100    31   100      1799      7.86    0.4%
  100    32   100      1796     4.211    0.2%
  100    33   100      1799     3.927    0.2%
  100    34   100      1797     2.137    0.1%
  100    35   100      1796     1.301    0.0%
  100    36   100      1792     1.144    0.0%
  100    37   100      1799     2.637    0.1%
  100    38   100      1799     4.611    0.2%
  100    39   100      1799     2.825    0.1%
  100    40   100      1806     4.731    0.2%
  100    41   100      1806     5.992    0.3%
  100    42   100      1802     2.366    0.1%
  100    43   100      1798     3.102    0.1%
  100    44   100      1799     2.055    0.1%
  100    45   100      1801      1.93    0.1%
  100    46   100      1803       2.1    0.1%
  100    47   100      1797     4.625    0.2%
  100    48   100      1797     2.805    0.1%
  100    49   100      1803     2.239    0.1%
  100    50   100      1803     2.205    0.1%
  100    51   100      1804     3.825    0.2%
  100    52   100      1799     2.604    0.1%
  100    53   100      1803     6.303    0.3%
  100    54   100      1802     2.061    0.1%
  100    55   100      1803     2.517    0.1%
  100    56   100      1805     2.988    0.1%
  100    57   100      1805     2.788    0.1%
  100    58   100      1804     2.081    0.1%
  100    59   100      1808     6.594    0.3%
  100    60   100      1802     2.565    0.1%
  100    61   100      1803     2.758    0.1%
  100    62   100      1807     5.472    0.3%
  100    63   100      1804      3.32    0.1%
  100    64   100      1811     8.164    0.4%
  100    65   100      1807     4.051    0.2%
  100    66   100      1808     5.588    0.3%
  100    67   100      1805     2.904    0.1%
  100    68   100      1804     2.012    0.1%
  100    69   100      1806     3.557    0.1%
  100    70   100      1808      2.41    0.1%
  100    71   100      1806     4.986    0.2%
  100    72   100      1805     1.838    0.1%
  100    73   100      1804     3.412    0.1%
  100    74   100      1804     3.486    0.1%
  100    75   100      1801     1.576    0.0%
  100    76   100      1803     2.735    0.1%
  100    77   100      1807     1.839    0.1%
  100    78   100      1809     4.594    0.2%
  100    79   100      1807     4.732    0.2%
  100    80   100      1806     2.056    0.1%
  100    81   100      1811     3.076    0.1%
  100    82   100      1805     2.064    0.1%
  100    83   100      1806     1.591    0.0%
  100    84   100      1806     2.364    0.1%
  100    85   100      1810     2.388    0.1%
  100    86   100      1801      3.46    0.1%
  100    87   100      1804     1.613    0.0%
  100    88   100      1805     3.285    0.1%
  100    89   100      1806     2.446    0.1%
  100    90   100      1804     2.909    0.1%
  100    91   100      1808     2.288    0.1%
  100    92   100      1808     3.584    0.1%
  100    93   100      1806     2.746    0.1%
  100    94   100      1809     2.643    0.1%
  100    95   100      1810     7.457    0.4%
  100    96   100      1804     1.808    0.1%
  100    97   100      1810     7.204    0.3%
  100    98   100      1809     2.715    0.1%
  100    99   100      1811     2.065    0.1%
  100   100     1     48.57     0.109    0.2%
  100   100     2     67.73     0.212    0.3%
  100   100     3     85.95     0.146    0.1%
  100   100     4     103.3      0.13    0.1%
  100   100     5     120.8      0.24    0.1%
  100   100     6       138     0.203    0.1%
  100   100     7     155.3       0.2    0.1%
  100   100     8     172.9     0.192    0.1%
  100   100     9     190.7     0.477    0.2%
  100   100    10       208     0.237    0.1%
  100   100    11       225     0.379    0.1%
  100   100    12     243.1      0.41    0.1%
  100   100    13     260.1     0.497    0.1%
  100   100    14     277.4     0.532    0.1%
  100   100    15     296.4     0.896    0.3%
  100   100    16     312.8     0.514    0.1%
  100   100    17     332.3      0.52    0.1%
  100   100    18     348.3     0.437    0.1%
  100   100    19     366.2     0.331    0.0%
  100   100    20     383.8       0.7    0.1%
  100   100    21     401.2     1.034    0.2%
  100   100    22     419.6     1.076    0.2%
  100   100    23       436     0.677    0.1%
  100   100    24     454.2     0.666    0.1%
  100   100    25     473.1     0.937    0.1%
  100   100    26     488.7     0.624    0.1%
  100   100    27     505.9     0.671    0.1%
  100   100    28     527.1     0.903    0.1%
  100   100    29     543.3     0.432    0.0%
  100   100    30     561.9     0.546    0.0%
  100   100    31     578.3     1.183    0.2%
  100   100    32     597.2     0.895    0.1%
  100   100    33       616     1.037    0.1%
  100   100    34     631.1     0.498    0.0%
  100   100    35     651.3     0.773    0.1%
  100   100    36     665.8     1.675    0.2%
  100   100    37     682.7      1.08    0.1%
  100   100    38     704.8     1.924    0.2%
  100   100    39     721.1     1.097    0.1%
  100   100    40     743.5     6.167    0.8%
  100   100    41     755.6     1.434    0.1%
  100   100    42     774.8     1.635    0.2%
  100   100    43     789.7     1.335    0.1%
  100   100    44     808.6     2.233    0.2%
  100   100    45     827.8     1.603    0.1%
  100   100    46     842.3     1.458    0.1%
  100   100    47     860.5     1.349    0.1%
  100   100    48       882     1.922    0.2%
  100   100    49     902.1     1.289    0.1%
  100   100    50     916.2     2.502    0.2%
  100   100    51     931.9     1.039    0.1%
  100   100    52     952.9     1.739    0.1%
  100   100    53     968.4     1.142    0.1%
  100   100    54     986.7      2.55    0.2%
  100   100    55      1003     1.682    0.1%
  100   100    56      1018     0.711    0.0%
  100   100    57      1043     1.849    0.1%
  100   100    58      1065      1.66    0.1%
  100   100    59      1077     1.524    0.1%
  100   100    60      1095     2.275    0.2%
  100   100    61      1201     1.356    0.1%
  100   100    62      1128     2.102    0.1%
  100   100    63      1148     1.292    0.1%
  100   100    64      1159     1.955    0.1%
  100   100    65      1183     1.595    0.1%
  100   100    66      1200     1.792    0.1%
  100   100    67      1218     1.349    0.1%
  100   100    68      1233       2.1    0.1%
  100   100    69      1253     3.068    0.2%
  100   100    70      1273     1.991    0.1%
  100   100    71      1292     1.608    0.1%
  100   100    72      1309     2.211    0.1%
  100   100    73      1323     1.381    0.1%
  100   100    74      1341     1.259    0.0%
  100   100    75      1361     2.797    0.2%
  100   100    76      1386     9.416    0.6%
  100   100    77      1398       8.4    0.6%
  100   100    78      1414     1.942    0.1%
  100   100    79      1436     1.631    0.1%
  100   100    80      1451     1.886    0.1%
  100   100    81      1465     2.304    0.1%
  100   100    82      1484     2.916    0.1%
  100   100    83      1503     2.028    0.1%
  100   100    84      1524     2.006    0.1%
  100   100    85      1546     1.552    0.1%
  100   100    86      1560     2.208    0.1%
  100   100    87      1577     2.908    0.1%
  100   100    88      1592     1.917    0.1%
  100   100    89      1615     1.332    0.0%
  100   100    90      1628     0.942    0.0%
  100   100    91      1640     1.289    0.0%
  100   100    92      1662     2.188    0.1%
  100   100    93      1679     2.069    0.1%
  100   100    94      1700     1.175    0.0%
  100   100    95      1722     4.479    0.2%
  100   100    96      1741     2.105    0.1%
  100   100    97      1751     2.567    0.1%
  100   100    98      1774     3.457    0.1%
  100   100    99      1797     1.885    0.1%
  100   100   100      1808     3.545    0.1%

Quality and confidence:
param     error
m         0.007
n         0.007
p         0.007

Model:
Time ~=        0
    + m    15.42
    + n    0.067
    + p    17.73
              µs

Reads = 2 + (0 * m) + (0 * n) + (1 * p)
Writes = 2 + (0 * m) + (0 * n) + (1 * p)

Pallet: "pallet_collective", Extrinsic: "execute", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
b,m,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
1,100,22312,1511,0,0,0,0,0
1,100,20128,1409,0,0,0,0,0
1,100,19378,1361,0,0,0,0,0
1,100,19629,1373,0,0,0,0,0
1,100,19504,1370,0,0,0,0,0
1,100,19745,1362,0,0,0,0,0
1,100,19318,1315,0,0,0,0,0
1,100,19321,1308,0,0,0,0,0
1,100,19624,1331,0,0,0,0,0
1,100,19480,1318,0,0,0,0,0
1,100,19164,1304,0,0,0,0,0
1,100,19395,1311,0,0,0,0,0
1,100,19409,1313,0,0,0,0,0
1,100,19610,1279,0,0,0,0,0
1,100,19348,1317,0,0,0,0,0
1,100,19425,1372,0,0,0,0,0
1,100,19399,1305,0,0,0,0,0
1,100,19583,1298,0,0,0,0,0
1,100,19991,1331,0,0,0,0,0
1,100,19468,1278,0,0,0,0,0
21,100,22937,1473,0,0,0,0,0
21,100,19854,1317,0,0,0,0,0
21,100,20140,1288,0,0,0,0,0
21,100,19609,1269,0,0,0,0,0
21,100,19634,1297,0,0,0,0,0
21,100,19523,1344,0,0,0,0,0
21,100,19525,1281,0,0,0,0,0
21,100,19455,1286,0,0,0,0,0
21,100,19413,1239,0,0,0,0,0
21,100,20492,1224,0,0,0,0,0
21,100,19282,1259,0,0,0,0,0
21,100,20235,1342,0,0,0,0,0
21,100,20033,1334,0,0,0,0,0
21,100,20063,1279,0,0,0,0,0
21,100,19725,1207,0,0,0,0,0
21,100,19671,1265,0,0,0,0,0
21,100,19918,1277,0,0,0,0,0
21,100,20188,1249,0,0,0,0,0
21,100,20005,1301,0,0,0,0,0
21,100,20033,1319,0,0,0,0,0
41,100,22874,1430,0,0,0,0,0
41,100,20865,1330,0,0,0,0,0
41,100,20541,1291,0,0,0,0,0
41,100,19995,1315,0,0,0,0,0
41,100,20389,1283,0,0,0,0,0
41,100,20077,1270,0,0,0,0,0
41,100,20259,1321,0,0,0,0,0
41,100,20020,1251,0,0,0,0,0
41,100,19999,1331,0,0,0,0,0
41,100,20252,1285,0,0,0,0,0
41,100,20053,1339,0,0,0,0,0
41,100,20015,1280,0,0,0,0,0
41,100,20218,1316,0,0,0,0,0
41,100,19961,1289,0,0,0,0,0
41,100,20048,1277,0,0,0,0,0
41,100,19872,1267,0,0,0,0,0
41,100,20452,1290,0,0,0,0,0
41,100,19981,1296,0,0,0,0,0
41,100,20239,1326,0,0,0,0,0
41,100,19908,1263,0,0,0,0,0
61,100,22633,1470,0,0,0,0,0
61,100,20869,1364,0,0,0,0,0
61,100,30013,1377,0,0,0,0,0
61,100,20464,1381,0,0,0,0,0
61,100,20014,1400,0,0,0,0,0
61,100,20446,1386,0,0,0,0,0
61,100,20164,1349,0,0,0,0,0
61,100,19976,1318,0,0,0,0,0
61,100,20099,1293,0,0,0,0,0
61,100,20286,1288,0,0,0,0,0
61,100,19976,1329,0,0,0,0,0
61,100,20138,1345,0,0,0,0,0
61,100,21508,1322,0,0,0,0,0
61,100,19992,1368,0,0,0,0,0
61,100,19970,1263,0,0,0,0,0
61,100,20149,1359,0,0,0,0,0
61,100,20305,1347,0,0,0,0,0
61,100,20069,1528,0,0,0,0,0
61,100,20383,1282,0,0,0,0,0
61,100,20368,1317,0,0,0,0,0
81,100,23328,1521,0,0,0,0,0
81,100,20715,1284,0,0,0,0,0
81,100,20764,1360,0,0,0,0,0
81,100,20447,1308,0,0,0,0,0
81,100,20366,1310,0,0,0,0,0
81,100,20240,1275,0,0,0,0,0
81,100,20622,1309,0,0,0,0,0
81,100,20577,1294,0,0,0,0,0
81,100,20067,1265,0,0,0,0,0
81,100,20523,1266,0,0,0,0,0
81,100,20092,1273,0,0,0,0,0
81,100,20197,1285,0,0,0,0,0
81,100,20274,1267,0,0,0,0,0
81,100,20156,1191,0,0,0,0,0
81,100,20218,1293,0,0,0,0,0
81,100,20815,1286,0,0,0,0,0
81,100,20017,1308,0,0,0,0,0
81,100,20272,1256,0,0,0,0,0
81,100,19983,1269,0,0,0,0,0
81,100,20332,1290,0,0,0,0,0
101,100,22997,1445,0,0,0,0,0
101,100,21076,1378,0,0,0,0,0
101,100,20999,1303,0,0,0,0,0
101,100,21059,1325,0,0,0,0,0
101,100,20448,1296,0,0,0,0,0
101,100,20514,1310,0,0,0,0,0
101,100,20402,1283,0,0,0,0,0
101,100,20577,1365,0,0,0,0,0
101,100,20137,1344,0,0,0,0,0
101,100,20524,1362,0,0,0,0,0
101,100,20530,1378,0,0,0,0,0
101,100,21282,1416,0,0,0,0,0
101,100,20551,1333,0,0,0,0,0
101,100,20516,1357,0,0,0,0,0
101,100,20060,1288,0,0,0,0,0
101,100,20424,1360,0,0,0,0,0
101,100,20655,1310,0,0,0,0,0
101,100,20456,1348,0,0,0,0,0
101,100,20176,1256,0,0,0,0,0
101,100,20038,1315,0,0,0,0,0
121,100,23074,1473,0,0,0,0,0
121,100,20787,1309,0,0,0,0,0
121,100,20485,1328,0,0,0,0,0
121,100,20905,1319,0,0,0,0,0
121,100,20235,1327,0,0,0,0,0
121,100,20156,1312,0,0,0,0,0
121,100,20095,1360,0,0,0,0,0
121,100,20206,1279,0,0,0,0,0
121,100,20197,1280,0,0,0,0,0
121,100,20299,1241,0,0,0,0,0
121,100,19861,1309,0,0,0,0,0
121,100,19815,1274,0,0,0,0,0
121,100,20154,1284,0,0,0,0,0
121,100,19945,1299,0,0,0,0,0
121,100,20299,1265,0,0,0,0,0
121,100,22454,1295,0,0,0,0,0
121,100,20212,1282,0,0,0,0,0
121,100,20352,1303,0,0,0,0,0
121,100,20315,1254,0,0,0,0,0
121,100,20040,1318,0,0,0,0,0
141,100,23312,1483,0,0,0,0,0
141,100,20850,1403,0,0,0,0,0
141,100,20651,1376,0,0,0,0,0
141,100,20478,1391,0,0,0,0,0
141,100,20830,1388,0,0,0,0,0
141,100,20734,1352,0,0,0,0,0
141,100,20565,1324,0,0,0,0,0
141,100,20432,1342,0,0,0,0,0
141,100,20487,1356,0,0,0,0,0
141,100,20277,1351,0,0,0,0,0
141,100,20134,1343,0,0,0,0,0
141,100,20489,1352,0,0,0,0,0
141,100,20253,1300,0,0,0,0,0
141,100,20498,1325,0,0,0,0,0
141,100,20216,1352,0,0,0,0,0
141,100,20454,1343,0,0,0,0,0
141,100,20002,1315,0,0,0,0,0
141,100,20803,1381,0,0,0,0,0
141,100,20548,1359,0,0,0,0,0
141,100,20439,1430,0,0,0,0,0
161,100,23260,1498,0,0,0,0,0
161,100,20956,1403,0,0,0,0,0
161,100,20332,1416,0,0,0,0,0
161,100,20519,1350,0,0,0,0,0
161,100,20555,1308,0,0,0,0,0
161,100,20277,1328,0,0,0,0,0
161,100,20128,1308,0,0,0,0,0
161,100,20029,1324,0,0,0,0,0
161,100,20085,1379,0,0,0,0,0
161,100,20357,1300,0,0,0,0,0
161,100,20067,1350,0,0,0,0,0
161,100,20329,1329,0,0,0,0,0
161,100,20328,1330,0,0,0,0,0
161,100,20156,1305,0,0,0,0,0
161,100,20674,1325,0,0,0,0,0
161,100,20352,1285,0,0,0,0,0
161,100,19995,1306,0,0,0,0,0
161,100,20574,1238,0,0,0,0,0
161,100,20043,1286,0,0,0,0,0
161,100,20115,1280,0,0,0,0,0
181,100,22999,1518,0,0,0,0,0
181,100,20959,1361,0,0,0,0,0
181,100,20762,1335,0,0,0,0,0
181,100,20406,1384,0,0,0,0,0
181,100,20604,1325,0,0,0,0,0
181,100,20637,1341,0,0,0,0,0
181,100,20431,1309,0,0,0,0,0
181,100,20387,1358,0,0,0,0,0
181,100,20300,1296,0,0,0,0,0
181,100,20427,1317,0,0,0,0,0
181,100,20581,1328,0,0,0,0,0
181,100,20253,1292,0,0,0,0,0
181,100,20291,1284,0,0,0,0,0
181,100,20249,1292,0,0,0,0,0
181,100,20343,1307,0,0,0,0,0
181,100,20179,1318,0,0,0,0,0
181,100,20218,1288,0,0,0,0,0
181,100,20520,1344,0,0,0,0,0
181,100,20770,1336,0,0,0,0,0
181,100,20471,1277,0,0,0,0,0
201,100,23323,1411,0,0,0,0,0
201,100,21183,1276,0,0,0,0,0
201,100,20552,1337,0,0,0,0,0
201,100,20379,1344,0,0,0,0,0
201,100,21993,1358,0,0,0,0,0
201,100,20938,1329,0,0,0,0,0
201,100,20686,1301,0,0,0,0,0
201,100,20307,1299,0,0,0,0,0
201,100,20259,1280,0,0,0,0,0
201,100,20168,1292,0,0,0,0,0
201,100,20217,1305,0,0,0,0,0
201,100,20428,1318,0,0,0,0,0
201,100,20390,1345,0,0,0,0,0
201,100,20544,1281,0,0,0,0,0
201,100,20732,1291,0,0,0,0,0
201,100,20264,1313,0,0,0,0,0
201,100,20223,1320,0,0,0,0,0
201,100,20718,1322,0,0,0,0,0
201,100,20794,1261,0,0,0,0,0
201,100,20626,1279,0,0,0,0,0
221,100,22931,1467,0,0,0,0,0
221,100,20842,1324,0,0,0,0,0
221,100,20582,1320,0,0,0,0,0
221,100,20635,1295,0,0,0,0,0
221,100,20180,1236,0,0,0,0,0
221,100,20260,1343,0,0,0,0,0
221,100,20085,1242,0,0,0,0,0
221,100,20207,1248,0,0,0,0,0
221,100,19924,21399,0,0,0,0,0
221,100,20514,1305,0,0,0,0,0
221,100,20133,1249,0,0,0,0,0
221,100,19904,1313,0,0,0,0,0
221,100,19985,1287,0,0,0,0,0
221,100,20065,1300,0,0,0,0,0
221,100,20201,1235,0,0,0,0,0
221,100,19953,1252,0,0,0,0,0
221,100,20056,1230,0,0,0,0,0
221,100,20243,1246,0,0,0,0,0
221,100,20019,1250,0,0,0,0,0
221,100,19780,1220,0,0,0,0,0
241,100,23341,1487,0,0,0,0,0
241,100,21305,1385,0,0,0,0,0
241,100,20497,1351,0,0,0,0,0
241,100,20851,1238,0,0,0,0,0
241,100,20686,1335,0,0,0,0,0
241,100,20544,1313,0,0,0,0,0
241,100,20665,1317,0,0,0,0,0
241,100,20631,1285,0,0,0,0,0
241,100,20445,1209,0,0,0,0,0
241,100,20545,1285,0,0,0,0,0
241,100,20701,1266,0,0,0,0,0
241,100,20881,1264,0,0,0,0,0
241,100,21013,1389,0,0,0,0,0
