Pallet: "pallet_treasury", Extrinsic: "propose_spend", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
26288,1541,0,0,0,0,0
22324,1375,0,0,0,0,0
21838,1435,0,0,0,0,0
22356,1424,0,0,0,0,0
22090,1492,0,0,0,0,0
22182,1427,0,0,0,0,0
21792,1425,0,0,0,0,0
21911,1375,0,0,0,0,0
21741,1429,0,0,0,0,0
21640,1385,0,0,0,0,0
21736,1408,0,0,0,0,0
21623,1433,0,0,0,0,0
21363,1359,0,0,0,0,0
21457,1357,0,0,0,0,0
21752,1417,0,0,0,0,0
21610,1377,0,0,0,0,0
21870,1375,0,0,0,0,0
21713,1392,0,0,0,0,0
21300,1398,0,0,0,0,0
21675,1334,0,0,0,0,0

Raw Storage Info
========
Storage: Treasury ProposalCount (r:1 w:1)
Storage: Treasury Proposals (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.75
              µs

Reads = 1
Writes = 2

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.75
              µs

Reads = 1
Writes = 2

Pallet: "pallet_treasury", Extrinsic: "reject_proposal", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
27721,1603,0,0,0,0,0
25709,1479,0,0,0,0,0
25565,1579,0,0,0,0,0
25148,1507,0,0,0,0,0
25049,1513,0,0,0,0,0
25196,1404,0,0,0,0,0
25057,1482,0,0,0,0,0
25305,1476,0,0,0,0,0
25256,1477,0,0,0,0,0
24789,1502,0,0,0,0,0
25566,1447,0,0,0,0,0
25400,1498,0,0,0,0,0
25692,1493,0,0,0,0,0
25723,1487,0,0,0,0,0
25380,1527,0,0,0,0,0
24864,1475,0,0,0,0,0
25337,1494,0,0,0,0,0
25371,1471,0,0,0,0,0
25769,1419,0,0,0,0,0
25582,1496,0,0,0,0,0

Raw Storage Info
========
Storage: Treasury Proposals (r:1 w:1)
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    25.38
              µs

Reads = 2
Writes = 2

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    25.38
              µs

Reads = 2
Writes = 2

Pallet: "pallet_treasury", Extrinsic: "approve_proposal", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
p,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
31,10281,1425,0,0,0,0,0
31,10423,1337,0,0,0,0,0
31,10467,1427,0,0,0,0,0
31,10559,1390,0,0,0,0,0
31,10522,1401,0,0,0,0,0
31,10670,1403,0,0,0,0,0
31,10233,1408,0,0,0,0,0
32,11248,1425,0,0,0,0,0
32,10683,1389,0,0,0,0,0
32,10481,1436,0,0,0,0,0
32,10703,1391,0,0,0,0,0
32,10616,1426,0,0,0,0,0
32,10571,1405,0,0,0,0,0
32,10696,1415,0,0,0,0,0
32,10340,1424,0,0,0,0,0
32,10499,1443,0,0,0,0,0
32,10412,1382,0,0,0,0,0
32,10408,1434,0,0,0,0,0
32,10518,1353,0,0,0,0,0
32,10364,1398,0,0,0,0,0
32,10651,1425,0,0,0,0,0
32,10437,1457,0,0,0,0,0
32,11416,1396,0,0,0,0,0
32,10504,1422,0,0,0,0,0
32,10497,1428,0,0,0,0,0
32,10595,1402,0,0,0,0,0
32,10425,1382,0,0,0,0,0
33,10940,1448,0,0,0,0,0
33,10735,1460,0,0,0,0,0
33,10505,1455,0,0,0,0,0
33,10493,1389,0,0,0,0,0
33,10769,1464,0,0,0,0,0
33,10687,1435,0,0,0,0,0
33,10652,1414,0,0,0,0,0
33,10290,1488,0,0,0,0,0
33,10683,1417,0,0,0,0,0
33,10620,1430,0,0,0,0,0
33,10538,1412,0,0,0,0,0
33,10605,1441,0,0,0,0,0
33,10288,1434,0,0,0,0,0
33,10957,1427,0,0,0,0,0
33,10687,1381,0,0,0,0,0
33,10651,1476,0,0,0,0,0
33,10354,1379,0,0,0,0,0
33,10504,1422,0,0,0,0,0
33,11147,1473,0,0,0,0,0
33,10537,1439,0,0,0,0,0
34,11291,1470,0,0,0,0,0
34,10686,1382,0,0,0,0,0
34,10825,1398,0,0,0,0,0
34,10556,1413,0,0,0,0,0
34,10593,1341,0,0,0,0,0
34,10877,1427,0,0,0,0,0
34,10595,1443,0,0,0,0,0
34,10886,1468,0,0,0,0,0
34,10548,1375,0,0,0,0,0
34,10703,1443,0,0,0,0,0
34,10739,1362,0,0,0,0,0
34,10480,1407,0,0,0,0,0
34,10728,1421,0,0,0,0,0
34,10679,1397,0,0,0,0,0
34,10696,1419,0,0,0,0,0
34,10508,1486,0,0,0,0,0
34,10686,1474,0,0,0,0,0
34,10842,1429,0,0,0,0,0
34,10698,1398,0,0,0,0,0
34,10638,1414,0,0,0,0,0
35,11291,1508,0,0,0,0,0
35,10645,1451,0,0,0,0,0
35,10539,1499,0,0,0,0,0
35,10832,1480,0,0,0,0,0
35,10572,1411,0,0,0,0,0
35,11075,1418,0,0,0,0,0
35,10892,1513,0,0,0,0,0
35,10768,1410,0,0,0,0,0
35,23272,1419,0,0,0,0,0
35,10648,1402,0,0,0,0,0
35,10705,1382,0,0,0,0,0
35,11008,1451,0,0,0,0,0
35,10638,1405,0,0,0,0,0
35,10700,1487,0,0,0,0,0
35,10930,1530,0,0,0,0,0
35,10899,1459,0,0,0,0,0
35,11454,1469,0,0,0,0,0
35,10950,1457,0,0,0,0,0
35,10670,1414,0,0,0,0,0
35,10824,1441,0,0,0,0,0
36,11441,1390,0,0,0,0,0
36,10898,1370,0,0,0,0,0
36,11003,1351,0,0,0,0,0
36,11028,1410,0,0,0,0,0
36,10615,1380,0,0,0,0,0
36,10707,1331,0,0,0,0,0
36,10889,1407,0,0,0,0,0
36,10371,1404,0,0,0,0,0
36,10803,1378,0,0,0,0,0
36,10616,1409,0,0,0,0,0
36,10796,1390,0,0,0,0,0
36,10773,1350,0,0,0,0,0
36,10673,1372,0,0,0,0,0
36,10712,1355,0,0,0,0,0
36,10526,1378,0,0,0,0,0
36,10504,1367,0,0,0,0,0
36,10516,1368,0,0,0,0,0
36,10589,1370,0,0,0,0,0
36,10477,1351,0,0,0,0,0
36,10534,1414,0,0,0,0,0
37,11938,1505,0,0,0,0,0
37,11226,1415,0,0,0,0,0
37,11137,1432,0,0,0,0,0
37,11125,1409,0,0,0,0,0
37,11297,1404,0,0,0,0,0
37,11269,1480,0,0,0,0,0
37,10981,1403,0,0,0,0,0
37,11345,1438,0,0,0,0,0
37,11274,1425,0,0,0,0,0
37,10974,1409,0,0,0,0,0
37,11221,1433,0,0,0,0,0
37,11371,1398,0,0,0,0,0
37,11109,1435,0,0,0,0,0
37,10914,1479,0,0,0,0,0
37,11053,1427,0,0,0,0,0
37,11299,1388,0,0,0,0,0
37,11111,1428,0,0,0,0,0
37,11002,1392,0,0,0,0,0
37,11209,1436,0,0,0,0,0
37,11267,1471,0,0,0,0,0
38,11599,1413,0,0,0,0,0
38,10904,1383,0,0,0,0,0
38,10854,1395,0,0,0,0,0
38,10713,1373,0,0,0,0,0
38,11335,1443,0,0,0,0,0
38,10716,1342,0,0,0,0,0
38,10864,1372,0,0,0,0,0
38,10939,1384,0,0,0,0,0
38,11114,1358,0,0,0,0,0
38,10890,1353,0,0,0,0,0
38,10745,1326,0,0,0,0,0
38,10711,1352,0,0,0,0,0
38,10962,2141,0,0,0,0,0
38,10977,1370,0,0,0,0,0
38,10585,1392,0,0,0,0,0
38,10668,1384,0,0,0,0,0
38,10688,1365,0,0,0,0,0
38,10613,1402,0,0,0,0,0
38,10684,1396,0,0,0,0,0
38,10907,1387,0,0,0,0,0
39,11988,1399,0,0,0,0,0
39,11506,1387,0,0,0,0,0
39,11162,1355,0,0,0,0,0
39,11407,1485,0,0,0,0,0
39,11368,1381,0,0,0,0,0
39,11527,1461,0,0,0,0,0
39,11268,1396,0,0,0,0,0
39,11211,1390,0,0,0,0,0
39,11127,1368,0,0,0,0,0
39,11654,1453,0,0,0,0,0
39,11390,1389,0,0,0,0,0
39,11371,1317,0,0,0,0,0
39,11145,1313,0,0,0,0,0
39,11338,1419,0,0,0,0,0
39,11245,1346,0,0,0,0,0
39,11527,1402,0,0,0,0,0
39,11417,1346,0,0,0,0,0
39,11406,1383,0,0,0,0,0
39,11669,1348,0,0,0,0,0
39,11557,1331,0,0,0,0,0
40,11741,1422,0,0,0,0,0
40,11156,1382,0,0,0,0,0
40,11494,1362,0,0,0,0,0
40,11293,1407,0,0,0,0,0
40,11348,1385,0,0,0,0,0
40,11188,1399,0,0,0,0,0
40,11346,1419,0,0,0,0,0
40,10960,1434,0,0,0,0,0
40,11306,1401,0,0,0,0,0
40,11472,1364,0,0,0,0,0
40,11319,1406,0,0,0,0,0
40,11417,1476,0,0,0,0,0
40,24534,1441,0,0,0,0,0
40,10918,1391,0,0,0,0,0
40,11347,1462,0,0,0,0,0
40,11348,1411,0,0,0,0,0
40,11658,1422,0,0,0,0,0
40,11302,1375,0,0,0,0,0
40,11319,1385,0,0,0,0,0
40,11430,1400,0,0,0,0,0
41,12443,1458,0,0,0,0,0
41,11845,1429,0,0,0,0,0
41,11603,1415,0,0,0,0,0
41,11521,1470,0,0,0,0,0
41,11684,1451,0,0,0,0,0
41,11549,1388,0,0,0,0,0
41,11534,1442,0,0,0,0,0
41,11298,1431,0,0,0,0,0
41,11554,1420,0,0,0,0,0
41,11879,1400,0,0,0,0,0
41,11588,1488,0,0,0,0,0
41,11775,1459,0,0,0,0,0
41,11714,1432,0,0,0,0,0
41,11278,1476,0,0,0,0,0
41,11855,1475,0,0,0,0,0
41,12159,1560,0,0,0,0,0
41,12218,1536,0,0,0,0,0
41,12200,1540,0,0,0,0,0
41,11985,1446,0,0,0,0,0
41,11564,1426,0,0,0,0,0
42,11887,1448,0,0,0,0,0
42,11686,1423,0,0,0,0,0
42,11371,1460,0,0,0,0,0
42,11696,1375,0,0,0,0,0
42,11808,1448,0,0,0,0,0
42,11689,1464,0,0,0,0,0
42,11622,1422,0,0,0,0,0
42,11367,1413,0,0,0,0,0
42,11896,1446,0,0,0,0,0
42,11606,1445,0,0,0,0,0
42,11536,1441,0,0,0,0,0
42,11431,1427,0,0,0,0,0
42,11384,1374,0,0,0,0,0
42,11458,1435,0,0,0,0,0
42,11395,1370,0,0,0,0,0
42,11288,1355,0,0,0,0,0
42,11823,1396,0,0,0,0,0
42,11524,1384,0,0,0,0,0
42,11382,1401,0,0,0,0,0
42,11503,1394,0,0,0,0,0
43,12358,1467,0,0,0,0,0
43,11786,1420,0,0,0,0,0
43,12134,1409,0,0,0,0,0
43,12155,1420,0,0,0,0,0
43,11836,1402,0,0,0,0,0
43,11740,1432,0,0,0,0,0
43,11524,1388,0,0,0,0,0
43,12003,1403,0,0,0,0,0
43,12023,1402,0,0,0,0,0
43,11689,1368,0,0,0,0,0
43,12614,1482,0,0,0,0,0
43,12151,1457,0,0,0,0,0
43,11958,1430,0,0,0,0,0
43,12004,1407,0,0,0,0,0
43,11996,1408,0,0,0,0,0
43,12474,1448,0,0,0,0,0
43,12285,1406,0,0,0,0,0
43,11619,1393,0,0,0,0,0
43,12013,1404,0,0,0,0,0
43,12297,1391,0,0,0,0,0
44,12162,1491,0,0,0,0,0
44,11839,1440,0,0,0,0,0
44,11956,1388,0,0,0,0,0
44,12175,1417,0,0,0,0,0
44,11981,1373,0,0,0,0,0
44,11915,1378,0,0,0,0,0
44,11993,1335,0,0,0,0,0
44,11692,1442,0,0,0,0,0
44,11792,1384,0,0,0,0,0
44,12214,1394,0,0,0,0,0
44,11859,1382,0,0,0,0,0
44,12044,1472,0,0,0,0,0
44,11983,1375,0,0,0,0,0
44,11809,1388,0,0,0,0,0
44,12250,1439,0,0,0,0,0
44,11870,1406,0,0,0,0,0
44,11894,1403,0,0,0,0,0
44,11933,1405,0,0,0,0,0
44,11942,1393,0,0,0,0,0
44,11768,1390,0,0,0,0,0
45,12349,1428,0,0,0,0,0
45,11833,1390,0,0,0,0,0
45,11617,1368,0,0,0,0,0
45,11533,1425,0,0,0,0,0
45,11728,1431,0,0,0,0,0
45,11794,1423,0,0,0,0,0
45,12075,1383,0,0,0,0,0
45,12240,1419,0,0,0,0,0
45,11829,1385,0,0,0,0,0
45,11969,1409,0,0,0,0,0
45,11921,1392,0,0,0,0,0
45,12212,1398,0,0,0,0,0
45,12569,1417,0,0,0,0,0
45,12334,1398,0,0,0,0,0
45,11920,1375,0,0,0,0,0
45,11995,1393,0,0,0,0,0
45,11627,1368,0,0,0,0,0
45,11891,1411,0,0,0,0,0
45,11716,1410,0,0,0,0,0
45,11666,1410,0,0,0,0,0
46,12357,1436,0,0,0,0,0
46,11718,1433,0,0,0,0,0
46,12110,1387,0,0,0,0,0
46,11398,1399,0,0,0,0,0
46,11606,1365,0,0,0,0,0
46,11921,1438,0,0,0,0,0
46,11599,1404,0,0,0,0,0
46,11605,1414,0,0,0,0,0
46,11830,1452,0,0,0,0,0
46,11690,1397,0,0,0,0,0
46,11803,1381,0,0,0,0,0
46,11712,1418,0,0,0,0,0
46,11573,1389,0,0,0,0,0
46,11989,1408,0,0,0,0,0
46,11747,1393,0,0,0,0,0
46,11715,1417,0,0,0,0,0
46,11823,1327,0,0,0,0,0
46,11889,1381,0,0,0,0,0
46,11797,1474,0,0,0,0,0
46,11916,1377,0,0,0,0,0
47,13009,1483,0,0,0,0,0
47,12224,1406,0,0,0,0,0
47,12439,1403,0,0,0,0,0
47,12133,1389,0,0,0,0,0
47,12355,1447,0,0,0,0,0
47,12224,1431,0,0,0,0,0
47,12306,1408,0,0,0,0,0
47,12240,1379,0,0,0,0,0
47,12240,1411,0,0,0,0,0
47,12296,1417,0,0,0,0,0
47,12162,1322,0,0,0,0,0
47,12622,1393,0,0,0,0,0
47,12368,1367,0,0,0,0,0
47,12467,1347,0,0,0,0,0
47,11965,1407,0,0,0,0,0
47,12274,1386,0,0,0,0,0
47,12200,1372,0,0,0,0,0
47,12478,1368,0,0,0,0,0
47,12324,1357,0,0,0,0,0
47,12210,1388,0,0,0,0,0
48,10651,1463,0,0,0,0,0
48,9531,1405,0,0,0,0,0
48,12154,1435,0,0,0,0,0
48,12323,1442,0,0,0,0,0
48,12105,1382,0,0,0,0,0
48,12230,1377,0,0,0,0,0
48,12207,1386,0,0,0,0,0
48,12321,1352,0,0,0,0,0
48,12240,1398,0,0,0,0,0
48,12431,1383,0,0,0,0,0
48,12436,1431,0,0,0,0,0
48,12166,1396,0,0,0,0,0
48,12343,1421,0,0,0,0,0
48,12024,1400,0,0,0,0,0
48,12246,1405,0,0,0,0,0
48,12104,1357,0,0,0,0,0
48,11972,1399,0,0,0,0,0
48,12159,1423,0,0,0,0,0
48,12104,1435,0,0,0,0,0
48,12278,1428,0,0,0,0,0
49,10257,1576,0,0,0,0,0
49,12962,1460,0,0,0,0,0
49,9947,1488,0,0,0,0,0
49,10324,1446,0,0,0,0,0
49,9893,1395,0,0,0,0,0
49,10027,1445,0,0,0,0,0
49,10304,1415,0,0,0,0,0
49,10177,1468,0,0,0,0,0
49,10008,1368,0,0,0,0,0
49,9860,1487,0,0,0,0,0
49,10162,1449,0,0,0,0,0
49,12518,1380,0,0,0,0,0
49,12429,1463,0,0,0,0,0
49,12179,1428,0,0,0,0,0
49,10816,1441,0,0,0,0,0
49,10170,1468,0,0,0,0,0
49,30087,1476,0,0,0,0,0
49,10274,1418,0,0,0,0,0
49,9969,1466,0,0,0,0,0
49,9866,1439,0,0,0,0,0
50,13048,1438,0,0,0,0,0
50,12205,1354,0,0,0,0,0
50,12397,1404,0,0,0,0,0
50,12396,1382,0,0,0,0,0
50,12384,1406,0,0,0,0,0
50,12241,1370,0,0,0,0,0
50,12671,1419,0,0,0,0,0
50,12282,1375,0,0,0,0,0
50,12678,1443,0,0,0,0,0
50,12564,1401,0,0,0,0,0
50,12388,1431,0,0,0,0,0
50,12478,1386,0,0,0,0,0
50,12883,1430,0,0,0,0,0
50,12500,1389,0,0,0,0,0
50,12417,1362,0,0,0,0,0
50,12581,1361,0,0,0,0,0
50,12464,1403,0,0,0,0,0
50,12617,1403,0,0,0,0,0
50,12599,1348,0,0,0,0,0
50,12154,1433,0,0,0,0,0
51,13212,1558,0,0,0,0,0
51,12649,1430,0,0,0,0,0
51,12576,1488,0,0,0,0,0
51,12747,1418,0,0,0,0,0
51,12773,1419,0,0,0,0,0
51,12391,1438,0,0,0,0,0
51,12739,1447,0,0,0,0,0
51,12675,1469,0,0,0,0,0
51,12355,1468,0,0,0,0,0
51,12869,1439,0,0,0,0,0
51,13035,1409,0,0,0,0,0
51,12302,1410,0,0,0,0,0
51,12074,1411,0,0,0,0,0
51,13161,1461,0,0,0,0,0
51,12600,1455,0,0,0,0,0
51,12654,1503,0,0,0,0,0
51,12750,1469,0,0,0,0,0
51,12508,1447,0,0,0,0,0
51,12645,1400,0,0,0,0,0
51,12861,1479,0,0,0,0,0
52,10680,1457,0,0,0,0,0
52,12609,1361,0,0,0,0,0
52,12806,1384,0,0,0,0,0
52,12460,1377,0,0,0,0,0
52,12421,1361,0,0,0,0,0
52,12599,1415,0,0,0,0,0
52,12428,1450,0,0,0,0,0
52,12369,1334,0,0,0,0,0
52,12537,1349,0,0,0,0,0
52,12740,1463,0,0,0,0,0
52,12599,1408,0,0,0,0,0
52,10057,1367,0,0,0,0,0
52,12515,1366,0,0,0,0,0
52,9907,1386,0,0,0,0,0
52,12536,1422,0,0,0,0,0
52,12574,1421,0,0,0,0,0
52,12454,1474,0,0,0,0,0
52,12580,1400,0,0,0,0,0
52,10006,1339,0,0,0,0,0
52,12656,1296,0,0,0,0,0
53,10650,1444,0,0,0,0,0
53,12859,1485,0,0,0,0,0
53,10279,1413,0,0,0,0,0
53,10040,1415,0,0,0,0,0
53,9881,1370,0,0,0,0,0
53,10177,1390,0,0,0,0,0
53,9862,1363,0,0,0,0,0
53,10187,1358,0,0,0,0,0
53,10122,1433,0,0,0,0,0
53,9903,1364,0,0,0,0,0
53,10043,1322,0,0,0,0,0
53,12721,1350,0,0,0,0,0
53,9847,1337,0,0,0,0,0
53,10317,1337,0,0,0,0,0
53,12759,1316,0,0,0,0,0
53,10120,1414,0,0,0,0,0
53,10328,1368,0,0,0,0,0
53,12745,1379,0,0,0,0,0
53,10294,1354,0,0,0,0,0
53,9865,1349,0,0,0,0,0
54,15523,1495,0,0,0,0,0
54,12733,1504,0,0,0,0,0
54,12787,1484,0,0,0,0,0
54,12588,1418,0,0,0,0,0
54,13072,1509,0,0,0,0,0
54,12640,1436,0,0,0,0,0
54,12850,1457,0,0,0,0,0
54,12569,1433,0,0,0,0,0
54,13056,1500,0,0,0,0,0
54,12637,1473,0,0,0,0,0
54,12233,1521,0,0,0,0,0
54,12434,1375,0,0,0,0,0
54,12703,1423,0,0,0,0,0
54,13196,1463,0,0,0,0,0
54,12887,1487,0,0,0,0,0
54,12606,1454,0,0,0,0,0
54,12464,1396,0,0,0,0,0
54,12749,1452,0,0,0,0,0
54,12787,1496,0,0,0,0,0
54,12838,1398,0,0,0,0,0
55,13333,1468,0,0,0,0,0
55,13507,1441,0,0,0,0,0
55,13654,1399,0,0,0,0,0
55,13282,1366,0,0,0,0,0
55,13304,1382,0,0,0,0,0
55,13428,1401,0,0,0,0,0
55,13181,1421,0,0,0,0,0
55,13162,1440,0,0,0,0,0
55,13092,1403,0,0,0,0,0
55,13057,1461,0,0,0,0,0
55,13165,1489,0,0,0,0,0
55,13415,1499,0,0,0,0,0
55,12989,1415,0,0,0,0,0
55,13085,1426,0,0,0,0,0
55,13051,1382,0,0,0,0,0
55,13126,1414,0,0,0,0,0
55,12887,1432,0,0,0,0,0
55,13471,1406,0,0,0,0,0
55,13243,1428,0,0,0,0,0
55,13015,1379,0,0,0,0,0
56,13357,1568,0,0,0,0,0
56,10133,1440,0,0,0,0,0
56,10139,1410,0,0,0,0,0
56,10092,1544,0,0,0,0,0
56,9954,1407,0,0,0,0,0
56,15790,1515,0,0,0,0,0
56,12800,1501,0,0,0,0,0
56,10117,1458,0,0,0,0,0
56,12640,1489,0,0,0,0,0
56,12959,1423,0,0,0,0,0
56,12732,1496,0,0,0,0,0
56,10388,1471,0,0,0,0,0
56,12821,1445,0,0,0,0,0
56,12731,1475,0,0,0,0,0
56,12759,1450,0,0,0,0,0
56,10080,1473,0,0,0,0,0
56,12739,1431,0,0,0,0,0
56,12589,1541,0,0,0,0,0
56,13042,1438,0,0,0,0,0
56,12823,1479,0,0,0,0,0
57,13776,1441,0,0,0,0,0
57,10111,1451,0,0,0,0,0
57,12750,1409,0,0,0,0,0
57,13148,1478,0,0,0,0,0
57,12963,1396,0,0,0,0,0
57,10367,1437,0,0,0,0,0
57,10328,1437,0,0,0,0,0
57,22906,1420,0,0,0,0,0
57,13243,1466,0,0,0,0,0
57,13066,1463,0,0,0,0,0
57,10175,1463,0,0,0,0,0
57,10268,1409,0,0,0,0,0
57,10200,1391,0,0,0,0,0
57,10253,1435,0,0,0,0,0
57,10235,1419,0,0,0,0,0
57,10642,1432,0,0,0,0,0
57,12890,1411,0,0,0,0,0
57,12775,1398,0,0,0,0,0
57,12998,1395,0,0,0,0,0
57,9987,1351,0,0,0,0,0
58,11079,1455,0,0,0,0,0
58,10058,1360,0,0,0,0,0
58,10594,1443,0,0,0,0,0
58,13021,1356,0,0,0,0,0
58,10459,1440,0,0,0,0,0
58,10514,1385,0,0,0,0,0
58,10030,1401,0,0,0,0,0
58,12915,1416,0,0,0,0,0
58,13032,1409,0,0,0,0,0
58,12892,1344,0,0,0,0,0
58,13252,1370,0,0,0,0,0
58,10117,1369,0,0,0,0,0
58,12818,1396,0,0,0,0,0
58,13066,1359,0,0,0,0,0
58,12948,1408,0,0,0,0,0
58,13181,1369,0,0,0,0,0
58,12823,1384,0,0,0,0,0
58,12889,1405,0,0,0,0,0
58,10276,1366,0,0,0,0,0
58,10400,1309,0,0,0,0,0
59,13687,1461,0,0,0,0,0
59,13716,1457,0,0,0,0,0
59,13358,1440,0,0,0,0,0
59,18040,1463,0,0,0,0,0
59,13441,1417,0,0,0,0,0
59,13205,1454,0,0,0,0,0
59,13705,1404,0,0,0,0,0
59,13119,1412,0,0,0,0,0
59,13609,1434,0,0,0,0,0
59,13846,1412,0,0,0,0,0
59,13222,1489,0,0,0,0,0
59,13322,1416,0,0,0,0,0
59,13428,1395,0,0,0,0,0
59,13520,1415,0,0,0,0,0
59,13219,1356,0,0,0,0,0
59,10727,1418,0,0,0,0,0
59,13533,1407,0,0,0,0,0
59,13722,1418,0,0,0,0,0
59,13600,1398,0,0,0,0,0
59,13419,1446,0,0,0,0,0
60,14153,1444,0,0,0,0,0
60,13529,1393,0,0,0,0,0
60,13098,1399,0,0,0,0,0
60,13202,1368,0,0,0,0,0
60,13048,1362,0,0,0,0,0
60,13328,1372,0,0,0,0,0
60,13419,1363,0,0,0,0,0
60,13145,1390,0,0,0,0,0
60,13294,1414,0,0,0,0,0
60,13507,1432,0,0,0,0,0
60,13017,1366,0,0,0,0,0
60,12919,1368,0,0,0,0,0
60,13063,1405,0,0,0,0,0
60,13398,1400,0,0,0,0,0
60,13379,1388,0,0,0,0,0
60,13477,1419,0,0,0,0,0
60,13209,1405,0,0,0,0,0
60,13391,1418,0,0,0,0,0
60,13213,1336,0,0,0,0,0
60,13220,1426,0,0,0,0,0
61,10970,1495,0,0,0,0,0
61,10052,1392,0,0,0,0,0
61,10265,1416,0,0,0,0,0
61,13681,1440,0,0,0,0,0
61,10395,1375,0,0,0,0,0
61,10467,1485,0,0,0,0,0
61,13151,1414,0,0,0,0,0
61,10856,1397,0,0,0,0,0
61,13353,1389,0,0,0,0,0
61,10635,1443,0,0,0,0,0
61,10767,1459,0,0,0,0,0
61,10683,1408,0,0,0,0,0
61,10235,1432,0,0,0,0,0
61,10621,1369,0,0,0,0,0
61,13458,1402,0,0,0,0,0
61,10248,1373,0,0,0,0,0
61,10522,1437,0,0,0,0,0
61,10545,1416,0,0,0,0,0
61,10527,1369,0,0,0,0,0
61,10376,1405,0,0,0,0,0
62,10743,1431,0,0,0,0,0
62,13486,1389,0,0,0,0,0
62,10298,1384,0,0,0,0,0
62,10447,1357,0,0,0,0,0
62,11089,1399,0,0,0,0,0
62,10508,1431,0,0,0,0,0
62,10526,1399,0,0,0,0,0
62,10697,1353,0,0,0,0,0
62,10051,1410,0,0,0,0,0
62,13299,1397,0,0,0,0,0
62,13300,1408,0,0,0,0,0
62,13267,1402,0,0,0,0,0
62,13825,1381,0,0,0,0,0
62,13504,1355,0,0,0,0,0
62,13086,1403,0,0,0,0,0
62,13415,1416,0,0,0,0,0
62,13349,1396,0,0,0,0,0
62,13488,1424,0,0,0,0,0
62,13483,1380,0,0,0,0,0
62,13381,1394,0,0,0,0,0
63,11320,1469,0,0,0,0,0
63,10739,1460,0,0,0,0,0
63,13837,1420,0,0,0,0,0
63,13622,1441,0,0,0,0,0
63,16572,1479,0,0,0,0,0
63,11088,1510,0,0,0,0,0
63,11038,1475,0,0,0,0,0
63,10857,1517,0,0,0,0,0
63,10908,1397,0,0,0,0,0
63,13795,1528,0,0,0,0,0
63,13641,1425,0,0,0,0,0
63,10978,1524,0,0,0,0,0
63,10611,1416,0,0,0,0,0
63,11192,1516,0,0,0,0,0
63,10686,1414,0,0,0,0,0
63,10792,1522,0,0,0,0,0
63,13840,1468,0,0,0,0,0
63,10783,1460,0,0,0,0,0
63,14043,1442,0,0,0,0,0
63,13739,1453,0,0,0,0,0
64,13780,1510,0,0,0,0,0
64,13789,1363,0,0,0,0,0
64,13564,1470,0,0,0,0,0
64,13617,1480,0,0,0,0,0
64,13425,1502,0,0,0,0,0
64,13507,1407,0,0,0,0,0
64,13613,1447,0,0,0,0,0
64,13366,1464,0,0,0,0,0
64,13605,1466,0,0,0,0,0
64,13371,1419,0,0,0,0,0
64,13382,1492,0,0,0,0,0
64,13566,1414,0,0,0,0,0
64,14171,1439,0,0,0,0,0
64,13280,1474,0,0,0,0,0
64,13744,1451,0,0,0,0,0
64,13269,1462,0,0,0,0,0
64,13576,1454,0,0,0,0,0
64,13602,1448,0,0,0,0,0
64,13999,1498,0,0,0,0,0
64,14057,1479,0,0,0,0,0
65,13907,1543,0,0,0,0,0
65,13604,1463,0,0,0,0,0
65,13352,1468,0,0,0,0,0
65,13682,1499,0,0,0,0,0
65,13547,1468,0,0,0,0,0
65,13162,1488,0,0,0,0,0
65,13574,1486,0,0,0,0,0
65,13655,1518,0,0,0,0,0
65,13358,1456,0,0,0,0,0
65,13447,1475,0,0,0,0,0
65,13279,1482,0,0,0,0,0
65,13516,1483,0,0,0,0,0
65,13715,1452,0,0,0,0,0
65,13599,1480,0,0,0,0,0
65,13630,1498,0,0,0,0,0
65,13446,1412,0,0,0,0,0
65,13366,1426,0,0,0,0,0
65,13494,1474,0,0,0,0,0
65,13614,1449,0,0,0,0,0
65,13508,1405,0,0,0,0,0
66,14134,1478,0,0,0,0,0
66,14229,1446,0,0,0,0,0
66,14138,1477,0,0,0,0,0
66,13679,1453,0,0,0,0,0
66,14209,1437,0,0,0,0,0
66,13892,1414,0,0,0,0,0
66,14068,1394,0,0,0,0,0
66,13921,1396,0,0,0,0,0
66,13968,1405,0,0,0,0,0
66,13977,1389,0,0,0,0,0
66,13714,1460,0,0,0,0,0
66,13964,1375,0,0,0,0,0
66,14053,1440,0,0,0,0,0
66,13922,1387,0,0,0,0,0
66,13711,1424,0,0,0,0,0
66,13978,1434,0,0,0,0,0
66,13838,1424,0,0,0,0,0
66,13802,1358,0,0,0,0,0
