Pallet: "frame_system", Extrinsic: "remark", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
b,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
2831148,1107449,1324,0,0,0,0,0
2831148,1066155,1202,0,0,0,0,0
2831148,1067621,1235,0,0,0,0,0
2831148,1066459,1213,0,0,0,0,0
2831148,1066209,1177,0,0,0,0,0
2831148,1065679,1232,0,0,0,0,0
2831148,1066367,1166,0,0,0,0,0
2831148,1106624,1248,0,0,0,0,0
2831148,1066446,1228,0,0,0,0,0
2831148,1103180,1138,0,0,0,0,0
2831148,1066969,1196,0,0,0,0,0
2831148,1099743,1195,0,0,0,0,0
2831148,1066401,1146,0,0,0,0,0
2831148,1066710,1142,0,0,0,0,0
2831148,1066188,1220,0,0,0,0,0
2831148,1093773,1236,0,0,0,0,0
2831148,1067269,1216,0,0,0,0,0
2831148,1065881,1162,0,0,0,0,0
2831148,1097435,1431,0,0,0,0,0
2909791,1144160,1811,0,0,0,0,0
2909791,1097553,1200,0,0,0,0,0
2909791,1135188,1244,0,0,0,0,0
2909791,1095811,1153,0,0,0,0,0
2909791,1096562,1159,0,0,0,0,0
2909791,1095939,1345,0,0,0,0,0
2909791,1095809,1203,0,0,0,0,0
2909791,1130511,1230,0,0,0,0,0
2909791,1095838,1129,0,0,0,0,0
2909791,1133226,1060,0,0,0,0,0
2909791,1096160,1191,0,0,0,0,0
2909791,1127721,1503,0,0,0,0,0
2909791,1095235,1130,0,0,0,0,0
2909791,1096268,1162,0,0,0,0,0
2909791,1095874,1248,0,0,0,0,0
2909791,1167714,1261,0,0,0,0,0
2909791,1100382,1131,0,0,0,0,0
2909791,1096220,1226,0,0,0,0,0
2909791,1100420,1236,0,0,0,0,0
2909791,1096114,1213,0,0,0,0,0
2988434,1175323,1703,0,0,0,0,0
2988434,1126540,1193,0,0,0,0,0
2988434,1125677,1153,0,0,0,0,0
2988434,1124982,1108,0,0,0,0,0
2988434,1125651,1159,0,0,0,0,0
2988434,1163992,1587,0,0,0,0,0
2988434,1126179,1166,0,0,0,0,0
2988434,1160194,1263,0,0,0,0,0
2988434,1125417,1158,0,0,0,0,0
2988434,1126179,1133,0,0,0,0,0
2988434,1126446,1188,0,0,0,0,0
2988434,1126700,1146,0,0,0,0,0
2988434,1158982,1227,0,0,0,0,0
2988434,1239211,1243,0,0,0,0,0
2988434,1125911,1249,0,0,0,0,0
2988434,1125624,1179,0,0,0,0,0
2988434,1126245,1134,0,0,0,0,0
2988434,1130119,1234,0,0,0,0,0
2988434,1125962,1142,0,0,0,0,0
2988434,1128909,944,0,0,0,0,0
3067077,1164406,1771,0,0,0,0,0
3067077,1156578,1255,0,0,0,0,0
3067077,1193871,1567,0,0,0,0,0
3067077,1156348,1281,0,0,0,0,0
3067077,1224888,1570,0,0,0,0,0
3067077,1155332,1243,0,0,0,0,0
3067077,1155282,1239,0,0,0,0,0
3067077,1190528,1209,0,0,0,0,0
3067077,1156222,1255,0,0,0,0,0
3067077,1159421,1206,0,0,0,0,0
3067077,1197628,1302,0,0,0,0,0
3067077,1156289,1304,0,0,0,0,0
3067077,1159106,1232,0,0,0,0,0
3067077,1155784,1243,0,0,0,0,0
3067077,1158261,1278,0,0,0,0,0
3067077,1155159,1254,0,0,0,0,0
3067077,1155397,1255,0,0,0,0,0
3067077,1155689,1228,0,0,0,0,0
3067077,1184127,1398,0,0,0,0,0
3067077,1227915,1130,0,0,0,0,0
3145720,1193659,1591,0,0,0,0,0
3145720,1186535,1199,0,0,0,0,0
3145720,1185650,1224,0,0,0,0,0
3145720,1224612,1304,0,0,0,0,0
3145720,1203729,1534,0,0,0,0,0
3145720,1214735,1213,0,0,0,0,0
3145720,1221092,1234,0,0,0,0,0
3145720,1186567,1159,0,0,0,0,0
3145720,1220321,1284,0,0,0,0,0
3145720,1185849,1154,0,0,0,0,0
3145720,1184906,1213,0,0,0,0,0
3145720,1218462,1214,0,0,0,0,0
3145720,1185158,1310,0,0,0,0,0
3145720,1283464,1278,0,0,0,0,0
3145720,1186574,1194,0,0,0,0,0
3145720,1188302,1208,0,0,0,0,0
3145720,1190009,1269,0,0,0,0,0
3145720,1185815,1178,0,0,0,0,0
3145720,1185789,1236,0,0,0,0,0
3145720,1185356,1198,0,0,0,0,0
3224363,1256765,1863,0,0,0,0,0
3224363,1256143,1299,0,0,0,0,0
3224363,1215591,1220,0,0,0,0,0
3224363,1258461,1326,0,0,0,0,0
3224363,1215683,1186,0,0,0,0,0
3224363,1216409,1264,0,0,0,0,0
3224363,1255248,1299,0,0,0,0,0
3224363,1215550,1175,0,0,0,0,0
3224363,1307834,1146,0,0,0,0,0
3224363,1251978,1300,0,0,0,0,0
3224363,1216233,1222,0,0,0,0,0
3224363,1229412,1287,0,0,0,0,0
3224363,1216107,1240,0,0,0,0,0
3224363,1215500,1199,0,0,0,0,0
3224363,1219899,1210,0,0,0,0,0
3224363,1215513,1236,0,0,0,0,0
3224363,1216085,1221,0,0,0,0,0
3224363,1220301,1242,0,0,0,0,0
3224363,1216077,1181,0,0,0,0,0
3224363,1247982,1280,0,0,0,0,0
3303006,1297153,1591,0,0,0,0,0
3303006,1244598,1199,0,0,0,0,0
3303006,1309761,1323,0,0,0,0,0
3303006,1284017,1281,0,0,0,0,0
3303006,1247331,1269,0,0,0,0,0
3303006,1247567,1196,0,0,0,0,0
3303006,1278993,1264,0,0,0,0,0
3303006,1245682,1224,0,0,0,0,0
3303006,1276612,1252,0,0,0,0,0
3303006,1245969,1143,0,0,0,0,0
3303006,1245707,1163,0,0,0,0,0
3303006,1250054,1228,0,0,0,0,0
3303006,1245057,1174,0,0,0,0,0
3303006,1245041,1258,0,0,0,0,0
3303006,1250810,1150,0,0,0,0,0
3303006,1245622,1270,0,0,0,0,0
3303006,1245838,1167,0,0,0,0,0
3303006,1244986,1238,0,0,0,0,0
3303006,1244400,1197,0,0,0,0,0
3303006,1249787,1220,0,0,0,0,0
3381649,1284168,1823,0,0,0,0,0
3381649,1315414,1350,0,0,0,0,0
3381649,1276011,1215,0,0,0,0,0
3381649,1276806,1260,0,0,0,0,0
3381649,1315120,1200,0,0,0,0,0
3381649,1276251,1268,0,0,0,0,0
3381649,1274429,1195,0,0,0,0,0
3381649,1309377,1275,0,0,0,0,0
3381649,1274954,1180,0,0,0,0,0
3381649,1276079,1209,0,0,0,0,0
3381649,1280654,1216,0,0,0,0,0
3381649,1276776,1178,0,0,0,0,0
3381649,1275127,1183,0,0,0,0,0
3381649,1281632,1255,0,0,0,0,0
3381649,1274823,1193,0,0,0,0,0
3381649,1275764,1160,0,0,0,0,0
3381649,1275458,1161,0,0,0,0,0
3381649,1275855,1172,0,0,0,0,0
3381649,1278845,1150,0,0,0,0,0
3381649,1275783,1184,0,0,0,0,0
3460292,1313164,1698,0,0,0,0,0
3460292,1343107,1271,0,0,0,0,0
3460292,1306476,1217,0,0,0,0,0
3460292,1305619,1158,0,0,0,0,0
3460292,1343644,1296,0,0,0,0,0
3460292,1305777,1194,0,0,0,0,0
3460292,1306003,1255,0,0,0,0,0
3460292,1342427,1298,0,0,0,0,0
3460292,1304115,1195,0,0,0,0,0
3460292,1305356,1226,0,0,0,0,0
3460292,1337781,1269,0,0,0,0,0
3460292,1305946,1175,0,0,0,0,0
3460292,1305932,1163,0,0,0,0,0
3460292,1309490,1245,0,0,0,0,0
3460292,1304557,1148,0,0,0,0,0
3460292,1304204,1227,0,0,0,0,0
3460292,1337975,1299,0,0,0,0,0
3460292,1304124,1243,0,0,0,0,0
3460292,1390354,1298,0,0,0,0,0
3460292,1340870,1348,0,0,0,0,0
3538935,1386072,1768,0,0,0,0,0
3538935,1377002,1232,0,0,0,0,0
3538935,1334428,1222,0,0,0,0,0
3538935,1336000,1221,0,0,0,0,0
3538935,1381656,1229,0,0,0,0,0
3538935,1335656,1173,0,0,0,0,0
3538935,1335645,1187,0,0,0,0,0
3538935,1371716,1209,0,0,0,0,0
3538935,1334882,1330,0,0,0,0,0
3538935,1365993,1229,0,0,0,0,0
3538935,1395494,1232,0,0,0,0,0
3538935,1336349,1189,0,0,0,0,0
3538935,1334801,1183,0,0,0,0,0
3538935,1340466,1180,0,0,0,0,0
3538935,1333924,1189,0,0,0,0,0
3538935,1335189,1142,0,0,0,0,0
3538935,1432872,1312,0,0,0,0,0
3538935,1336185,1132,0,0,0,0,0
3538935,1383097,1366,0,0,0,0,0
3538935,1336546,1150,0,0,0,0,0
3617578,1433920,1863,0,0,0,0,0
3617578,1367336,1231,0,0,0,0,0
3617578,1407316,1299,0,0,0,0,0
3617578,1366015,1273,0,0,0,0,0
3617578,1364815,1195,0,0,0,0,0
3617578,1408308,1319,0,0,0,0,0
3617578,1365135,1235,0,0,0,0,0
3617578,1432346,1334,0,0,0,0,0
3617578,1407365,1290,0,0,0,0,0
3617578,1367475,1316,0,0,0,0,0
3617578,1366957,1216,0,0,0,0,0
3617578,1366207,1272,0,0,0,0,0
3617578,1371642,1270,0,0,0,0,0
3617578,1365618,1213,0,0,0,0,0
3617578,1365870,1230,0,0,0,0,0
3617578,1371570,1294,0,0,0,0,0
3617578,1365299,1276,0,0,0,0,0
3617578,1366539,1209,0,0,0,0,0
3617578,1370817,1224,0,0,0,0,0
3617578,1365869,1224,0,0,0,0,0
3696221,1404658,2252,0,0,0,0,0
3696221,1396365,1221,0,0,0,0,0
3696221,1437682,1335,0,0,0,0,0
3696221,1396439,1343,0,0,0,0,0
3696221,1395098,1218,0,0,0,0,0
3696221,1440876,1253,0,0,0,0,0
3696221,1395885,1297,0,0,0,0,0
3696221,1394678,1237,0,0,0,0,0
3696221,1396093,1161,0,0,0,0,0
3696221,1465111,1319,0,0,0,0,0
3696221,1395347,1132,0,0,0,0,0
3696221,1395489,1246,0,0,0,0,0
3696221,1406448,1272,0,0,0,0,0
3696221,1397292,1336,0,0,0,0,0
3696221,1394631,1156,0,0,0,0,0
3696221,1395869,1236,0,0,0,0,0
3696221,1399432,1132,0,0,0,0,0
3696221,1396183,1184,0,0,0,0,0
3696221,1396406,1179,0,0,0,0,0
3696221,1400704,1221,0,0,0,0,0
3774864,1433202,1796,0,0,0,0,0
3774864,1466913,1387,0,0,0,0,0
3774864,1426352,1229,0,0,0,0,0
3774864,1426186,1317,0,0,0,0,0
3774864,1464020,1276,0,0,0,0,0
3774864,1459436,1560,0,0,0,0,0
3774864,1425876,1307,0,0,0,0,0
3774864,1458086,1214,0,0,0,0,0
3774864,1475651,1348,0,0,0,0,0
3774864,1558217,1584,0,0,0,0,0
3774864,1430280,1287,0,0,0,0,0
3774864,1427247,1234,0,0,0,0,0
3774864,1491187,1510,0,0,0,0,0
3774864,1460614,1313,0,0,0,0,0
3774864,1460236,1293,0,0,0,0,0
3774864,1426880,1276,0,0,0,0,0
3774864,1432130,1263,0,0,0,0,0
3774864,1426801,1255,0,0,0,0,0
3774864,1425457,1274,0,0,0,0,0
3774864,1431590,1230,0,0,0,0,0
3853507,1465548,1742,0,0,0,0,0
3853507,1456363,1291,0,0,0,0,0
3853507,1502389,1273,0,0,0,0,0
3853507,1525151,1667,0,0,0,0,0
3853507,1455043,1310,0,0,0,0,0
3853507,1455808,1246,0,0,0,0,0
3853507,1489658,1329,0,0,0,0,0
3853507,1491033,1270,0,0,0,0,0
3853507,1455718,1253,0,0,0,0,0
3853507,1495957,1292,0,0,0,0,0
3853507,1488734,1225,0,0,0,0,0
3853507,1537014,1111,0,0,0,0,0
3853507,1498326,1130,0,0,0,0,0
3853507,1457963,1263,0,0,0,0,0
3853507,1454919,1358,0,0,0,0,0
3853507,1489225,1281,0,0,0,0,0
3853507,1454213,1212,0,0,0,0,0
3853507,1456460,1280,0,0,0,0,0
3853507,1460488,1334,0,0,0,0,0
3853507,1459907,1227,0,0,0,0,0
3932150,1494891,1806,0,0,0,0,0
3932150,1486835,1217,0,0,0,0,0
3932150,1483379,1410,0,0,0,0,0
3932150,1527387,1168,0,0,0,0,0
3932150,1485107,1193,0,0,0,0,0
3932150,1486006,1132,0,0,0,0,0
3932150,1485165,1248,0,0,0,0,0
3932150,1519348,1322,0,0,0,0,0
3932150,1517924,1369,0,0,0,0,0
3932150,1489312,1312,0,0,0,0,0
3932150,1484081,1257,0,0,0,0,0
3932150,1490814,1209,0,0,0,0,0
3932150,1489791,1349,0,0,0,0,0
3932150,1484604,1289,0,0,0,0,0
3932150,1484255,1209,0,0,0,0,0
3932150,1492378,1209,0,0,0,0,0
3932150,1490175,1202,0,0,0,0,0
3932150,1487036,1348,0,0,0,0,0
3932150,1483874,1581,0,0,0,0,0
3932150,1491061,1243,0,0,0,0,0

Raw Storage Info
========

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    0.087
    + b        0
              µs

Reads = 0 + (0 * b)
Writes = 0 + (0 * b)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    b   mean µs  sigma µs       %
    0     0.305     0.008    2.6%
78643     30.89     0.011    0.0%
157286     61.18     0.012    0.0%
235929     89.38     0.016    0.0%
314572     121.6     0.009    0.0%
393215     148.5     0.036    0.0%
471858     182.1     0.019    0.0%
550501     207.6      0.01    0.0%
629144     237.2     0.024    0.0%
707787     266.7     0.033    0.0%
786430     296.3     0.014    0.0%
865073     325.8     0.021    0.0%
943716     355.5     0.039    0.0%
1022359       385     0.016    0.0%
1101002     414.8     0.642    0.1%
1179645     444.1     0.029    0.0%
1258288     473.7     0.027    0.0%
1336931     503.2     0.026    0.0%
1415574     532.8     0.051    0.0%
1494217     562.4     0.025    0.0%
1572860     595.1     8.192    1.3%
1651503     621.5     0.036    0.0%
1730146     660.8     14.44    2.1%
1808789     681.3     1.844    0.2%
1887432     710.2     0.051    0.0%
1966075     739.9     0.093    0.0%
2044718     773.9     7.005    0.9%
2123361     799.2     0.671    0.0%
2202004     829.2     1.586    0.1%
2280647     858.5     0.683    0.0%
2359290     893.1     9.521    1.0%
2437933     925.4     12.59    1.3%
2516576     950.8     8.202    0.8%
2595219     996.9     16.03    1.6%
2673862      1006     0.199    0.0%
2752505      1037     1.851    0.1%
2831148      1070     8.221    0.7%
2909791      1100     9.273    0.8%
2988434      1126     1.345    0.1%
3067077      1160     8.199    0.7%
3145720      1192     9.162    0.7%
3224363      1225     13.08    1.0%
3303006      1247     1.945    0.1%
3381649      1276      1.53    0.1%
3460292      1313     12.43    0.9%
3538935      1347     16.22    1.2%
3617578      1368     2.226    0.1%
3696221      1397     1.573    0.1%
3774864      1441     14.52    1.0%
3853507      1471        15    1.0%
3932150      1488     2.223    0.1%

Quality and confidence:
param     error
b             0

Model:
Time ~=        0
    + b        0
              µs

Reads = 0 + (0 * b)
Writes = 0 + (0 * b)

Pallet: "frame_system", Extrinsic: "remark_with_event", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
b,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
0,10648,1323,0,0,0,0,0
0,10338,1236,0,0,0,0,0
0,8646,1147,0,0,0,0,0
0,8464,1181,0,0,0,0,0
0,8402,1172,0,0,0,0,0
0,8439,1136,0,0,0,0,0
0,8436,1078,0,0,0,0,0
0,8337,1065,0,0,0,0,0
0,8410,1127,0,0,0,0,0
0,8246,1068,0,0,0,0,0
0,8434,1124,0,0,0,0,0
0,8556,1076,0,0,0,0,0
0,8424,1114,0,0,0,0,0
0,8580,1127,0,0,0,0,0
0,8365,1166,0,0,0,0,0
0,8431,1068,0,0,0,0,0
0,8341,1105,0,0,0,0,0
0,10006,1094,0,0,0,0,0
0,8626,1086,0,0,0,0,0
0,8211,1044,0,0,0,0,0
78643,120877,1313,0,0,0,0,0
78643,118789,1193,0,0,0,0,0
78643,116735,1120,0,0,0,0,0
78643,116815,1291,0,0,0,0,0
78643,116705,1157,0,0,0,0,0
78643,116664,1206,0,0,0,0,0
78643,116183,1088,0,0,0,0,0
78643,116293,1128,0,0,0,0,0
78643,116336,1172,0,0,0,0,0
78643,116403,1110,0,0,0,0,0
78643,116277,1115,0,0,0,0,0
78643,116596,1186,0,0,0,0,0
78643,116550,1191,0,0,0,0,0
78643,116483,1156,0,0,0,0,0
78643,116487,1113,0,0,0,0,0
78643,116322,1116,0,0,0,0,0
78643,116095,1134,0,0,0,0,0
78643,118043,1148,0,0,0,0,0
78643,116373,1103,0,0,0,0,0
78643,116291,1114,0,0,0,0,0
157286,232749,1344,0,0,0,0,0
157286,231065,1151,0,0,0,0,0
157286,228533,1158,0,0,0,0,0
157286,227912,1149,0,0,0,0,0
157286,228210,1141,0,0,0,0,0
157286,228631,1151,0,0,0,0,0
157286,227956,1203,0,0,0,0,0
157286,228388,1203,0,0,0,0,0
157286,234765,1226,0,0,0,0,0
157286,228389,1099,0,0,0,0,0
157286,228316,1188,0,0,0,0,0
157286,235138,1191,0,0,0,0,0
157286,228246,1150,0,0,0,0,0
157286,228258,1146,0,0,0,0,0
157286,228335,1205,0,0,0,0,0
157286,228287,1194,0,0,0,0,0
157286,228386,1243,0,0,0,0,0
157286,230156,1133,0,0,0,0,0
157286,228289,1202,0,0,0,0,0
157286,228286,1173,0,0,0,0,0
235929,334710,1407,0,0,0,0,0
235929,331769,1174,0,0,0,0,0
235929,329808,1165,0,0,0,0,0
235929,330834,1174,0,0,0,0,0
235929,330784,1159,0,0,0,0,0
235929,330583,1166,0,0,0,0,0
235929,330605,1114,0,0,0,0,0
235929,330327,1188,0,0,0,0,0
235929,330394,1116,0,0,0,0,0
235929,330463,1184,0,0,0,0,0
235929,330388,1150,0,0,0,0,0
235929,369202,1219,0,0,0,0,0
235929,330613,1142,0,0,0,0,0
235929,330396,1107,0,0,0,0,0
235929,330236,1118,0,0,0,0,0
235929,330316,1117,0,0,0,0,0
235929,330314,1155,0,0,0,0,0
235929,359527,1197,0,0,0,0,0
235929,330287,1118,0,0,0,0,0
235929,330298,1172,0,0,0,0,0
314572,444286,1331,0,0,0,0,0
314572,439344,1184,0,0,0,0,0
314572,437974,1284,0,0,0,0,0
314572,437959,1146,0,0,0,0,0
314572,437347,1124,0,0,0,0,0
314572,437393,1125,0,0,0,0,0
314572,436999,1186,0,0,0,0,0
314572,437642,1125,0,0,0,0,0
314572,474558,1256,0,0,0,0,0
314572,437765,1151,0,0,0,0,0
314572,437227,1174,0,0,0,0,0
314572,437420,1142,0,0,0,0,0
314572,437175,1129,0,0,0,0,0
314572,437411,1176,0,0,0,0,0
314572,437618,1164,0,0,0,0,0
314572,437861,1121,0,0,0,0,0
314572,437094,1155,0,0,0,0,0
314572,439456,1206,0,0,0,0,0
314572,437227,1184,0,0,0,0,0
314572,437456,1136,0,0,0,0,0
393215,547253,1374,0,0,0,0,0
393215,544198,1151,0,0,0,0,0
393215,541666,1165,0,0,0,0,0
393215,542101,1104,0,0,0,0,0
393215,555464,1168,0,0,0,0,0
393215,543022,1139,0,0,0,0,0
393215,543148,1166,0,0,0,0,0
393215,543293,1160,0,0,0,0,0
393215,543349,1177,0,0,0,0,0
393215,573785,1205,0,0,0,0,0
393215,543023,1166,0,0,0,0,0
393215,542928,1149,0,0,0,0,0
393215,543221,1138,0,0,0,0,0
393215,543543,1169,0,0,0,0,0
393215,565528,1177,0,0,0,0,0
393215,570889,1115,0,0,0,0,0
393215,561222,1204,0,0,0,0,0
393215,572860,1203,0,0,0,0,0
393215,543004,1175,0,0,0,0,0
393215,542739,1140,0,0,0,0,0
471858,654622,1404,0,0,0,0,0
471858,651317,1217,0,0,0,0,0
471858,649572,1177,0,0,0,0,0
471858,691110,1157,0,0,0,0,0
471858,651658,1112,0,0,0,0,0
471858,651166,1129,0,0,0,0,0
471858,678471,1157,0,0,0,0,0
471858,651314,1146,0,0,0,0,0
471858,650838,1230,0,0,0,0,0
471858,651195,1129,0,0,0,0,0
471858,650982,1171,0,0,0,0,0
471858,650953,1170,0,0,0,0,0
471858,686553,1141,0,0,0,0,0
471858,651095,1211,0,0,0,0,0
471858,651165,1097,0,0,0,0,0
471858,657611,1136,0,0,0,0,0
471858,650920,1102,0,0,0,0,0
471858,652663,1155,0,0,0,0,0
471858,651109,1163,0,0,0,0,0
471858,651219,1174,0,0,0,0,0
550501,763087,1437,0,0,0,0,0
550501,797269,1284,0,0,0,0,0
550501,755595,1230,0,0,0,0,0
550501,755456,1184,0,0,0,0,0
550501,755621,1174,0,0,0,0,0
550501,792898,1264,0,0,0,0,0
550501,755019,1159,0,0,0,0,0
550501,812285,1255,0,0,0,0,0
550501,782478,1134,0,0,0,0,0
550501,793211,1186,0,0,0,0,0
550501,782463,1212,0,0,0,0,0
550501,754864,1174,0,0,0,0,0
550501,755279,1161,0,0,0,0,0
550501,755876,1159,0,0,0,0,0
550501,755003,1150,0,0,0,0,0
550501,755166,1189,0,0,0,0,0
550501,755131,1114,0,0,0,0,0
550501,756846,1192,0,0,0,0,0
550501,754996,1175,0,0,0,0,0
550501,754845,1166,0,0,0,0,0
629144,868461,1439,0,0,0,0,0
629144,912562,1148,0,0,0,0,0
629144,861530,1205,0,0,0,0,0
629144,861579,1189,0,0,0,0,0
629144,861530,1206,0,0,0,0,0
629144,861413,1085,0,0,0,0,0
629144,861469,1173,0,0,0,0,0
629144,889122,1174,0,0,0,0,0
629144,897056,1172,0,0,0,0,0
629144,861575,1094,0,0,0,0,0
629144,860999,1186,0,0,0,0,0
629144,861250,1095,0,0,0,0,0
629144,861756,1157,0,0,0,0,0
629144,861554,1136,0,0,0,0,0
629144,861622,1185,0,0,0,0,0
629144,896487,1184,0,0,0,0,0
629144,861556,1176,0,0,0,0,0
629144,862852,1144,0,0,0,0,0
629144,896663,1210,0,0,0,0,0
629144,861488,1144,0,0,0,0,0
707787,1018016,1448,0,0,0,0,0
707787,1003590,1223,0,0,0,0,0
707787,974337,1179,0,0,0,0,0
707787,1008517,1212,0,0,0,0,0
707787,973765,1156,0,0,0,0,0
707787,973374,1146,0,0,0,0,0
707787,1007656,1124,0,0,0,0,0
707787,973155,1180,0,0,0,0,0
707787,973557,1145,0,0,0,0,0
707787,1008107,1157,0,0,0,0,0
707787,973267,1141,0,0,0,0,0
707787,973945,1138,0,0,0,0,0
707787,1007791,1139,0,0,0,0,0
707787,1002887,1155,0,0,0,0,0
707787,973864,1177,0,0,0,0,0
707787,1008228,1175,0,0,0,0,0
707787,973705,1106,0,0,0,0,0
707787,979838,1152,0,0,0,0,0
707787,1041036,1128,0,0,0,0,0
707787,973934,1149,0,0,0,0,0
786430,1126070,1578,0,0,0,0,0
786430,1081520,1177,0,0,0,0,0
786430,1079792,1246,0,0,0,0,0
786430,1113675,1234,0,0,0,0,0
786430,1079685,1217,0,0,0,0,0
786430,1079856,1161,0,0,0,0,0
786430,1116287,1182,0,0,0,0,0
786430,1079356,1193,0,0,0,0,0
786430,1079390,1133,0,0,0,0,0
786430,1116392,1170,0,0,0,0,0
786430,1079565,1168,0,0,0,0,0
786430,1079163,1196,0,0,0,0,0
786430,1079641,1185,0,0,0,0,0
786430,1079151,1106,0,0,0,0,0
786430,1113015,1207,0,0,0,0,0
786430,1079278,1151,0,0,0,0,0
786430,1079438,1197,0,0,0,0,0
786430,1114239,1260,0,0,0,0,0
786430,1079551,1214,0,0,0,0,0
786430,1079678,1129,0,0,0,0,0
865073,1222722,1429,0,0,0,0,0
865073,1185112,1224,0,0,0,0,0
865073,1216021,1188,0,0,0,0,0
865073,1213137,1196,0,0,0,0,0
865073,1183717,1157,0,0,0,0,0
865073,1183089,1201,0,0,0,0,0
865073,1183222,1106,0,0,0,0,0
865073,1215829,1150,0,0,0,0,0
865073,1182875,1064,0,0,0,0,0
865073,1183292,1117,0,0,0,0,0
865073,1219822,1149,0,0,0,0,0
865073,1183052,1165,0,0,0,0,0
865073,1242901,1106,0,0,0,0,0
865073,1182931,1131,0,0,0,0,0
865073,1183269,1134,0,0,0,0,0
865073,1220392,1209,0,0,0,0,0
865073,1183464,1162,0,0,0,0,0
865073,1220723,1256,0,0,0,0,0
865073,1182925,1096,0,0,0,0,0
865073,1183276,1143,0,0,0,0,0
943716,1338549,1468,0,0,0,0,0
943716,1292014,1178,0,0,0,0,0
943716,1290033,1183,0,0,0,0,0
943716,1325493,1129,0,0,0,0,0
943716,1290049,1169,0,0,0,0,0
943716,1352730,1146,0,0,0,0,0
943716,1317766,1169,0,0,0,0,0
943716,1325186,1178,0,0,0,0,0
943716,1289313,1142,0,0,0,0,0
943716,1305370,1176,0,0,0,0,0
943716,1302429,1127,0,0,0,0,0
943716,1301992,1131,0,0,0,0,0
943716,1324733,1122,0,0,0,0,0
943716,1290017,1145,0,0,0,0,0
943716,1321856,1148,0,0,0,0,0
943716,1289027,1135,0,0,0,0,0
943716,1289282,1095,0,0,0,0,0
943716,1323500,1119,0,0,0,0,0
943716,1289880,1158,0,0,0,0,0
943716,1321970,1165,0,0,0,0,0
1022359,1450426,1487,0,0,0,0,0
1022359,1398442,1340,0,0,0,0,0
1022359,1430510,1194,0,0,0,0,0
1022359,1395764,1198,0,0,0,0,0
1022359,1427740,1216,0,0,0,0,0
1022359,1450934,1200,0,0,0,0,0
1022359,1423036,1158,0,0,0,0,0
1022359,1423795,1246,0,0,0,0,0
1022359,1395833,1253,0,0,0,0,0
1022359,1396171,1244,0,0,0,0,0
1022359,1395338,1229,0,0,0,0,0
1022359,1428330,1254,0,0,0,0,0
1022359,1395386,1152,0,0,0,0,0
1022359,1430878,1153,0,0,0,0,0
1022359,1395740,1171,0,0,0,0,0
1022359,1422721,1174,0,0,0,0,0
1022359,1452295,1129,0,0,0,0,0
1022359,1427720,1215,0,0,0,0,0
1022359,1395761,1145,0,0,0,0,0
1022359,1415724,1227,0,0,0,0,0
1101002,1520505,1615,0,0,0,0,0
1101002,1548386,1225,0,0,0,0,0
1101002,1507136,1191,0,0,0,0,0
1101002,1543746,1137,0,0,0,0,0
1101002,1506654,1145,0,0,0,0,0
1101002,1545306,1195,0,0,0,0,0
1101002,1506807,1172,0,0,0,0,0
1101002,1542810,1154,0,0,0,0,0
1101002,1506214,1190,0,0,0,0,0
1101002,1567796,1154,0,0,0,0,0
1101002,1533996,1176,0,0,0,0,0
1101002,1542173,1132,0,0,0,0,0
1101002,1536748,1144,0,0,0,0,0
1101002,1536814,1111,0,0,0,0,0
1101002,1534326,1158,0,0,0,0,0
1101002,1537902,1181,0,0,0,0,0
1101002,1506337,1086,0,0,0,0,0
1101002,1511263,1117,0,0,0,0,0
1101002,1506119,1176,0,0,0,0,0
1101002,1508470,1221,0,0,0,0,0
1179645,1629452,1556,0,0,0,0,0
1179645,1616188,1249,0,0,0,0,0
1179645,1614014,1156,0,0,0,0,0
1179645,1613871,1170,0,0,0,0,0
1179645,1652123,1156,0,0,0,0,0
1179645,1613504,1148,0,0,0,0,0
1179645,1648865,1137,0,0,0,0,0
1179645,1613100,1142,0,0,0,0,0
1179645,1645841,1080,0,0,0,0,0
1179645,1613038,1111,0,0,0,0,0
1179645,1645972,1123,0,0,0,0,0
1179645,1612767,1194,0,0,0,0,0
1179645,1649957,1126,0,0,0,0,0
1179645,1613218,1172,0,0,0,0,0
1179645,1670258,1214,0,0,0,0,0
1179645,1670254,1125,0,0,0,0,0
1179645,1612984,1116,0,0,0,0,0
1179645,1614812,1170,0,0,0,0,0
1179645,1612600,1145,0,0,0,0,0
1179645,1615538,1194,0,0,0,0,0
1258288,1778844,1591,0,0,0,0,0
1258288,1722155,1291,0,0,0,0,0
1258288,1720672,1259,0,0,0,0,0
1258288,1752177,1222,0,0,0,0,0
1258288,1719674,1220,0,0,0,0,0
1258288,1758815,1279,0,0,0,0,0
1258288,1719865,1192,0,0,0,0,0
1258288,1755680,1235,0,0,0,0,0
1258288,1719206,1287,0,0,0,0,0
1258288,1719432,1168,0,0,0,0,0
