Pallet: "pallet_elections_phragmen", Extrinsic: "vote_equal", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
v,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
166,51971,1584,0,0,0,0,0
166,52163,1586,0,0,0,0,0
166,52387,1584,0,0,0,0,0
166,51818,1568,0,0,0,0,0
166,51425,1622,0,0,0,0,0
166,52325,1560,0,0,0,0,0
166,51631,1550,0,0,0,0,0
166,52844,1597,0,0,0,0,0
166,47154,1563,0,0,0,0,0
166,52017,1561,0,0,0,0,0
166,47136,1623,0,0,0,0,0
169,54771,1685,0,0,0,0,0
169,48305,1633,0,0,0,0,0
169,52587,1580,0,0,0,0,0
169,52746,1641,0,0,0,0,0
169,52924,1622,0,0,0,0,0
169,47999,1675,0,0,0,0,0
169,52781,1605,0,0,0,0,0
169,48191,1606,0,0,0,0,0
169,47891,1668,0,0,0,0,0
169,52706,1598,0,0,0,0,0
169,51956,1616,0,0,0,0,0
169,48476,1551,0,0,0,0,0
169,52514,1538,0,0,0,0,0
169,48569,1617,0,0,0,0,0
169,48028,1600,0,0,0,0,0
169,52755,1683,0,0,0,0,0
169,52404,1598,0,0,0,0,0
169,47512,1676,0,0,0,0,0
169,52565,1678,0,0,0,0,0
169,52897,1609,0,0,0,0,0
172,49756,1642,0,0,0,0,0
172,48764,1656,0,0,0,0,0
172,48269,1603,0,0,0,0,0
172,52815,1609,0,0,0,0,0
172,53136,1653,0,0,0,0,0
172,48481,1599,0,0,0,0,0
172,53008,1556,0,0,0,0,0
172,53239,1566,0,0,0,0,0
172,48157,1584,0,0,0,0,0
172,48709,1598,0,0,0,0,0
172,48160,1668,0,0,0,0,0
172,48492,1567,0,0,0,0,0
172,47825,1630,0,0,0,0,0
172,48849,1639,0,0,0,0,0
172,54870,1609,0,0,0,0,0
172,48066,1632,0,0,0,0,0
172,55268,1624,0,0,0,0,0
172,52888,1614,0,0,0,0,0
172,48223,1614,0,0,0,0,0
172,52802,1617,0,0,0,0,0
175,57749,1603,0,0,0,0,0
175,55912,1661,0,0,0,0,0
175,55052,1508,0,0,0,0,0
175,48071,1596,0,0,0,0,0
175,48518,1569,0,0,0,0,0
175,48534,1576,0,0,0,0,0
175,48345,1560,0,0,0,0,0
175,48749,1620,0,0,0,0,0
175,53304,1578,0,0,0,0,0
175,48843,1526,0,0,0,0,0
175,48509,1577,0,0,0,0,0
175,48224,1578,0,0,0,0,0
175,82585,1552,0,0,0,0,0
175,53648,1549,0,0,0,0,0
175,53308,1665,0,0,0,0,0
175,53141,1546,0,0,0,0,0
175,56015,1566,0,0,0,0,0
175,48177,1618,0,0,0,0,0
175,55400,1572,0,0,0,0,0
175,55843,1601,0,0,0,0,0
178,57848,1672,0,0,0,0,0
178,48881,1599,0,0,0,0,0
178,56245,1612,0,0,0,0,0
178,48357,1581,0,0,0,0,0
178,48431,1683,0,0,0,0,0
178,56050,1519,0,0,0,0,0
178,48426,1600,0,0,0,0,0
178,55851,1583,0,0,0,0,0
178,56356,1645,0,0,0,0,0
178,55113,1608,0,0,0,0,0
178,56142,1643,0,0,0,0,0
178,55596,1642,0,0,0,0,0
178,55902,1633,0,0,0,0,0
178,56193,1578,0,0,0,0,0
178,56246,1605,0,0,0,0,0
178,55511,1587,0,0,0,0,0
178,55820,1566,0,0,0,0,0
178,56192,1586,0,0,0,0,0
178,55738,1611,0,0,0,0,0
178,55614,1601,0,0,0,0,0
181,50095,1676,0,0,0,0,0
181,56096,1578,0,0,0,0,0
181,55214,1502,0,0,0,0,0
181,56001,1592,0,0,0,0,0
181,55571,1623,0,0,0,0,0
181,55909,1588,0,0,0,0,0
181,55182,1599,0,0,0,0,0
181,48321,1647,0,0,0,0,0
181,56149,1602,0,0,0,0,0
181,55704,1558,0,0,0,0,0
181,55122,1624,0,0,0,0,0
181,55242,1596,0,0,0,0,0
181,55671,1627,0,0,0,0,0
181,55141,1588,0,0,0,0,0
181,55793,1638,0,0,0,0,0
181,56422,1611,0,0,0,0,0
181,55766,1586,0,0,0,0,0
181,57810,1624,0,0,0,0,0
181,55592,1608,0,0,0,0,0
181,56015,1586,0,0,0,0,0
184,51207,1761,0,0,0,0,0
184,49689,1617,0,0,0,0,0
184,49582,1695,0,0,0,0,0
184,49326,1627,0,0,0,0,0
184,71872,1603,0,0,0,0,0
184,49530,1662,0,0,0,0,0
184,57287,1665,0,0,0,0,0
184,57973,1654,0,0,0,0,0
184,49502,1647,0,0,0,0,0
184,56722,1591,0,0,0,0,0
184,57379,1597,0,0,0,0,0
184,49081,1659,0,0,0,0,0
184,57107,1574,0,0,0,0,0
184,57260,1608,0,0,0,0,0
184,57030,1621,0,0,0,0,0
184,57306,1589,0,0,0,0,0
184,57289,1628,0,0,0,0,0
184,56615,1585,0,0,0,0,0
184,49100,1637,0,0,0,0,0
184,56859,1559,0,0,0,0,0
187,83963,1626,0,0,0,0,0
187,49934,1669,0,0,0,0,0
187,56660,1610,0,0,0,0,0
187,49440,1642,0,0,0,0,0
187,54310,1642,0,0,0,0,0
187,54411,1623,0,0,0,0,0
187,49181,1641,0,0,0,0,0
187,49470,1684,0,0,0,0,0
187,49746,1579,0,0,0,0,0
187,49495,1599,0,0,0,0,0
187,54511,1592,0,0,0,0,0
187,49176,1644,0,0,0,0,0
187,49294,1603,0,0,0,0,0
187,50217,1836,0,0,0,0,0
187,49952,1671,0,0,0,0,0
187,54600,1649,0,0,0,0,0
187,49554,1650,0,0,0,0,0
187,49121,1651,0,0,0,0,0
187,54918,1619,0,0,0,0,0
187,54728,1654,0,0,0,0,0
190,51047,1729,0,0,0,0,0
190,55929,1705,0,0,0,0,0
190,54419,1663,0,0,0,0,0
190,49212,1638,0,0,0,0,0
190,54733,1601,0,0,0,0,0
190,49554,1669,0,0,0,0,0
190,54939,1652,0,0,0,0,0
190,54682,1566,0,0,0,0,0
190,49136,1623,0,0,0,0,0
190,48825,1631,0,0,0,0,0
190,53799,1618,0,0,0,0,0
190,54762,1676,0,0,0,0,0
190,72460,1620,0,0,0,0,0
190,54130,1631,0,0,0,0,0
190,49552,1592,0,0,0,0,0
190,49157,1599,0,0,0,0,0
190,48812,1692,0,0,0,0,0
190,49125,1621,0,0,0,0,0
190,54236,1672,0,0,0,0,0
190,49663,1597,0,0,0,0,0
193,60057,1664,0,0,0,0,0
193,57592,1582,0,0,0,0,0
193,58042,1579,0,0,0,0,0
193,58217,1611,0,0,0,0,0
193,60848,1588,0,0,0,0,0
193,58066,1600,0,0,0,0,0
193,58467,1554,0,0,0,0,0
193,58378,1613,0,0,0,0,0
193,57984,1558,0,0,0,0,0
193,57681,1646,0,0,0,0,0
193,58081,1579,0,0,0,0,0
193,57919,1592,0,0,0,0,0
193,58135,1562,0,0,0,0,0
193,58172,1563,0,0,0,0,0
193,57976,1625,0,0,0,0,0
193,56952,1588,0,0,0,0,0
193,57955,1583,0,0,0,0,0
193,57538,1620,0,0,0,0,0
193,57708,1613,0,0,0,0,0
193,60726,1555,0,0,0,0,0
196,51588,1613,0,0,0,0,0
196,50253,1610,0,0,0,0,0
196,56844,1595,0,0,0,0,0
196,55086,1583,0,0,0,0,0
196,52317,1653,0,0,0,0,0
196,56016,1560,0,0,0,0,0
196,50072,1589,0,0,0,0,0
196,51639,1616,0,0,0,0,0
196,50400,1661,0,0,0,0,0
196,50876,1717,0,0,0,0,0
196,51319,1602,0,0,0,0,0
196,50438,1551,0,0,0,0,0
196,55109,1565,0,0,0,0,0
196,55566,1698,0,0,0,0,0
196,50009,1569,0,0,0,0,0
196,50943,1573,0,0,0,0,0
196,49974,1632,0,0,0,0,0
196,49306,1632,0,0,0,0,0
196,50214,1614,0,0,0,0,0
196,50331,1585,0,0,0,0,0
199,51765,1704,0,0,0,0,0
199,50843,1627,0,0,0,0,0
199,58742,1644,0,0,0,0,0
199,50500,1621,0,0,0,0,0
199,60471,1656,0,0,0,0,0
199,50666,1591,0,0,0,0,0
199,49974,1556,0,0,0,0,0
199,49952,1584,0,0,0,0,0
199,50455,1627,0,0,0,0,0
199,50792,1686,0,0,0,0,0
199,50004,1565,0,0,0,0,0
199,50261,1629,0,0,0,0,0
199,50245,1616,0,0,0,0,0
199,50306,1581,0,0,0,0,0
199,55671,1698,0,0,0,0,0
199,51169,1605,0,0,0,0,0
199,50580,1630,0,0,0,0,0
199,50298,1560,0,0,0,0,0
199,57976,1607,0,0,0,0,0
199,51171,1614,0,0,0,0,0

Raw Storage Info
========
Storage: Elections Candidates (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    31.61
    + c    0.124
              µs

Reads = 1 + (0 * c)
Writes = 1 + (0 * c)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    c   mean µs  sigma µs       %
    1     30.43     0.167    0.5%
    4     30.62     0.085    0.2%
    7     31.23     0.163    0.5%
   10     32.35     0.083    0.2%
   13     32.47     0.136    0.4%
   16        33     0.143    0.4%
   19     33.11     0.115    0.3%
   22     34.75     0.129    0.3%
   25     34.05      0.09    0.2%
   28     34.68     0.124    0.3%
   31     35.31     0.052    0.1%
   34     35.86     0.144    0.4%
   37      36.2     0.083    0.2%
   40     36.93     0.118    0.3%
   43     37.57     0.171    0.4%
   46     37.36     0.102    0.2%
   49     38.28     0.132    0.3%
   52     38.59     0.121    0.3%
   55     38.82     0.129    0.3%
   58     39.46     0.089    0.2%
   61     40.08      0.17    0.4%
   64     40.19     0.108    0.2%
   67     40.73     0.062    0.1%
   70     37.62     0.199    0.5%
   73     40.81     1.358    3.3%
   76     42.45     0.277    0.6%
   79     42.58     0.151    0.3%
   82     39.29     1.164    2.9%
   85     43.45     0.132    0.3%
   88     43.94     0.091    0.2%
   91     40.41     0.157    0.3%
   94      40.2      0.34    0.8%
   97     40.62     0.108    0.2%
  100     46.69     0.147    0.3%
  103     45.88     0.102    0.2%
  106     46.09     0.096    0.2%
  109     46.76     0.186    0.3%
  112     42.37     0.217    0.5%
  115     42.66     0.096    0.2%
  118     42.71     0.149    0.3%
  121     42.81     0.093    0.2%
  124      43.2     0.236    0.5%
  127     49.48     0.578    1.1%
  130     47.19     2.185    4.6%
  133     49.73     0.187    0.3%
  136     50.16     0.149    0.2%
  139     44.43     0.114    0.2%
  142     50.38     0.168    0.3%
  145     45.25      0.09    0.1%
  148     46.99     1.811    3.8%
  151     50.97     1.743    3.4%
  154     52.53     0.104    0.1%
  157     53.01     0.212    0.3%
  160     48.57     2.608    5.3%
  163      51.9     0.226    0.4%
  166     51.53     0.916    1.7%
  169     51.28     1.866    3.6%
  172     49.98     1.904    3.8%
  175     51.84     2.697    5.2%
  178     55.84     0.221    0.3%
  181     55.64     0.243    0.4%
  184     54.93     3.159    5.7%
  187     51.16     2.139    4.1%
  190     52.02     2.278    4.3%
  193     58.05     0.093    0.1%
  196     51.01     0.654    1.2%
  199     50.67     0.299    0.5%

Quality and confidence:
param     error
c         0.001

Model:
Time ~=    31.67
    + c    0.117
              µs

Reads = 1 + (0 * c)
Writes = 1 + (0 * c)

Pallet: "pallet_elections_phragmen", Extrinsic: "renounce_candidacy_members", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
44351,1668,0,0,0,0,0
42444,1601,0,0,0,0,0
43079,1570,0,0,0,0,0
42311,1701,0,0,0,0,0
43467,1570,0,0,0,0,0
42495,1530,0,0,0,0,0
42433,1597,0,0,0,0,0
42192,1556,0,0,0,0,0
42172,1555,0,0,0,0,0
42811,1578,0,0,0,0,0
42758,1596,0,0,0,0,0
41845,1564,0,0,0,0,0
42230,1568,0,0,0,0,0
42834,1558,0,0,0,0,0
42518,1482,0,0,0,0,0
42284,1592,0,0,0,0,0
42891,1518,0,0,0,0,0
42649,1570,0,0,0,0,0
42352,1507,0,0,0,0,0
42690,1591,0,0,0,0,0

Raw Storage Info
========
Storage: Elections Members (r:1 w:1)
Storage: Elections RunnersUp (r:1 w:1)
Storage: Council Prime (r:1 w:1)
Storage: Council Proposals (r:1 w:0)
Storage: Council Members (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    42.51
              µs

Reads = 4
Writes = 4

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    42.51
              µs

Reads = 4
Writes = 4

Pallet: "pallet_elections_phragmen", Extrinsic: "renounce_candidacy_runners_up", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
32374,1636,0,0,0,0,0
31212,1548,0,0,0,0,0
32082,1609,0,0,0,0,0
31948,1691,0,0,0,0,0
31556,1626,0,0,0,0,0
31577,1665,0,0,0,0,0
30693,1650,0,0,0,0,0
31073,1570,0,0,0,0,0
31023,1566,0,0,0,0,0
45876,1575,0,0,0,0,0
31048,1557,0,0,0,0,0
31107,1616,0,0,0,0,0
31126,1601,0,0,0,0,0
31564,1600,0,0,0,0,0
31492,1566,0,0,0,0,0
31295,1578,0,0,0,0,0
30843,1539,0,0,0,0,0
31105,1548,0,0,0,0,0
31465,1547,0,0,0,0,0
31478,1583,0,0,0,0,0

Raw Storage Info
========
Storage: Elections RunnersUp (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    31.46
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    31.46
              µs

Reads = 1
Writes = 1

Pallet: "pallet_elections_phragmen", Extrinsic: "remove_member_without_replacement", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
2000000000,0,0,0,0,0,0

Raw Storage Info
========
Storage: Benchmark Override (r:0 w:0)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=  2000000
              µs

Reads = 0
Writes = 0

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=  2000000
              µs

Reads = 0
Writes = 0

Pallet: "pallet_elections_phragmen", Extrinsic: "remove_member_with_replacement", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
51241,1583,0,0,0,0,0
49924,1583,0,0,0,0,0
49683,1650,0,0,0,0,0
49141,1604,0,0,0,0,0
50171,1589,0,0,0,0,0
49725,1574,0,0,0,0,0
49114,1510,0,0,0,0,0
49747,1579,0,0,0,0,0
49227,1580,0,0,0,0,0
50178,1550,0,0,0,0,0
49770,1566,0,0,0,0,0
49497,1561,0,0,0,0,0
49640,1552,0,0,0,0,0
49907,1569,0,0,0,0,0
49891,1538,0,0,0,0,0
50337,1631,0,0,0,0,0
49252,1584,0,0,0,0,0
49749,1583,0,0,0,0,0
50410,1588,0,0,0,0,0
50172,1559,0,0,0,0,0

Raw Storage Info
========
Storage: Elections RunnersUp (r:1 w:1)
Storage: Elections Members (r:1 w:1)
Storage: System Account (r:1 w:1)
Storage: Council Prime (r:1 w:1)
Storage: Council Proposals (r:1 w:0)
Storage: Council Members (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    49.77
              µs

Reads = 5
Writes = 5

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    49.77
              µs

Reads = 5
Writes = 5

Pallet: "pallet_elections_phragmen", Extrinsic: "remove_member_wrong_refund", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
4918,1431,0,0,0,0,0
4481,1335,0,0,0,0,0
4539,1428,0,0,0,0,0
4440,1339,0,0,0,0,0
4544,1399,0,0,0,0,0
4579,1330,0,0,0,0,0
4754,1333,0,0,0,0,0
4538,1351,0,0,0,0,0
4594,1362,0,0,0,0,0
4616,1328,0,0,0,0,0
4666,1397,0,0,0,0,0
4565,1286,0,0,0,0,0
4585,1340,0,0,0,0,0
4673,1418,0,0,0,0,0
4559,1382,0,0,0,0,0
4608,1311,0,0,0,0,0
4499,1411,0,0,0,0,0
4484,1386,0,0,0,0,0
4578,1324,0,0,0,0,0
4573,1304,0,0,0,0,0

Raw Storage Info
========
Storage: Elections RunnersUp (r:1 w:0)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    4.578
              µs

Reads = 1
Writes = 0

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    4.578
              µs

Reads = 1
Writes = 0

Pallet: "pallet_elections_phragmen", Extrinsic: "clean_defunct_voters", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
v,d,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
250,250,12013996,2496,0,0,0,0,0
250,250,12048305,2022,0,0,0,0,0
250,250,11996124,2130,0,0,0,0,0
250,250,11976408,2065,0,0,0,0,0
250,250,12064460,2238,0,0,0,0,0
250,250,12019619,1917,0,0,0,0,0
250,250,12090071,2031,0,0,0,0,0
250,250,12098400,1940,0,0,0,0,0
250,250,12176227,2226,0,0,0,0,0
250,250,12046715,1938,0,0,0,0,0
250,250,11982192,2008,0,0,0,0,0
250,250,12079784,2026,0,0,0,0,0
250,250,12050434,2014,0,0,0,0,0
250,250,12069807,2093,0,0,0,0,0
250,250,12090429,2046,0,0,0,0,0
250,250,11996790,2039,0,0,0,0,0
250,250,12048874,1992,0,0,0,0,0
250,250,12034355,1972,0,0,0,0,0
250,250,11966677,1907,0,0,0,0,0
250,250,12066460,2025,0,0,0,0,0
255,250,12400086,2240,0,0,0,0,0
255,250,12480585,1917,0,0,0,0,0
255,250,12309160,1878,0,0,0,0,0
255,250,12372761,2121,0,0,0,0,0
255,250,12332539,1951,0,0,0,0,0
255,250,12311298,1916,0,0,0,0,0
255,250,12259273,2042,0,0,0,0,0
255,250,12289873,1912,0,0,0,0,0
255,250,12316477,1963,0,0,0,0,0
255,250,12370398,1915,0,0,0,0,0
255,250,12263053,1897,0,0,0,0,0
255,250,12367738,1920,0,0,0,0,0
255,250,12253932,1935,0,0,0,0,0
255,250,12286944,1938,0,0,0,0,0
255,250,12345575,1997,0,0,0,0,0
255,250,12266773,1907,0,0,0,0,0
255,250,12290940,1940,0,0,0,0,0
255,250,12196462,2025,0,0,0,0,0
255,250,12234510,2130,0,0,0,0,0
255,250,12327644,1969,0,0,0,0,0
260,250,12834132,2365,0,0,0,0,0
260,250,12564142,2007,0,0,0,0,0
260,250,12781735,2099,0,0,0,0,0
260,250,12602650,2077,0,0,0,0,0
260,250,12551125,2061,0,0,0,0,0
260,250,12564536,1960,0,0,0,0,0
260,250,12538629,2101,0,0,0,0,0
260,250,12562929,2260,0,0,0,0,0
260,250,12617265,2010,0,0,0,0,0
260,250,12576951,2079,0,0,0,0,0
260,250,12564633,2005,0,0,0,0,0
260,250,12525510,2038,0,0,0,0,0
260,250,12582110,2046,0,0,0,0,0
260,250,12535513,2032,0,0,0,0,0
260,250,12501133,2022,0,0,0,0,0
260,250,12532910,1987,0,0,0,0,0
260,250,12571164,2050,0,0,0,0,0
260,250,12570266,1948,0,0,0,0,0
260,250,12487175,2092,0,0,0,0,0
260,250,12656682,1937,0,0,0,0,0
265,250,12773236,2366,0,0,0,0,0
265,250,12885034,1978,0,0,0,0,0
265,250,12818847,2026,0,0,0,0,0
265,250,12841003,1991,0,0,0,0,0
265,250,12827033,1980,0,0,0,0,0
265,250,12806851,2049,0,0,0,0,0
265,250,12715526,2017,0,0,0,0,0
265,250,12769543,2063,0,0,0,0,0
265,250,12768409,2054,0,0,0,0,0
265,250,12863486,2054,0,0,0,0,0
265,250,12847744,1918,0,0,0,0,0
265,250,12759643,1984,0,0,0,0,0
265,250,12856922,2042,0,0,0,0,0
265,250,12755408,1991,0,0,0,0,0
265,250,12883649,1979,0,0,0,0,0
265,250,12756223,2023,0,0,0,0,0
265,250,12900383,2005,0,0,0,0,0
265,250,12780593,2116,0,0,0,0,0
265,250,12738225,1891,0,0,0,0,0
265,250,12743427,1966,0,0,0,0,0
270,250,13243245,2502,0,0,0,0,0
270,250,13059772,2032,0,0,0,0,0
270,250,13149776,2028,0,0,0,0,0
270,250,13055736,2034,0,0,0,0,0
270,250,13066053,2032,0,0,0,0,0
270,250,13017890,2043,0,0,0,0,0
270,250,13265582,1995,0,0,0,0,0
270,250,13072608,2017,0,0,0,0,0
270,250,13002029,2288,0,0,0,0,0
270,250,13142465,2113,0,0,0,0,0
270,250,13041707,2017,0,0,0,0,0
270,250,13025347,2075,0,0,0,0,0
270,250,13038348,1947,0,0,0,0,0
270,250,13140584,2033,0,0,0,0,0
270,250,13094562,2073,0,0,0,0,0
270,250,13063210,1989,0,0,0,0,0
270,250,13002054,2064,0,0,0,0,0
270,250,13174344,2392,0,0,0,0,0
270,250,13051881,2041,0,0,0,0,0
270,250,13076001,1998,0,0,0,0,0
275,250,13310754,2356,0,0,0,0,0
275,250,13137432,1967,0,0,0,0,0
275,250,13294844,1928,0,0,0,0,0
275,250,13168355,2057,0,0,0,0,0
275,250,13180573,1936,0,0,0,0,0
275,250,13235444,2026,0,0,0,0,0
275,250,13124008,2012,0,0,0,0,0
275,250,13182545,2060,0,0,0,0,0
275,250,13122630,2035,0,0,0,0,0
275,250,13406526,2093,0,0,0,0,0
275,250,13149474,1956,0,0,0,0,0
275,250,13508704,2150,0,0,0,0,0
275,250,13153951,2015,0,0,0,0,0
275,250,13120944,1941,0,0,0,0,0
275,250,13174694,2048,0,0,0,0,0
275,250,13128605,1963,0,0,0,0,0
275,250,13117489,2031,0,0,0,0,0
275,250,13144858,2045,0,0,0,0,0
275,250,13239283,2076,0,0,0,0,0
275,250,13155613,2117,0,0,0,0,0
280,250,13615544,2517,0,0,0,0,0
280,250,13426434,2010,0,0,0,0,0
280,250,13515234,2168,0,0,0,0,0
280,250,13443211,2022,0,0,0,0,0
280,250,13418692,2156,0,0,0,0,0
280,250,13364959,2079,0,0,0,0,0
280,250,13402388,2055,0,0,0,0,0
280,250,13365274,1961,0,0,0,0,0
280,250,13498529,1986,0,0,0,0,0
280,250,13499441,2172,0,0,0,0,0
280,250,13410715,2026,0,0,0,0,0
280,250,13388715,1961,0,0,0,0,0
280,250,13441509,1960,0,0,0,0,0
280,250,13602855,2072,0,0,0,0,0
280,250,13423878,1988,0,0,0,0,0
280,250,13548073,2050,0,0,0,0,0
280,250,13488807,1977,0,0,0,0,0
280,250,13498945,1956,0,0,0,0,0
280,250,13354122,2111,0,0,0,0,0
280,250,13388849,1925,0,0,0,0,0
285,250,13816841,2377,0,0,0,0,0
285,250,13915766,2144,0,0,0,0,0
285,250,13813834,2112,0,0,0,0,0
285,250,13977805,2241,0,0,0,0,0
285,250,13806930,2002,0,0,0,0,0
285,250,13993804,2140,0,0,0,0,0
285,250,13839882,2121,0,0,0,0,0
285,250,13825866,2273,0,0,0,0,0
285,250,13818562,2034,0,0,0,0,0
285,250,13783067,1979,0,0,0,0,0
285,250,13828289,2176,0,0,0,0,0
285,250,13734118,2028,0,0,0,0,0
285,250,13886983,2034,0,0,0,0,0
285,250,13779003,1972,0,0,0,0,0
285,250,13816063,2081,0,0,0,0,0
285,250,13766653,2157,0,0,0,0,0
285,250,13868414,1997,0,0,0,0,0
285,250,13740202,2123,0,0,0,0,0
285,250,14058547,2106,0,0,0,0,0
285,250,13871407,2045,0,0,0,0,0
290,250,14208134,2418,0,0,0,0,0
290,250,14291744,2148,0,0,0,0,0
290,250,14058085,2044,0,0,0,0,0
290,250,14152671,2006,0,0,0,0,0
290,250,14024768,2064,0,0,0,0,0
290,250,14017399,2115,0,0,0,0,0
290,250,14013969,2098,0,0,0,0,0
290,250,14021140,1963,0,0,0,0,0
290,250,14056526,2016,0,0,0,0,0
290,250,13917779,2053,0,0,0,0,0
290,250,14055855,2137,0,0,0,0,0
290,250,13933249,2023,0,0,0,0,0
290,250,14113309,2276,0,0,0,0,0
290,250,13961960,1958,0,0,0,0,0
290,250,14005419,2022,0,0,0,0,0
290,250,13987543,2106,0,0,0,0,0
290,250,14163199,2017,0,0,0,0,0
290,250,13964591,1944,0,0,0,0,0
290,250,14027810,2048,0,0,0,0,0
290,250,14106726,2029,0,0,0,0,0
295,250,14329026,5522,0,0,0,0,0
295,250,14302930,2186,0,0,0,0,0
295,250,14286857,2017,0,0,0,0,0
295,250,14304119,2079,0,0,0,0,0
295,250,14321464,2019,0,0,0,0,0
295,250,14427716,2240,0,0,0,0,0
295,250,14288723,1969,0,0,0,0,0
295,250,14296283,2040,0,0,0,0,0
295,250,14330385,2039,0,0,0,0,0
295,250,14279076,1973,0,0,0,0,0
295,250,14241451,2004,0,0,0,0,0
295,250,14311035,2040,0,0,0,0,0
295,250,14250344,2053,0,0,0,0,0
295,250,14344985,2208,0,0,0,0,0
295,250,14244158,2044,0,0,0,0,0
295,250,14318575,2053,0,0,0,0,0
295,250,14289254,2159,0,0,0,0,0
295,250,14259073,2021,0,0,0,0,0
295,250,14315893,2024,0,0,0,0,0
295,250,14464707,2075,0,0,0,0,0
300,250,14651841,2425,0,0,0,0,0
300,250,14586423,2361,0,0,0,0,0
300,250,14608290,1965,0,0,0,0,0
300,250,14658789,2181,0,0,0,0,0
300,250,14508967,2080,0,0,0,0,0
300,250,14598383,2285,0,0,0,0,0
300,250,14545210,2068,0,0,0,0,0
300,250,14525272,2118,0,0,0,0,0
300,250,14477576,2023,0,0,0,0,0
300,250,14565565,2057,0,0,0,0,0
300,250,14511867,2084,0,0,0,0,0
300,250,14560652,2036,0,0,0,0,0
300,250,14532000,2053,0,0,0,0,0
300,250,14596282,2029,0,0,0,0,0
300,250,14470610,2107,0,0,0,0,0
300,250,14539943,2101,0,0,0,0,0
300,250,14577993,1997,0,0,0,0,0
300,250,14636859,2013,0,0,0,0,0
300,250,14592534,2068,0,0,0,0,0
300,250,14591738,2310,0,0,0,0,0
305,250,14812676,2246,0,0,0,0,0
305,250,14846939,2030,0,0,0,0,0
305,250,14765190,2251,0,0,0,0,0
305,250,14832920,1958,0,0,0,0,0
305,250,14798817,2033,0,0,0,0,0
305,250,14810527,2057,0,0,0,0,0
305,250,14828634,1957,0,0,0,0,0
305,250,14969174,2501,0,0,0,0,0
305,250,14927651,2015,0,0,0,0,0
305,250,14779042,2190,0,0,0,0,0
305,250,14830205,2034,0,0,0,0,0
305,250,14802278,2004,0,0,0,0,0
305,250,14907920,2018,0,0,0,0,0
305,250,14854205,2029,0,0,0,0,0
305,250,14885687,2220,0,0,0,0,0
305,250,14868867,2015,0,0,0,0,0
305,250,14890340,2107,0,0,0,0,0
305,250,14824381,2055,0,0,0,0,0
305,250,14904951,2084,0,0,0,0,0
305,250,14895937,2006,0,0,0,0,0
310,250,14947362,2494,0,0,0,0,0
310,250,15004355,2111,0,0,0,0,0
310,250,14929199,2169,0,0,0,0,0
310,250,15077858,2153,0,0,0,0,0
310,250,14970823,2050,0,0,0,0,0
310,250,15270337,2080,0,0,0,0,0
310,250,15029822,2018,0,0,0,0,0
310,250,15056783,2218,0,0,0,0,0
310,250,14897582,2348,0,0,0,0,0
310,250,14995691,2083,0,0,0,0,0
310,250,14928720,1994,0,0,0,0,0
310,250,15116003,2113,0,0,0,0,0
310,250,14947878,2072,0,0,0,0,0
310,250,15072462,2319,0,0,0,0,0
310,250,14932807,2115,0,0,0,0,0
310,250,14987515,2031,0,0,0,0,0
310,250,14983515,2146,0,0,0,0,0
310,250,14973928,2172,0,0,0,0,0
310,250,14922441,2177,0,0,0,0,0
310,250,14962851,2128,0,0,0,0,0
