Pallet: "frame_benchmarking", Extrinsic: "addition", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
i,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
920000,150,931,0,0,0,0,0
920000,128,916,0,0,0,0,0
920000,148,887,0,0,0,0,0
920000,148,936,0,0,0,0,0
920000,145,925,0,0,0,0,0
920000,137,948,0,0,0,0,0
920000,143,927,0,0,0,0,0
920000,139,916,0,0,0,0,0
920000,136,884,0,0,0,0,0
940000,307,1090,0,0,0,0,0
940000,166,934,0,0,0,0,0
940000,155,935,0,0,0,0,0
940000,127,961,0,0,0,0,0
940000,116,905,0,0,0,0,0
940000,135,948,0,0,0,0,0
940000,138,930,0,0,0,0,0
940000,154,940,0,0,0,0,0
940000,149,930,0,0,0,0,0
940000,148,953,0,0,0,0,0
940000,138,928,0,0,0,0,0
940000,153,938,0,0,0,0,0
940000,151,915,0,0,0,0,0
940000,157,923,0,0,0,0,0
940000,132,939,0,0,0,0,0
940000,149,928,0,0,0,0,0
940000,166,941,0,0,0,0,0
940000,167,930,0,0,0,0,0
940000,165,928,0,0,0,0,0
940000,160,940,0,0,0,0,0
960000,278,1118,0,0,0,0,0
960000,132,975,0,0,0,0,0
960000,148,949,0,0,0,0,0
960000,143,929,0,0,0,0,0
960000,124,950,0,0,0,0,0
960000,140,921,0,0,0,0,0
960000,151,936,0,0,0,0,0
960000,139,900,0,0,0,0,0
960000,135,951,0,0,0,0,0
960000,137,930,0,0,0,0,0
960000,142,947,0,0,0,0,0
960000,151,910,0,0,0,0,0
960000,153,936,0,0,0,0,0
960000,129,899,0,0,0,0,0
960000,129,940,0,0,0,0,0
960000,158,892,0,0,0,0,0
960000,123,959,0,0,0,0,0
960000,135,911,0,0,0,0,0
960000,105,935,0,0,0,0,0
960000,117,929,0,0,0,0,0
980000,259,1124,0,0,0,0,0
980000,142,976,0,0,0,0,0
980000,148,929,0,0,0,0,0
980000,148,960,0,0,0,0,0
980000,153,947,0,0,0,0,0
980000,132,930,0,0,0,0,0
980000,154,941,0,0,0,0,0
980000,152,932,0,0,0,0,0
980000,163,951,0,0,0,0,0
980000,158,933,0,0,0,0,0
980000,151,952,0,0,0,0,0
980000,142,948,0,0,0,0,0
980000,147,941,0,0,0,0,0
980000,163,984,0,0,0,0,0
980000,139,958,0,0,0,0,0
980000,168,941,0,0,0,0,0
980000,135,931,0,0,0,0,0
980000,145,930,0,0,0,0,0
980000,150,938,0,0,0,0,0
980000,140,933,0,0,0,0,0
1000000,283,1132,0,0,0,0,0
1000000,145,955,0,0,0,0,0
1000000,150,947,0,0,0,0,0
1000000,147,959,0,0,0,0,0
1000000,134,922,0,0,0,0,0
1000000,139,942,0,0,0,0,0
1000000,134,944,0,0,0,0,0
1000000,157,927,0,0,0,0,0
1000000,159,929,0,0,0,0,0
1000000,155,966,0,0,0,0,0
1000000,135,941,0,0,0,0,0
1000000,156,989,0,0,0,0,0
1000000,158,907,0,0,0,0,0
1000000,134,927,0,0,0,0,0
1000000,146,910,0,0,0,0,0
1000000,146,912,0,0,0,0,0
1000000,162,900,0,0,0,0,0
1000000,150,964,0,0,0,0,0
1000000,150,5474,0,0,0,0,0
1000000,165,954,0,0,0,0,0

Raw Storage Info
========

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    0.136
    + i        0
              µs

Reads = 0 + (0 * i)
Writes = 0 + (0 * i)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    i   mean µs  sigma µs       %
    0     0.134     0.003    2.2%
20000     0.142     0.004    2.8%
40000     0.136     0.002    1.4%
60000     0.154     0.006    3.8%
80000     0.137     0.001    0.7%
100000      0.14     0.007    5.0%
120000     0.132     0.004    3.0%
140000     0.132     0.006    4.5%
160000     0.142     0.008    5.6%
180000     0.138     0.002    1.4%
200000     0.127     0.003    2.3%
220000     0.139     0.004    2.8%
240000     0.143     0.002    1.3%
260000      0.13     0.005    3.8%
280000     0.135     0.004    2.9%
300000     0.127     0.005    3.9%
320000     0.141     0.006    4.2%
340000     0.134     0.004    2.9%
360000     0.145     0.001    0.6%
380000     0.127     0.005    3.9%
400000     0.147     0.005    3.4%
420000     0.131     0.005    3.8%
440000     0.137     0.003    2.1%
460000     0.136     0.003    2.2%
480000     0.129     0.004    3.1%
500000     0.141     0.004    2.8%
520000     0.139     0.004    2.8%
540000     0.137     0.003    2.1%
560000     0.136     0.002    1.4%
580000     0.132     0.006    4.5%
600000     0.142     0.003    2.1%
620000     0.142     0.004    2.8%
640000     0.139     0.006    4.3%
660000     0.137     0.001    0.7%
680000     0.135     0.006    4.4%
700000     0.144     0.003    2.0%
720000     0.136     0.005    3.6%
740000     0.138     0.002    1.4%
760000     0.139     0.002    1.4%
780000     0.126     0.005    3.9%
800000     0.142     0.003    2.1%
820000     0.144     0.004    2.7%
840000     0.148     0.003    2.0%
860000     0.135     0.003    2.2%
880000     0.126     0.005    3.9%
900000     0.127     0.005    3.9%
920000     0.145     0.003    2.0%
940000     0.151     0.005    3.3%
960000     0.138     0.005    3.6%
980000     0.149     0.003    2.0%
1000000      0.15     0.004    2.6%

Quality and confidence:
param     error
i             0

Model:
Time ~=    0.136
    + i        0
              µs

Reads = 0 + (0 * i)
Writes = 0 + (0 * i)

Pallet: "frame_benchmarking", Extrinsic: "multiplication", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
i,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
0,315,1151,0,0,0,0,0
0,126,994,0,0,0,0,0
0,123,958,0,0,0,0,0
0,128,970,0,0,0,0,0
0,125,950,0,0,0,0,0
0,150,936,0,0,0,0,0
0,124,949,0,0,0,0,0
0,143,945,0,0,0,0,0
0,135,930,0,0,0,0,0
0,126,917,0,0,0,0,0
0,124,927,0,0,0,0,0
0,142,960,0,0,0,0,0
0,124,925,0,0,0,0,0
0,115,987,0,0,0,0,0
0,136,943,0,0,0,0,0
0,137,924,0,0,0,0,0
0,139,946,0,0,0,0,0
0,145,950,0,0,0,0,0
0,127,934,0,0,0,0,0
0,117,943,0,0,0,0,0
20000,273,1147,0,0,0,0,0
20000,112,980,0,0,0,0,0
20000,114,927,0,0,0,0,0
20000,130,980,0,0,0,0,0
20000,127,959,0,0,0,0,0
20000,134,954,0,0,0,0,0
20000,130,945,0,0,0,0,0
20000,127,916,0,0,0,0,0
20000,136,916,0,0,0,0,0
20000,122,913,0,0,0,0,0
20000,125,902,0,0,0,0,0
20000,121,900,0,0,0,0,0
20000,115,922,0,0,0,0,0
20000,125,943,0,0,0,0,0
20000,149,940,0,0,0,0,0
20000,119,958,0,0,0,0,0
20000,120,941,0,0,0,0,0
20000,129,940,0,0,0,0,0
20000,143,957,0,0,0,0,0
20000,145,948,0,0,0,0,0
40000,298,1086,0,0,0,0,0
40000,139,969,0,0,0,0,0
40000,123,929,0,0,0,0,0
40000,123,964,0,0,0,0,0
40000,128,930,0,0,0,0,0
40000,138,944,0,0,0,0,0
40000,129,926,0,0,0,0,0
40000,125,924,0,0,0,0,0
40000,125,903,0,0,0,0,0
40000,122,959,0,0,0,0,0
40000,112,957,0,0,0,0,0
40000,120,958,0,0,0,0,0
40000,112,917,0,0,0,0,0
40000,121,933,0,0,0,0,0
40000,124,940,0,0,0,0,0
40000,136,932,0,0,0,0,0
40000,118,920,0,0,0,0,0
40000,148,927,0,0,0,0,0
40000,116,916,0,0,0,0,0
40000,128,919,0,0,0,0,0
60000,232,1153,0,0,0,0,0
60000,154,980,0,0,0,0,0
60000,148,994,0,0,0,0,0
60000,148,968,0,0,0,0,0
60000,145,931,0,0,0,0,0
60000,159,979,0,0,0,0,0
60000,167,950,0,0,0,0,0
60000,157,949,0,0,0,0,0
60000,144,940,0,0,0,0,0
60000,139,901,0,0,0,0,0
60000,149,921,0,0,0,0,0
60000,138,957,0,0,0,0,0
60000,142,936,0,0,0,0,0
60000,113,982,0,0,0,0,0
60000,139,995,0,0,0,0,0
60000,149,966,0,0,0,0,0
60000,139,973,0,0,0,0,0
60000,141,977,0,0,0,0,0
60000,115,974,0,0,0,0,0
60000,143,954,0,0,0,0,0
80000,282,1057,0,0,0,0,0
80000,127,939,0,0,0,0,0
80000,109,957,0,0,0,0,0
80000,119,941,0,0,0,0,0
80000,116,924,0,0,0,0,0
80000,114,941,0,0,0,0,0
80000,120,940,0,0,0,0,0
80000,118,929,0,0,0,0,0
80000,122,959,0,0,0,0,0
80000,117,944,0,0,0,0,0
80000,111,911,0,0,0,0,0
80000,111,903,0,0,0,0,0
80000,118,932,0,0,0,0,0
80000,114,948,0,0,0,0,0
80000,109,964,0,0,0,0,0
80000,99,933,0,0,0,0,0
80000,113,922,0,0,0,0,0
80000,119,926,0,0,0,0,0
80000,95,926,0,0,0,0,0
80000,111,911,0,0,0,0,0
100000,255,1079,0,0,0,0,0
100000,118,976,0,0,0,0,0
100000,140,973,0,0,0,0,0
100000,148,948,0,0,0,0,0
100000,115,927,0,0,0,0,0
100000,139,931,0,0,0,0,0
100000,130,929,0,0,0,0,0
100000,116,935,0,0,0,0,0
100000,147,917,0,0,0,0,0
100000,114,902,0,0,0,0,0
100000,137,919,0,0,0,0,0
100000,116,940,0,0,0,0,0
100000,129,911,0,0,0,0,0
100000,131,918,0,0,0,0,0
100000,135,938,0,0,0,0,0
100000,142,903,0,0,0,0,0
100000,137,920,0,0,0,0,0
100000,139,916,0,0,0,0,0
100000,157,952,0,0,0,0,0
100000,132,931,0,0,0,0,0
120000,310,1091,0,0,0,0,0
120000,153,934,0,0,0,0,0
120000,111,942,0,0,0,0,0
120000,160,916,0,0,0,0,0
120000,155,891,0,0,0,0,0
120000,174,969,0,0,0,0,0
120000,147,968,0,0,0,0,0
120000,134,935,0,0,0,0,0
120000,132,926,0,0,0,0,0
120000,130,956,0,0,0,0,0
120000,125,913,0,0,0,0,0
120000,119,899,0,0,0,0,0
120000,135,910,0,0,0,0,0
120000,139,941,0,0,0,0,0
120000,154,948,0,0,0,0,0
120000,144,903,0,0,0,0,0
120000,132,921,0,0,0,0,0
120000,140,926,0,0,0,0,0
120000,144,905,0,0,0,0,0
120000,143,896,0,0,0,0,0
140000,263,1129,0,0,0,0,0
140000,130,940,0,0,0,0,0
140000,128,963,0,0,0,0,0
140000,127,973,0,0,0,0,0
140000,150,959,0,0,0,0,0
140000,150,950,0,0,0,0,0
140000,155,937,0,0,0,0,0
140000,131,945,0,0,0,0,0
140000,125,922,0,0,0,0,0
140000,130,925,0,0,0,0,0
140000,121,902,0,0,0,0,0
140000,124,903,0,0,0,0,0
140000,118,924,0,0,0,0,0
140000,123,944,0,0,0,0,0
140000,121,949,0,0,0,0,0
140000,121,934,0,0,0,0,0
140000,123,928,0,0,0,0,0
140000,138,904,0,0,0,0,0
140000,122,908,0,0,0,0,0
140000,117,929,0,0,0,0,0
160000,435,1126,0,0,0,0,0
160000,143,960,0,0,0,0,0
160000,138,909,0,0,0,0,0
160000,144,912,0,0,0,0,0
160000,148,949,0,0,0,0,0
160000,145,921,0,0,0,0,0
160000,145,932,0,0,0,0,0
160000,154,913,0,0,0,0,0
160000,144,930,0,0,0,0,0
160000,124,944,0,0,0,0,0
160000,118,941,0,0,0,0,0
160000,127,946,0,0,0,0,0
160000,125,926,0,0,0,0,0
160000,150,963,0,0,0,0,0
160000,143,936,0,0,0,0,0
160000,151,933,0,0,0,0,0
160000,145,897,0,0,0,0,0
160000,122,988,0,0,0,0,0
160000,147,900,0,0,0,0,0
160000,146,914,0,0,0,0,0
180000,222,1150,0,0,0,0,0
180000,133,929,0,0,0,0,0
180000,125,925,0,0,0,0,0
180000,151,926,0,0,0,0,0
180000,115,946,0,0,0,0,0
180000,126,921,0,0,0,0,0
180000,137,950,0,0,0,0,0
180000,122,932,0,0,0,0,0
180000,150,946,0,0,0,0,0
180000,140,948,0,0,0,0,0
180000,125,924,0,0,0,0,0
180000,134,898,0,0,0,0,0
180000,130,913,0,0,0,0,0
180000,149,890,0,0,0,0,0
180000,137,932,0,0,0,0,0
180000,152,897,0,0,0,0,0
180000,129,948,0,0,0,0,0
180000,130,945,0,0,0,0,0
180000,145,933,0,0,0,0,0
180000,122,927,0,0,0,0,0
200000,297,1150,0,0,0,0,0
200000,129,909,0,0,0,0,0
200000,111,912,0,0,0,0,0
200000,134,892,0,0,0,0,0
200000,149,863,0,0,0,0,0
200000,155,899,0,0,0,0,0
200000,147,920,0,0,0,0,0
200000,128,915,0,0,0,0,0
200000,121,912,0,0,0,0,0
200000,148,907,0,0,0,0,0
200000,121,938,0,0,0,0,0
200000,129,937,0,0,0,0,0
200000,122,946,0,0,0,0,0
200000,117,924,0,0,0,0,0
200000,125,941,0,0,0,0,0
200000,132,939,0,0,0,0,0
200000,131,904,0,0,0,0,0
200000,123,950,0,0,0,0,0
200000,133,914,0,0,0,0,0
200000,119,923,0,0,0,0,0
220000,295,1089,0,0,0,0,0
220000,117,934,0,0,0,0,0
220000,124,936,0,0,0,0,0
220000,123,940,0,0,0,0,0
220000,116,892,0,0,0,0,0
220000,136,931,0,0,0,0,0
220000,145,897,0,0,0,0,0
220000,130,912,0,0,0,0,0
220000,137,964,0,0,0,0,0
220000,125,939,0,0,0,0,0
220000,115,934,0,0,0,0,0
220000,115,928,0,0,0,0,0
220000,119,952,0,0,0,0,0
220000,119,954,0,0,0,0,0
220000,118,916,0,0,0,0,0
220000,122,944,0,0,0,0,0
220000,148,896,0,0,0,0,0
220000,148,937,0,0,0,0,0
220000,149,933,0,0,0,0,0
220000,127,908,0,0,0,0,0
240000,297,1122,0,0,0,0,0
240000,117,983,0,0,0,0,0
240000,144,969,0,0,0,0,0
240000,129,941,0,0,0,0,0
240000,109,959,0,0,0,0,0
240000,131,926,0,0,0,0,0
240000,138,959,0,0,0,0,0
240000,143,965,0,0,0,0,0
240000,127,985,0,0,0,0,0
240000,138,948,0,0,0,0,0
240000,115,932,0,0,0,0,0
240000,107,917,0,0,0,0,0
240000,117,962,0,0,0,0,0
240000,143,887,0,0,0,0,0
240000,108,952,0,0,0,0,0
240000,117,930,0,0,0,0,0
240000,115,904,0,0,0,0,0
240000,150,937,0,0,0,0,0
240000,139,944,0,0,0,0,0
240000,125,922,0,0,0,0,0
260000,282,1261,0,0,0,0,0
260000,166,1003,0,0,0,0,0
260000,156,904,0,0,0,0,0
260000,151,918,0,0,0,0,0
260000,154,923,0,0,0,0,0
260000,137,963,0,0,0,0,0
260000,153,963,0,0,0,0,0
260000,144,901,0,0,0,0,0
260000,155,914,0,0,0,0,0
260000,144,963,0,0,0,0,0
260000,148,911,0,0,0,0,0
260000,149,1005,0,0,0,0,0
260000,151,907,0,0,0,0,0
260000,124,892,0,0,0,0,0
260000,115,922,0,0,0,0,0
260000,143,934,0,0,0,0,0
260000,127,939,0,0,0,0,0
260000,139,909,0,0,0,0,0
260000,123,919,0,0,0,0,0
260000,131,900,0,0,0,0,0
280000,280,1102,0,0,0,0,0
280000,143,961,0,0,0,0,0
280000,128,918,0,0,0,0,0
280000,132,932,0,0,0,0,0
280000,141,913,0,0,0,0,0
280000,121,929,0,0,0,0,0
280000,121,904,0,0,0,0,0
280000,119,917,0,0,0,0,0
280000,153,911,0,0,0,0,0
280000,131,954,0,0,0,0,0
280000,118,934,0,0,0,0,0
280000,120,943,0,0,0,0,0
280000,128,913,0,0,0,0,0
280000,120,915,0,0,0,0,0
280000,130,923,0,0,0,0,0
280000,120,917,0,0,0,0,0
280000,121,918,0,0,0,0,0
280000,133,969,0,0,0,0,0
280000,119,921,0,0,0,0,0
280000,120,905,0,0,0,0,0
300000,292,1136,0,0,0,0,0
300000,134,955,0,0,0,0,0
300000,111,941,0,0,0,0,0
300000,118,928,0,0,0,0,0
300000,105,946,0,0,0,0,0
300000,131,915,0,0,0,0,0
300000,126,961,0,0,0,0,0
300000,127,975,0,0,0,0,0
300000,120,927,0,0,0,0,0
300000,119,926,0,0,0,0,0
300000,115,916,0,0,0,0,0
300000,115,901,0,0,0,0,0
300000,115,989,0,0,0,0,0
300000,119,921,0,0,0,0,0
300000,122,950,0,0,0,0,0
300000,115,934,0,0,0,0,0
300000,119,927,0,0,0,0,0
300000,118,931,0,0,0,0,0
300000,115,928,0,0,0,0,0
300000,120,910,0,0,0,0,0
320000,279,1128,0,0,0,0,0
320000,123,968,0,0,0,0,0
320000,159,898,0,0,0,0,0
320000,152,894,0,0,0,0,0
320000,153,918,0,0,0,0,0
320000,154,926,0,0,0,0,0
320000,153,919,0,0,0,0,0
320000,152,924,0,0,0,0,0
320000,122,919,0,0,0,0,0
320000,142,921,0,0,0,0,0
320000,124,930,0,0,0,0,0
320000,125,961,0,0,0,0,0
320000,126,939,0,0,0,0,0
320000,128,921,0,0,0,0,0
320000,163,922,0,0,0,0,0
320000,139,922,0,0,0,0,0
320000,129,925,0,0,0,0,0
320000,142,924,0,0,0,0,0
320000,122,925,0,0,0,0,0
320000,127,927,0,0,0,0,0
340000,287,1073,0,0,0,0,0
340000,147,936,0,0,0,0,0
340000,145,923,0,0,0,0,0
340000,145,945,0,0,0,0,0
340000,132,941,0,0,0,0,0
340000,122,935,0,0,0,0,0
340000,138,915,0,0,0,0,0
340000,133,912,0,0,0,0,0
340000,145,927,0,0,0,0,0
340000,124,907,0,0,0,0,0
340000,145,912,0,0,0,0,0
340000,138,906,0,0,0,0,0
340000,143,924,0,0,0,0,0
340000,126,875,0,0,0,0,0
340000,143,912,0,0,0,0,0
340000,142,895,0,0,0,0,0
340000,148,927,0,0,0,0,0
340000,164,945,0,0,0,0,0
340000,146,917,0,0,0,0,0
340000,147,920,0,0,0,0,0
360000,287,1110,0,0,0,0,0
360000,138,946,0,0,0,0,0
360000,134,924,0,0,0,0,0
360000,160,997,0,0,0,0,0
360000,157,936,0,0,0,0,0
360000,136,940,0,0,0,0,0
360000,197,937,0,0,0,0,0
360000,124,982,0,0,0,0,0
360000,152,926,0,0,0,0,0
360000,124,924,0,0,0,0,0
360000,125,904,0,0,0,0,0
360000,165,918,0,0,0,0,0
360000,124,912,0,0,0,0,0
360000,136,905,0,0,0,0,0
360000,151,932,0,0,0,0,0
360000,163,950,0,0,0,0,0
360000,155,930,0,0,0,0,0
360000,118,920,0,0,0,0,0
360000,123,975,0,0,0,0,0
360000,116,952,0,0,0,0,0
380000,239,1116,0,0,0,0,0
380000,150,985,0,0,0,0,0
380000,149,987,0,0,0,0,0
380000,151,955,0,0,0,0,0
380000,155,932,0,0,0,0,0
380000,125,909,0,0,0,0,0
380000,157,938,0,0,0,0,0
380000,122,967,0,0,0,0,0
380000,120,985,0,0,0,0,0
380000,133,915,0,0,0,0,0
380000,160,931,0,0,0,0,0
380000,142,924,0,0,0,0,0
380000,142,939,0,0,0,0,0
380000,122,939,0,0,0,0,0
380000,127,955,0,0,0,0,0
380000,123,916,0,0,0,0,0
380000,154,937,0,0,0,0,0
380000,142,948,0,0,0,0,0
380000,151,945,0,0,0,0,0
380000,142,925,0,0,0,0,0
400000,291,1112,0,0,0,0,0
400000,125,968,0,0,0,0,0
400000,167,941,0,0,0,0,0
400000,156,971,0,0,0,0,0
400000,128,923,0,0,0,0,0
400000,154,947,0,0,0,0,0
400000,176,933,0,0,0,0,0
400000,154,952,0,0,0,0,0
400000,156,943,0,0,0,0,0
400000,114,949,0,0,0,0,0
400000,127,936,0,0,0,0,0
400000,169,906,0,0,0,0,0
400000,149,924,0,0,0,0,0
400000,127,969,0,0,0,0,0
400000,145,929,0,0,0,0,0
400000,149,922,0,0,0,0,0
400000,155,939,0,0,0,0,0
400000,161,934,0,0,0,0,0
400000,141,910,0,0,0,0,0
400000,148,926,0,0,0,0,0
420000,276,1143,0,0,0,0,0
420000,133,969,0,0,0,0,0
420000,125,963,0,0,0,0,0
420000,116,930,0,0,0,0,0
420000,123,941,0,0,0,0,0
420000,119,908,0,0,0,0,0
420000,121,931,0,0,0,0,0
420000,118,922,0,0,0,0,0
420000,121,949,0,0,0,0,0
420000,122,927,0,0,0,0,0
420000,121,919,0,0,0,0,0
420000,115,951,0,0,0,0,0
420000,122,940,0,0,0,0,0
420000,120,934,0,0,0,0,0
420000,140,935,0,0,0,0,0
420000,115,920,0,0,0,0,0
420000,134,931,0,0,0,0,0
420000,143,936,0,0,0,0,0
420000,120,955,0,0,0,0,0
420000,148,919,0,0,0,0,0
440000,290,1152,0,0,0,0,0
440000,137,956,0,0,0,0,0
440000,127,957,0,0,0,0,0
440000,145,977,0,0,0,0,0
440000,124,935,0,0,0,0,0
440000,114,925,0,0,0,0,0
440000,129,921,0,0,0,0,0
440000,121,924,0,0,0,0,0
440000,125,905,0,0,0,0,0
440000,119,943,0,0,0,0,0
440000,117,887,0,0,0,0,0
440000,111,940,0,0,0,0,0
440000,114,931,0,0,0,0,0
440000,118,934,0,0,0,0,0
440000,118,947,0,0,0,0,0
440000,117,936,0,0,0,0,0
440000,143,918,0,0,0,0,0
440000,133,944,0,0,0,0,0
440000,122,909,0,0,0,0,0
440000,114,924,0,0,0,0,0
460000,280,1107,0,0,0,0,0
460000,146,974,0,0,0,0,0
460000,116,932,0,0,0,0,0
460000,113,906,0,0,0,0,0
460000,136,911,0,0,0,0,0
460000,127,915,0,0,0,0,0
460000,133,963,0,0,0,0,0
460000,117,941,0,0,0,0,0
460000,120,949,0,0,0,0,0
460000,121,932,0,0,0,0,0
460000,118,929,0,0,0,0,0
460000,115,931,0,0,0,0,0
460000,115,906,0,0,0,0,0
460000,122,908,0,0,0,0,0
460000,118,892,0,0,0,0,0
460000,132,881,0,0,0,0,0
460000,115,918,0,0,0,0,0
460000,139,915,0,0,0,0,0
460000,114,917,0,0,0,0,0
460000,116,899,0,0,0,0,0
480000,247,1197,0,0,0,0,0
480000,164,981,0,0,0,0,0
480000,185,921,0,0,0,0,0
480000,152,944,0,0,0,0,0
480000,171,939,0,0,0,0,0
480000,167,917,0,0,0,0,0
480000,156,915,0,0,0,0,0
480000,162,956,0,0,0,0,0
480000,161,937,0,0,0,0,0
480000,149,914,0,0,0,0,0
480000,134,947,0,0,0,0,0
480000,151,925,0,0,0,0,0
480000,127,899,0,0,0,0,0
480000,153,960,0,0,0,0,0
480000,144,934,0,0,0,0,0
480000,122,962,0,0,0,0,0
480000,145,932,0,0,0,0,0
480000,127,960,0,0,0,0,0
480000,119,941,0,0,0,0,0
480000,147,934,0,0,0,0,0
500000,304,1285,0,0,0,0,0
500000,134,944,0,0,0,0,0
500000,132,948,0,0,0,0,0
500000,151,939,0,0,0,0,0
500000,131,973,0,0,0,0,0
500000,132,954,0,0,0,0,0
500000,130,928,0,0,0,0,0
500000,153,957,0,0,0,0,0
500000,131,912,0,0,0,0,0
500000,141,902,0,0,0,0,0
500000,126,948,0,0,0,0,0
500000,146,937,0,0,0,0,0
500000,150,929,0,0,0,0,0
500000,147,899,0,0,0,0,0
500000,138,921,0,0,0,0,0
500000,145,962,0,0,0,0,0
500000,137,917,0,0,0,0,0
500000,146,930,0,0,0,0,0
500000,139,963,0,0,0,0,0
500000,145,923,0,0,0,0,0
520000,267,1089,0,0,0,0,0
520000,110,991,0,0,0,0,0
520000,117,943,0,0,0,0,0
520000,151,964,0,0,0,0,0
520000,108,944,0,0,0,0,0
520000,113,954,0,0,0,0,0
520000,116,945,0,0,0,0,0
520000,113,951,0,0,0,0,0
520000,126,944,0,0,0,0,0
520000,137,936,0,0,0,0,0
520000,122,967,0,0,0,0,0
520000,111,1000,0,0,0,0,0
520000,100,961,0,0,0,0,0
520000,126,928,0,0,0,0,0
520000,109,975,0,0,0,0,0
520000,106,964,0,0,0,0,0
520000,130,966,0,0,0,0,0
520000,114,934,0,0,0,0,0
520000,133,941,0,0,0,0,0
520000,108,945,0,0,0,0,0
540000,276,1189,0,0,0,0,0
540000,118,939,0,0,0,0,0
540000,138,921,0,0,0,0,0
540000,151,973,0,0,0,0,0
540000,139,943,0,0,0,0,0
540000,143,916,0,0,0,0,0
540000,150,981,0,0,0,0,0
540000,141,934,0,0,0,0,0
540000,147,913,0,0,0,0,0
540000,115,938,0,0,0,0,0
540000,138,944,0,0,0,0,0
540000,125,907,0,0,0,0,0
540000,138,942,0,0,0,0,0
540000,136,950,0,0,0,0,0
540000,111,946,0,0,0,0,0
540000,116,919,0,0,0,0,0
540000,114,941,0,0,0,0,0
540000,126,921,0,0,0,0,0
540000,126,929,0,0,0,0,0
540000,114,931,0,0,0,0,0
560000,236,1107,0,0,0,0,0
560000,124,1026,0,0,0,0,0
560000,126,960,0,0,0,0,0
560000,119,972,0,0,0,0,0
560000,114,959,0,0,0,0,0
560000,123,969,0,0,0,0,0
560000,138,938,0,0,0,0,0
560000,116,940,0,0,0,0,0
560000,119,935,0,0,0,0,0
560000,139,985,0,0,0,0,0
560000,110,975,0,0,0,0,0
560000,120,941,0,0,0,0,0
560000,115,948,0,0,0,0,0
560000,124,982,0,0,0,0,0
560000,147,995,0,0,0,0,0
560000,108,924,0,0,0,0,0
560000,117,965,0,0,0,0,0
560000,145,938,0,0,0,0,0
560000,137,942,0,0,0,0,0
560000,133,954,0,0,0,0,0
580000,274,1075,0,0,0,0,0
580000,149,955,0,0,0,0,0
580000,142,959,0,0,0,0,0
580000,134,941,0,0,0,0,0
580000,121,924,0,0,0,0,0
580000,129,906,0,0,0,0,0
580000,132,935,0,0,0,0,0
580000,122,935,0,0,0,0,0
580000,113,917,0,0,0,0,0
580000,129,923,0,0,0,0,0
580000,125,945,0,0,0,0,0
580000,129,949,0,0,0,0,0
580000,128,939,0,0,0,0,0
580000,121,951,0,0,0,0,0
580000,116,920,0,0,0,0,0
580000,117,924,0,0,0,0,0
580000,134,977,0,0,0,0,0
580000,140,924,0,0,0,0,0
580000,117,963,0,0,0,0,0
580000,138,942,0,0,0,0,0
600000,223,1220,0,0,0,0,0
600000,108,958,0,0,0,0,0
600000,109,931,0,0,0,0,0
600000,111,930,0,0,0,0,0
600000,117,948,0,0,0,0,0
600000,106,932,0,0,0,0,0
600000,173,978,0,0,0,0,0
600000,140,917,0,0,0,0,0
600000,133,948,0,0,0,0,0
600000,118,905,0,0,0,0,0
600000,110,927,0,0,0,0,0
600000,109,922,0,0,0,0,0
600000,136,917,0,0,0,0,0
600000,127,908,0,0,0,0,0
600000,142,935,0,0,0,0,0
600000,146,950,0,0,0,0,0
600000,145,924,0,0,0,0,0
600000,162,909,0,0,0,0,0
600000,114,928,0,0,0,0,0
600000,113,907,0,0,0,0,0
620000,251,1390,0,0,0,0,0
620000,127,965,0,0,0,0,0
620000,127,916,0,0,0,0,0
620000,116,964,0,0,0,0,0
620000,128,939,0,0,0,0,0
620000,140,948,0,0,0,0,0
620000,134,943,0,0,0,0,0
620000,129,924,0,0,0,0,0
620000,146,967,0,0,0,0,0
620000,132,895,0,0,0,0,0
620000,141,945,0,0,0,0,0
620000,117,937,0,0,0,0,0
620000,151,943,0,0,0,0,0
620000,109,935,0,0,0,0,0
620000,114,956,0,0,0,0,0
620000,110,927,0,0,0,0,0
620000,124,949,0,0,0,0,0
620000,120,942,0,0,0,0,0
620000,113,956,0,0,0,0,0
620000,124,944,0,0,0,0,0
640000,242,1095,0,0,0,0,0
640000,128,937,0,0,0,0,0
640000,111,974,0,0,0,0,0
640000,151,959,0,0,0,0,0
640000,101,957,0,0,0,0,0
640000,102,970,0,0,0,0,0
640000,121,955,0,0,0,0,0
640000,128,932,0,0,0,0,0
640000,124,954,0,0,0,0,0
640000,116,946,0,0,0,0,0
640000,143,932,0,0,0,0,0
640000,146,911,0,0,0,0,0
640000,111,944,0,0,0,0,0
640000,112,908,0,0,0,0,0
640000,148,915,0,0,0,0,0
640000,112,933,0,0,0,0,0
640000,144,977,0,0,0,0,0
640000,153,954,0,0,0,0,0
