Pallet: "pallet_assets", Extrinsic: "create", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
25933,1533,0,0,0,0,0
22812,1430,0,0,0,0,0
22127,1379,0,0,0,0,0
22736,1392,0,0,0,0,0
22134,1399,0,0,0,0,0
21850,1407,0,0,0,0,0
21625,1360,0,0,0,0,0
21783,1424,0,0,0,0,0
21650,1425,0,0,0,0,0
22004,1387,0,0,0,0,0
21514,1370,0,0,0,0,0
21317,1359,0,0,0,0,0
21693,1372,0,0,0,0,0
21592,1403,0,0,0,0,0
21537,1527,0,0,0,0,0
21848,1391,0,0,0,0,0
21712,1348,0,0,0,0,0
21791,1359,0,0,0,0,0
21766,1399,0,0,0,0,0
21824,1370,0,0,0,0,0

Raw Storage Info
========
Storage: Assets Asset (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.79
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.79
              µs

Reads = 1
Writes = 1

Pallet: "pallet_assets", Extrinsic: "force_create", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
17224,1507,0,0,0,0,0
12440,1259,0,0,0,0,0
12139,1197,0,0,0,0,0
11826,1215,0,0,0,0,0
11920,1380,0,0,0,0,0
11900,1230,0,0,0,0,0
11917,1159,0,0,0,0,0
11790,1205,0,0,0,0,0
11666,1183,0,0,0,0,0
11407,1150,0,0,0,0,0
11569,1181,0,0,0,0,0
11449,1148,0,0,0,0,0
11433,1137,0,0,0,0,0
11488,1124,0,0,0,0,0
11770,1195,0,0,0,0,0
11605,1169,0,0,0,0,0
11430,1164,0,0,0,0,0
11589,1162,0,0,0,0,0
11428,1166,0,0,0,0,0
11403,1173,0,0,0,0,0

Raw Storage Info
========
Storage: Assets Asset (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    11.66
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    11.66
              µs

Reads = 1
Writes = 1

Pallet: "pallet_assets", Extrinsic: "destroy", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
c,s,a,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
5000,2700,500,114929289,6285,0,0,0,0,0
5000,2700,500,114633969,7410,0,0,0,0,0
5000,2700,500,114011476,5799,0,0,0,0,0
5000,2700,500,115082819,5900,0,0,0,0,0
5000,2700,500,114953739,6457,0,0,0,0,0
5000,2700,500,113165548,6660,0,0,0,0,0
5000,2700,500,113146781,6995,0,0,0,0,0
5000,2700,500,114454205,7404,0,0,0,0,0
5000,2700,500,113496503,6785,0,0,0,0,0
5000,2700,500,114143932,6440,0,0,0,0,0
5000,2700,500,113905827,6732,0,0,0,0,0
5000,2700,500,116062455,6388,0,0,0,0,0
5000,2700,500,113903385,6399,0,0,0,0,0
5000,2800,500,114603125,6318,0,0,0,0,0
5000,2800,500,115609228,6606,0,0,0,0,0
5000,2800,500,115672146,6605,0,0,0,0,0
5000,2800,500,115353059,6736,0,0,0,0,0
5000,2800,500,113659921,6212,0,0,0,0,0
5000,2800,500,113647234,6256,0,0,0,0,0
5000,2800,500,115498622,5782,0,0,0,0,0
5000,2800,500,113997391,6168,0,0,0,0,0
5000,2800,500,115093585,5942,0,0,0,0,0
5000,2800,500,114917155,6305,0,0,0,0,0
5000,2800,500,114195522,6117,0,0,0,0,0
5000,2800,500,114282968,6823,0,0,0,0,0
5000,2800,500,114029875,5581,0,0,0,0,0
5000,2800,500,115362725,6036,0,0,0,0,0
5000,2800,500,113698849,6187,0,0,0,0,0
5000,2800,500,115219389,6573,0,0,0,0,0
5000,2800,500,115054148,7158,0,0,0,0,0
5000,2800,500,113810414,7094,0,0,0,0,0
5000,2800,500,114210323,6997,0,0,0,0,0
5000,2800,500,114929479,6826,0,0,0,0,0
5000,2900,500,118845491,6862,0,0,0,0,0
5000,2900,500,117754749,5759,0,0,0,0,0
5000,2900,500,119653867,6344,0,0,0,0,0
5000,2900,500,116659052,5568,0,0,0,0,0
5000,2900,500,117423571,5799,0,0,0,0,0
5000,2900,500,117150778,6458,0,0,0,0,0
5000,2900,500,120360439,6240,0,0,0,0,0
5000,2900,500,118179765,6159,0,0,0,0,0
5000,2900,500,118691380,6761,0,0,0,0,0
5000,2900,500,120353116,6379,0,0,0,0,0
5000,2900,500,118832308,5781,0,0,0,0,0
5000,2900,500,118242045,6648,0,0,0,0,0
5000,2900,500,118059632,6415,0,0,0,0,0
5000,2900,500,117349713,6184,0,0,0,0,0
5000,2900,500,116204931,6367,0,0,0,0,0
5000,2900,500,117498581,6308,0,0,0,0,0
5000,2900,500,117586432,6666,0,0,0,0,0
5000,2900,500,117541218,5729,0,0,0,0,0
5000,2900,500,119572544,6493,0,0,0,0,0
5000,2900,500,118255399,6454,0,0,0,0,0
5000,3000,500,123107037,5565,0,0,0,0,0
5000,3000,500,120972528,6464,0,0,0,0,0
5000,3000,500,120609176,6276,0,0,0,0,0
5000,3000,500,122106871,6461,0,0,0,0,0
5000,3000,500,121171407,6514,0,0,0,0,0
5000,3000,500,122473259,6569,0,0,0,0,0
5000,3000,500,122129304,6556,0,0,0,0,0
5000,3000,500,123251522,6226,0,0,0,0,0
5000,3000,500,119816353,6773,0,0,0,0,0
5000,3000,500,122468931,6420,0,0,0,0,0
5000,3000,500,120568419,7119,0,0,0,0,0
5000,3000,500,122217740,6411,0,0,0,0,0
5000,3000,500,121347350,6349,0,0,0,0,0
5000,3000,500,121609255,6709,0,0,0,0,0
5000,3000,500,121577776,6271,0,0,0,0,0
5000,3000,500,121863907,6349,0,0,0,0,0
5000,3000,500,121454527,7574,0,0,0,0,0
5000,3000,500,120422276,6421,0,0,0,0,0
5000,3000,500,122297883,6231,0,0,0,0,0
5000,3000,500,122130956,6426,0,0,0,0,0
5000,3100,500,123613646,6517,0,0,0,0,0
5000,3100,500,122218617,6395,0,0,0,0,0
5000,3100,500,123107440,6423,0,0,0,0,0
5000,3100,500,122871049,6652,0,0,0,0,0
5000,3100,500,122445343,7201,0,0,0,0,0
5000,3100,500,123115780,6551,0,0,0,0,0
5000,3100,500,122806434,6472,0,0,0,0,0
5000,3100,500,122171519,6484,0,0,0,0,0
5000,3100,500,122314422,6724,0,0,0,0,0
5000,3100,500,122815448,6713,0,0,0,0,0
5000,3100,500,120708938,6609,0,0,0,0,0
5000,3100,500,121362128,6879,0,0,0,0,0
5000,3100,500,122870826,5896,0,0,0,0,0
5000,3100,500,122204691,6509,0,0,0,0,0
5000,3100,500,121840591,7381,0,0,0,0,0
5000,3100,500,123621362,6826,0,0,0,0,0
5000,3100,500,122246290,6631,0,0,0,0,0
5000,3100,500,122713038,6186,0,0,0,0,0
5000,3100,500,123393257,6475,0,0,0,0,0
5000,3100,500,122761148,6659,0,0,0,0,0
5000,3200,500,124170060,6510,0,0,0,0,0
5000,3200,500,124020436,6373,0,0,0,0,0
5000,3200,500,124065849,6627,0,0,0,0,0
5000,3200,500,125658033,6723,0,0,0,0,0
5000,3200,500,124674207,6582,0,0,0,0,0
5000,3200,500,122490989,6667,0,0,0,0,0
5000,3200,500,123251564,6420,0,0,0,0,0
5000,3200,500,123976796,6107,0,0,0,0,0
5000,3200,500,123440924,6885,0,0,0,0,0
5000,3200,500,123988425,5784,0,0,0,0,0
5000,3200,500,124827897,6615,0,0,0,0,0
5000,3200,500,123463978,7075,0,0,0,0,0
5000,3200,500,124264021,6932,0,0,0,0,0
5000,3200,500,125082935,6516,0,0,0,0,0
5000,3200,500,124035204,7446,0,0,0,0,0
5000,3200,500,125138668,6155,0,0,0,0,0
5000,3200,500,125966561,6708,0,0,0,0,0
5000,3200,500,125613960,6763,0,0,0,0,0
5000,3200,500,124669032,6024,0,0,0,0,0
5000,3200,500,125982847,6053,0,0,0,0,0
5000,3300,500,125515194,6598,0,0,0,0,0
5000,3300,500,128438425,6282,0,0,0,0,0
5000,3300,500,128141401,7409,0,0,0,0,0
5000,3300,500,125249711,6410,0,0,0,0,0
5000,3300,500,126243554,6786,0,0,0,0,0
5000,3300,500,125228886,7162,0,0,0,0,0
5000,3300,500,125674630,6462,0,0,0,0,0
5000,3300,500,127753160,7259,0,0,0,0,0
5000,3300,500,126298725,6325,0,0,0,0,0
5000,3300,500,125795766,6709,0,0,0,0,0
5000,3300,500,124862065,6524,0,0,0,0,0
5000,3300,500,125342461,5819,0,0,0,0,0
5000,3300,500,127022931,6631,0,0,0,0,0
5000,3300,500,127059335,6059,0,0,0,0,0
5000,3300,500,125726996,6924,0,0,0,0,0
5000,3300,500,126541907,6595,0,0,0,0,0
5000,3300,500,127319960,6810,0,0,0,0,0
5000,3300,500,128212453,6524,0,0,0,0,0
5000,3300,500,126626057,7097,0,0,0,0,0
5000,3300,500,126534198,6785,0,0,0,0,0
5000,3400,500,127213418,6693,0,0,0,0,0
5000,3400,500,127983024,6413,0,0,0,0,0
5000,3400,500,126236817,6967,0,0,0,0,0
5000,3400,500,127497916,6863,0,0,0,0,0
5000,3400,500,127931210,6216,0,0,0,0,0
5000,3400,500,129863026,6742,0,0,0,0,0
5000,3400,500,128367512,6476,0,0,0,0,0
5000,3400,500,130460087,5759,0,0,0,0,0
5000,3400,500,128435610,6822,0,0,0,0,0
5000,3400,500,130157037,6548,0,0,0,0,0
5000,3400,500,128611326,6458,0,0,0,0,0
5000,3400,500,127707246,7198,0,0,0,0,0
5000,3400,500,126452461,7157,0,0,0,0,0
5000,3400,500,128593735,6867,0,0,0,0,0
5000,3400,500,127824759,6525,0,0,0,0,0
5000,3400,500,125239972,6430,0,0,0,0,0
5000,3400,500,128154746,6765,0,0,0,0,0
5000,3400,500,128282086,6653,0,0,0,0,0
5000,3400,500,129334604,6064,0,0,0,0,0
5000,3400,500,128394229,7089,0,0,0,0,0
5000,3500,500,128419598,6962,0,0,0,0,0
5000,3500,500,128842141,6622,0,0,0,0,0
5000,3500,500,129610509,6881,0,0,0,0,0
5000,3500,500,128769259,6782,0,0,0,0,0
5000,3500,500,128128853,6319,0,0,0,0,0
5000,3500,500,128029707,6387,0,0,0,0,0
5000,3500,500,131082562,6560,0,0,0,0,0
5000,3500,500,130707482,5934,0,0,0,0,0
5000,3500,500,128581155,6296,0,0,0,0,0
5000,3500,500,129570671,6793,0,0,0,0,0
5000,3500,500,130081530,6965,0,0,0,0,0
5000,3500,500,129166469,6452,0,0,0,0,0
5000,3500,500,128936840,6440,0,0,0,0,0
5000,3500,500,129187943,5887,0,0,0,0,0
5000,3500,500,129325054,6225,0,0,0,0,0
5000,3500,500,130615952,6510,0,0,0,0,0
5000,3500,500,129517813,7276,0,0,0,0,0
5000,3500,500,128729552,5805,0,0,0,0,0
5000,3500,500,129627543,6625,0,0,0,0,0
5000,3500,500,130058750,6702,0,0,0,0,0
5000,3600,500,130210027,6468,0,0,0,0,0
5000,3600,500,130323428,7084,0,0,0,0,0
5000,3600,500,130060270,6970,0,0,0,0,0
5000,3600,500,130513143,7039,0,0,0,0,0
5000,3600,500,130609614,6278,0,0,0,0,0
5000,3600,500,133165528,6925,0,0,0,0,0
5000,3600,500,129449342,6613,0,0,0,0,0
5000,3600,500,130007867,6739,0,0,0,0,0
5000,3600,500,128944575,7779,0,0,0,0,0
5000,3600,500,129593841,6024,0,0,0,0,0
5000,3600,500,130030773,7227,0,0,0,0,0
5000,3600,500,129483624,6532,0,0,0,0,0
5000,3600,500,131048491,6094,0,0,0,0,0
5000,3600,500,129933082,6205,0,0,0,0,0
5000,3600,500,131253296,6339,0,0,0,0,0
5000,3600,500,129932898,6663,0,0,0,0,0
5000,3600,500,130348673,6397,0,0,0,0,0
5000,3600,500,130553992,6498,0,0,0,0,0
5000,3600,500,129149414,6951,0,0,0,0,0
5000,3600,500,131361285,6641,0,0,0,0,0
5000,3700,500,133327359,6558,0,0,0,0,0
5000,3700,500,133259095,6544,0,0,0,0,0
5000,3700,500,132896090,6367,0,0,0,0,0
5000,3700,500,131479845,6761,0,0,0,0,0
5000,3700,500,134010411,6661,0,0,0,0,0
5000,3700,500,133781872,6390,0,0,0,0,0
5000,3700,500,132356543,6144,0,0,0,0,0
5000,3700,500,133130912,6508,0,0,0,0,0
5000,3700,500,132242189,6717,0,0,0,0,0
5000,3700,500,135265317,6816,0,0,0,0,0
5000,3700,500,132693081,6800,0,0,0,0,0
5000,3700,500,133590234,6909,0,0,0,0,0
5000,3700,500,134558540,6945,0,0,0,0,0
5000,3700,500,133781298,7211,0,0,0,0,0
5000,3700,500,134248186,7131,0,0,0,0,0
5000,3700,500,133422502,6260,0,0,0,0,0
5000,3700,500,132633702,6458,0,0,0,0,0
5000,3700,500,132695641,7373,0,0,0,0,0
5000,3700,500,132649845,6475,0,0,0,0,0
5000,3700,500,133491879,6106,0,0,0,0,0
5000,3800,500,130495151,6081,0,0,0,0,0
5000,3800,500,130514485,6920,0,0,0,0,0
5000,3800,500,131265413,6645,0,0,0,0,0
5000,3800,500,130172865,7429,0,0,0,0,0
5000,3800,500,130028146,6912,0,0,0,0,0
5000,3800,500,129584817,7227,0,0,0,0,0
5000,3800,500,130279310,6878,0,0,0,0,0
5000,3800,500,130069209,6908,0,0,0,0,0
5000,3800,500,129708557,6275,0,0,0,0,0
5000,3800,500,129790513,6510,0,0,0,0,0
5000,3800,500,129127253,6351,0,0,0,0,0
5000,3800,500,131332116,6729,0,0,0,0,0
5000,3800,500,130967364,6503,0,0,0,0,0
5000,3800,500,130427761,7585,0,0,0,0,0
5000,3800,500,129669939,6833,0,0,0,0,0
5000,3800,500,131067397,6784,0,0,0,0,0
5000,3800,500,129839058,6917,0,0,0,0,0
5000,3800,500,130202283,6529,0,0,0,0,0
5000,3800,500,130086763,6714,0,0,0,0,0
5000,3800,500,130962494,7259,0,0,0,0,0
5000,3900,500,136299209,6610,0,0,0,0,0
5000,3900,500,134926497,6493,0,0,0,0,0
5000,3900,500,136363507,5812,0,0,0,0,0
5000,3900,500,134028282,6471,0,0,0,0,0
5000,3900,500,133946685,7198,0,0,0,0,0
5000,3900,500,136741478,6853,0,0,0,0,0
5000,3900,500,134968063,6425,0,0,0,0,0
5000,3900,500,134641435,6280,0,0,0,0,0
5000,3900,500,135824588,7291,0,0,0,0,0
5000,3900,500,134474928,6965,0,0,0,0,0
5000,3900,500,137034161,6085,0,0,0,0,0
5000,3900,500,136265552,6181,0,0,0,0,0
5000,3900,500,133924870,6518,0,0,0,0,0
5000,3900,500,135420230,6350,0,0,0,0,0
5000,3900,500,133442606,6056,0,0,0,0,0
5000,3900,500,136436676,5903,0,0,0,0,0
5000,3900,500,136049768,6517,0,0,0,0,0
5000,3900,500,133828991,6385,0,0,0,0,0
5000,3900,500,135138042,7330,0,0,0,0,0
5000,3900,500,136423872,6576,0,0,0,0,0
5000,4000,500,136273298,7044,0,0,0,0,0
5000,4000,500,137280498,6524,0,0,0,0,0
5000,4000,500,137694274,5862,0,0,0,0,0
5000,4000,500,136835029,6924,0,0,0,0,0
5000,4000,500,136377155,6731,0,0,0,0,0
5000,4000,500,135893795,6060,0,0,0,0,0
5000,4000,500,135621575,6757,0,0,0,0,0
5000,4000,500,135019650,6171,0,0,0,0,0
5000,4000,500,135851747,6760,0,0,0,0,0
5000,4000,500,136058318,7242,0,0,0,0,0
5000,4000,500,135659399,6611,0,0,0,0,0
5000,4000,500,136820993,5861,0,0,0,0,0
5000,4000,500,137449465,6686,0,0,0,0,0
5000,4000,500,134164436,6751,0,0,0,0,0
5000,4000,500,136092612,6876,0,0,0,0,0
5000,4000,500,138202057,6450,0,0,0,0,0
5000,4000,500,138695022,6726,0,0,0,0,0
5000,4000,500,135251940,6805,0,0,0,0,0
5000,4000,500,136051148,6513,0,0,0,0,0
5000,4000,500,136174263,6618,0,0,0,0,0
5000,4100,500,140663372,6310,0,0,0,0,0
5000,4100,500,138119963,6428,0,0,0,0,0
5000,4100,500,139652982,6326,0,0,0,0,0
5000,4100,500,140116283,6623,0,0,0,0,0
5000,4100,500,140381096,7266,0,0,0,0,0
5000,4100,500,141386416,6118,0,0,0,0,0
5000,4100,500,140320676,5977,0,0,0,0,0
5000,4100,500,140616097,6297,0,0,0,0,0
5000,4100,500,139253369,6882,0,0,0,0,0
5000,4100,500,141135191,6525,0,0,0,0,0
5000,4100,500,139949757,6972,0,0,0,0,0
5000,4100,500,139426075,6832,0,0,0,0,0
5000,4100,500,141382490,5797,0,0,0,0,0
5000,4100,500,140079331,6489,0,0,0,0,0
5000,4100,500,141901222,6782,0,0,0,0,0
5000,4100,500,139457349,7059,0,0,0,0,0
5000,4100,500,142098781,6722,0,0,0,0,0
5000,4100,500,140705980,6665,0,0,0,0,0
5000,4100,500,140523836,6311,0,0,0,0,0
5000,4100,500,142439717,6436,0,0,0,0,0
5000,4200,500,141672349,6371,0,0,0,0,0
5000,4200,500,140798932,7110,0,0,0,0,0
5000,4200,500,139836808,6353,0,0,0,0,0
5000,4200,500,142662603,6388,0,0,0,0,0
5000,4200,500,141540031,7240,0,0,0,0,0
5000,4200,500,139862964,6399,0,0,0,0,0
5000,4200,500,139817539,6936,0,0,0,0,0
5000,4200,500,141043759,6696,0,0,0,0,0
5000,4200,500,139844070,6399,0,0,0,0,0
5000,4200,500,142486836,6626,0,0,0,0,0
5000,4200,500,141890776,6939,0,0,0,0,0
5000,4200,500,140812844,6987,0,0,0,0,0
5000,4200,500,139443771,6644,0,0,0,0,0
5000,4200,500,140845093,7043,0,0,0,0,0
5000,4200,500,138743531,6609,0,0,0,0,0
5000,4200,500,140532432,6476,0,0,0,0,0
5000,4200,500,140201520,6943,0,0,0,0,0
5000,4200,500,141763405,7215,0,0,0,0,0
5000,4200,500,141138418,6740,0,0,0,0,0
5000,4200,500,140330094,6527,0,0,0,0,0
5000,4300,500,142566847,6310,0,0,0,0,0
5000,4300,500,142197509,6749,0,0,0,0,0
5000,4300,500,143499253,6548,0,0,0,0,0
5000,4300,500,141113479,6065,0,0,0,0,0
5000,4300,500,143022824,6669,0,0,0,0,0
5000,4300,500,144346526,6512,0,0,0,0,0
5000,4300,500,143267934,6544,0,0,0,0,0
5000,4300,500,143709693,7423,0,0,0,0,0
5000,4300,500,141030274,6975,0,0,0,0,0
5000,4300,500,140253350,6121,0,0,0,0,0
5000,4300,500,143285066,6447,0,0,0,0,0
5000,4300,500,144166507,5991,0,0,0,0,0
5000,4300,500,143697599,6706,0,0,0,0,0
5000,4300,500,142541920,7667,0,0,0,0,0
5000,4300,500,142930171,6601,0,0,0,0,0
5000,4300,500,143188674,7124,0,0,0,0,0
5000,4300,500,143397070,6874,0,0,0,0,0
5000,4300,500,142994640,6414,0,0,0,0,0
5000,4300,500,142289517,6824,0,0,0,0,0
5000,4300,500,142782578,6545,0,0,0,0,0
5000,4400,500,146983406,6508,0,0,0,0,0
5000,4400,500,147246952,6416,0,0,0,0,0
5000,4400,500,147443446,6270,0,0,0,0,0
5000,4400,500,146709343,6408,0,0,0,0,0
5000,4400,500,144979731,6264,0,0,0,0,0
5000,4400,500,147069283,6850,0,0,0,0,0
5000,4400,500,145425859,7154,0,0,0,0,0
5000,4400,500,145086149,6173,0,0,0,0,0
5000,4400,500,145872549,6617,0,0,0,0,0
5000,4400,500,145370829,6314,0,0,0,0,0
5000,4400,500,144242611,6080,0,0,0,0,0
5000,4400,500,147049638,6100,0,0,0,0,0
5000,4400,500,147093484,5864,0,0,0,0,0
5000,4400,500,145018807,7012,0,0,0,0,0
5000,4400,500,146335890,6185,0,0,0,0,0
5000,4400,500,146442813,6226,0,0,0,0,0
5000,4400,500,146107289,6727,0,0,0,0,0
5000,4400,500,145022522,6532,0,0,0,0,0
5000,4400,500,145555553,6216,0,0,0,0,0
5000,4400,500,146525253,6498,0,0,0,0,0
5000,4500,500,144451279,6586,0,0,0,0,0
5000,4500,500,144143528,6749,0,0,0,0,0
5000,4500,500,143328608,7313,0,0,0,0,0
5000,4500,500,143781612,6224,0,0,0,0,0
5000,4500,500,145435652,6233,0,0,0,0,0
5000,4500,500,145041827,7113,0,0,0,0,0
5000,4500,500,142831565,6649,0,0,0,0,0
5000,4500,500,143151022,6368,0,0,0,0,0
5000,4500,500,143402672,6316,0,0,0,0,0
5000,4500,500,143085502,6286,0,0,0,0,0
5000,4500,500,143736879,6209,0,0,0,0,0
5000,4500,500,142602902,6107,0,0,0,0,0
5000,4500,500,142821435,6916,0,0,0,0,0
5000,4500,500,142553399,6575,0,0,0,0,0
5000,4500,500,143045141,6860,0,0,0,0,0
5000,4500,500,144843582,6833,0,0,0,0,0
5000,4500,500,142823751,7036,0,0,0,0,0
5000,4500,500,143421348,6625,0,0,0,0,0
5000,4500,500,142309145,6536,0,0,0,0,0
5000,4500,500,143884211,6457,0,0,0,0,0
5000,4600,500,146124226,6657,0,0,0,0,0
5000,4600,500,148292872,6848,0,0,0,0,0
5000,4600,500,144722491,6569,0,0,0,0,0
5000,4600,500,148623724,7022,0,0,0,0,0
5000,4600,500,146458380,6588,0,0,0,0,0
5000,4600,500,148430724,6915,0,0,0,0,0
5000,4600,500,147838936,6313,0,0,0,0,0
5000,4600,500,147724769,6851,0,0,0,0,0
5000,4600,500,147532071,6909,0,0,0,0,0
5000,4600,500,145313064,6623,0,0,0,0,0
5000,4600,500,146530726,6152,0,0,0,0,0
5000,4600,500,146583187,6805,0,0,0,0,0
5000,4600,500,146340363,6165,0,0,0,0,0
5000,4600,500,146000917,6833,0,0,0,0,0
5000,4600,500,147193474,6328,0,0,0,0,0
5000,4600,500,146847390,6120,0,0,0,0,0
5000,4600,500,147334254,6833,0,0,0,0,0
5000,4600,500,148726472,6723,0,0,0,0,0
5000,4600,500,148284356,6603,0,0,0,0,0
5000,4600,500,148099849,6624,0,0,0,0,0
5000,4700,500,144644483,6694,0,0,0,0,0
5000,4700,500,146895021,7043,0,0,0,0,0
5000,4700,500,146438536,6129,0,0,0,0,0
5000,4700,500,145278791,6458,0,0,0,0,0
5000,4700,500,145367777,6689,0,0,0,0,0
5000,4700,500,145502971,6423,0,0,0,0,0
5000,4700,500,146035617,6218,0,0,0,0,0
5000,4700,500,147216414,6069,0,0,0,0,0
5000,4700,500,145924015,6265,0,0,0,0,0
5000,4700,500,145558988,6610,0,0,0,0,0
5000,4700,500,144974620,6762,0,0,0,0,0
5000,4700,500,145080979,5653,0,0,0,0,0
5000,4700,500,145824156,6803,0,0,0,0,0
5000,4700,500,145746246,6462,0,0,0,0,0
5000,4700,500,146889935,6234,0,0,0,0,0
5000,4700,500,145336482,6432,0,0,0,0,0
5000,4700,500,148008248,6331,0,0,0,0,0
5000,4700,500,144437905,6750,0,0,0,0,0
5000,4700,500,147628786,6106,0,0,0,0,0
5000,4700,500,144271056,6898,0,0,0,0,0
5000,4800,500,150098875,6862,0,0,0,0,0
5000,4800,500,150153626,9370,0,0,0,0,0
5000,4800,500,149259661,6641,0,0,0,0,0
5000,4800,500,149790128,6477,0,0,0,0,0
5000,4800,500,150445524,7103,0,0,0,0,0
5000,4800,500,151467068,7247,0,0,0,0,0
5000,4800,500,149770092,6456,0,0,0,0,0
5000,4800,500,151754615,7724,0,0,0,0,0
5000,4800,500,149821273,6820,0,0,0,0,0
5000,4800,500,151950786,6412,0,0,0,0,0
5000,4800,500,150749741,6910,0,0,0,0,0
5000,4800,500,151285973,6603,0,0,0,0,0
5000,4800,500,149855580,6813,0,0,0,0,0
5000,4800,500,150400773,6879,0,0,0,0,0
5000,4800,500,150741112,7029,0,0,0,0,0
5000,4800,500,148705286,5833,0,0,0,0,0
5000,4800,500,149627165,6488,0,0,0,0,0
5000,4800,500,150165433,7732,0,0,0,0,0
5000,4800,500,150025651,7198,0,0,0,0,0
5000,4800,500,150304955,6301,0,0,0,0,0
5000,4900,500,150981587,6983,0,0,0,0,0
5000,4900,500,151815540,7050,0,0,0,0,0
5000,4900,500,155464138,6457,0,0,0,0,0
5000,4900,500,152876000,7110,0,0,0,0,0
5000,4900,500,150718129,7403,0,0,0,0,0
5000,4900,500,152803655,7027,0,0,0,0,0
5000,4900,500,152026644,6407,0,0,0,0,0
5000,4900,500,151010225,6508,0,0,0,0,0
5000,4900,500,150125970,7431,0,0,0,0,0
5000,4900,500,150777214,6440,0,0,0,0,0
5000,4900,500,151294827,6463,0,0,0,0,0
5000,4900,500,153127539,6272,0,0,0,0,0
5000,4900,500,150522581,5661,0,0,0,0,0
5000,4900,500,153196142,6598,0,0,0,0,0
5000,4900,500,150458020,6327,0,0,0,0,0
5000,4900,500,153849207,7826,0,0,0,0,0
5000,4900,500,152371167,7067,0,0,0,0,0
5000,4900,500,150938747,7128,0,0,0,0,0
5000,4900,500,151829784,6270,0,0,0,0,0
5000,4900,500,151787639,6630,0,0,0,0,0
5000,5000,500,156578675,7017,0,0,0,0,0
5000,5000,500,154294274,6412,0,0,0,0,0
5000,5000,500,153876186,6698,0,0,0,0,0
5000,5000,500,155244560,6746,0,0,0,0,0
5000,5000,500,155247086,6814,0,0,0,0,0
5000,5000,500,155567620,6208,0,0,0,0,0
5000,5000,500,156643691,6835,0,0,0,0,0
5000,5000,500,155323120,7093,0,0,0,0,0
5000,5000,500,157202685,6544,0,0,0,0,0
5000,5000,500,153425706,6750,0,0,0,0,0
5000,5000,500,155342942,6397,0,0,0,0,0
5000,5000,500,155864628,7208,0,0,0,0,0
5000,5000,500,155971995,6727,0,0,0,0,0
5000,5000,500,155509526,6365,0,0,0,0,0
5000,5000,500,155104334,6840,0,0,0,0,0
5000,5000,500,153455971,6650,0,0,0,0,0
5000,5000,500,153389192,6417,0,0,0,0,0
5000,5000,500,153570432,7039,0,0,0,0,0
5000,5000,500,156003446,6690,0,0,0,0,0
5000,5000,500,156646233,6695,0,0,0,0,0
5000,5000,0,144597438,7394,0,0,0,0,0
5000,5000,0,146226197,7409,0,0,0,0,0
5000,5000,0,144276621,7065,0,0,0,0,0
5000,5000,0,147431766,6586,0,0,0,0,0
5000,5000,0,145117636,6603,0,0,0,0,0
5000,5000,0,146168136,6163,0,0,0,0,0
5000,5000,0,148431923,6852,0,0,0,0,0
5000,5000,0,147027681,6840,0,0,0,0,0
5000,5000,0,148813649,6409,0,0,0,0,0
5000,5000,0,147323954,6799,0,0,0,0,0
5000,5000,0,145926732,6805,0,0,0,0,0
5000,5000,0,146743327,6548,0,0,0,0,0
5000,5000,0,145280156,6458,0,0,0,0,0
5000,5000,0,147447379,6125,0,0,0,0,0
5000,5000,0,147074953,6895,0,0,0,0,0
5000,5000,0,147503616,7668,0,0,0,0,0
5000,5000,0,147103975,6153,0,0,0,0,0
5000,5000,0,149518079,6523,0,0,0,0,0
5000,5000,0,149158379,7077,0,0,0,0,0
5000,5000,0,146430887,6877,0,0,0,0,0
5000,5000,10,144956267,7128,0,0,0,0,0
5000,5000,10,145299365,7082,0,0,0,0,0
5000,5000,10,145858641,6661,0,0,0,0,0
5000,5000,10,144207056,7161,0,0,0,0,0
5000,5000,10,143960072,6780,0,0,0,0,0
5000,5000,10,142800748,6698,0,0,0,0,0
5000,5000,10,142407848,6346,0,0,0,0,0
5000,5000,10,145268431,6353,0,0,0,0,0
5000,5000,10,144343379,7003,0,0,0,0,0
5000,5000,10,147766738,6190,0,0,0,0,0
5000,5000,10,146835351,7007,0,0,0,0,0
5000,5000,10,147324590,6468,0,0,0,0,0
5000,5000,10,144452064,6195,0,0,0,0,0
5000,5000,10,149351691,6121,0,0,0,0,0
5000,5000,10,144601871,6419,0,0,0,0,0
5000,5000,10,145743302,7354,0,0,0,0,0
5000,5000,10,146106334,6831,0,0,0,0,0
